Target_genes	Irf9|Average	SRX4178758|Macrophages	SRX4178759|Macrophages	SRX4178764|Macrophages	SRX4178765|Macrophages	SRX4178770|Macrophages	SRX4178771|Macrophages	SRX18239628|MEF	SRX18239631|MEF	SRX5503046|MEF	SRX5503049|MEF	SRX14818053|Naive_T_cells	SRX14818054|Naive_T_cells	SRX14818055|Naive_T_cells	SRX14818056|Naive_T_cells	SRX14818057|Naive_T_cells	SRX14818058|Naive_T_cells	SRX14818065|Naive_T_cells	SRX14818066|Naive_T_cells	SRX14818067|Naive_T_cells	SRX14818068|Naive_T_cells	SRX14818069|Naive_T_cells	SRX14818070|Naive_T_cells	SRX4348502|Natural_killer_cells	SRX4348504|Natural_killer_cells	SRX4348506|Natural_killer_cells	STRING
Dclre1c	203.32	200	0	2192	1254	340	830	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Cd47	203.16	0	0	1271	927	498	1282	0	183	428	0	0	0	0	0	0	0	0	0	0	264	0	0	226	0	0	0
Ccl4	202.52	0	0	1967	1436	278	1062	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Oasl1	202.08	133	172	1589	872	249	466	497	319	301	336	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Ncoa7	199.48	0	0	1812	1221	383	1140	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Fcf1	199.12	0	0	2162	1135	236	707	0	227	331	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Arel1	199.12	0	0	2162	1135	236	707	0	227	331	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Herc6	197.68	163	0	1267	814	295	672	121	642	594	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0
Tcof1	196.64	334	0	1533	788	231	671	0	0	0	0	0	0	261	668	0	0	0	0	172	140	0	0	118	0	0	0
Epsti1	195.36	370	0	1623	919	255	947	0	0	0	0	0	0	240	389	0	0	0	0	141	0	0	0	0	0	0	0
Pgs1	194.88	0	0	1879	1244	352	988	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Snx2	192.48	0	0	1944	1278	319	810	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0
Nt5c3	192.44	0	0	1578	1203	303	893	0	259	262	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0
Ifi214	192.28	0	0	838	626	0	263	0	0	0	0	0	0	659	1558	0	180	0	0	230	453	0	0	0	0	0	0
Cmklr1	191.76	0	0	2113	1421	280	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Lrrc51	190.92	0	0	1635	1014	577	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	121	0	0
Mvb12a	189.56	0	0	2666	0	0	0	0	0	1552	0	0	0	0	0	0	0	0	0	0	0	0	0	391	130	0	0
Ikzf1	187.44	114	0	1792	1184	445	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zup1	187.32	0	0	1461	1225	274	676	0	0	422	0	0	0	0	461	0	0	0	0	0	0	0	0	164	0	0	0
Isg20	185.6	0	0	1673	1010	0	384	0	307	433	0	0	0	246	587	0	0	0	0	0	0	0	0	0	0	0	0
Tpst1	185.48	0	0	2088	1145	335	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmral1	181.4	173	0	1864	1273	270	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmox2	181.4	173	0	1864	1273	270	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nod2	181.36	205	0	1848	1279	372	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx58	180.72	206	74	1473	792	226	504	126	417	397	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Ctla2b	180.0	0	0	1886	1382	289	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0
Samhd1	179.2	0	0	1287	563	379	614	0	215	356	0	0	0	0	411	0	0	0	0	0	0	0	0	516	139	0	0
Rbl1	178.84	0	0	1580	1017	229	701	0	0	352	0	0	0	149	204	0	0	0	0	0	0	0	0	239	0	0	0
P4ha1	178.36	121	0	1686	1231	296	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0
Wdr43	177.08	0	0	1681	917	240	734	0	174	359	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0
Dennd1a	176.0	0	0	1265	1150	321	1347	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Gbp9	175.48	120	0	1574	1016	176	774	0	0	0	0	0	0	188	345	0	0	0	0	0	0	0	0	194	0	0	0
Usp12	175.24	0	0	1357	1064	172	659	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	630	158	0	0
Scml4	175.08	0	0	2033	1003	187	317	0	0	0	0	0	0	168	456	0	0	0	0	0	0	0	0	213	0	0	0
Olfr433	172.48	0	0	1935	1143	326	572	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd69	172.12	0	0	1671	1306	236	646	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0
Scamp2	172.08	0	0	1944	1293	140	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
Nub1	170.32	0	0	1333	766	162	333	122	415	490	0	0	0	0	195	0	0	0	0	0	0	0	0	442	0	0	0
Zcwpw2	169.0	0	0	1476	788	209	757	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0
Azi2	169.0	0	0	1476	788	209	757	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0
Slfn5	168.76	527	277	1335	631	323	511	0	0	248	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0
Xdh	167.44	0	0	1446	1177	348	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0
Ubr4	165.76	0	0	964	745	242	556	0	150	136	0	0	0	0	303	0	0	0	0	0	0	0	0	628	178	242	0
Frmd4b	165.64	0	0	1792	1226	0	1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv6	164.4	0	0	1732	877	229	604	0	414	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc6	164.0	0	0	1564	844	129	363	0	485	567	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Golga3	163.2	0	0	1599	1084	350	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
Gch1	163.04	0	64	2062	919	373	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp26c1	163.04	0	0	1679	790	279	672	0	111	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F830016B08Rik	162.0	0	0	1190	648	290	997	0	332	362	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0
Psmb10	161.84	0	0	1344	789	0	300	0	232	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	222	104	0	0
Ctrl	161.84	0	0	1344	789	0	300	0	232	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	222	104	0	0
Ino80	161.4	153	0	1116	525	301	491	0	337	175	0	0	0	250	514	0	0	0	0	0	0	0	0	173	0	0	0
F830045P16Rik	160.8	0	0	1520	982	470	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp16	160.64	0	0	1670	997	283	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Gm4841	160.28	0	0	851	542	331	841	0	247	161	0	0	0	0	356	0	0	0	0	231	447	0	0	0	0	0	0
Cutc	160.08	129	0	1484	1118	113	433	0	459	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox15	160.08	129	0	1484	1118	113	433	0	459	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt3	160.0	0	0	1197	994	387	1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0
Apod	159.4	0	0	1186	546	0	289	0	705	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp3	159.28	0	0	1644	965	214	436	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0
Plcl2	158.68	0	0	1644	1155	322	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-L	158.44	0	0	901	401	262	429	0	569	273	0	0	0	198	549	0	0	0	0	213	0	0	0	166	0	0	0
H2-D1	158.44	0	0	901	401	262	429	0	569	273	0	0	0	198	549	0	0	0	0	213	0	0	0	166	0	0	0
4931414P19Rik	158.28	0	0	1649	833	406	757	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Nr1d2	157.84	0	0	1540	1263	274	518	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Elf1	156.64	0	0	1209	820	419	1022	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Zfp319	156.04	139	0	1637	1214	277	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Usb1	156.04	139	0	1637	1214	277	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Irf2	155.2	0	0	1480	760	195	519	0	308	241	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0
H2aw	155.04	0	0	1516	1135	158	758	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Gbp2	154.64	0	0	1521	727	302	511	0	204	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat5b	154.28	0	0	1142	948	413	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpep	154.2	0	0	1591	1022	303	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx58	154.16	0	0	517	477	0	175	187	577	147	0	0	0	498	972	0	0	0	0	171	0	0	0	133	0	0	0
Ifit1bl1	153.92	0	0	1995	1198	170	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcirg1	153.88	0	0	1445	883	177	535	0	440	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf11b	152.16	117	0	1553	990	245	636	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2l	151.72	0	0	1575	712	462	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
Mafk	151.72	0	0	1290	955	282	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Il15	151.72	0	0	1543	1167	264	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock8	151.72	0	0	1689	1464	106	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tra2a	151.44	0	0	1492	856	151	377	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Avl9	150.0	0	0	1501	971	207	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0
Tctex1d2	148.76	142	0	1785	925	0	445	0	274	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd1	147.8	0	0	1600	907	262	595	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpeg1	147.76	0	0	1415	936	304	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth1	147.56	0	0	1466	826	136	373	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	89	0
Hcar2	147.28	0	0	1833	955	130	418	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim17	146.24	0	0	1516	1135	158	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
H3f4	146.24	0	0	1516	1135	158	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Tnfsf10	145.84	0	0	1641	1123	156	602	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	145.68	0	0	1708	1111	236	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il18	145.56	0	0	1477	840	316	865	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bco2	145.56	0	0	1477	840	316	865	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf11a	145.2	0	0	1718	1034	165	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycbp2	144.64	0	0	1221	711	253	745	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	132	0
P2ry14	144.48	0	0	1296	1157	228	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsacc	144.2	0	0	1358	433	0	0	0	262	1023	0	0	0	0	186	0	0	0	0	0	0	0	0	222	121	0	0
Cct3	144.2	0	0	1358	433	0	0	0	262	1023	0	0	0	0	186	0	0	0	0	0	0	0	0	222	121	0	0
Slc15a3	143.64	0	0	2024	873	233	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36	143.44	0	0	1426	935	216	466	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Helz2	143.32	0	0	618	436	162	204	162	386	0	0	0	0	350	586	0	0	184	0	333	162	0	0	0	0	0	0
Klrk1	142.6	0	0	1535	829	329	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Ccl5	142.0	0	0	1644	752	0	238	0	346	158	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0
Senp1	141.84	0	0	1752	1241	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Pfkm	141.84	0	0	1752	1241	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Gbp4	141.84	0	0	1621	921	0	543	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	266	0	0	0
Csk	141.68	0	0	1574	758	158	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0
Themis2	141.64	0	0	1282	664	589	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppa1	141.04	0	0	851	388	312	1053	0	164	102	0	0	0	0	159	0	0	0	0	160	0	0	0	337	0	0	0
Tma16	140.8	0	0	1505	811	337	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herc3	140.16	0	0	548	348	0	132	0	0	0	0	0	0	544	1790	0	142	0	0	0	0	0	0	0	0	0	0
Slamf9	139.2	0	0	1454	1339	124	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3g	138.2	0	0	1493	769	331	565	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3f	138.2	0	0	1493	769	331	565	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb8	137.28	0	0	1109	496	116	422	0	284	561	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0
Rmdn3	137.12	0	0	1317	869	220	726	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Arid5a	137.0	0	0	1545	745	272	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Lims1	136.92	0	0	1624	977	209	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0
Med15	136.08	0	0	1324	934	133	558	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Dusp5	135.64	0	0	1370	864	235	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0
9930111J21Rik2	135.64	202	0	1360	977	0	376	0	0	213	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0
Mob1a	135.52	0	0	1626	889	117	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Irf5	135.4	0	0	1101	749	320	686	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp13	135.12	0	0	1639	1084	162	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sash1	134.36	0	0	1552	1105	127	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhb	134.24	0	0	1555	926	78	587	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snw1	132.84	0	0	1539	852	144	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0
Il6	132.72	0	0	1507	1044	0	187	0	227	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tial1	132.4	0	0	1339	1057	205	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Ppm1k	131.32	0	0	1488	686	183	190	0	166	381	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Junb	131.2	0	0	1017	577	172	420	0	186	413	0	0	0	0	233	0	0	0	0	0	0	0	0	262	0	0	0
Actr2	130.84	198	0	1088	506	218	650	0	0	0	0	0	0	0	177	0	0	0	0	0	121	0	0	313	0	0	0
Lacc1	130.28	0	0	1425	880	176	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Ccdc122	130.28	0	0	1425	880	176	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Tmem100	130.2	0	0	1771	745	174	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp4	130.08	0	0	685	425	216	313	0	0	173	0	0	0	188	479	0	0	0	0	0	286	0	0	383	104	0	0
Fndc3a	129.64	0	0	1352	1115	132	221	0	169	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm12b2	129.56	0	0	1244	979	219	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Dr1	129.24	0	0	863	640	305	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0
Smim14	128.96	0	0	1132	806	0	546	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0
Cenpe	128.64	0	0	1568	773	85	257	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Lck	127.96	0	0	1258	565	260	400	107	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Kpna1	127.84	396	311	327	162	196	193	433	479	140	292	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0
C1qb	127.72	0	0	1602	856	144	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2	127.68	0	0	1626	889	117	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Milr1	127.64	0	0	1312	1142	183	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpepl1	127.4	0	0	1332	740	81	308	0	309	301	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Dusp28	127.4	0	0	1332	740	81	308	0	309	301	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Ankmy1	127.4	0	0	1332	740	81	308	0	309	301	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Elf2	127.36	0	0	1202	789	156	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Skil	126.6	0	0	1250	952	201	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Smim26	126.48	0	0	1054	639	374	820	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf1	125.8	0	0	1400	635	176	388	0	204	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc50	125.68	0	0	1229	707	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	139	114	0
Coa5	125.68	0	0	1229	707	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	139	114	0
9930111J21Rik1	125.48	202	0	1360	772	0	376	0	0	213	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Itpr1	125.44	0	0	1569	683	261	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Cd86	125.36	0	0	1242	1095	0	593	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Arf4	125.04	0	0	1252	551	0	370	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	501	149	123	0
Rnf139	124.96	0	0	1027	555	0	408	0	307	650	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
Rbm43	124.96	0	0	1322	646	142	184	0	184	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem72	124.56	0	0	1290	1074	167	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marchf5	124.52	0	0	1414	893	116	415	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Cpeb3	124.52	0	0	1414	893	116	415	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Trim30b	124.32	0	0	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2	124.28	0	0	1378	905	0	337	0	145	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pycard	124.2	0	0	1339	757	298	534	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnp2	123.76	0	0	1332	761	225	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlkl	123.64	0	0	1014	660	294	733	0	185	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1i2	123.36	0	0	1639	705	132	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Kmo	122.92	0	0	1479	934	183	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo6	122.76	0	0	1268	602	192	0	0	115	193	0	0	0	0	367	0	0	0	0	0	0	0	0	332	0	0	0
Rps29	122.56	342	307	265	305	727	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0
Ikzf2	122.56	0	0	1087	630	313	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Pigv	122.16	0	0	1365	816	152	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Casp4	121.08	0	0	1469	827	185	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229b	120.8	90	0	1726	850	118	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde4a	120.8	158	0	1181	779	152	394	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
Chmp5	120.48	0	0	1267	602	186	549	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0
Bag1	120.48	0	0	1267	602	186	549	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0
Pgam1	120.36	0	0	1072	257	168	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	231	0
Sectm1a	120.32	0	0	1226	797	186	359	0	89	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals8	119.6	0	0	1182	722	124	420	0	98	334	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Arhgef3	119.36	0	0	1091	946	180	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl1a	119.28	0	0	832	581	496	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230019H11Rik	118.56	0	0	71	0	0	0	0	0	95	0	265	276	251	320	241	215	178	99	147	188	123	153	159	85	98	0
Tmem171	118.48	0	0	1186	663	265	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Bbc3	118.48	0	0	1230	798	139	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Calhm6	117.92	0	0	1432	693	220	486	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
En2	117.48	483	0	809	864	296	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr549	117.44	0	0	1219	715	235	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otor	117.24	0	0	1488	846	175	217	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpk1	117.04	0	0	1503	764	112	355	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata32	117.0	0	0	1495	710	0	216	0	0	190	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0
Herc1	116.68	0	0	1627	914	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Selplg	116.12	0	0	1366	641	120	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	113	0	0
Ccnd3	116.04	0	0	1005	377	0	271	110	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	150	0
Arl6ip1	115.44	0	0	1176	575	157	477	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0
Timeless	115.0	0	0	1459	640	129	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
4932438A13Rik	115.0	0	0	1236	835	0	455	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
Saraf	114.04	0	0	1268	887	146	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0
Ssr3	113.44	0	0	846	845	132	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Gatad2a	113.32	147	0	995	543	227	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	150	0
Atp6v1g3	112.96	0	0	1019	813	216	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspo	112.76	0	0	766	468	180	861	0	204	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp1	112.76	0	0	1294	850	166	329	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a6	112.28	0	0	1219	801	215	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Wdr25	112.04	0	0	979	559	199	570	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0
Wars	112.04	0	0	979	559	199	570	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0
Parp4	112.04	0	0	1314	552	0	399	0	131	178	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Cenpj	112.04	0	0	1314	552	0	399	0	131	178	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Mto1	111.8	0	0	1071	567	162	482	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0
Cgas	111.8	0	0	1071	567	162	482	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0
