Target_genes	Junb|Average	SRX520196|3T3-L1	SRX10652554|CD4+_T_cells	SRX974255|CD4+_T_cells	SRX974256|CD4+_T_cells	SRX437450|CD8+_T_cells	SRX671663|Cortical_neuron	SRX671668|Cortical_neuron	SRX122410|Dendritic_Cells	SRX122411|Dendritic_Cells	SRX122412|Dendritic_Cells	SRX122413|Dendritic_Cells	SRX122414|Dendritic_Cells	SRX122415|Dendritic_Cells	SRX122416|Dendritic_Cells	SRX122417|Dendritic_Cells	SRX3380971|Dendritic_Cells	SRX3380972|Dendritic_Cells	SRX3380973|Dendritic_Cells	SRX390506|Dendritic_Cells	SRX197289|Macrophages	SRX197290|Macrophages	SRX2417357|Macrophages	SRX2417358|Macrophages	SRX2417359|Macrophages	SRX2901290|Macrophages	SRX2901291|Macrophages	SRX2901292|Macrophages	SRX2901293|Macrophages	SRX2901294|Macrophages	SRX3723668|Neutrophils	SRX3723669|Neutrophils	SRX3723671|Neutrophils	SRX3723672|Neutrophils	SRX6437850|Pancreatic_adenocarcinoma	SRX9344838|RAW_264.7	SRX9344839|RAW_264.7	SRX9344840|RAW_264.7	SRX9344876|RAW_264.7	SRX9344877|RAW_264.7	SRX9344878|RAW_264.7	SRX9344879|RAW_264.7	SRX9344880|RAW_264.7	SRX9344881|RAW_264.7	SRX9344882|RAW_264.7	SRX9344883|RAW_264.7	SRX9344884|RAW_264.7	SRX9344885|RAW_264.7	SRX9344886|RAW_264.7	SRX9344887|RAW_264.7	SRX172345|Th17_Cells	SRX2145549|Th17_Cells	SRX2145550|Th17_Cells	SRX2773918|Th17_Cells	SRX2773920|Th17_Cells	SRX18275256|Th2_Cells	SRX18275258|Th2_Cells	SRX4891576|Treg	STRING
Zfp91	352.508772	132	142	0	268	0	0	0	0	0	0	0	0	0	0	0	578	670	0	0	0	1783	0	298	386	356	346	800	1487	1459	0	0	0	0	1282	0	0	0	338	322	142	72	797	843	0	0	109	102	1107	965	595	0	0	2231	2245	0	238	0	0
Tnfsf13b	351.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	993	390	195	0	2351	387	1755	1500	291	495	810	1558	1528	0	0	0	0	0	0	0	0	151	105	0	0	458	551	0	0	164	136	580	554	438	0	0	1509	2035	0	117	0	0
Cfap126	351.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	274	0	0	0	1355	0	159	225	340	438	848	1625	1730	0	0	0	0	599	0	166	161	1009	570	323	205	1413	1358	214	139	547	516	1725	1435	442	0	0	755	1156	0	0	0	0
Tm4sf19	351.105263	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	505	229	0	148	863	232	644	481	544	495	836	1725	1656	0	0	0	0	995	0	124	210	1169	976	335	174	792	945	356	220	683	568	1455	1229	0	0	0	183	184	0	0	0	0
Apobr	351.070175	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	556	315	99	0	0	558	190	211	220	385	428	814	2183	1885	0	0	0	0	525	0	215	189	1065	948	431	371	1195	1440	243	222	688	632	1574	1505	172	0	0	262	382	0	0	0	0
C3ar1	348.403509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	270	0	0	295	742	595	256	342	514	508	1006	2009	1826	0	0	0	0	1203	0	199	345	959	858	368	196	1076	1461	243	227	653	442	1690	1387	0	0	0	0	0	0	0	0	0
Per1	347.122807	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	0	181	0	525	652	1078	1637	1756	0	0	0	0	2427	0	0	342	1008	844	350	134	1028	1413	261	376	594	645	1473	1329	0	0	0	205	252	0	0	0	0
Gm4832	346.45614	0	109	0	174	0	0	0	0	0	0	0	0	0	0	0	244	420	0	0	131	2054	349	249	146	471	697	759	1706	2155	0	0	0	0	365	0	113	141	785	734	131	172	1046	1078	122	159	425	325	1158	1090	169	0	0	949	1043	0	79	0	0
Kat2b	345.298246	476	0	0	92	0	199	462	0	0	0	0	0	0	0	0	0	0	0	0	162	1284	576	420	215	343	354	621	1524	1593	0	0	0	0	1606	0	204	174	1217	1147	215	161	776	1045	245	272	484	598	1170	1086	0	0	0	335	626	0	0	0	0
Fcrlb	340.894737	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030	154	0	121	378	543	854	2130	2246	0	0	0	0	0	0	242	190	925	806	463	210	1047	1444	112	206	809	583	1532	1469	0	0	0	191	151	0	0	0	0
Tet3	340.754386	248	0	0	228	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	0	0	312	249	851	2131	2306	0	0	0	0	663	0	203	281	530	451	169	174	1422	1643	211	160	408	441	1556	1522	287	0	0	839	938	0	95	0	0
Tuba1c	340.719298	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	536	0	0	123	1512	448	612	610	484	508	884	1511	1790	0	0	0	0	2380	126	140	237	524	542	167	0	924	970	0	0	292	382	1207	1168	0	0	0	220	421	0	0	0	0
Slc39a1	340.614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	235	0	0	222	703	397	208	300	376	559	763	1268	1165	0	0	0	0	659	0	235	309	1512	1352	431	366	1023	1210	345	286	1065	849	1706	1675	0	0	0	0	0	0	0	0	0
Cers2	340.596491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	407	378	341	207	456	378	736	1315	1237	0	0	0	0	1645	156	252	266	1595	1545	477	295	1160	1334	371	252	673	794	1432	1406	0	0	0	0	160	0	0	0	0
Anxa9	340.596491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	407	378	341	207	456	378	736	1315	1237	0	0	0	0	1645	156	252	266	1595	1545	477	295	1160	1334	371	252	673	794	1432	1406	0	0	0	0	160	0	0	0	0
Arap1	340.22807	110	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	1451	0	0	0	479	519	1019	2032	1965	0	0	0	0	1257	0	202	317	897	708	163	143	1126	1580	311	303	530	407	1765	1582	120	0	0	101	0	0	0	0	0
Man2a2	339.052632	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340	345	203	282	492	560	1133	1976	2407	0	0	0	0	2518	0	0	150	727	579	103	99	811	979	143	177	427	411	1392	1115	0	0	0	0	288	0	0	0	0
Ankzf1	339.035088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	205	0	0	157	634	211	173	0	407	583	891	1675	1583	0	0	0	0	85	0	206	323	1770	1465	424	313	1030	1420	292	329	721	885	1762	1565	0	0	0	0	0	0	0	0	0
Eno1	338.561404	504	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589	177	0	0	593	606	970	1846	1877	0	0	0	0	1788	0	0	260	1037	686	334	134	926	1156	291	332	486	489	1220	1193	0	0	0	336	307	0	0	0	0
Trcg1	338.192982	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	1823	746	499	387	452	520	1105	1690	2066	0	0	0	0	0	113	229	246	1216	911	219	190	993	1231	164	163	578	410	1260	1185	0	0	0	0	0	0	0	0	0
Slc9a5	338.157895	154	0	0	188	0	0	0	0	0	0	0	0	0	0	0	309	353	88	0	352	538	529	441	388	550	644	977	1252	1195	0	0	0	0	891	0	0	227	1438	1264	329	203	1024	926	395	413	590	760	1210	1079	0	0	0	230	338	0	0	0	0
Fhod1	338.157895	154	0	0	188	0	0	0	0	0	0	0	0	0	0	0	309	353	88	0	352	538	529	441	388	550	644	977	1252	1195	0	0	0	0	891	0	0	227	1438	1264	329	203	1024	926	395	413	590	760	1210	1079	0	0	0	230	338	0	0	0	0
Asmt	337.77193	196	344	1016	473	503	277	451	0	0	0	0	0	0	0	0	306	352	212	0	153	399	760	491	559	444	591	577	668	616	0	0	0	0	0	539	271	348	318	187	314	239	771	815	192	233	479	390	790	731	184	0	0	1056	923	539	546	0	0
Wipf1	336.754386	291	129	0	132	0	0	0	0	0	0	0	0	0	0	0	343	438	120	0	0	1002	0	143	240	437	621	899	2264	2551	0	0	0	0	0	0	0	120	772	542	154	214	1264	1385	111	178	425	443	1738	1525	0	0	0	241	473	0	0	0	0
Prss22	335.614035	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760	117	0	0	511	480	1272	1981	2481	0	0	0	0	1045	129	113	115	474	460	214	227	1147	1496	249	247	635	451	1576	1437	0	0	0	0	128	0	0	0	0
Mfsd6	334.929825	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	616	505	113	0	131	1015	171	397	189	480	656	940	1980	1877	0	0	0	0	0	0	0	0	1286	986	480	327	1089	1099	227	327	647	611	1490	1301	0	0	0	0	0	0	0	0	0
Fblim1	334.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	208	0	0	195	558	260	139	169	458	553	1013	1780	1723	0	0	0	0	0	0	240	386	1690	1632	326	195	1055	1245	366	333	981	699	1314	1325	0	0	0	0	0	0	0	0	0
Dgkz	334.087719	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	125	0	0	627	753	1197	2210	2036	0	0	0	0	758	0	145	155	1279	1011	234	245	1181	1369	362	259	464	597	1465	1205	165	0	0	213	363	0	0	0	0
Twf2	332.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	852	411	0	0	2881	150	2031	1470	272	169	443	1610	1898	0	0	0	0	0	0	129	0	162	0	138	0	888	1180	0	0	235	180	1418	1331	0	0	0	137	190	0	0	0	0
Ppm1m	332.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	852	411	0	0	2881	150	2031	1470	272	169	443	1610	1898	0	0	0	0	0	0	129	0	162	0	138	0	888	1180	0	0	235	180	1418	1331	0	0	0	137	190	0	0	0	0
Runx1	332.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	187	117	162	379	479	919	1626	1807	0	0	0	0	851	0	140	293	1081	972	334	217	993	1190	205	216	650	645	1468	1515	243	0	0	519	535	146	0	0	0
Itih1	331.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673	0	106	0	272	383	760	2595	2653	0	0	0	0	0	95	173	161	644	562	348	211	1741	1908	0	136	426	428	1932	1701	0	0	0	0	0	0	0	0	0
Nr1d1	329.368421	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	1482	675	510	665	369	465	890	1560	1584	0	0	0	0	1386	0	199	233	769	648	0	0	1087	1049	0	171	443	374	1303	1077	177	0	0	473	732	0	69	0	0
Atp13a3	328.754386	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	451	1644	656	528	286	492	603	971	1732	1531	0	0	0	0	1976	0	0	130	880	512	135	123	767	913	133	0	547	416	1146	946	0	0	0	0	257	0	0	0	0
Rmi2	327.245614	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	665	0	0	0	887	283	567	335	526	480	942	1900	1650	0	0	0	0	247	0	115	127	1064	933	445	340	971	1148	202	312	482	676	1413	1402	0	0	0	0	0	0	0	0	0
Cnn1	325.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	1231	323	387	372	116	290	239	603	454	0	0	0	0	976	0	468	424	1624	1262	484	322	1258	1401	276	411	685	719	1450	1394	126	0	0	212	654	0	163	0	0
Asb2	324.894737	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	369	304	0	0	145	678	435	416	311	295	633	860	1774	1645	0	0	0	0	602	0	221	279	1010	671	220	153	1082	1114	182	162	545	509	1140	1072	247	0	0	393	902	0	0	0	0
Cd53	324.052632	402	123	0	232	0	0	0	0	0	0	0	0	0	0	0	781	701	186	0	0	1624	300	212	275	258	367	338	1315	1299	0	0	0	0	795	0	149	0	538	484	266	190	1056	1194	164	0	441	353	1102	1036	0	0	0	1110	1180	0	0	0	0
Srxn1	323.421053	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	112	0	148	116	868	246	150	296	233	332	383	1257	920	0	0	0	0	1457	0	241	269	1274	911	291	261	1168	1243	335	403	649	586	1276	1189	341	0	0	412	735	0	107	0	0
Smim3	322.192982	152	0	0	203	0	0	0	0	0	0	0	0	0	0	0	284	277	0	0	0	1002	244	126	0	448	476	750	1578	1733	0	0	0	0	1014	0	193	108	601	544	172	164	668	1064	214	228	305	366	1048	1047	262	0	0	1575	1429	0	90	0	0
Irf5	321.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	317	0	0	166	748	411	485	308	540	662	1017	1505	1536	0	0	0	0	0	0	0	0	1424	1080	364	154	1062	1179	176	278	840	599	1290	1331	0	0	0	176	398	0	0	0	0
4930562C15Rik	321.631579	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1808	0	0	0	473	449	847	1722	1837	0	0	0	0	0	0	0	197	323	303	139	0	915	1161	209	144	269	285	1493	1345	188	0	0	1853	1685	106	154	0	0
Timmdc1	321.561404	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	1269	206	174	0	328	548	919	1372	1546	0	0	0	0	1606	0	0	0	1263	982	245	137	853	1017	290	230	713	666	1676	1624	0	0	0	155	143	0	0	0	0
Slc44a1	321.561404	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667	182	0	0	409	679	1259	2362	2411	0	0	0	0	481	0	143	137	566	454	298	0	1120	1449	269	214	388	352	1661	1562	0	0	0	0	108	0	0	0	0
Ubap1	321.508772	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	161	199	0	0	0	1403	0	0	0	208	247	709	2007	1942	0	0	0	0	214	282	336	381	663	682	250	182	1538	1574	163	194	514	554	1518	1534	0	0	0	158	381	0	0	0	0
Disp1	320.666667	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	300	514	863	1714	1820	0	0	0	0	1240	0	365	323	761	682	246	0	1398	1444	274	402	626	701	1515	1422	0	0	0	284	359	0	0	0	0
Sirpb1a	320.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	1205	480	434	223	445	401	652	1557	1778	0	0	0	0	0	126	0	253	1393	1141	544	249	1105	1335	241	188	648	789	1518	1363	0	0	0	0	0	0	0	0	0
Ipo5	320.315789	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	283	655	2030	2083	0	0	0	0	335	0	294	306	389	307	199	133	1720	1952	0	120	300	329	1919	1632	305	0	0	493	1009	0	252	0	0
Ntn5	317.578947	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	0	0	0	246	406	798	1830	1663	0	0	0	0	2223	0	95	108	1201	885	352	133	1021	1259	290	216	542	545	1607	1266	0	0	0	0	87	0	0	0	0
Marchf9	317.070175	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2496	0	129	0	356	359	677	2058	2121	0	0	0	0	1109	0	126	166	628	463	197	233	1453	1581	0	0	263	292	1529	1666	0	0	0	0	0	0	0	0	0
Cdk4	317.070175	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2496	0	129	0	356	359	677	2058	2121	0	0	0	0	1109	0	126	166	628	463	197	233	1453	1581	0	0	263	292	1529	1666	0	0	0	0	0	0	0	0	0
Clec4d	316.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	258	1473	435	414	484	513	472	750	1494	1659	0	0	0	0	0	0	181	278	1069	957	316	302	1243	1311	271	156	528	614	1324	1363	0	0	0	0	0	0	0	0	0
Dnttip1	314.526316	656	0	0	151	0	0	213	0	0	0	0	0	0	0	0	474	515	0	0	0	1710	0	0	0	0	0	314	1191	1292	0	0	0	0	2941	226	239	364	170	167	115	165	1269	1387	0	0	353	377	1435	1481	0	0	0	392	331	0	0	0	0
Tmem125	314.350877	0	0	762	606	351	359	471	0	0	0	0	0	0	0	0	473	494	379	550	96	228	459	299	431	873	860	952	807	659	0	0	0	0	740	0	0	240	445	322	574	405	122	0	340	407	305	295	184	236	0	0	0	690	763	788	953	0	0
Pip5kl1	313.561404	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	1173	215	210	168	393	760	1354	2292	2382	0	0	0	0	368	0	0	110	658	478	268	0	1254	1329	211	118	347	403	1304	1390	0	0	0	144	277	0	0	0	0
Dpm2	313.561404	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	1173	215	210	168	393	760	1354	2292	2382	0	0	0	0	368	0	0	110	658	478	268	0	1254	1329	211	118	347	403	1304	1390	0	0	0	144	277	0	0	0	0
Zc3h12a	313.105263	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	864	635	399	728	538	587	844	1470	1335	0	0	0	0	626	0	0	251	1145	1043	351	179	939	1014	216	239	697	465	1259	1184	152	0	0	0	248	0	0	0	0
Serpinb8	312.087719	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	340	148	136	0	496	489	940	1527	1410	0	0	0	0	563	0	217	317	1410	1164	338	240	1193	1486	212	355	701	575	1600	1456	0	0	0	0	0	0	0	0	0
Slc25a44	311.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	507	0	0	0	409	0	0	0	291	637	948	2177	2278	0	0	0	0	232	0	87	132	721	562	171	143	1402	1621	173	193	491	461	1917	1777	0	0	0	0	0	0	0	0	0
Plekhn1	311.842105	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	121	341	432	926	1714	1832	0	0	0	0	852	130	287	325	829	657	191	206	1306	1495	173	265	567	643	1634	1585	0	0	0	0	0	0	0	0	0
Mtus1	311.736842	286	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	178	0	0	201	2331	192	601	522	373	432	906	2108	2267	0	0	0	0	207	0	0	209	387	551	203	0	944	1192	144	0	303	251	1452	1284	0	0	0	0	0	0	0	0	0
Lsp1	310.824561	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	122	0	0	0	668	180	183	106	219	635	1061	1808	2108	0	0	0	0	1585	0	0	150	736	751	170	198	1123	1037	273	250	422	425	1049	1061	0	0	0	367	746	0	0	0	0
Slc35f6	310.438596	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	256	204	0	0	0	1361	308	341	235	552	580	992	1560	1808	0	0	0	0	449	0	0	269	531	504	195	174	655	873	177	194	470	376	1056	864	0	0	0	1110	1050	113	139	0	0
Tnfaip3	310.368421	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	131	0	0	0	1466	437	750	744	0	234	427	931	716	0	0	0	0	1783	0	187	190	1357	1183	466	216	870	966	291	324	544	428	881	932	130	0	0	154	540	0	0	0	0
Il2	310.280702	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	0	0	0	405	500	1078	2352	2608	0	0	0	0	0	0	249	274	366	306	166	0	1211	1323	0	132	311	352	1454	1382	211	0	0	674	618	0	0	0	0
Ocstamp	309.508772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	434	144	0	0	1233	295	451	322	513	992	1086	1665	1727	0	0	0	0	484	0	0	165	1088	780	0	0	989	1020	0	174	639	285	1124	1089	0	0	0	199	337	0	0	0	0
Lgals3	309.508772	716	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	234	707	273	281	322	562	879	1139	2000	1595	0	0	0	0	1321	0	153	221	976	794	264	151	777	883	126	176	489	456	986	1025	0	0	0	0	0	0	0	0	0
Musk	308.368421	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	0	0	0	0	89	154	1281	1491	0	0	0	0	0	205	308	301	755	697	375	194	1948	1988	186	165	821	645	1872	1944	0	0	0	462	268	0	0	0	0
Cytip	307.280702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	240	137	0	374	899	497	418	392	552	480	995	1586	1764	0	0	0	0	0	0	0	212	921	786	184	0	827	940	133	213	386	367	1313	1258	0	0	0	803	506	0	0	0	0
Foxp1	306.385965	383	215	0	249	0	0	0	0	0	0	0	0	0	0	0	127	122	0	0	295	1719	515	437	442	361	364	757	1446	1407	0	0	0	0	165	0	0	0	445	248	0	0	666	725	0	0	204	248	953	786	191	0	0	1955	1666	173	200	0	0
Fam110a	306.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638	0	190	0	287	667	1216	2307	2216	0	0	0	0	868	0	79	157	213	166	0	0	1112	1358	0	0	221	196	1252	1444	241	0	0	647	882	0	103	0	0
Abr	305.824561	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	317	795	1485	1957	1696	0	0	0	0	1000	0	192	289	997	681	273	165	1073	1111	186	296	532	475	1464	1531	0	0	0	113	185	0	0	0	0
Lrrfip2	304.701754	206	0	0	175	0	0	0	0	0	0	0	0	0	0	0	138	180	0	0	0	1686	222	134	176	260	440	880	1820	1850	0	0	0	0	308	0	351	306	529	525	207	0	1252	1428	0	107	386	333	1415	1318	0	0	0	301	435	0	0	0	0
Gsg1	303.842105	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	119	0	0	478	591	927	1857	2079	0	0	0	0	1662	129	282	286	932	589	315	143	1019	1100	166	127	380	406	1075	1302	0	0	0	0	0	0	0	0	0
Plek2	303.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	0	0	228	0	423	1224	2255	2147	0	0	0	0	1009	0	200	276	311	368	225	188	1326	1354	272	200	465	426	1414	1388	0	0	0	132	167	0	0	0	0
Ifi207	302.105263	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	161	0	0	184	716	416	396	351	326	482	709	1340	1176	0	0	0	0	0	165	174	239	1214	1123	306	169	1075	1144	250	270	708	656	1251	1100	0	0	0	0	0	0	0	0	0
Socs5	301.45614	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	325	155	0	271	404	548	409	280	391	282	531	639	812	0	0	0	0	2577	0	239	178	1392	1104	232	130	797	733	139	176	678	549	793	937	0	0	0	0	476	0	0	0	0
Raet1e	301.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	128	0	0	0	920	0	0	231	437	512	862	1493	1523	0	0	0	0	449	135	313	340	1171	957	394	137	1011	887	371	301	712	650	1025	1119	245	0	0	156	459	0	0	0	0
Raet1c	301.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	128	0	0	0	920	0	0	231	437	512	862	1493	1523	0	0	0	0	449	135	313	340	1171	957	394	137	1011	887	371	301	712	650	1025	1119	245	0	0	156	459	0	0	0	0
Raet1b	301.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	128	0	0	0	920	0	0	231	437	512	862	1493	1523	0	0	0	0	449	135	313	340	1171	957	394	137	1011	887	371	301	712	650	1025	1119	245	0	0	156	459	0	0	0	0
Fadd	301.0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	1405	206	0	229	404	599	956	2245	2336	0	0	0	0	0	82	201	215	909	777	256	98	1142	1107	215	246	487	429	1067	1099	0	0	0	0	0	0	0	0	0
Casp6	300.754386	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	508	701	0	0	0	1136	0	0	482	270	269	385	1526	1965	0	0	0	0	0	0	123	100	630	516	100	0	992	1411	0	190	467	454	1474	1326	163	0	0	676	1048	0	111	0	0
Gpr35	300.54386	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	1317	393	178	271	424	703	814	1611	1791	0	0	0	0	0	0	159	164	888	851	211	180	1148	1357	233	197	704	573	1285	1131	0	0	0	0	0	0	0	0	0
Stmn4	299.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	1910	248	472	293	553	547	800	2015	2096	0	0	0	0	0	0	0	122	832	642	308	158	894	1252	109	167	506	383	826	915	0	0	0	370	488	0	0	0	0
Smim14	299.877193	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	359	324	241	0	182	441	241	363	295	408	445	561	1165	1174	0	0	0	0	1488	0	115	184	1052	977	233	190	853	840	213	209	360	425	1158	1063	165	0	0	382	760	0	109	0	0
P2ry6	299.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	174	0	0	0	643	0	0	176	280	468	698	1945	2051	0	0	0	0	0	0	311	211	992	1084	361	264	1247	1566	287	181	437	449	1560	1546	0	0	0	0	0	0	0	0	0
Defb20	298.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0	225	383	648	1995	1726	0	0	0	0	258	185	298	311	383	299	150	184	1693	1848	0	0	301	315	1553	1536	155	0	0	550	691	0	0	0	0
Blnk	298.157895	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	126	99	0	0	152	619	407	194	246	565	512	813	1658	1652	0	0	0	0	657	0	202	173	948	859	335	244	951	912	221	287	676	659	1250	1161	0	0	0	0	234	0	0	0	0
Tefm	297.824561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	696	188	0	0	2786	295	1343	1125	191	283	702	1830	1811	0	0	0	0	307	0	0	0	124	0	0	0	839	909	0	0	0	141	1091	1147	0	0	0	217	218	0	0	0	0
Il1rn	297.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2106	142	183	160	340	404	704	1767	1833	0	0	0	0	734	0	109	216	728	617	317	227	1110	1117	132	180	381	480	1205	1258	0	0	0	236	267	0	0	0	0
Pltp	296.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	669	224	0	0	1690	123	299	158	488	705	1156	1804	1841	0	0	0	0	0	0	0	0	861	721	306	113	692	798	193	103	516	554	1158	1202	0	0	0	0	0	0	0	0	0
Tnfsf14	296.701754	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	160	128	125	514	651	1092	2276	2006	0	0	0	0	0	0	114	171	615	343	162	0	1249	1373	124	137	305	354	1295	1221	0	0	0	382	737	0	0	0	0
Elk3	295.666667	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	300	0	0	0	1675	311	842	586	317	429	844	1578	1650	0	0	0	0	353	0	0	126	533	452	174	151	908	1078	0	0	345	319	1201	1127	204	0	0	229	463	0	0	0	0
Ccr3	295.508772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	2048	331	172	179	496	723	1373	2260	2242	0	0	0	0	0	0	137	0	421	221	0	0	893	979	0	0	249	304	1281	1133	0	0	0	486	773	0	0	0	0
9930111J21Rik2	295.122807	146	0	0	0	0	0	0	0	0	199	216	0	0	144	153	228	305	0	0	139	1418	164	149	89	162	295	645	1701	1692	0	0	0	0	425	0	175	199	730	745	189	0	1274	1569	0	123	432	304	1265	1031	0	0	0	168	348	0	0	0	0
Cd33	294.298246	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	2127	490	279	505	421	369	700	1769	2001	0	0	0	0	0	0	0	0	532	559	167	99	777	1132	111	0	224	223	1140	1070	0	0	0	320	375	0	0	0	0
Upp1	293.403509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	0	688	648	240	313	719	1509	1455	0	0	0	0	1026	0	0	82	698	645	257	119	656	865	164	252	326	410	1251	1086	0	0	0	1394	953	0	0	0	0
