Target_genes	Nfia|Average	SRX2663110|3T3-F442A	SRX1879656|Brown_adipose_tissue	SRX1879657|Brown_adipose_tissue	SRX7895558|Cerebellum_neural_progenitors	SRX7895559|Cerebellum_neural_progenitors	SRX7815174|Hippocampus	SRX7815175|Hippocampus	SRX7815176|Hippocampus	SRX7815177|Hippocampus	SRX7815178|Hippocampus	SRX4496824|mESC_derived_glial_cells	SRX4496825|mESC_derived_glial_cells	SRX24715252|Neural_tube	SRX7815179|Olfactory_Bulb	SRX7815180|Olfactory_Bulb	SRX7815181|Olfactory_Bulb	SRX7815182|Olfactory_Bulb	SRX7815183|Olfactory_Bulb	SRX7815184|Olfactory_Bulb	SRX7815185|Olfactory_Bulb	SRX7815186|Olfactory_Bulb	SRX7815187|Olfactory_Bulb	SRX7815188|Olfactory_Bulb	SRX7815189|Olfactory_Bulb	SRX7815190|Olfactory_Bulb	SRX7815191|Olfactory_Bulb	SRX7815192|Olfactory_Bulb	SRX11929789|Retina	SRX11929790|Retina	STRING
Cdc42ep2	91.655172	0	0	0	142	149	0	0	0	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	517	0
Drg1	91.517241	0	0	0	115	230	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	713	0
Hbp1	91.482759	0	0	199	162	208	0	0	0	0	0	0	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	382	0
Dok4	91.137931	93	99	352	174	196	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	376	0
Qrich1	91.068966	0	0	0	187	104	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eci2	91.034483	0	0	193	225	466	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	250	0
Asmt	90.827586	464	265	154	233	279	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	472	0
Wdr77	90.758621	0	0	0	0	0	0	0	0	0	0	0	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5pb	90.758621	0	0	0	0	0	0	0	0	0	0	0	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maz	90.172414	0	0	0	117	217	0	0	0	0	0	0	0	1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	342	0
Dtx4	90.172414	0	0	0	150	180	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	589	0
Foxo6	89.793103	0	0	0	576	413	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	456	0
Pop7	89.62069	0	0	130	0	168	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	892	0
Il11ra1	89.103448	0	81	0	714	445	0	0	0	0	0	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	140	0
Cdc25c	89.068966	0	0	0	0	123	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	366	0
Ldb1	89.034483	0	60	0	105	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	602	0
Ube2d3	88.827586	0	0	122	182	243	0	0	0	0	0	0	0	1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
1700013G24Rik	88.827586	0	0	0	186	208	0	0	0	0	0	0	0	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	282	0
Pnp	88.724138	0	0	0	0	313	0	0	0	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	465	0
Slc26a8	88.689655	0	0	0	0	74	0	0	0	0	0	0	0	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	102	0
Mapk14	88.689655	0	0	0	0	74	0	0	0	0	0	0	0	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	102	0
Mgat4a	88.551724	0	0	0	182	366	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	476	0
Iqsec1	88.551724	0	0	0	227	372	0	0	0	0	0	0	0	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	363	0
Tmem176b	88.517241	0	0	0	433	383	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	507	0
Tmem176a	88.517241	0	0	0	433	383	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	507	0
Lhpp	88.344828	0	0	0	380	750	0	0	0	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	176	0
Arf6	88.103448	0	0	0	298	415	0	0	0	0	0	0	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	288	0
Lrrc75b	87.586207	0	0	0	362	480	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	425	0
Syn3	87.172414	0	0	0	182	248	0	0	0	0	0	0	0	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	227	0
Creb5	86.931034	0	0	199	232	355	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	445	0
Sod1	86.62069	0	0	243	128	241	0	0	0	0	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	492	0
Hspa4	86.586207	0	0	0	105	154	0	0	0	0	0	0	0	2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0
Lsm14b	86.551724	0	73	164	133	189	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	321	0
Rpl19	86.275862	0	0	0	0	284	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	478	0
Lipe	86.275862	0	0	95	167	218	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	319	0
Cacnb1	86.275862	0	0	0	0	284	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	478	0
Spred1	86.241379	0	0	0	357	319	0	0	0	0	0	0	0	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	449	0
Syf2	85.310345	0	0	192	94	143	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	646	0
Cep72	85.310345	0	0	181	150	355	0	0	0	0	0	0	0	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	305	0
Zbtb46	84.931034	0	0	0	917	1415	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zyx	84.862069	0	0	0	107	322	0	0	0	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	564	0
Negr1	84.689655	0	0	0	141	340	0	0	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	339	0
Eva1c	84.241379	0	0	133	0	72	0	0	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	505	0
Cenpu	83.758621	0	0	0	460	696	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	335	0
C9orf72	83.758621	0	0	205	266	348	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	273	0
Unkl	83.37931	0	0	0	0	204	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	91	0
Percc1	83.37931	0	0	0	0	204	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	91	0
Ireb2	83.37931	0	0	0	87	99	0	0	0	0	0	0	0	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esyt2	83.37931	0	0	182	158	134	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	576	0
BC003965	83.37931	0	0	0	0	204	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	91	0
Mlycd	82.965517	0	0	116	222	263	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	604	0
Psmd5	82.931034	0	0	0	98	127	0	0	0	0	0	0	0	2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Cutal	82.931034	0	0	0	98	127	0	0	0	0	0	0	0	2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Banp	82.37931	0	0	0	127	238	0	0	0	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	516	0
Cthrc1	82.310345	0	0	0	159	272	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	559	0
Sparc	82.172414	0	0	0	108	319	0	0	0	0	0	0	0	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	376	0
Gadd45g	82.137931	0	0	0	160	242	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	651	0
Lmna	82.068966	0	0	198	164	408	0	0	0	0	0	0	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	282	0
Fgd2	81.827586	0	0	0	207	261	0	0	0	0	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	479	0
Olfr1234	81.551724	1044	1101	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itga2b	81.551724	0	122	142	95	155	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	204	0
Rp2	81.137931	989	1034	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd302	81.137931	0	0	0	386	550	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	190	0
Klhl25	81.103448	0	0	98	117	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	606	0
Slc6a9	81.034483	0	0	0	122	189	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	483	0
Syt11	80.62069	0	0	0	0	259	0	0	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	311	0
Tusc1	80.413793	0	0	119	226	241	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	463	0
Itpk1	80.37931	0	0	99	156	88	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	486	0
Kat2b	80.344828	0	0	0	286	595	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	358	0
Rorc	80.275862	0	0	0	467	471	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	367	0
Slc25a36	80.241379	984	1061	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde2a	80.241379	0	0	0	887	1034	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdccag8	80.103448	0	122	222	163	231	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	206	0
Pbx2	80.103448	0	0	0	0	102	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	651	0
Gpsm3	80.103448	0	0	0	0	102	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	651	0
Cep170	80.103448	0	122	222	163	231	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	206	0
Slitrk1	79.896552	0	0	0	256	332	0	0	0	0	0	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	239	0
Sall1	79.827586	0	0	0	280	178	0	0	0	0	0	0	0	1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	238	0
Bmt2	79.758621	0	74	154	176	152	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	392	0
Gpcpd1	79.37931	0	0	0	181	320	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	387	0
Wiz	79.0	0	0	0	928	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0
Rsph1	78.896552	0	0	0	188	237	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	445	0
Scyl3	78.793103	0	0	0	202	332	0	0	0	0	0	0	0	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	311	0
Nkiras2	78.758621	0	0	0	0	158	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	738	0
Dnajc7	78.758621	0	0	0	0	158	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	738	0
Arhgef19	78.62069	0	0	0	0	241	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	538	0
Amer3	78.586207	0	0	0	474	1256	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp10	78.068966	0	0	0	443	729	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	163	0
Cand1	78.034483	0	127	126	107	222	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	316	0
Cdk1	77.482759	0	0	141	181	169	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	435	0
Mov10	77.172414	0	0	0	0	105	0	0	0	0	0	0	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	429	0
Fer	76.827586	0	0	122	194	292	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	311	0
Kif1b	76.793103	0	0	108	201	431	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	302	0
Lgals12	76.517241	0	0	0	184	252	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	645	0
Gabra2	76.344828	0	0	0	429	547	0	0	0	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	157	0
Pwwp2a	76.310345	0	0	280	336	321	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	191	0
Pyroxd2	76.034483	0	0	0	0	135	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	621	0
F8a	76.034483	0	0	0	130	322	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	253	0
Polr3h	75.655172	0	124	203	383	201	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	419	0
Dusp6	75.241379	0	0	0	331	433	0	0	0	0	0	0	0	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	327	0
Tmem97	75.137931	0	0	0	81	191	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	387	0
Chga	75.103448	0	0	0	127	298	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	413	0
Mob1a	75.068966	0	0	223	131	161	0	0	0	0	0	0	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slit1	74.793103	0	0	0	276	298	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	554	0
Txn2	74.62069	0	0	95	221	384	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	328	0
Numa1	74.586207	0	0	0	108	214	0	0	0	0	0	0	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	334	0
Atf7	74.482759	0	88	206	137	175	0	0	0	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	77	0
Cd1d1	74.275862	0	0	0	104	260	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	444	0
Otop3	74.0	0	0	0	278	642	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	147	0
Fxyd7	73.827586	0	0	0	165	244	0	0	0	0	0	0	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	256	0
Pnkd	73.551724	0	97	157	285	485	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	303	0
Ascc3	73.482759	0	76	101	211	280	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	356	0
Repin1	73.241379	0	0	0	250	547	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	348	0
Gm5111	73.241379	0	0	0	250	547	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	348	0
Cald1	73.137931	0	0	0	244	210	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	409	0
Clic4	73.103448	0	0	159	0	168	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	389	0
Rfesd	72.724138	0	0	152	239	416	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	236	0
Sytl3	72.517241	0	0	0	95	482	0	0	0	0	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	108	0
Lamp1	72.137931	0	0	0	107	119	0	0	0	0	0	0	0	1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35c2	71.793103	0	0	0	677	911	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spaca6	71.724138	0	0	0	169	202	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	409	0
Stxbp4	71.655172	0	0	0	0	0	0	0	0	0	0	0	0	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox11	71.655172	0	0	0	0	0	0	0	0	0	0	0	0	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acoxl	71.344828	0	0	277	762	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C77080	71.034483	0	0	0	289	335	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	288	0
Lrrc59	70.896552	0	0	0	115	162	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	417	0
Rps19	70.862069	0	0	0	0	187	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Got2	70.344828	0	0	0	192	298	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	387	0
Qk	70.241379	0	0	256	181	218	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	262	0
Eif4a3	70.241379	0	0	0	0	110	0	0	0	0	0	0	0	1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac11	70.137931	0	0	204	418	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	414	0
Selenbp1	70.103448	0	0	199	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	468	0
Dnajb4	69.931034	0	0	0	0	89	0	0	0	0	0	0	0	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b4	69.689655	0	0	0	294	345	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	228	0
Frmd4a	69.655172	0	0	0	205	190	0	0	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	382	0
Muc20	69.551724	0	0	0	321	628	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	154	0
Nutf2	69.448276	0	0	0	160	241	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	237	0
Micos10	69.37931	0	0	0	0	108	0	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	170	0
Bloc1s1	69.206897	0	0	125	323	554	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	175	0
Stmnd1	68.931034	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	608	0
Ip6k2	68.931034	0	0	0	118	194	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	446	0
Safb2	68.896552	0	0	234	102	255	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	189	0
Safb	68.896552	0	0	234	102	255	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	189	0
Rraga	68.862069	0	0	0	0	133	0	0	0	0	0	0	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
Brf1	68.655172	0	0	211	186	299	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	282	0
Synpo	68.482759	0	0	0	0	210	0	0	0	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	330	0
Hmga1b	68.482759	0	0	0	97	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	545	0
Hmga1	68.482759	0	0	0	97	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	545	0
1700003F12Rik	68.448276	0	0	0	201	1047	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	251	0
Mcam	68.344828	0	0	103	125	231	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	410	0
Zkscan2	68.310345	0	0	0	104	108	0	0	0	0	0	0	0	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	234	0
Tcp11l2	68.241379	0	0	143	149	141	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	398	0
Mest	68.137931	0	0	0	340	326	0	0	0	0	0	0	0	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	182	0
Rttn	68.034483	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	499	0
Rln1	68.034483	0	0	0	135	174	0	0	0	0	0	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	241	0
Setd5	67.793103	0	0	163	193	342	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	351	0
Pdgfb	67.758621	0	0	0	77	164	0	0	0	0	0	0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	186	0
Flt3l	67.724138	0	0	0	142	218	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	432	0
H3c6	67.62069	0	0	0	212	384	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	371	0
Rab3d	67.206897	0	0	87	0	98	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	566	0
Iba57	67.103448	0	0	138	324	555	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	116	0
Tmtc4	67.0	0	0	0	617	720	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	112	0
Myd88	66.931034	0	0	0	184	323	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	185	0
Acaa1a	66.931034	0	0	0	184	323	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	185	0
Rnpc3	66.862069	0	0	0	0	143	0	0	0	0	0	0	0	1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fubp1	66.862069	0	0	0	0	0	0	0	0	0	0	0	0	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbiz	66.793103	0	0	0	0	260	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	550	0
Sspn	66.655172	230	102	181	90	186	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	296	0	340	353	0
Cltc	66.655172	0	0	0	284	447	0	0	0	0	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	113	0
Rps7	66.62069	0	0	0	0	159	0	0	0	0	0	0	0	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0
Wdr95	66.448276	0	0	0	0	148	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	646	0
Serpine2	66.310345	0	0	0	252	111	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	254	0
Epas1	66.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	870	0
Tent4b	66.137931	0	0	0	0	138	0	0	0	0	0	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	386	0
Mtf2	66.103448	0	0	142	275	641	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	178	0
Phactr4	66.068966	0	0	0	0	96	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	355	0
Lrrc61	66.0	0	0	0	138	305	0	0	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	349	0
Coq9	65.965517	0	0	0	136	163	0	0	0	0	0	0	0	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciapin1	65.965517	0	0	0	136	163	0	0	0	0	0	0	0	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptx1	65.827586	0	0	0	222	378	0	0	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	127	0
Bcam	65.793103	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	540	0
Wdr82	65.758621	0	0	0	127	189	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	498	0
Gask1a	65.758621	0	0	0	116	98	0	0	0	0	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	313	0
Nlrc3	65.517241	0	0	0	566	1184	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam209	65.344828	0	0	0	236	515	0	0	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	189	0
Tmem39a	65.241379	0	94	257	173	506	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Selenos	65.172414	0	0	0	185	271	0	0	0	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	234	0
Col12a1	65.172414	0	0	0	0	143	0	0	0	0	0	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	272	0
Mthfd2l	65.137931	0	0	0	251	275	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	436	0
