Target_genes	Irf1|Average	SRX15048388|AT-3	SRX15048389|AT-3	SRX15048390|AT-3	SRX15048394|AT-3	SRX2522392|AT-3	SRX2522393|AT-3	SRX2522394|AT-3	SRX2522395|AT-3	SRX122406|Dendritic_Cells	SRX122407|Dendritic_Cells	SRX122408|Dendritic_Cells	SRX122409|Dendritic_Cells	SRX1583883|Macrophages	SRX1583884|Macrophages	SRX1583885|Macrophages	SRX2417354|Macrophages	SRX2417355|Macrophages	SRX2417356|Macrophages	SRX2991442|Macrophages	SRX2991443|Macrophages	SRX2991444|Macrophages	SRX2991445|Macrophages	SRX805965|Macrophages	SRX805966|Macrophages	SRX805967|Macrophages	SRX7270469|NMuMG	SRX7270470|NMuMG	SRX7270471|NMuMG	SRX7270472|NMuMG	SRX885792|Small_intestine	SRX885793|Small_intestine	SRX885798|Small_intestine	SRX885799|Small_intestine	STRING
Oas3	544.515152	0	0	0	0	0	0	387	209	0	373	0	0	378	660	2255	0	1203	783	323	395	868	605	1483	2336	2206	537	533	1174	1261	0	0	0	0	0
Oxr1	541.787879	107	0	0	124	0	0	0	0	600	1194	984	1038	0	0	903	1063	1358	1546	347	136	388	352	1013	1520	1877	279	358	1125	1083	272	212	0	0	0
Lcat	537.969697	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0	2191	1898	0	0	0	0	2490	4207	4221	0	0	1878	0	0	0	0	0	0
Pcsk1	534.969697	0	0	0	167	0	0	1927	2099	0	522	0	0	0	0	1406	0	1384	1723	111	214	943	504	0	3160	3140	0	0	0	0	126	228	0	0	0
Csta2	531.939394	0	0	0	0	0	0	1217	1099	0	250	0	0	0	0	2276	0	814	989	137	0	449	298	502	2266	1999	773	857	1750	1878	0	0	0	0	0
Tmcc3	529.363636	144	90	163	109	0	0	0	0	0	465	0	112	0	0	2576	0	1477	1354	199	0	399	386	856	2776	3068	0	0	1258	2037	0	0	0	0	0
Osbpl9	528.575758	87	104	116	0	0	0	0	0	0	232	0	0	269	209	2309	0	1240	1072	892	497	1228	1084	1388	3327	3389	0	0	0	0	0	0	0	0	0
Dcp2	525.636364	149	79	111	388	0	0	378	421	0	335	0	0	199	300	1982	0	1060	746	366	491	931	469	1537	3029	3153	0	0	407	305	283	227	0	0	0
Akr1b3	523.090909	177	139	0	101	0	0	179	0	0	261	0	0	0	229	1582	0	985	796	289	155	625	409	1132	2809	2940	517	714	1339	1252	503	129	0	0	0
Tnfsf10	522.121212	0	0	0	0	0	0	465	523	0	344	0	88	238	304	1970	0	1083	981	374	246	869	606	1095	2423	2843	387	210	964	663	373	181	0	0	0
Zbp1	521.363636	0	0	0	0	0	0	286	214	0	428	0	248	356	711	2572	0	1325	1444	293	397	1041	869	969	3214	2743	0	0	0	0	95	0	0	0	0
Pde4b	521.151515	0	0	0	132	0	0	0	0	0	318	0	0	259	583	1753	0	1026	929	1056	711	1244	1121	1449	3368	3249	0	0	0	0	0	0	0	0	0
Tst	518.121212	0	0	0	144	0	0	0	0	1370	2029	2084	2108	0	119	0	1357	1642	1822	0	0	0	0	0	0	122	516	389	1874	1024	283	215	0	0	0
Mpst	518.121212	0	0	0	144	0	0	0	0	1370	2029	2084	2108	0	119	0	1357	1642	1822	0	0	0	0	0	0	122	516	389	1874	1024	283	215	0	0	0
Prkci	518.090909	87	116	103	87	0	0	0	0	1517	1909	2007	2009	108	259	0	1309	1617	1580	0	0	0	0	266	0	126	465	323	1643	980	357	229	0	0	0
Eed	517.727273	87	0	113	139	0	0	0	0	1435	1921	2048	1867	161	219	0	1443	1745	1523	0	0	0	0	132	0	0	412	364	1703	1019	417	337	0	0	0
Cmtr1	515.090909	0	142	86	1008	0	0	328	524	0	0	0	0	0	248	1387	0	1184	945	544	801	1357	824	490	1134	1130	526	694	1708	1585	223	130	0	0	0
Tigd5	515.060606	64	0	0	0	0	0	0	0	1019	1988	2023	1905	180	145	0	1405	1649	1838	0	0	0	0	190	0	0	651	387	1807	1113	279	354	0	0	0
Eef1d	515.060606	64	0	0	0	0	0	0	0	1019	1988	2023	1905	180	145	0	1405	1649	1838	0	0	0	0	190	0	0	651	387	1807	1113	279	354	0	0	0
Sectm1a	514.909091	0	0	0	0	0	0	475	465	0	187	0	98	323	172	1410	0	774	795	628	682	1064	1080	1927	2661	2844	210	0	717	148	143	189	0	0	0
Ripk2	512.545455	134	128	126	0	0	0	561	408	0	374	0	0	0	172	1450	0	692	770	359	264	686	574	1043	3332	3043	384	529	859	1026	0	0	0	0	0
Ube2l6	512.242424	0	0	0	0	0	0	388	382	0	286	0	151	199	413	1613	0	655	772	406	353	762	501	1118	3063	2767	399	297	966	867	340	206	0	0	0
Il27	511.69697	0	0	0	0	0	0	0	0	0	476	0	0	470	598	2671	0	1783	989	449	544	1149	733	1107	3013	2904	0	0	0	0	0	0	0	0	414
Dars2	510.454545	0	0	0	130	0	0	136	119	0	486	0	100	152	300	1257	0	786	1249	260	370	347	352	1558	1987	1968	624	977	1789	1898	0	0	0	0	0
Ube2a	509.363636	0	0	0	0	1982	2020	1855	1899	131	329	167	128	0	0	0	635	777	508	0	0	0	0	0	0	0	1495	1612	1394	1536	163	178	0	0	0
Zc3hav1	506.333333	135	158	0	979	0	0	586	447	0	142	0	0	280	342	2034	0	1436	1313	702	523	1248	622	646	1481	1237	155	215	498	524	378	327	119	182	0
Tor1aip2	505.939394	0	123	0	127	0	0	423	457	0	212	0	0	412	652	1748	0	811	621	610	335	794	342	1905	2450	2745	164	315	765	685	0	0	0	0	0
Tor1aip1	505.939394	0	123	0	127	0	0	423	457	0	212	0	0	412	652	1748	0	811	621	610	335	794	342	1905	2450	2745	164	315	765	685	0	0	0	0	0
Usp42	505.212121	0	0	0	0	0	0	400	281	0	330	0	0	0	209	1790	0	840	438	149	125	464	208	1153	3783	3786	335	186	1002	717	333	143	0	0	0
Sppl2a	502.878788	0	167	0	474	0	0	393	305	0	209	0	0	180	420	2367	0	1429	1262	392	642	889	706	851	2463	2555	0	0	434	349	108	0	0	0	0
Smc3	501.30303	108	92	77	0	0	0	0	0	1451	1728	1699	1792	0	128	0	1399	1572	1622	0	0	0	0	0	0	0	663	504	2075	1163	220	250	0	0	0
Lrrk1	498.969697	85	90	0	87	0	0	255	0	0	470	0	116	280	398	2237	0	1007	1357	753	570	1312	1004	1257	2575	2613	0	0	0	0	0	0	0	0	0
Tap1	498.575758	0	0	0	178	0	0	464	292	0	281	0	116	517	867	2032	113	1060	783	563	522	1160	783	1477	1958	1884	0	0	363	279	398	221	0	142	0
Psmb9	498.575758	0	0	0	178	0	0	464	292	0	281	0	116	517	867	2032	113	1060	783	563	522	1160	783	1477	1958	1884	0	0	363	279	398	221	0	142	0
Frat2	498.363636	117	91	140	85	0	0	0	0	1265	1917	1353	1754	0	0	0	1358	1894	2130	0	0	0	0	0	0	0	660	302	1799	1084	245	252	0	0	0
Fus	497.666667	103	0	0	90	0	0	0	0	1118	1634	1581	1427	0	0	166	1463	1910	1990	139	116	136	123	0	191	151	380	391	1638	1083	298	295	0	0	0
Slamf8	497.454545	0	0	0	0	0	0	244	139	0	249	0	76	345	711	2470	0	1269	712	414	537	604	602	1442	2745	3331	0	0	0	140	216	170	0	0	0
Usp25	496.606061	105	103	80	152	0	0	300	275	0	282	0	0	0	0	1010	0	412	606	337	241	523	663	1834	2520	2727	600	677	1130	1339	309	163	0	0	0
Abhd2	496.515152	0	0	0	0	0	0	656	492	0	205	0	0	180	269	1733	0	796	500	453	313	712	693	792	1844	1687	477	462	1318	909	766	726	227	175	0
Galnt10	492.727273	0	0	0	100	0	0	0	0	1290	1697	1488	1690	0	200	0	1468	1731	1876	88	126	338	130	0	126	88	579	264	1522	981	295	183	0	0	0
Noct	492.515152	0	0	87	0	0	0	0	0	878	1423	1475	1263	0	259	0	1424	2264	2085	0	0	0	0	176	0	0	761	394	2081	1280	240	163	0	0	0
Prkd2	491.636364	0	0	0	511	0	0	1192	1024	0	283	0	0	334	300	1896	0	522	393	187	184	504	326	900	1593	1424	520	414	1371	990	598	458	128	172	0
Zbtb3	491.454545	0	116	0	0	0	224	396	353	0	440	0	113	134	0	1469	0	816	1583	249	251	631	509	1062	3218	3104	106	308	492	644	0	0	0	0	0
Polr2g	491.454545	0	116	0	0	0	224	396	353	0	440	0	113	134	0	1469	0	816	1583	249	251	631	509	1062	3218	3104	106	308	492	644	0	0	0	0	0
Uqcrh	489.060606	0	0	0	108	0	0	0	0	1703	2252	2181	2454	161	145	0	1276	1487	1493	0	0	0	0	274	0	0	248	0	1295	589	252	221	0	0	0
Lrrc41	489.060606	0	0	0	108	0	0	0	0	1703	2252	2181	2454	161	145	0	1276	1487	1493	0	0	0	0	274	0	0	248	0	1295	589	252	221	0	0	0
Nae1	488.363636	110	112	89	153	0	0	855	648	0	445	0	159	0	163	1073	0	619	487	216	0	198	336	868	1500	1367	1186	1034	2303	1995	200	0	0	0	0
Car7	488.363636	110	112	89	153	0	0	855	648	0	445	0	159	0	163	1073	0	619	487	216	0	198	336	868	1500	1367	1186	1034	2303	1995	200	0	0	0	0
Aurkb	488.30303	0	0	0	111	1000	583	855	806	0	211	0	0	161	259	2199	0	908	803	465	264	680	661	1108	2556	2484	0	0	0	0	0	0	0	0	0
Tut7	485.363636	124	134	0	127	0	0	432	305	0	410	0	0	367	528	2154	0	1016	729	251	426	651	449	1372	3338	3204	0	0	0	0	0	0	0	0	0
Pced1b	484.939394	125	0	0	0	0	0	675	689	0	230	0	94	189	353	1592	0	835	709	335	253	928	488	1441	2969	3034	0	0	378	323	163	200	0	0	0
Amigo2	484.939394	125	0	0	0	0	0	675	689	0	230	0	94	189	353	1592	0	835	709	335	253	928	488	1441	2969	3034	0	0	378	323	163	200	0	0	0
Kpna1	484.606061	1435	1108	1503	1203	530	500	296	702	0	149	224	142	0	0	0	484	595	576	617	478	704	412	368	0	223	974	850	965	954	0	0	0	0	0
Ccdc6	482.424242	0	342	72	167	70	0	473	462	0	273	0	0	238	200	1642	0	860	534	317	164	664	292	1140	2832	2838	129	283	996	578	140	214	0	0	0
Septin11	482.30303	0	0	0	0	0	0	0	0	1085	1701	1490	1581	0	200	0	1529	2186	1855	0	0	0	0	255	0	0	520	236	1803	935	323	217	0	0	0
Il15ra	480.636364	96	0	71	967	0	0	694	618	0	288	0	0	0	154	1696	0	1034	1086	348	404	1023	615	522	1433	1585	277	421	924	1071	224	174	0	136	0
Misp	479.878788	0	0	0	0	0	0	297	160	0	352	0	0	0	200	1774	0	700	759	168	246	503	452	520	2977	3247	447	443	1110	1141	171	169	0	0	0
Hdac2	477.363636	108	94	89	120	0	0	0	0	1234	1827	1383	1394	0	145	0	1571	2131	1834	0	0	0	0	0	0	0	465	263	1677	940	255	223	0	0	0
Bid	477.212121	87	0	101	0	0	0	578	360	0	239	0	0	170	300	1491	0	781	655	340	241	524	519	1798	2862	2981	146	231	674	298	202	170	0	0	0
Kremen2	476.636364	0	0	0	0	0	0	175	179	0	266	0	0	218	229	1993	0	810	866	631	300	846	587	1380	2464	2600	155	0	457	311	653	316	168	125	0
Ifih1	476.151515	0	0	0	457	0	0	534	453	0	342	0	0	208	386	1904	0	1043	1023	603	480	988	579	1115	2093	1905	0	151	435	283	341	291	0	99	0
Herc6	475.606061	0	0	0	255	0	0	245	358	0	353	0	0	218	239	1674	0	993	682	385	267	786	421	1236	3492	3570	0	0	158	0	218	145	0	0	0
Gse1	474.212121	0	267	0	204	210	0	0	207	0	0	0	0	543	586	2394	104	1408	1003	598	463	1048	920	1230	1670	1709	0	0	158	239	264	289	135	0	0
Il15	473.939394	0	86	0	805	0	0	446	460	0	326	0	0	180	310	1841	0	1114	743	171	720	1099	390	792	2771	3016	0	0	206	164	0	0	0	0	414
Fer	472.181818	166	123	128	203	0	0	999	1362	0	338	0	0	0	0	1691	0	1660	1841	140	0	995	497	0	2543	2680	0	0	0	0	216	0	0	0	0
Tgtp2	471.424242	0	0	0	0	0	0	323	173	0	346	0	0	412	478	1950	0	897	717	241	149	408	583	1817	3008	3096	173	0	316	470	0	0	0	0	0
Mlst8	471.060606	0	0	0	0	0	0	0	0	1319	2249	1707	1936	0	111	0	1111	1565	1599	0	0	0	0	174	0	0	539	258	1504	966	265	242	0	0	0
Rbl1	469.393939	106	97	100	106	0	0	679	437	0	429	0	149	0	0	1951	0	1495	1410	0	106	412	281	289	3597	3846	0	0	0	0	0	0	0	0	0
Tcp11l2	468.848485	114	0	184	0	0	0	0	0	1513	2204	2010	2061	0	0	0	1191	1401	1768	0	0	0	0	0	0	0	395	117	1317	760	237	200	0	0	0
Rsad2	468.727273	0	0	0	0	0	0	262	182	0	313	0	105	323	501	2014	0	867	764	620	491	997	659	2065	2257	2294	0	0	168	330	96	160	0	0	447
Map11	465.727273	0	0	0	0	0	0	0	0	0	1000	0	321	0	0	1675	0	1161	1373	439	426	1045	707	772	3393	3057	0	0	0	0	0	0	0	0	0
Seh1l	463.0	145	113	125	221	0	0	303	308	0	602	0	0	0	200	2128	0	1172	1600	358	257	901	564	314	2846	2559	0	0	244	122	197	0	0	0	0
Unc50	462.666667	139	0	144	106	0	0	0	0	0	263	0	0	0	0	2066	0	1045	755	286	227	842	642	612	3829	4312	0	0	0	0	0	0	0	0	0
Coa5	462.666667	139	0	144	106	0	0	0	0	0	263	0	0	0	0	2066	0	1045	755	286	227	842	642	612	3829	4312	0	0	0	0	0	0	0	0	0
Scml4	461.151515	0	0	0	0	0	0	0	125	0	305	0	0	249	248	1896	0	1000	837	442	296	785	608	1757	3020	3137	0	0	0	0	320	193	0	0	0
Taf15	459.636364	115	0	0	168	0	0	0	0	1002	1286	1150	1223	189	309	0	1642	2124	1893	0	0	0	0	118	0	0	411	310	1472	961	415	380	0	0	0
Atg101	458.515152	108	0	0	0	0	0	0	0	1133	1519	1199	1487	347	465	314	1211	1859	1899	0	0	0	0	190	0	143	345	231	1563	671	195	252	0	0	0
Gm8369	455.484848	0	0	0	0	0	0	256	178	0	677	0	0	0	443	2182	0	1237	880	302	0	0	537	381	3942	4016	0	0	0	0	0	0	0	0	0
Fcf1	453.30303	0	0	0	0	0	0	559	288	0	440	0	0	0	163	2228	0	1202	817	169	414	847	402	454	3260	3270	0	0	0	0	254	192	0	0	0
Arel1	453.30303	0	0	0	0	0	0	559	288	0	440	0	0	0	163	2228	0	1202	817	169	414	847	402	454	3260	3270	0	0	0	0	254	192	0	0	0
Slc6a19	452.878788	0	0	0	0	0	0	1468	1704	0	584	0	0	0	0	1735	0	687	1258	156	176	746	529	0	2084	2058	0	0	122	0	802	836	0	0	0
Zfp945	452.424242	0	0	0	0	0	0	346	350	0	261	0	0	0	0	1468	0	891	998	191	101	504	423	684	3347	3870	0	186	270	628	220	192	0	0	0
Adgre1	450.030303	0	0	0	0	0	0	0	0	0	685	0	0	180	181	2057	0	758	868	736	739	1370	981	654	2922	2720	0	0	0	0	0	0	0	0	0
Trim34a	448.090909	0	0	0	0	0	0	233	138	0	262	0	0	323	382	1836	0	670	726	559	353	765	592	1315	2523	2328	137	224	487	529	189	216	0	0	0
Rfesd	447.454545	115	0	128	120	0	0	439	389	0	499	0	227	0	145	1866	0	861	873	250	338	741	514	933	3173	3155	0	0	0	0	0	0	0	0	0
Srek1ip1	446.909091	0	94	0	99	0	0	0	0	982	1274	1289	1283	259	300	176	1555	2095	1664	0	0	0	0	156	0	0	440	243	1361	816	407	255	0	0	0
Cwc27	446.909091	0	94	0	99	0	0	0	0	982	1274	1289	1283	259	300	176	1555	2095	1664	0	0	0	0	156	0	0	440	243	1361	816	407	255	0	0	0
Psip1	446.787879	0	0	0	78	0	0	0	0	1177	1564	1391	1547	0	181	0	1080	2082	1935	0	0	0	0	0	0	0	520	303	1570	893	181	242	0	0	0
Psma2	446.727273	0	116	118	121	0	0	376	327	0	249	0	0	0	0	1554	0	881	597	203	263	379	234	1120	2553	3180	0	466	551	1047	291	116	0	0	0
Mrpl32	446.727273	0	116	118	121	0	0	376	327	0	249	0	0	0	0	1554	0	881	597	203	263	379	234	1120	2553	3180	0	466	551	1047	291	116	0	0	0
Atrnl1	446.212121	105	167	172	135	174	0	93	0	523	1019	781	843	0	163	131	1220	2006	1698	0	0	0	0	0	205	257	582	423	2083	1186	446	313	0	0	0
Foxp1	446.121212	0	84	71	517	0	0	408	262	0	143	0	0	0	279	1338	0	838	525	352	224	449	403	905	1709	2096	503	594	1340	1383	299	0	0	0	0
Trim12c	444.606061	0	0	0	0	0	0	176	114	0	217	0	103	152	239	1531	0	702	755	280	225	735	294	1172	2772	3016	129	283	837	625	180	135	0	0	0
Map3k14	442.909091	104	142	0	106	0	0	0	0	0	0	0	0	238	332	2215	0	950	673	681	365	762	602	1318	2162	2160	155	364	430	857	0	0	0	0	0
Smim14	442.060606	151	97	143	246	88	0	88	138	0	267	0	0	199	466	2010	0	930	957	386	380	835	655	1166	2388	2444	0	0	253	301	0	0	0	0	0
Rita1	441.727273	0	0	0	0	0	0	0	0	1415	1787	1663	1781	76	145	0	1115	1460	1722	0	0	0	0	103	0	0	360	186	1262	748	424	330	0	0	0
Ddx54	441.727273	0	0	0	0	0	0	0	0	1415	1787	1663	1781	76	145	0	1115	1460	1722	0	0	0	0	103	0	0	360	186	1262	748	424	330	0	0	0
Aldh4a1	440.818182	0	0	0	0	0	0	0	0	1120	1752	1632	2001	0	0	0	1286	1553	1634	0	0	0	0	0	0	0	487	224	1389	656	444	369	0	0	0
Stat1	440.242424	0	158	0	932	0	0	172	141	0	116	0	0	323	686	1989	0	996	626	405	296	687	545	507	1515	1640	294	359	935	873	126	207	0	0	0
Whamm	440.0	92	122	0	144	0	0	194	296	0	362	0	132	152	190	1786	0	891	765	360	355	814	566	770	2873	3289	0	0	152	0	215	0	0	0	0
Frat1	439.424242	69	107	88	0	0	0	0	0	1135	1402	1535	1378	0	248	0	1299	1973	1557	0	0	0	0	0	0	0	413	283	1809	780	290	135	0	0	0
Sbno2	435.575758	0	114	0	0	0	94	0	0	0	420	0	0	0	0	2828	0	1817	1278	156	291	1014	552	211	1841	2544	0	0	0	0	783	258	0	173	0
Plgrkt	435.30303	118	0	89	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	767	0	1410	2710	2800	1352	1394	1420	1577	0	0	0	0	0
Parp14	433.515152	0	0	0	0	0	0	0	174	0	187	0	0	259	259	1397	0	608	685	358	400	745	444	925	1450	1513	676	699	1511	1391	290	199	0	136	0
Hyal2	431.909091	0	0	0	0	0	0	0	0	1683	2099	2128	2376	0	229	0	1003	1116	1448	0	0	0	0	140	0	0	258	0	1030	315	311	117	0	0	0
Tada3	431.515152	78	0	0	0	0	0	0	0	1181	1780	1390	1592	0	172	0	1127	1362	1670	0	0	0	0	0	0	0	430	223	1833	750	393	259	0	0	0
Arpc4	431.515152	78	0	0	0	0	0	0	0	1181	1780	1390	1592	0	172	0	1127	1362	1670	0	0	0	0	0	0	0	430	223	1833	750	393	259	0	0	0
Phlpp2	431.242424	226	0	161	123	0	0	0	0	0	208	0	0	238	279	1677	0	823	848	743	412	990	930	1259	2586	2728	0	0	0	0	0	0	0	0	0
Cdipt	430.606061	0	0	0	0	0	0	0	0	886	1208	1301	1364	180	190	185	1134	1426	1291	0	0	0	0	0	488	569	430	291	1621	899	403	344	0	0	0
Slbp	430.212121	127	0	0	89	0	0	0	0	955	1692	1508	1407	208	190	0	1223	1850	1512	0	0	0	0	0	0	0	423	205	1535	648	287	338	0	0	0
Nod1	428.909091	0	0	0	108	0	0	175	152	0	389	0	142	0	190	1498	0	906	755	420	239	613	444	979	2697	2602	320	224	848	453	0	0	0	0	0
Gipc1	427.545455	0	0	0	161	0	0	0	0	308	418	399	459	531	525	0	1960	2546	1988	0	0	0	0	180	0	0	474	263	1547	926	719	591	114	0	0
Nphp4	427.30303	0	0	0	0	0	0	0	0	1210	1767	1853	1844	0	0	0	1472	2222	2023	0	0	0	0	0	0	0	210	0	708	219	310	263	0	0	0
Kcnab2	427.30303	0	0	0	0	0	0	0	0	1210	1767	1853	1844	0	0	0	1472	2222	2023	0	0	0	0	0	0	0	210	0	708	219	310	263	0	0	0
Selenow	425.848485	0	0	0	0	0	0	0	0	846	676	1188	774	0	136	1186	966	1234	1625	165	0	411	232	158	925	940	239	195	1199	558	148	252	0	0	0
Slamf9	425.515152	0	0	0	0	0	0	0	0	0	413	0	0	0	136	1492	0	496	409	455	170	755	370	1265	4193	3888	0	0	0	0	0	0	0	0	0
Git2	425.151515	0	0	0	0	0	0	0	0	577	740	1003	647	161	342	166	1799	2268	1931	0	0	0	0	0	0	0	357	205	1298	739	1078	624	95	0	0
Ankrd13a	425.151515	0	0	0	0	0	0	0	0	577	740	1003	647	161	342	166	1799	2268	1931	0	0	0	0	0	0	0	357	205	1298	739	1078	624	95	0	0
Pik3r3	423.909091	70	152	0	182	251	0	0	0	1103	1914	1750	1647	0	0	0	1026	1321	1556	0	94	0	0	104	104	0	320	151	1172	523	242	307	0	0	0
Ppp1r13l	423.727273	0	0	0	0	0	0	0	0	1200	1973	1937	1934	0	0	0	1251	1376	1317	0	0	0	0	0	0	0	436	224	1310	660	178	187	0	0	0
Cd3eap	423.727273	0	0	0	0	0	0	0	0	1200	1973	1937	1934	0	0	0	1251	1376	1317	0	0	0	0	0	0	0	436	224	1310	660	178	187	0	0	0
Slc45a4	423.666667	0	0	0	0	0	0	0	0	0	214	0	0	600	770	2239	0	692	508	469	198	406	500	2682	2586	2117	0	0	0	0	0	0	0	0	0
Tpt1	423.484848	79	131	106	293	0	0	427	279	0	383	0	0	0	163	1873	0	1315	831	346	395	946	727	445	2064	2156	0	0	289	116	249	169	0	193	0
Bzw1	422.090909	0	145	0	117	0	0	0	0	968	1514	1304	1251	180	248	0	1245	1901	1883	0	0	0	0	0	136	0	459	248	1414	494	228	194	0	0	0
Tmem72	419.212121	0	0	0	0	0	0	0	0	0	130	0	0	312	375	2419	0	886	688	895	260	1205	628	1394	2247	2246	0	0	0	0	0	149	0	0	0
Phrf1	419.151515	0	0	0	0	0	0	0	0	892	1451	1300	1374	0	136	0	1363	1894	1902	0	0	0	0	175	0	0	313	218	1264	626	442	482	0	0	0
Pfdn4	417.969697	0	0	104	74	0	0	0	0	1042	1560	1194	1368	0	0	0	1496	1837	1747	0	0	0	0	0	0	0	331	255	1378	609	478	320	0	0	0
Dmrtc1a	417.242424	0	0	0	0	0	0	1725	1806	0	663	0	0	0	0	1354	0	968	1418	0	158	606	378	0	2077	2140	0	0	0	0	314	162	0	0	0
Rnf213	416.393939	0	105	0	716	0	0	519	308	0	251	0	0	323	370	1242	0	715	570	586	614	934	718	766	1534	1517	191	171	857	512	222	0	0	0	0
Sash1	414.30303	0	0	0	0	0	0	0	0	897	1423	1225	1183	0	199	310	995	1665	1672	0	0	130	0	126	468	439	320	186	1156	566	424	288	0	0	0
Map7d1	413.454545	0	0	0	0	0	0	0	0	984	1550	1533	1667	0	0	0	1091	1713	1839	0	0	0	0	0	0	0	341	214	1516	801	270	125	0	0	0
Ndufb1	413.424242	0	118	0	80	0	0	0	0	633	1124	1228	938	125	172	310	1220	1420	1415	0	0	111	0	0	521	604	471	313	1515	773	257	295	0	0	0
Cpsf2	413.424242	0	118	0	80	0	0	0	0	633	1124	1228	938	125	172	310	1220	1420	1415	0	0	111	0	0	521	604	471	313	1515	773	257	295	0	0	0
Tnfaip8l3	409.787879	115	0	0	0	0	0	280	225	0	309	0	0	0	0	1663	0	862	620	334	310	575	598	1055	2774	2901	0	0	253	0	280	138	0	231	0
Them6	408.333333	0	0	0	108	0	0	0	0	333	490	559	389	0	229	594	1520	1879	1607	0	0	177	120	140	336	308	564	392	1723	1382	388	237	0	0	0
Myl12a	407.181818	99	106	118	115	0	0	0	0	908	1418	1356	1443	125	172	0	928	1450	1493	0	0	0	0	0	0	0	463	313	1754	748	216	212	0	0	0
Katna1	406.393939	159	0	0	213	0	0	1046	1050	0	873	0	0	0	0	1723	0	853	988	140	306	809	290	213	2117	2180	0	0	0	0	183	268	0	0	0
Vps51	405.515152	0	0	0	0	0	0	0	0	0	549	0	0	238	310	1988	0	747	913	811	465	1039	896	847	2258	2321	0	0	0	0	0	0	0	0	0
Tmem260	404.666667	0	0	118	0	0	0	0	0	905	1438	1385	1215	108	190	692	1087	1362	1597	0	0	0	0	205	657	628	104	0	708	388	247	320	0	0	0
Raly	403.848485	0	0	121	110	0	0	0	0	487	1038	1055	876	0	200	0	1272	1963	1717	0	0	0	0	0	0	0	601	442	1725	1048	358	314	0	0	0
Uros	403.454545	0	0	0	0	0	0	0	0	1215	1920	1885	1960	0	119	0	934	1265	1541	0	0	0	0	0	0	0	232	0	1244	500	241	258	0	0	0
Bccip	403.454545	0	0	0	0	0	0	0	0	1215	1920	1885	1960	0	119	0	934	1265	1541	0	0	0	0	0	0	0	232	0	1244	500	241	258	0	0	0
Cfap58	402.515152	0	0	0	0	0	0	361	260	0	209	0	0	0	190	1419	0	517	675	452	232	442	462	1425	3107	3532	0	0	0	0	0	0	0	0	0
Rnf141	402.484848	147	81	81	0	0	0	0	0	0	174	0	0	180	219	2111	0	968	567	132	0	219	91	1544	3046	3141	0	0	0	0	310	271	0	0	0
C2	401.727273	0	0	0	0	0	0	0	224	0	237	0	0	0	190	1737	0	785	629	276	285	868	454	829	2427	2746	0	483	0	1087	0	0	0	0	0
Eif4e3	399.515152	99	0	68	0	0	0	263	310	0	306	0	0	0	219	1759	0	969	747	440	261	401	485	1097	2710	2874	0	0	0	0	176	0	0	0	0
Rapgef6	398.606061	211	180	160	427	0	0	967	937	128	663	0	207	0	0	768	0	948	1008	235	161	300	273	652	1706	1939	181	258	486	359	0	0	0	0	0
Gbgt1	398.363636	0	0	0	0	0	0	0	0	0	288	0	0	0	0	1681	0	818	991	440	534	987	698	480	3327	2902	0	0	0	0	0	0	0	0	0
Tdrd7	397.969697	165	161	108	799	0	0	330	295	0	0	0	0	0	0	1607	0	953	667	557	459	1032	565	288	262	444	440	345	1290	985	638	240	205	298	0
Jpt1	397.575758	87	102	136	103	0	0	0	0	0	217	0	0	249	310	1804	0	736	532	247	198	506	461	1266	2277	2422	0	0	0	131	659	442	0	235	0
Srxn1	395.969697	0	0	0	0	0	0	0	0	628	943	984	852	0	154	0	1508	2339	2008	0	0	0	0	160	0	0	370	173	1694	661	328	265	0	0	0
Mia2	393.69697	0	0	0	0	0	0	0	0	0	84	0	0	0	332	0	1791	2313	1425	0	0	126	128	0	117	220	417	263	1971	965	1257	1158	249	176	0
Fam227a	393.484848	0	0	0	0	0	0	0	0	868	1483	1215	1368	0	0	0	1166	1568	1480	0	0	0	0	0	0	0	433	278	1613	884	318	311	0	0	0
Cby1	393.484848	0	0	0	0	0	0	0	0	868	1483	1215	1368	0	0	0	1166	1568	1480	0	0	0	0	0	0	0	433	278	1613	884	318	311	0	0	0
Cdiptos	392.969697	0	0	0	0	0	0	0	0	886	1208	1301	1364	180	190	0	1134	1426	1291	0	0	0	0	0	0	0	430	291	1621	899	403	344	0	0	0
Rhbdd3	389.363636	82	90	108	127	0	0	0	0	731	1099	1007	1027	0	209	0	1206	1931	1838	0	0	0	0	129	0	0	360	256	1443	682	297	227	0	0	0
Ewsr1	389.363636	82	90	108	127	0	0	0	0	731	1099	1007	1027	0	209	0	1206	1931	1838	0	0	0	0	129	0	0	360	256	1443	682	297	227	0	0	0
Prdm10	388.484848	0	0	0	71	0	0	0	0	886	1076	945	1153	189	248	0	1772	1941	1356	0	0	0	0	0	0	0	331	142	893	399	758	536	124	0	0
Dhx58	388.484848	0	0	0	0	0	0	111	129	0	240	0	0	0	259	1795	0	1004	778	127	217	175	182	1109	3197	3242	0	0	0	0	255	0	0	0	0
