Target_genes	Setdb1|Average	SRX1287761|3T3-L1	SRX1287762|3T3-L1	SRX1287769|3T3-L1	SRX1287777|3T3-L1	SRX1287778|3T3-L1	SRX1287779|3T3-L1	SRX1287780|3T3-L1	SRX1287781|3T3-L1	SRX862739|C2C12	SRX862740|C2C12	SRX862741|C2C12	SRX1287754|C3H/10T1/2	SRX014420|ES_cells	SRX014421|ES_cells	SRX014422|ES_cells	SRX014433|ES_cells	SRX10559946|ES_cells	SRX10559947|ES_cells	SRX1287748|ES_cells	SRX5088232|ES_cells	SRX5088238|ES_cells	SRX5088240|ES_cells	SRX5347749|ES_cells	SRX5347751|ES_cells	SRX8701150|ES_cells	SRX8701151|ES_cells	SRX8722038|ES_cells	SRX8722039|ES_cells	SRX2228738|Hepa_1-6	SRX897398|MEF	SRX897399|MEF	SRX897400|MEF	SRX897401|MEF	SRX897402|MEF	SRX897403|MEF	SRX897404|MEF	SRX897405|MEF	SRX1563803|Pro-B_cells	SRX1563804|Pro-B_cells	SRX10987310|YUMMER1.7	SRX10987311|YUMMER1.7	SRX10987323|YUMMER1.7	SRX10987324|YUMMER1.7	STRING
Ethe1	102.604651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	284	0	0	433	289	0	716	660	391	651	0	0	0	0	0	0	0	0	0	0	0	0	684	0	70	0	0	0
Vps36	102.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	1231	1234	237	582	0	0	0	0	0	0	0	0	0	0	0	0	256	0	214	167	88	0
Olfr936	102.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	99	0	0	1245	989	525	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	187	0
Gm51573	102.046512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	145	102	286	0	0	0	0	0	0	0	0	0	0	0	0	0	706	891	1032	1075	0
Vmn1r56	101.232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	273	0	0	0	0	0	1247	1007	506	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Elp6	100.465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	269	0	0	898	888	381	839	0	0	0	0	0	0	0	0	0	0	0	364	409	0	0	0	0	0
Nudt15	100.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	222	0	0	0	0	0	853	815	145	348	0	0	0	0	0	0	0	0	0	0	0	200	544	0	284	116	0	0
Mest	100.093023	84	0	0	93	134	105	0	0	0	0	0	0	0	0	0	251	294	105	0	163	422	107	225	568	206	900	0	0	311	0	0	0	0	0	0	0	0	0	0	0	115	124	97	0
Vmn2r4	100.0	314	0	422	0	251	219	414	343	182	187	0	164	176	0	0	0	325	506	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0
Zcwpw1	99.883721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	268	0	113	0	0	189	1078	1102	242	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Mepce	99.883721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	268	0	113	0	0	189	1078	1102	242	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Pink1	99.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	1316	1013	513	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	157	0	0
Rgcc	98.930233	0	0	0	0	0	0	0	0	0	0	0	0	196	196	192	1264	0	0	0	0	0	0	1328	283	372	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	125	0
Zpbp	98.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055	819	357	1225	0	0	0	0	0	0	0	0	0	0	0	0	314	0	228	249	0	0
Spata48	98.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055	819	357	1225	0	0	0	0	0	0	0	0	0	0	0	0	314	0	228	249	0	0
Slc48a1	98.72093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0	1209	1163	233	492	0	0	0	0	0	0	0	0	0	0	0	0	196	0	74	0	80	0
Otud4	97.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	68	0	0	0	0	829	1064	426	632	0	0	0	0	0	0	0	0	0	0	0	135	0	117	214	197	0	0
Plscr4	96.837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	107	92	642	881	268	761	0	0	0	0	0	0	0	0	0	0	0	0	0	238	201	467	361	0
Gm11127	96.790698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	281	0	0	435	504	0	602	993	342	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0
Gm32856	96.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	185	0	0	220	0	0	1064	840	352	742	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	105	156	0
Rab39b	95.883721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	152	0	0	256	0	0	1006	792	680	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
Gm3752	95.860465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	1163	361	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Nat8f3	95.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	635	0	0	224	0	0	736	887	286	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl4	95.581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	218	0	0	539	0	0	759	654	316	898	0	0	0	0	0	0	0	0	0	0	0	0	0	74	93	142	0	0
Tmem115	95.511628	195	247	315	794	736	475	157	165	143	123	0	196	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0
Serf1	95.116279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	104	0	0	140	1085	806	292	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	139	148	0
Bdp1	95.116279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	104	0	0	140	1085	806	292	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	139	148	0
Plekhm3	94.534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	1447	804	599	756	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0
Zfp598	94.488372	384	278	179	631	713	558	0	0	0	0	0	340	0	0	0	0	202	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Pcdha8	94.255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	182	0	0	0	83	0	804	1261	305	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	135	0
Tex12	93.837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	163	1165	950	307	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	114	0
Olfr834	93.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	102	148	0	815	1106	532	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Zfp872	93.27907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	219	0	0	103	141	0	1063	725	593	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	202	0
Ercc4	92.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	143	0	0	0	0	0	1144	1048	546	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	136	0
Gm13285	92.72093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	104	0	181	404	428	169	295	0	0	0	0	222	0	0	0	0	0	0	0	126	430	379	341	740	0
Auh	92.627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	139	0	0	689	1108	282	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Prr14	92.55814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	168	0	0	263	0	0	1157	779	415	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Cpsf1	92.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	700	191	456	0	0	448	0	0	0	0	0	0	0	0	0	1266	0	0	0	264	0
Sncb	92.302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	396	0	0	194	0	0	878	705	531	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpt1	91.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	121	0	0	0	0	0	1153	758	495	1049	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt22	91.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	121	0	0	0	0	0	1153	758	495	1049	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp575	91.604651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	284	0	0	433	289	0	716	660	391	651	0	0	0	0	0	0	0	0	0	0	0	0	211	0	70	0	0	0
Morc2a	91.581395	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	95	0	0	0	121	1001	0	1408	0	0	0	0	0	0	0	0	0	0	0	304	248	117	200	138	149	0
Gm3739	91.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	1199	408	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Tbc1d13	91.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	177	0	0	0	0	0	1062	628	432	803	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0	94	0
Zbtb40	91.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	442	387	0	261	0	0	0	0	0	0	0	0	0	0	0	1880	346	0	165	0	147	0
Polm	90.790698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	246	0	0	0	0	0	928	554	367	741	0	0	0	0	0	0	0	0	0	0	0	135	594	0	0	146	0	0
Mrpl11	90.534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030	1208	500	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas2	90.465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	698	407	526	204	637	0	0	171	0	0	0	0	0	0	0	0	405	173	154	156	129	135	0
Fancf	90.465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	698	407	526	204	637	0	0	171	0	0	0	0	0	0	0	0	405	173	154	156	129	135	0
Ttc17	90.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	107	0	0	824	841	260	764	0	0	0	0	0	0	0	0	0	0	0	0	0	74	210	148	202	0
Fscn2	89.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	1016	721	346	1316	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synm	89.627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	118	0	0	1085	1037	237	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	97	0	0
Ndufa4l2	89.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1501	0	0	0	0	0	0	1010	897	0	222	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0
Tdrd1	89.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	833	980	164	868	0	0	0	0	0	0	0	0	0	0	0	0	0	172	282	244	190	0
Ccdc186	89.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	833	980	164	868	0	0	0	0	0	0	0	0	0	0	0	0	0	172	282	244	190	0
Orc2	89.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	354	0	0	0	0	0	866	416	500	561	0	0	0	0	0	0	0	0	0	0	0	177	0	0	182	260	149	0
Zranb2	88.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	175	0	0	0	0	0	564	484	223	283	0	0	0	0	0	0	0	0	0	0	0	791	663	174	191	111	0	0
Gm6713	88.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	915	607	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Dlg2	88.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	233	0	0	163	0	0	1024	589	625	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	102	0
Srgap1	87.837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	183	0	0	0	0	0	978	887	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	104	0	0
Dffb	87.837209	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	1039	315	665	0	0	0	0	0	0	0	0	0	0	0	0	327	93	117	0	0	0
Cep104	87.837209	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	1039	315	665	0	0	0	0	0	0	0	0	0	0	0	0	327	93	117	0	0	0
Tsnax	87.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	111	0	79	0	0	119	664	573	328	674	0	0	0	0	0	0	0	0	0	0	0	0	163	175	230	143	135	0
Rnf130	86.813953	0	0	0	0	0	0	0	0	0	0	0	0	100	131	109	183	0	0	125	0	0	205	745	604	215	612	0	0	0	0	0	0	0	0	0	0	0	272	0	0	238	194	0	0
Ube2q1	86.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	206	695	847	184	916	0	0	0	0	0	0	0	0	0	0	0	0	165	118	179	168	152	0
Gzmc	86.302326	0	0	0	0	0	0	0	0	0	0	0	0	142	0	196	552	269	0	0	305	234	634	559	488	158	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc6	86.255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	747	973	255	777	0	0	0	0	0	0	0	0	0	0	0	0	207	147	123	197	0	0
Gen1	86.255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	747	973	255	777	0	0	0	0	0	0	0	0	0	0	0	0	207	147	123	197	0	0
Gm13278	86.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	104	0	181	404	307	169	295	0	0	0	0	222	0	0	0	0	0	0	0	80	313	379	341	740	0
Snurf	85.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	331	0	0	0	153	0	451	924	266	1165	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
Snrpn	85.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	331	0	0	0	153	0	451	924	266	1165	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
Serpinb1c	85.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	251	0	0	180	421	0	737	494	448	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	193	0
Sh3pxd2b	85.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	161	0	0	0	0	0	1112	903	157	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Klhl35	85.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	267	645	592	434	991	0	0	0	0	0	0	0	0	0	0	0	301	281	0	0	0	0	0
Tmem185b	84.837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	195	0	0	98	498	858	175	842	0	0	0	0	0	0	0	0	0	0	0	188	114	116	159	87	106	0
Zmym6	84.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	288	0	0	0	0	0	1029	426	374	558	0	0	0	0	0	0	0	0	0	0	0	209	221	123	0	0	149	0
Mkrn3	84.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	518	75	0	203	0	0	490	425	345	484	0	0	0	0	0	0	0	0	0	0	0	210	600	0	0	0	157	0
Slc33a1	84.325581	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	158	106	0	0	0	0	0	767	692	184	509	0	0	0	0	0	0	0	0	0	0	0	183	591	0	131	0	202	0
Ccl26	83.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	0	0	0	0	0	1326	613	486	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Crygd	83.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	199	0	0	0	0	0	1020	921	330	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Dazl	83.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	786	848	327	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	120	142	0
Nalcn	83.023256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	1042	594	515	647	0	0	121	0	0	0	0	0	0	0	0	0	0	0	191	148	164	0
Olfr1055	82.953488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	142	0	0	213	215	0	708	705	412	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	111	0
Slc35e3	82.883721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	203	0	0	269	147	0	630	517	297	566	0	0	0	0	0	0	0	0	0	0	0	0	213	0	166	246	0	0
Lum	82.604651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	211	124	0	715	994	321	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hormad1	82.55814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	166	0	121	0	0	0	840	860	220	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	171	0
Calm3	82.534884	0	0	0	0	0	0	0	0	0	0	0	0	344	362	427	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	76	0	0	0	0	0
Prss50	82.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	904	899	194	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	91	114	0
Dcaf5	82.046512	278	211	271	254	566	485	71	143	0	0	0	411	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	131	122	135	0
Atxn1l	81.627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	198	0	0	198	196	0	644	671	378	534	0	0	0	0	0	0	0	0	0	0	0	0	0	143	131	119	90	0
Rbm17	80.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1453	0	0	0	0	0	0	610	578	0	235	0	0	0	0	0	0	0	0	0	0	0	0	94	0	238	264	0	0
Tmem94	80.72093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	266	0	0	268	255	0	608	751	259	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Zfp280d	80.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	145	0	0	0	0	159	626	606	189	632	0	0	0	0	0	0	0	0	0	0	0	163	245	217	148	138	0	0
Gtf3c5	80.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	231	0	0	0	0	0	790	727	136	204	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0
Taf1c	80.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	163	0	0	106	158	0	802	523	303	733	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0
Adad2	80.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	163	0	0	106	158	0	802	523	303	733	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0
Olfr1152	80.162791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	340	0	0	113	0	0	775	772	425	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp277	79.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	696	820	418	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	88	245	0
Dock4	79.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	696	820	418	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	88	245	0
Gm13212	79.860465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	691	399	212	606	0	0	0	0	0	0	0	0	0	0	0	0	0	114	268	376	599	0
Tmprss11d	79.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	107	681	818	310	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	148	269	0
Pfn1	79.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	175	130	0	603	685	331	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Eno3	79.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	175	130	0	603	685	331	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Thbd	79.511628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	104	0	0	267	0	0	779	697	448	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
Copz1	79.372093	0	0	258	210	221	205	362	265	0	0	0	299	0	0	0	0	291	305	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	135	0
Gm13277	79.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	104	0	181	404	307	169	295	0	0	0	0	0	0	0	0	0	0	0	0	126	290	379	341	740	0
Hsf5	79.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	145	729	986	193	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	108	149	0
Cetn3	78.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	758	621	340	720	0	0	0	0	0	0	0	0	0	0	0	162	176	0	123	0	171	0
Gm3636	78.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1056	408	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ifnz	78.906977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	104	0	163	404	307	169	295	0	0	0	0	0	0	0	0	0	0	0	0	126	197	379	341	740	0
Wdr92	78.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	395	0	1051	589	524	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Pno1	78.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	395	0	1051	589	524	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ccne2	78.581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	191	626	857	258	560	0	0	0	0	0	0	0	0	0	0	0	0	0	138	209	168	128	0
Gm13057	78.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	97	0	603	878	169	676	0	0	0	0	0	0	0	0	0	0	0	0	0	100	195	201	341	0
Gm13040	78.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	97	0	603	878	169	676	0	0	0	0	0	0	0	0	0	0	0	0	0	100	195	201	341	0
Tbc1d30	78.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	246	0	0	0	0	0	622	180	316	213	0	0	0	0	0	0	0	0	0	0	0	232	507	110	215	203	257	0
Ifi30	77.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436	138	0	0	0	0	0	744	704	0	186	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Mras	77.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	1013	203	502	250	438	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	184	157	0
Oog1	77.674419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	96	124	603	708	254	649	0	0	0	0	0	0	0	0	0	0	0	0	0	100	207	187	323	0
Gm2042	77.674419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	96	124	603	708	254	649	0	0	0	0	0	0	0	0	0	0	0	0	0	100	207	187	323	0
Lipo3	77.627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	157	0	0	0	0	0	509	659	287	619	0	0	0	0	0	0	0	0	0	0	0	0	0	134	194	265	395	0
Zfp951	77.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	223	0	0	235	0	0	690	620	429	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1495	77.116279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	76	0	0	0	0	0	728	733	202	587	0	0	0	0	0	0	0	0	0	0	0	0	0	123	192	291	295	0
Adam34	76.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	964	865	462	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Cep164	76.418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	512	626	0	247	0	0	133	0	0	0	0	0	0	0	0	472	773	0	0	0	78	0
Tmem40	76.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	660	530	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xkr6	76.302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	576	0	0	0	0	0	681	656	127	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	97	202	0
Htt	76.255814	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	468	405	0	0	207	0	0	328	581	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	147	165	129	157	0
Hmox2	75.953488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	753	495	420	545	0	0	0	0	0	0	0	0	0	0	0	0	0	183	116	238	389	0
Npy6r	75.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	593	0	0	136	0	0	845	377	428	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
Ly6g2	75.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	171	0	0	143	0	0	808	656	538	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impact	75.139535	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	221	331	0	0	0	0	0	200	632	160	895	0	0	167	0	0	0	0	0	0	0	0	121	0	0	93	114	170	0
Zcwpw2	74.813953	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	287	83	0	0	0	0	0	705	608	190	413	0	0	0	0	0	0	0	0	0	0	0	143	250	100	156	0	164	0
