ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000084983	Gm11789	ENSMUST00000148579	antisense	649	tsl2	False
ENSMUSG00000077449	Gm23127	ENSMUST00000104261	snoRNA	130	tslNA	False
ENSMUSG00000021974	Fgf9	ENSMUST00000074654	protein_coding	1198	tsl1 (assigned to previous version 6)	False
ENSMUSG00000025936	Gm4956	ENSMUST00000082032	processed_transcript	1148	tsl1 (assigned to previous version 7)	False
ENSMUSG00000078038	Mir881	ENSMUST00000104844	miRNA	78	tslNA	False
ENSMUSG00000049739	Zfp646	ENSMUST00000050383	protein_coding	6310	tsl1	True
ENSMUSG00000068303	Spr-ps1	ENSMUST00000186281	processed_transcript	706	tsl2	False
ENSMUSG00000095671	Gm25098	ENSMUST00000177580	snoRNA	79	tslNA	False
ENSMUSG00000065191	Gm23458	ENSMUST00000083257	snRNA	169	tslNA	False
ENSMUSG00000088459	Mir1941	ENSMUST00000157834	miRNA	83	tslNA	False
ENSMUSG00000085402	Gm12111	ENSMUST00000150073	lincRNA	349	tsl3	False
ENSMUSG00000019960	Dusp6	ENSMUST00000020118	protein_coding	2796	tsl1	True
ENSMUSG00000080452	Mir1306	ENSMUST00000116802	miRNA	79	tslNA (assigned to previous version 2)	False
ENSMUSG00000033453	Adamts15	ENSMUST00000065112	protein_coding	5928	tsl1	True
ENSMUSG00000087370	Tmem170b	ENSMUST00000129449	protein_coding	7160	tsl5	False
ENSMUSG00000088924	Gm24298	ENSMUST00000158299	snoRNA	60	tslNA	False
ENSMUSG00000021974	Fgf9	ENSMUST00000166770	protein_coding	321	tsl3	False
ENSMUSG00000106193	mmu-mir-7090	ENSMUST00000198187	miRNA	62		False
ENSMUSG00000026940	Ccdc183	ENSMUST00000028309	protein_coding	1719	tsl5	False
ENSMUSG00000092086	Gm6793	ENSMUST00000071732	protein_coding	1604	tslNA	False
ENSMUSG00000066905	Olfr860	ENSMUST00000086482	protein_coding	1219	tsl2	False
ENSMUSG00000032459	Mrps22	ENSMUST00000190150	retained_intron	3296	tsl1	True
ENSMUSG00000084983	Gm11789	ENSMUST00000140645	antisense	737	tsl2	False
ENSMUSG00000093373	Gm23075	ENSMUST00000175632	miRNA	70	tslNA	False
ENSMUSG00000081890	Gm11243	ENSMUST00000122335	processed_pseudogene	394	tslNA	False
ENSMUSG00000105120	SCARNA4	ENSMUST00000198972	scaRNA	127		False
ENSMUSG00000060183	Cxcl11	ENSMUST00000122808	polymorphic_pseudogene	3794	tsl1	True
ENSMUSG00000025936	Gm4956	ENSMUST00000178869	transcribed_unprocessed_pseudogene	672	tslNA (assigned to previous version 2)	False
ENSMUSG00000088816	Gm22387	ENSMUST00000158191	scaRNA	131	tslNA	False
ENSMUSG00000088657	Gm24847	ENSMUST00000158032	snRNA	108	tslNA	False
ENSMUSG00000086083	Gm15829	ENSMUST00000145415	antisense	869	tsl1	True
ENSMUSG00000097901	Gm26680	ENSMUST00000181701	processed_transcript	2078	tsl1 (assigned to previous version 2)	False
ENSMUSG00000093212	Gm25249	ENSMUST00000175471	miRNA	78	tslNA	False
ENSMUSG00000016477	E2f3	ENSMUST00000102948	protein_coding	4702	tsl1 (assigned to previous version 4)	False
ENSMUSG00000055198	Gm12830	ENSMUST00000137570	protein_coding	2306	tsl2	False
ENSMUSG00000076343	Gm25213	ENSMUST00000102388	miRNA	113	tslNA	False
ENSMUSG00000088566	Gm23783	ENSMUST00000157941	snRNA	102	tslNA	False
ENSMUSG00000105840	RP24-291E8.1	ENSMUST00000198253	processed_pseudogene	466		False
ENSMUSG00000087960	Gm25392	ENSMUST00000157335	misc_RNA	297	tslNA	False
ENSMUSG00000097901	Gm26680	ENSMUST00000181787	processed_transcript	677	tsl5	False
ENSMUSG00000084983	Gm11789	ENSMUST00000123579	antisense	332	tsl5	False
ENSMUSG00000025936	Gm4956	ENSMUST00000179730	processed_transcript	609	tsl3	False
ENSMUSG00000005124	Wisp1	ENSMUST00000147079	nonsense_mediated_decay	1714	tsl1 (assigned to previous version 2)	False
ENSMUSG00000057290	Gm15732	ENSMUST00000079794	processed_pseudogene	480	tslNA	False
ENSMUSG00000101290	Gm8480	ENSMUST00000190350	unprocessed_pseudogene	698	tslNA	False
ENSMUSG00000016477	E2f3	ENSMUST00000146092	protein_coding	216	tsl2	False
ENSMUSG00000063751	Gm13939	ENSMUST00000146110	processed_transcript	1349	tsl1	True
ENSMUSG00000025787	Tgm4	ENSMUST00000026893	protein_coding	2770	tsl1	True
ENSMUSG00000077428	Gm24284	ENSMUST00000104240	snoRNA	142	tslNA	False
ENSMUSG00000099417	1700028B04Rik	ENSMUST00000190841	processed_transcript	971	tsl1	True
ENSMUSG00000089596	Nron	ENSMUST00000158971	misc_RNA	370	tslNA	False
ENSMUSG00000099417	1700028B04Rik	ENSMUST00000186274	transcribed_processed_pseudogene	555	tslNA	False
ENSMUSG00000106670	AC130213.1	ENSMUST00000199602	miRNA	108		False
ENSMUSG00000005124	Wisp1	ENSMUST00000118823	protein_coding	708	tsl5	False
ENSMUSG00000092813	Mir3086	ENSMUST00000175072	miRNA	87	tslNA	False
ENSMUSG00000088995	Gm22764	ENSMUST00000158370	snRNA	92	tslNA	False
ENSMUSG00000077595	Gm26019	ENSMUST00000104407	snoRNA	119	tslNA	False
ENSMUSG00000099751	1700022A22Rik	ENSMUST00000187130	lincRNA	1458	tsl5 (assigned to previous version 1)	False
ENSMUSG00000078240	Gm3550	ENSMUST00000105038	protein_coding	1656	tslNA	False
ENSMUSG00000005124	Wisp1	ENSMUST00000133863	processed_transcript	957	tsl5	False
ENSMUSG00000040627	Aicda	ENSMUST00000043301	protein_coding	2405	tsl1 (assigned to previous version 8)	False
ENSMUSG00000099751	1700022A22Rik	ENSMUST00000185294	lincRNA	805	tsl5 (assigned to previous version 1)	False
ENSMUSG00000084452	Gm24597	ENSMUST00000122503	misc_RNA	300	tslNA	False
ENSMUSG00000077146	Gm22939	ENSMUST00000103958	snoRNA	131	tslNA	False
ENSMUSG00000099649	Gm28406	ENSMUST00000186516	lincRNA	397	tsl5	False
ENSMUSG00000091568	Gm8206	ENSMUST00000171428	protein_coding	997	tsl5 (assigned to previous version 2)	False
ENSMUSG00000032105	Pdzd3	ENSMUST00000034618	protein_coding	2181	tsl1	True
ENSMUSG00000083057	Gm13356	ENSMUST00000121678	processed_pseudogene	335	tslNA	False
ENSMUSG00000064727	Gm25853	ENSMUST00000082793	snoRNA	132	tslNA	False
ENSMUSG00000105491	RP24-165O21.1	ENSMUST00000200355	processed_pseudogene	112		False
ENSMUSG00000093274	Gm26235	ENSMUST00000175533	miRNA	101	tslNA	False
ENSMUSG00000087805	Gm27926	ENSMUST00000157180	snRNA	66	tslNA	False
ENSMUSG00000095756	Trav6d-7	ENSMUST00000178650	TR_V_gene	358	tsl1 (assigned to previous version 1)	False
ENSMUSG00000060183	Cxcl11	ENSMUST00000077820	protein_coding	1581	tsl5	False
ENSMUSG00000040133	Gpr176	ENSMUST00000039160	protein_coding	3899	tsl1	True
ENSMUSG00000094530	Gm21399	ENSMUST00000180210	processed_pseudogene	600	tslNA	False
ENSMUSG00000077184	Gm25092	ENSMUST00000103996	snoRNA	129	tslNA	False
ENSMUSG00000065185	Gm25137	ENSMUST00000083251	snRNA	110	tslNA	False
ENSMUSG00000089510	Gm25307	ENSMUST00000158885	snRNA	106	tslNA	False
ENSMUSG00000092648	Gm23566	ENSMUST00000174907	miRNA	108	tslNA	False
ENSMUSG00000070173	Gm24164	ENSMUST00000093663	snRNA	104	tslNA	False
ENSMUSG00000091568	Gm8206	ENSMUST00000164139	protein_coding	1956	tsl5	False
ENSMUSG00000026940	Ccdc183	ENSMUST00000129520	processed_transcript	2958	tsl2	False
ENSMUSG00000099751	1700022A22Rik	ENSMUST00000189172	lincRNA	863	tsl1	True
ENSMUSG00000092702	Gm24514	ENSMUST00000174961	misc_RNA	285	tslNA	False
ENSMUSG00000088907	Gm25437	ENSMUST00000158282	snoRNA	132	tslNA	False
ENSMUSG00000104403	Gm38011	ENSMUST00000193312	TEC	279		False
ENSMUSG00000040627	Aicda	ENSMUST00000160685	protein_coding	1292	tsl1	True
ENSMUSG00000064446	Gm26228	ENSMUST00000082512	snRNA	107	tslNA	False
ENSMUSG00000021139	Gm20498	ENSMUST00000164386	protein_coding	1043	tsl2 (assigned to previous version 2)	False
ENSMUSG00000077454	Gm25918	ENSMUST00000104266	snRNA	103	tslNA	False
ENSMUSG00000105399	mmu-mir-1843b	ENSMUST00000198115	miRNA	66		False
ENSMUSG00000077279	Gm22777	ENSMUST00000104091	snoRNA	129	tslNA	False
ENSMUSG00000022491	Glycam1	ENSMUST00000023134	protein_coding	625	tsl1	True
ENSMUSG00000086681	Gm16178	ENSMUST00000129408	antisense	677	tsl2	False
ENSMUSG00000089001	Gm23852	ENSMUST00000158376	snoRNA	77	tslNA	False
ENSMUSG00000044156	Hepacam2	ENSMUST00000049985	protein_coding	2229	tsl1 (assigned to previous version 9)	False
ENSMUSG00000028668	Tceb3	ENSMUST00000030427	protein_coding	4708	tsl1	True
ENSMUSG00000005357	Slc1a6	ENSMUST00000005490	protein_coding	2089	tsl1	True
ENSMUSG00000025787	Tgm4	ENSMUST00000128572	retained_intron	1027	tsl3	False
ENSMUSG00000088979	Gm23758	ENSMUST00000158354	snoRNA	90	tslNA	False
ENSMUSG00000095169	Gm25546	ENSMUST00000103977	snoRNA	132	tslNA	False
ENSMUSG00000099024	Gm27457	ENSMUST00000184771	misc_RNA	156	tslNA	False
ENSMUSG00000105622	RP23-385G21.3	ENSMUST00000197704	TEC	1820		False
ENSMUSG00000021139	Gm20498	ENSMUST00000166664	protein_coding	2284	tsl2	False
ENSMUSG00000098265	Gm27517	ENSMUST00000184347	misc_RNA	236	tslNA	False
ENSMUSG00000024976	Shoc2	ENSMUST00000169861	protein_coding	4065	tsl1 (assigned to previous version 2)	False
ENSMUSG00000096279	Gm9312	ENSMUST00000169148	protein_coding	336	tslNA	False
ENSMUSG00000065664	Gm22578	ENSMUST00000083730	snRNA	107	tslNA	False
ENSMUSG00000098405	Gm27414	ENSMUST00000185033	scaRNA	381	tslNA	False
ENSMUSG00000087887	Gm23598	ENSMUST00000157262	snoRNA	144	tslNA	False
ENSMUSG00000065407	Mir135a-1	ENSMUST00000083473	miRNA	90	tslNA	False
ENSMUSG00000083911	Gm4342	ENSMUST00000118982	processed_pseudogene	367	tslNA	False
ENSMUSG00000093221	Mir3105	ENSMUST00000175480	miRNA	85	tslNA	False
ENSMUSG00000088982	Gm25600	ENSMUST00000158357	snRNA	106	tslNA	False
ENSMUSG00000064860	n-R5s220	ENSMUST00000082926	rRNA	120	tslNA	False
ENSMUSG00000089077	Gm24501	ENSMUST00000158452	snRNA	62	tslNA	False
ENSMUSG00000029810	Tmem176b	ENSMUST00000166247	protein_coding	1421	tsl1 (assigned to previous version 2)	False
ENSMUSG00000024976	Shoc2	ENSMUST00000025932	protein_coding	4106	tsl1	True
ENSMUSG00000095955	Gm22360	ENSMUST00000179775	snRNA	107	tslNA	False
ENSMUSG00000088146	Gm24718	ENSMUST00000157521	scaRNA	136	tslNA	False
ENSMUSG00000089162	Gm24129	ENSMUST00000158537	snRNA	97	tslNA	False
ENSMUSG00000093690	Mir5619	ENSMUST00000176065	miRNA	61	tslNA	False
ENSMUSG00000059473	Olfr979	ENSMUST00000080835	protein_coding	1045	tslNA	False
ENSMUSG00000074476	Spc24	ENSMUST00000098942	protein_coding	1349	tsl1	True
ENSMUSG00000094337	Gm3286	ENSMUST00000179140	protein_coding	1446	tsl3 (assigned to previous version 2)	False
ENSMUSG00000094337	Gm3286	ENSMUST00000164489	protein_coding	855	tsl5	False
ENSMUSG00000031853	BC021891	ENSMUST00000034316	protein_coding	5692	tsl1	True
ENSMUSG00000095142	Gm24389	ENSMUST00000179962	snRNA	107	tslNA	False
ENSMUSG00000089434	Gm23197	ENSMUST00000158809	snRNA	112	tslNA	False
ENSMUSG00000076370	Gm22369	ENSMUST00000102415	miRNA	104	tslNA	False
ENSMUSG00000093997	Gm26499	ENSMUST00000178544	snoRNA	79	tslNA	False
ENSMUSG00000065845	Gm25189	ENSMUST00000083911	snRNA	164	tslNA	False
ENSMUSG00000092792	Gm22694	ENSMUST00000175051	miRNA	70	tslNA	False
ENSMUSG00000092793	Mir466m	ENSMUST00000175052	miRNA	84	tslNA	False
ENSMUSG00000077896	Mir879	ENSMUST00000104703	miRNA	76	tslNA	False
ENSMUSG00000099292	Mir6916	ENSMUST00000184514	miRNA	63	tslNA	False
ENSMUSG00000098906	Mir7652	ENSMUST00000185156	miRNA	56	tslNA	False
ENSMUSG00000098558	Mir7049	ENSMUST00000183983	miRNA	60	tslNA	False
ENSMUSG00000072934	Trpc5os	ENSMUST00000155206	antisense	3585	tsl1 (assigned to previous version 2)	False
ENSMUSG00000088240	Gm22915	ENSMUST00000157615	snoRNA	136	tslNA	False
ENSMUSG00000087895	Gm25281	ENSMUST00000157270	miRNA	104	tslNA	False
ENSMUSG00000031669	Gins3	ENSMUST00000034094	protein_coding	2412	tsl1	True
ENSMUSG00000084644	Gm24379	ENSMUST00000122695	misc_RNA	86	tslNA	False
ENSMUSG00000064882	Gm24202	ENSMUST00000082948	snRNA	103	tslNA	False
ENSMUSG00000105458	mmu-mir-3074-2	ENSMUST00000199621	miRNA	83		False
ENSMUSG00000099060	Mir7025	ENSMUST00000183797	miRNA	74	tslNA	False
ENSMUSG00000095851	Gm22617	ENSMUST00000175199	miRNA	70	tslNA	False
ENSMUSG00000094158	Gm23264	ENSMUST00000083372	snRNA	107	tslNA	False
ENSMUSG00000096497	Olfr787	ENSMUST00000077836	protein_coding	939	tslNA	False
ENSMUSG00000029810	Tmem176b	ENSMUST00000101429	protein_coding	1257	tsl5 (assigned to previous version 5)	False
ENSMUSG00000044006	Cilp2	ENSMUST00000057831	protein_coding	4314	tsl5	False
ENSMUSG00000020295	Hbq1a	ENSMUST00000020535	protein_coding	604	tsl1	True
ENSMUSG00000064783	Gm22684	ENSMUST00000082849	snoRNA	132	tslNA	False
ENSMUSG00000096136	Gm25146	ENSMUST00000177976	snoRNA	79	tslNA	False
ENSMUSG00000088310	Gm26183	ENSMUST00000157685	scaRNA	139	tslNA	False
ENSMUSG00000096339	Gm24713	ENSMUST00000178850	snRNA	107	tslNA	False
ENSMUSG00000084654	n-R5s150	ENSMUST00000122705	rRNA	108	tslNA	False
ENSMUSG00000072934	Trpc5os	ENSMUST00000178233	antisense	3515	tsl1	True
ENSMUSG00000088265	Gm24784	ENSMUST00000157640	snRNA	62	tslNA	False
ENSMUSG00000081635	Gm15071	ENSMUST00000118189	processed_pseudogene	1366	tslNA	False
ENSMUSG00000099132	Gm27604	ENSMUST00000182333	snoRNA	72	tslNA	False
ENSMUSG00000105153	RP23-423J10.4	ENSMUST00000196308	lincRNA	580		False
ENSMUSG00000084449	Gm26257	ENSMUST00000122500	snRNA	107	tslNA	False
ENSMUSG00000089552	Gm24177	ENSMUST00000158927	snoRNA	131	tslNA	False
ENSMUSG00000070100	Mir362	ENSMUST00000093592	miRNA	65	tslNA	False
ENSMUSG00000104594	AC073553.1	ENSMUST00000196624	miRNA	60		False
ENSMUSG00000067526	Olfr1425	ENSMUST00000087828	protein_coding	939	tslNA	False
ENSMUSG00000089524	Gm22327	ENSMUST00000158899	snoRNA	108	tslNA	False
ENSMUSG00000089033	Gm22163	ENSMUST00000158408	snoRNA	135	tslNA	False
ENSMUSG00000089137	Gm24768	ENSMUST00000158512	snRNA	94	tslNA	False
ENSMUSG00000095311	Gm25464	ENSMUST00000175481	snRNA	107	tslNA	False
ENSMUSG00000090115	Usp49	ENSMUST00000024779	protein_coding	8252	tsl1 (assigned to previous version 9)	False
ENSMUSG00000088647	Gm26487	ENSMUST00000158022	snRNA	94	tslNA	False
ENSMUSG00000065265	Gm23455	ENSMUST00000083331	snoRNA	100	tslNA	False
ENSMUSG00000088865	Gm23069	ENSMUST00000158240	misc_RNA	311	tslNA	False
ENSMUSG00000077214	Gm23950	ENSMUST00000104026	snoRNA	129	tslNA	False
ENSMUSG00000077711	AF357399	ENSMUST00000104523	snoRNA	125	tslNA	False
ENSMUSG00000077733	Gm23608	ENSMUST00000104545	snoRNA	128	tslNA	False
ENSMUSG00000075114	Olfr1208	ENSMUST00000099810	protein_coding	927	tslNA	False
ENSMUSG00000029810	Tmem176b	ENSMUST00000164733	protein_coding	1670	tsl1	True
ENSMUSG00000092492	B230208B08Rik	ENSMUST00000173049	processed_transcript	404	tsl3	False
ENSMUSG00000080545	Gm22713	ENSMUST00000116895	snRNA	130	tslNA	False
ENSMUSG00000088480	Gm23643	ENSMUST00000157855	snRNA	64	tslNA	False
ENSMUSG00000096774	Gm22113	ENSMUST00000158343	snRNA	104	tslNA	False
ENSMUSG00000099866	Gm28889	ENSMUST00000186829	lincRNA	352	tsl5 (assigned to previous version 1)	False
ENSMUSG00000076256	Mir19b-1	ENSMUST00000102301	miRNA	87	tslNA	False
ENSMUSG00000093155	Gm25035	ENSMUST00000175414	miRNA	77	tslNA	False
ENSMUSG00000087721	Gm26280	ENSMUST00000157096	rRNA	101	tslNA	False
ENSMUSG00000065089	Gm26493	ENSMUST00000083155	snoRNA	136	tslNA	False
ENSMUSG00000049864	Olfr250	ENSMUST00000052085	protein_coding	996	tslNA	False
ENSMUSG00000077227	Gm22272	ENSMUST00000104039	snoRNA	134	tslNA	False
ENSMUSG00000105904	mmu-mir-24-1	ENSMUST00000198479	miRNA	68		False
ENSMUSG00000065924	Gm22797	ENSMUST00000083990	snoRNA	131	tslNA	False
ENSMUSG00000024863	Mbl2	ENSMUST00000025797	protein_coding	1101	tsl1	True
ENSMUSG00000064595	Gm22300	ENSMUST00000082661	snoRNA	126	tslNA	False
ENSMUSG00000095638	Gm8888	ENSMUST00000177677	protein_coding	381	tslNA	False
ENSMUSG00000087748	Gm25154	ENSMUST00000157123	rRNA	119	tslNA	False
ENSMUSG00000076128	Mir686	ENSMUST00000102174	miRNA	109	tslNA	False
ENSMUSG00000076123	Mir700	ENSMUST00000102169	miRNA	79	tslNA	False
ENSMUSG00000099045	Mir6374	ENSMUST00000184003	miRNA	107	tslNA	False
ENSMUSG00000094196	Magea3	ENSMUST00000079867	protein_coding	963	tslNA	False
ENSMUSG00000096322	Gm3898	ENSMUST00000180221	protein_coding	339	tsl5	False
ENSMUSG00000091785	Rpl29-ps5	ENSMUST00000164794	processed_pseudogene	477	tslNA	False
ENSMUSG00000084090	Gm11245	ENSMUST00000119419	processed_pseudogene	1037	tslNA	False
ENSMUSG00000072066	6720489N17Rik	ENSMUST00000091563	protein_coding	318	tsl5	False
ENSMUSG00000084728	Mir1905	ENSMUST00000122779	miRNA	82	tslNA	False
ENSMUSG00000092832	Mir3088	ENSMUST00000175091	miRNA	74	tslNA	False
ENSMUSG00000065102	n-R5s50	ENSMUST00000083168	rRNA	111	tslNA	False
ENSMUSG00000088191	Gm23903	ENSMUST00000157566	snoRNA	131	tslNA	False
ENSMUSG00000089338	Gm22262	ENSMUST00000158713	misc_RNA	86	tslNA	False
ENSMUSG00000084589	Gm25176	ENSMUST00000122640	snRNA	125	tslNA	False
ENSMUSG00000105153	RP23-423J10.4	ENSMUST00000198364	lincRNA	675		False
ENSMUSG00000105256	AL589879.1	ENSMUST00000196231	miRNA	138		False
ENSMUSG00000098403	Gm27415	ENSMUST00000183720	miRNA	95	tslNA	False
ENSMUSG00000096130	Gm25144	ENSMUST00000179561	miRNA	110	tslNA	False
ENSMUSG00000096398	Gm23689	ENSMUST00000180354	miRNA	110	tslNA	False
ENSMUSG00000080673	Gm23336	ENSMUST00000117023	snRNA	123	tslNA	False
ENSMUSG00000098795	Gm27403	ENSMUST00000184662	misc_RNA	214	tslNA	False
ENSMUSG00000093230	Gm24109	ENSMUST00000175489	miRNA	103	tslNA	False
ENSMUSG00000026928	Card9	ENSMUST00000153370	processed_transcript	516	tsl1	True
ENSMUSG00000095509	Mir467b	ENSMUST00000102089	miRNA	73	tslNA	False
ENSMUSG00000090115	Usp49	ENSMUST00000145314	protein_coding	544	tsl2	False
ENSMUSG00000029373	Pf4	ENSMUST00000031320	protein_coding	586	tsl1	True
ENSMUSG00000099866	Gm28889	ENSMUST00000185350	lincRNA	959	tsl5	False
ENSMUSG00000021139	Gm20498	ENSMUST00000171459	nonsense_mediated_decay	421	tsl3 (assigned to previous version 2)	False
ENSMUSG00000080842	Gm15400	ENSMUST00000118944	processed_pseudogene	601	tslNA (assigned to previous version 1)	False
ENSMUSG00000089182	Gm22945	ENSMUST00000158557	snRNA	157	tslNA	False
ENSMUSG00000088484	Gm23592	ENSMUST00000157859	snoRNA	117	tslNA	False
ENSMUSG00000089931	Gm8459	ENSMUST00000162504	processed_pseudogene	760	tslNA	False
ENSMUSG00000064887	Gm24205	ENSMUST00000082953	snRNA	107	tslNA	False
ENSMUSG00000088606	Mir1951	ENSMUST00000157981	miRNA	89	tslNA	False
ENSMUSG00000096911	Gm2165	ENSMUST00000153493	lincRNA	677	tsl2 (assigned to previous version 2)	False
ENSMUSG00000105232	AC124457.1	ENSMUST00000198845	miRNA	120		False
ENSMUSG00000089065	Gm24363	ENSMUST00000158440	misc_RNA	311	tslNA	False
ENSMUSG00000084665	Gm23214	ENSMUST00000122716	snRNA	157	tslNA	False
ENSMUSG00000098550	Mir7079	ENSMUST00000184697	miRNA	69	tslNA	False
ENSMUSG00000089235	Gm23119	ENSMUST00000158610	scaRNA	140	tslNA	False
ENSMUSG00000105196	mmu-mir-142a	ENSMUST00000198092	miRNA	64		False
ENSMUSG00000094030	Gm21833	ENSMUST00000177665	protein_coding	1500	tslNA	False
ENSMUSG00000076495	Trbj2-4	ENSMUST00000103296	TR_J_gene	49	tslNA	False
ENSMUSG00000086500	Gm15875	ENSMUST00000152264	antisense	273	tsl3	False
ENSMUSG00000084462	n-R5s154	ENSMUST00000122513	rRNA	108	tslNA	False
ENSMUSG00000077682	Gm22493	ENSMUST00000104494	snoRNA	132	tslNA	False
ENSMUSG00000094442	Gm25452	ENSMUST00000178776	snoRNA	79	tslNA	False
ENSMUSG00000042340	Ctf1	ENSMUST00000047393	protein_coding	1345	tsl1	True
ENSMUSG00000077681	Gm22496	ENSMUST00000104493	snoRNA	88	tslNA	False
ENSMUSG00000098237	Gm7577	ENSMUST00000182543	processed_pseudogene	982	tslNA	False
ENSMUSG00000104458	Gm37823	ENSMUST00000194995	TEC	388		False
ENSMUSG00000098998	Gm27913	ENSMUST00000184473	misc_RNA	173	tslNA	False
ENSMUSG00000094183	Gm22622	ENSMUST00000082870	snoRNA	129	tslNA	False
ENSMUSG00000080522	Gm23881	ENSMUST00000116872	miRNA	66	tslNA	False
ENSMUSG00000077172	Gm25762	ENSMUST00000103984	snoRNA	132	tslNA	False
ENSMUSG00000096911	Gm2165	ENSMUST00000137981	lincRNA	764	tsl3	False
ENSMUSG00000096911	Gm2165	ENSMUST00000155337	lincRNA	397	tsl3 (assigned to previous version 2)	False
ENSMUSG00000093793	Gm24091	ENSMUST00000082550	snoRNA	83	tslNA	False
ENSMUSG00000077258	Gm26082	ENSMUST00000104070	snoRNA	127	tslNA	False
ENSMUSG00000098757	Gm27313	ENSMUST00000183500	miRNA	142	tslNA	False
ENSMUSG00000096911	Gm2165	ENSMUST00000129963	lincRNA	1846	tsl1 (assigned to previous version 2)	False
ENSMUSG00000093572	Gm24756	ENSMUST00000177002	miRNA	96	tslNA	False
ENSMUSG00000071586	Gm10337	ENSMUST00000096145	protein_coding	165	tslNA	False
ENSMUSG00000064830	Gm25699	ENSMUST00000082896	snRNA	167	tslNA	False
ENSMUSG00000094733	Gm5416	ENSMUST00000089628	protein_coding	294	tsl1	True
ENSMUSG00000087964	Gm25388	ENSMUST00000157339	snoRNA	151	tslNA	False
ENSMUSG00000096911	Gm2165	ENSMUST00000124609	lincRNA	1118	tsl1 (assigned to previous version 2)	False
ENSMUSG00000088675	Rprl1	ENSMUST00000158050	ribozyme	327	tslNA	False
ENSMUSG00000092764	Gm23362	ENSMUST00000175023	snoRNA	98	tslNA	False
ENSMUSG00000092443	Gm20726	ENSMUST00000173083	protein_coding	453	tslNA	False
ENSMUSG00000077333	Gm23015	ENSMUST00000104145	snoRNA	128	tslNA	False
ENSMUSG00000081656	Gm11246	ENSMUST00000120880	processed_pseudogene	345	tslNA	False
ENSMUSG00000098328	Gm27271	ENSMUST00000183509	misc_RNA	170	tslNA	False
ENSMUSG00000090115	Usp49	ENSMUST00000152724	protein_coding	1443	tsl1	True
ENSMUSG00000093964	Gm26179	ENSMUST00000177723	snoRNA	132	tslNA	False
ENSMUSG00000077869	Mir344e	ENSMUST00000104677	miRNA	66	tslNA	False
ENSMUSG00000083050	Gm11242	ENSMUST00000120103	processed_pseudogene	2457	tslNA	False
ENSMUSG00000052713	Zfp608	ENSMUST00000064763	protein_coding	6112	tsl1	True
ENSMUSG00000092641	Gm23563	ENSMUST00000174900	misc_RNA	251	tslNA	False
ENSMUSG00000087759	Gm23465	ENSMUST00000157134	misc_RNA	262	tslNA	False
ENSMUSG00000098480	Mir6387	ENSMUST00000184042	miRNA	108	tslNA	False
ENSMUSG00000065864	Gm24031	ENSMUST00000083930	snoRNA	131	tslNA	False
ENSMUSG00000077700	Gm24069	ENSMUST00000104512	snoRNA	127	tslNA	False
ENSMUSG00000095222	Mir467a-9	ENSMUST00000179752	miRNA	83	tslNA	False
ENSMUSG00000065411	Mir195a	ENSMUST00000083477	miRNA	94	tslNA	False
ENSMUSG00000099271	AC152063.27	ENSMUST00000184468	snoRNA	75		False
ENSMUSG00000064688	Gm25814	ENSMUST00000082754	snRNA	107	tslNA	False
ENSMUSG00000026688	Mgst3	ENSMUST00000028005	protein_coding	1097	tsl1	True
ENSMUSG00000065520	Mir128-1	ENSMUST00000083586	miRNA	70	tslNA (assigned to previous version 1)	False
ENSMUSG00000088892	Gm22518	ENSMUST00000158267	miRNA	68	tslNA	False
ENSMUSG00000094901	Gm23576	ENSMUST00000179918	miRNA	110	tslNA	False
ENSMUSG00000078606	Gm4070	ENSMUST00000106766	protein_coding	8795	tsl1 (assigned to previous version 3)	False
ENSMUSG00000104854	mmu-mir-7116	ENSMUST00000195956	miRNA	70		False
ENSMUSG00000076454	Mir762	ENSMUST00000103255	miRNA	76	tslNA	False
ENSMUSG00000088902	Gm25435	ENSMUST00000158277	misc_RNA	267	tslNA	False
ENSMUSG00000090115	Usp49	ENSMUST00000131550	nonsense_mediated_decay	480	tsl5	False
