ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000112059	Gm48282	ENSMUST00000219625	processed_pseudogene	507	tslNA	False
ENSMUSG00000054753	AU018091	ENSMUST00000171749	protein_coding	3449	tsl1	True
ENSMUSG00000112082	Gm35035	ENSMUST00000218838	lincRNA	628	tsl3	False
ENSMUSG00000112589	Gm48280	ENSMUST00000218822	processed_pseudogene	369	tslNA	False
ENSMUSG00000054753	AU018091	ENSMUST00000203937	protein_coding	535	tsl2	False
ENSMUSG00000112219	Gm31904	ENSMUST00000219446	lincRNA	877	tsl5	False
ENSMUSG00000101621	Gm28905	ENSMUST00000186088	lincRNA	275	tsl5	False
ENSMUSG00000035383	Pmch	ENSMUST00000048621	protein_coding	749	tsl1	True
ENSMUSG00000101621	Gm28905	ENSMUST00000219328	lincRNA	1377	tsl5	False
ENSMUSG00000112279	Gm18774	ENSMUST00000218269	unprocessed_pseudogene	601	tslNA	False
ENSMUSG00000106410	Gm29755	ENSMUST00000196976	processed_pseudogene	948	tslNA	False
ENSMUSG00000028962	Slc4a2	ENSMUST00000153274	protein_coding	405	tsl2	False
ENSMUSG00000106520	Gm8706	ENSMUST00000197372	processed_pseudogene	1491	tslNA	False
ENSMUSG00000033706	Smyd5	ENSMUST00000134405	retained_intron	964	tsl5	False
ENSMUSG00000107470	Gm3375	ENSMUST00000203929	processed_pseudogene	796	tslNA	False
ENSMUSG00000033706	Smyd5	ENSMUST00000156322	processed_transcript	477	tsl3	False
ENSMUSG00000044502	Bod1	ENSMUST00000058060	protein_coding	1394	tsl1	True
ENSMUSG00000028962	Slc4a2	ENSMUST00000127315	processed_transcript	826	tsl3	False
ENSMUSG00000106504	Gm43529	ENSMUST00000199178	processed_pseudogene	412	tslNA	False
ENSMUSG00000021431	Snrnp48	ENSMUST00000091641	protein_coding	1785	tsl1 (assigned to previous version 11)	False
ENSMUSG00000037103	Dcaf15	ENSMUST00000041367	protein_coding	2312	tsl1	True
ENSMUSG00000112719	Gm45925	ENSMUST00000218882	processed_transcript	744	tslNA	False
ENSMUSG00000112719	Gm45925	ENSMUST00000219904	transcribed_processed_pseudogene	1136	tslNA	False
ENSMUSG00000090701	Gm6486	ENSMUST00000166202	unprocessed_pseudogene	434	tslNA	False
ENSMUSG00000091936	Gm3053	ENSMUST00000161709	unprocessed_pseudogene	616	tslNA	False
ENSMUSG00000044502	Bod1	ENSMUST00000109415	protein_coding	799	tsl2	False
ENSMUSG00000033706	Smyd5	ENSMUST00000130928	retained_intron	830	tsl2	False
ENSMUSG00000106399	Gm43530	ENSMUST00000195920	processed_pseudogene	274	tslNA	False
ENSMUSG00000037103	Dcaf15	ENSMUST00000210279	protein_coding	2199	tsl1	True
ENSMUSG00000091483	Gm8715	ENSMUST00000162728	unprocessed_pseudogene	531	tslNA	False
ENSMUSG00000103635	Gm38061	ENSMUST00000192490	TEC	365	tslNA	False
ENSMUSG00000033706	Smyd5	ENSMUST00000153749	processed_transcript	613	tsl2	False
ENSMUSG00000105800	Gm18985	ENSMUST00000196472	unprocessed_pseudogene	1079	tslNA	False
ENSMUSG00000037103	Dcaf15	ENSMUST00000210625	nonsense_mediated_decay	432	tsl2	False
ENSMUSG00000110943	Gm30674	ENSMUST00000214523	processed_pseudogene	392	tslNA	False
ENSMUSG00000021431	Snrnp48	ENSMUST00000223680	retained_intron	6689		False
ENSMUSG00000027221	Chst1	ENSMUST00000065797	protein_coding	2680	tsl1	True
ENSMUSG00000021431	Snrnp48	ENSMUST00000224192	processed_transcript	594		False
ENSMUSG00000060427	Zfp868	ENSMUST00000121886	protein_coding	2259	tsl1	True
ENSMUSG00000021431	Snrnp48	ENSMUST00000223893	processed_transcript	382		False
ENSMUSG00000036560	Lgi4	ENSMUST00000039775	protein_coding	4037	tsl1	True
ENSMUSG00000060427	Zfp868	ENSMUST00000140522	retained_intron	914	tsl1	True
ENSMUSG00000060427	Zfp868	ENSMUST00000150118	retained_intron	413	tsl5	False
ENSMUSG00000085992	Gm11515	ENSMUST00000150818	lincRNA	701	tsl2	False
ENSMUSG00000021431	Snrnp48	ENSMUST00000178564	protein_coding	847	tsl5	False
ENSMUSG00000060427	Zfp868	ENSMUST00000074982	protein_coding	1269	tsl1	True
ENSMUSG00000112180	Gm48085	ENSMUST00000218632	processed_pseudogene	448	tslNA	False
ENSMUSG00000036560	Lgi4	ENSMUST00000169785	nonsense_mediated_decay	491	tsl3	False
ENSMUSG00000112503	Gm18409	ENSMUST00000220105	transcribed_processed_pseudogene	529	tslNA	False
ENSMUSG00000081733	Gm12852	ENSMUST00000119478	processed_pseudogene	719	tslNA	False
ENSMUSG00000036560	Lgi4	ENSMUST00000164725	nonsense_mediated_decay	556	tsl3	False
ENSMUSG00000043385	Olfr267	ENSMUST00000216719	protein_coding	4050	tsl5	False
ENSMUSG00000112503	Gm18409	ENSMUST00000218988	processed_transcript	2506	tsl1	True
ENSMUSG00000036560	Lgi4	ENSMUST00000172001	protein_coding	456	tsl3	False
ENSMUSG00000043385	Olfr267	ENSMUST00000059608	protein_coding	944	tslNA	False
ENSMUSG00000111962	Gm20110	ENSMUST00000218263	lincRNA	2095	tsl1	True
ENSMUSG00000062519	Zfp398	ENSMUST00000079881	protein_coding	2906	tsl1	True
ENSMUSG00000078784	Rbis	ENSMUST00000185384	protein_coding	435	tsl1	True
ENSMUSG00000018765	Fxr2	ENSMUST00000018909	protein_coding	2951	tsl1	True
ENSMUSG00000112412	Gm35239	ENSMUST00000218346	lincRNA	487	tsl3	False
ENSMUSG00000118051	Gm8714	ENSMUST00000236261	processed_pseudogene	1212		False
ENSMUSG00000018765	Fxr2	ENSMUST00000155513	processed_transcript	305	tsl3	False
ENSMUSG00000001761	Smo	ENSMUST00000001812	protein_coding	3779	tsl1	True
ENSMUSG00000018765	Fxr2	ENSMUST00000139605	processed_transcript	731	tsl3	False
ENSMUSG00000062519	Zfp398	ENSMUST00000114598	protein_coding	8328	tsl1	True
ENSMUSG00000029507	Pus1	ENSMUST00000112426	protein_coding	1389	tsl1	True
ENSMUSG00000078817	Nlrp12	ENSMUST00000108653	protein_coding	6928	tsl5	False
ENSMUSG00000078784	Rbis	ENSMUST00000108365	protein_coding	559	tsl1	True
ENSMUSG00000018765	Fxr2	ENSMUST00000125989	processed_transcript	558	tsl3	False
ENSMUSG00000018765	Fxr2	ENSMUST00000132742	processed_transcript	508	tsl2	False
ENSMUSG00000107604	Gm44041	ENSMUST00000203678	processed_pseudogene	396	tslNA	False
ENSMUSG00000078817	Nlrp12	ENSMUST00000205233	retained_intron	2742	tsl1	True
ENSMUSG00000018765	Fxr2	ENSMUST00000125586	processed_transcript	464	tsl3	False
ENSMUSG00000081564	Gm13717	ENSMUST00000119868	processed_pseudogene	365	tslNA	False
ENSMUSG00000078784	Rbis	ENSMUST00000186870	protein_coding	1174	tsl1	True
ENSMUSG00000020872	Tac4	ENSMUST00000021242	protein_coding	1251	tsl1	True
ENSMUSG00000113435	Gm19441	ENSMUST00000221545	processed_pseudogene	330	tslNA	False
ENSMUSG00000078784	Rbis	ENSMUST00000185423	protein_coding	278	tsl3	False
ENSMUSG00000054072	Iigp1	ENSMUST00000237794	processed_transcript	1334		False
ENSMUSG00000112693	Gm5512	ENSMUST00000220222	processed_transcript	1522	tslNA	False
ENSMUSG00000078784	Rbis	ENSMUST00000190064	retained_intron	508	tsl3	False
ENSMUSG00000112810	Gm35101	ENSMUST00000219218	lincRNA	243	tsl5	False
ENSMUSG00000054072	Iigp1	ENSMUST00000235989	processed_transcript	1701		False
ENSMUSG00000062353	Gm15772	ENSMUST00000118533	processed_pseudogene	438	tslNA	False
ENSMUSG00000112693	Gm5512	ENSMUST00000218013	transcribed_unprocessed_pseudogene	1353	tslNA	False
ENSMUSG00000054072	Iigp1	ENSMUST00000066912	protein_coding	2927	tsl1 (assigned to previous version 11)	False
ENSMUSG00000028962	Slc4a2	ENSMUST00000141966	protein_coding	966	tsl2	False
ENSMUSG00000118648	AC120367.1	ENSMUST00000239477	unprocessed_pseudogene	60		False
ENSMUSG00000111106	Gm3318	ENSMUST00000217604	processed_pseudogene	1183	tslNA	False
ENSMUSG00000054072	Iigp1	ENSMUST00000237185	protein_coding	2421		False
ENSMUSG00000106658	Gm36548	ENSMUST00000200222	lincRNA	494	tsl5	False
ENSMUSG00000113510	Gm7239	ENSMUST00000220981	processed_pseudogene	860	tslNA	False
ENSMUSG00000054072	Iigp1	ENSMUST00000032473	protein_coding	3121	tsl3	False
ENSMUSG00000106658	Gm36548	ENSMUST00000197473	lincRNA	685	tsl5	False
ENSMUSG00000113032	Gm47578	ENSMUST00000222959	antisense	6046	tsl5	False
ENSMUSG00000112304	Gm35206	ENSMUST00000217945	antisense	1642	tsl1	True
ENSMUSG00000103120	Gm37392	ENSMUST00000192098	processed_pseudogene	516	tslNA	False
ENSMUSG00000113337	Gm19220	ENSMUST00000222682	processed_pseudogene	803	tslNA	False
ENSMUSG00000112463	Gm47579	ENSMUST00000219892	processed_pseudogene	649	tslNA	False
ENSMUSG00000114799	Gm47978	ENSMUST00000224243	processed_pseudogene	222		False
ENSMUSG00000019841	Rev3l	ENSMUST00000019986	protein_coding	10713	tsl1	True
ENSMUSG00000117515	Gm6883	ENSMUST00000234328	processed_pseudogene	897		False
ENSMUSG00000110909	B020014A21Rik	ENSMUST00000217333	lincRNA	1938	tsl1	True
ENSMUSG00000046934	Csl	ENSMUST00000056085	protein_coding	1953	tslNA	False
ENSMUSG00000030337	Vamp1	ENSMUST00000032487	protein_coding	2772	tsl1	True
ENSMUSG00000048456	Olfr1448	ENSMUST00000213713	protein_coding	4336	tsl5	False
ENSMUSG00000071434	9230019H11Rik	ENSMUST00000095874	lincRNA	2801	tsl1	True
ENSMUSG00000039760	Il22ra2	ENSMUST00000036564	protein_coding	2498	tsl1	True
ENSMUSG00000035365	Parpbp	ENSMUST00000048518	protein_coding	3594	tsl1	True
ENSMUSG00000085976	Gm13816	ENSMUST00000152230	lincRNA	715	tsl1	True
ENSMUSG00000048456	Olfr1448	ENSMUST00000216888	protein_coding	4064	tsl5	False
ENSMUSG00000019841	Rev3l	ENSMUST00000131186	nonsense_mediated_decay	10789	tsl5	False
ENSMUSG00000107413	Gm20553	ENSMUST00000204205	unprocessed_pseudogene	844	tslNA	False
ENSMUSG00000048456	Olfr1448	ENSMUST00000213177	protein_coding	3979	tsl5	False
ENSMUSG00000107999	Gm44123	ENSMUST00000204662	antisense	577	tsl5	False
ENSMUSG00000086980	Gm13791	ENSMUST00000123263	processed_transcript	608	tsl3	False
ENSMUSG00000082586	Sult2a-ps1	ENSMUST00000120317	unprocessed_pseudogene	341	tslNA	False
ENSMUSG00000019841	Rev3l	ENSMUST00000139803	nonsense_mediated_decay	4858	tsl5	False
ENSMUSG00000048456	Olfr1448	ENSMUST00000054737	protein_coding	945	tslNA	False
ENSMUSG00000006715	Gmnn	ENSMUST00000006898	protein_coding	1127	tsl1	True
ENSMUSG00000030337	Vamp1	ENSMUST00000100942	protein_coding	3011	tsl1	True
ENSMUSG00000057315	Arhgap24	ENSMUST00000094559	protein_coding	3346	tsl1	True
ENSMUSG00000038242	Aox4	ENSMUST00000040442	protein_coding	4973	tsl1	True
ENSMUSG00000019841	Rev3l	ENSMUST00000145333	retained_intron	2901	tsl1	True
ENSMUSG00000082700	Gm13792	ENSMUST00000121350	processed_pseudogene	423	tslNA	False
ENSMUSG00000117474	Gm50086	ENSMUST00000234542	lincRNA	1256		False
ENSMUSG00000035365	Parpbp	ENSMUST00000164121	protein_coding	637	tsl3	False
ENSMUSG00000019841	Rev3l	ENSMUST00000123103	retained_intron	574	tsl2	False
ENSMUSG00000028717	Tal1	ENSMUST00000161601	protein_coding	3703	tsl1	True
ENSMUSG00000100887	Gm29297	ENSMUST00000188186	lincRNA	1499	tsl5	False
ENSMUSG00000029507	Pus1	ENSMUST00000031483	protein_coding	1814	tsl1	True
ENSMUSG00000030337	Vamp1	ENSMUST00000063588	protein_coding	1400	tsl2	False
ENSMUSG00000006715	Gmnn	ENSMUST00000110382	protein_coding	963	tsl1	True
ENSMUSG00000057315	Arhgap24	ENSMUST00000126125	retained_intron	4277	tsl1	True
ENSMUSG00000030337	Vamp1	ENSMUST00000205223	protein_coding	413	tsl5	False
ENSMUSG00000114166	Gm18246	ENSMUST00000221023	processed_pseudogene	728	tslNA	False
ENSMUSG00000019841	Rev3l	ENSMUST00000127726	retained_intron	799	tsl1	True
ENSMUSG00000100887	Gm29297	ENSMUST00000186580	lincRNA	437	tsl5	False
ENSMUSG00000027552	E2f5	ENSMUST00000029069	protein_coding	1779	tsl1	True
ENSMUSG00000035365	Parpbp	ENSMUST00000168163	protein_coding	825	tsl3	False
ENSMUSG00000019841	Rev3l	ENSMUST00000164763	protein_coding	10399	tsl5	False
ENSMUSG00000006715	Gmnn	ENSMUST00000175689	protein_coding	723	tsl5	False
ENSMUSG00000030337	Vamp1	ENSMUST00000160523	processed_transcript	1353	tsl1	True
ENSMUSG00000029507	Pus1	ENSMUST00000086643	protein_coding	1868	tsl1	True
ENSMUSG00000035365	Parpbp	ENSMUST00000164803	protein_coding	545	tsl3	False
ENSMUSG00000028717	Tal1	ENSMUST00000162489	protein_coding	2894	tsl1	True
ENSMUSG00000006715	Gmnn	ENSMUST00000176890	protein_coding	749	tsl5	False
ENSMUSG00000030337	Vamp1	ENSMUST00000159547	processed_transcript	5709	tsl1	True
ENSMUSG00000081608	Gm16210	ENSMUST00000122161	processed_pseudogene	610	tslNA	False
ENSMUSG00000112026	Gm6653	ENSMUST00000218063	TEC	1288	tslNA	False
ENSMUSG00000027552	E2f5	ENSMUST00000165922	protein_coding	1751	tsl5	False
ENSMUSG00000040274	Cdk6	ENSMUST00000199156	protein_coding	425	tsl5	False
ENSMUSG00000006715	Gmnn	ENSMUST00000177253	nonsense_mediated_decay	387	tsl5	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000167369	protein_coding	2894	tsl1	True
ENSMUSG00000114138	Gm36423	ENSMUST00000222215	antisense	1298	tsl5	False
ENSMUSG00000040274	Cdk6	ENSMUST00000197607	protein_coding	376	tsl3	False
ENSMUSG00000057315	Arhgap24	ENSMUST00000112854	protein_coding	2991	tsl5	False
ENSMUSG00000081304	Gm11509	ENSMUST00000117358	processed_pseudogene	325	tslNA	False
ENSMUSG00000057315	Arhgap24	ENSMUST00000112853	protein_coding	2853	tsl5	False
ENSMUSG00000039765	Cc2d2a	ENSMUST00000048150	protein_coding	5484	tsl1	True
ENSMUSG00000028717	Tal1	ENSMUST00000030489	protein_coding	4213	tsl1	True
ENSMUSG00000038242	Aox4	ENSMUST00000161833	processed_transcript	3902	tsl1	True
ENSMUSG00000029507	Pus1	ENSMUST00000031481	protein_coding	1563	tsl1	True
ENSMUSG00000029451	Gm13103	ENSMUST00000094522	protein_coding	1833	tsl1	True
ENSMUSG00000039046	Usp6nl	ENSMUST00000114937	protein_coding	7484	tsl1	True
ENSMUSG00000057315	Arhgap24	ENSMUST00000112852	protein_coding	2783	tsl1	True
ENSMUSG00000040650	Cyp2b23	ENSMUST00000077356	protein_coding	2189	tsl5	False
ENSMUSG00000028998	Tomm7	ENSMUST00000030851	protein_coding	1125	tsl1	True
ENSMUSG00000028717	Tal1	ENSMUST00000136946	protein_coding	683	tsl3	False
ENSMUSG00000029599	Ddx54	ENSMUST00000031598	protein_coding	4322	tsl1	True
ENSMUSG00000029507	Pus1	ENSMUST00000136483	protein_coding	701	tsl3	False
ENSMUSG00000038242	Aox4	ENSMUST00000159240	processed_transcript	1043	tsl1	True
ENSMUSG00000038242	Aox4	ENSMUST00000189059	retained_intron	2145	tslNA	False
ENSMUSG00000057315	Arhgap24	ENSMUST00000130222	processed_transcript	632	tsl3	False
ENSMUSG00000114138	Gm36423	ENSMUST00000221492	antisense	528	tsl2	False
ENSMUSG00000038242	Aox4	ENSMUST00000161926	retained_intron	340	tsl3	False
ENSMUSG00000029507	Pus1	ENSMUST00000149208	protein_coding	527	tsl3	False
ENSMUSG00000029451	Gm13103	ENSMUST00000139747	protein_coding	736	tsl3	False
ENSMUSG00000090598	Gm8164	ENSMUST00000169120	processed_pseudogene	1192	tslNA	False
ENSMUSG00000114162	Gm3785	ENSMUST00000221000	processed_pseudogene	202	tslNA	False
ENSMUSG00000114138	Gm36423	ENSMUST00000222446	antisense	541	tsl2	False
ENSMUSG00000114138	Gm36423	ENSMUST00000222421	antisense	481	tsl5	False
ENSMUSG00000039046	Usp6nl	ENSMUST00000132391	processed_transcript	682	tsl5	False
ENSMUSG00000057315	Arhgap24	ENSMUST00000070000	protein_coding	3632	tsl5	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000169313	retained_intron	469	tsl2	False
ENSMUSG00000114583	Gm48881	ENSMUST00000225592	processed_pseudogene	729		False
ENSMUSG00000113650	Gm47826	ENSMUST00000221759	TEC	3139	tslNA	False
ENSMUSG00000039765	Cc2d2a	ENSMUST00000142303	retained_intron	1194	tsl1	True
ENSMUSG00000117602	9130209A04Rik	ENSMUST00000235070	lincRNA	676		False
ENSMUSG00000029451	Gm13103	ENSMUST00000105768	protein_coding	994	tsl2	False
ENSMUSG00000090472	Gm3047	ENSMUST00000164069	protein_coding	822	tsl5	False
ENSMUSG00000039765	Cc2d2a	ENSMUST00000125866	protein_coding	4512	tsl5	False
ENSMUSG00000039046	Usp6nl	ENSMUST00000042503	protein_coding	4340	tsl1	True
ENSMUSG00000057315	Arhgap24	ENSMUST00000073302	protein_coding	3151	tsl1	True
ENSMUSG00000117602	9130209A04Rik	ENSMUST00000234865	lincRNA	913		False
ENSMUSG00000113885	Gm47802	ENSMUST00000221766	antisense	451	tsl5	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000165465	retained_intron	370	tsl2	False
ENSMUSG00000090472	Gm3047	ENSMUST00000177998	protein_coding	618	tsl5	False
ENSMUSG00000099901	Zbed4-ps2	ENSMUST00000187003	processed_pseudogene	3448	tslNA	False
ENSMUSG00000029507	Pus1	ENSMUST00000170468	protein_coding	1510	tsl5	False
ENSMUSG00000026812	Tsc1	ENSMUST00000156857	nonsense_mediated_decay	1711	tsl5	False
ENSMUSG00000029599	Ddx54	ENSMUST00000202672	retained_intron	4302	tsl1	True
ENSMUSG00000057092	Fxyd3	ENSMUST00000165862	retained_intron	520	tsl2	False
ENSMUSG00000108692	Gm45034	ENSMUST00000206831	unprocessed_pseudogene	482	tslNA	False
ENSMUSG00000097822	Gm26655	ENSMUST00000181089	processed_transcript	658	tsl5	False
ENSMUSG00000020328	Nudcd2	ENSMUST00000020578	protein_coding	1577	tsl1	True
ENSMUSG00000029599	Ddx54	ENSMUST00000201616	retained_intron	845	tsl5	False
ENSMUSG00000039046	Usp6nl	ENSMUST00000150515	processed_transcript	704	tsl3	False
ENSMUSG00000115221	Gm49121	ENSMUST00000227377	unitary_pseudogene	1235		False
ENSMUSG00000029599	Ddx54	ENSMUST00000201698	retained_intron	471	tslNA	False
ENSMUSG00000114130	Gm18954	ENSMUST00000222200	processed_pseudogene	1792	tslNA	False
ENSMUSG00000086401	Gm15559	ENSMUST00000132267	antisense	2260	tsl1	True
ENSMUSG00000097822	Gm26655	ENSMUST00000180615	processed_transcript	570	tsl5	False
ENSMUSG00000039765	Cc2d2a	ENSMUST00000127355	retained_intron	2774	tsl1	True
ENSMUSG00000020328	Nudcd2	ENSMUST00000127057	processed_transcript	806	tsl2	False
ENSMUSG00000097822	Gm26655	ENSMUST00000181095	processed_transcript	2078	tsl1	True
ENSMUSG00000102195	Gm38168	ENSMUST00000191717	lincRNA	1493	tsl5	False
ENSMUSG00000097822	Gm26655	ENSMUST00000181832	processed_transcript	1186	tsl1	True
ENSMUSG00000070811	Sult2a2	ENSMUST00000086148	protein_coding	741	tsl1	True
ENSMUSG00000020328	Nudcd2	ENSMUST00000127382	protein_coding	727	tsl2	False
ENSMUSG00000102195	Gm38168	ENSMUST00000194577	lincRNA	612	tsl5	False
ENSMUSG00000113007	Gm8700	ENSMUST00000222187	processed_pseudogene	3054	tslNA	False
ENSMUSG00000102195	Gm38168	ENSMUST00000191798	lincRNA	431	tsl5	False
ENSMUSG00000040274	Cdk6	ENSMUST00000165117	protein_coding	11525	tsl1	True
ENSMUSG00000020328	Nudcd2	ENSMUST00000141839	processed_transcript	577	tsl2	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000165265	retained_intron	883	tsl1	True
ENSMUSG00000020328	Nudcd2	ENSMUST00000144601	processed_transcript	445	tsl2	False
ENSMUSG00000039194	Rlbp1	ENSMUST00000179243	protein_coding	2142	tsl1	True
ENSMUSG00000116996	Gm8128	ENSMUST00000231562	processed_pseudogene	493		False
ENSMUSG00000084310	Gm11950	ENSMUST00000121615	processed_pseudogene	838	tslNA	False
ENSMUSG00000040274	Cdk6	ENSMUST00000197385	protein_coding	697	tsl2	False
ENSMUSG00000040274	Cdk6	ENSMUST00000199396	retained_intron	2232	tslNA	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000072331	protein_coding	439	tsl2	False
ENSMUSG00000100655	Gm21462	ENSMUST00000186803	unprocessed_pseudogene	696	tslNA	False
ENSMUSG00000095941	Tle7	ENSMUST00000213641	protein_coding	1649	tsl5	False
ENSMUSG00000079889	Gm11951	ENSMUST00000116005	processed_pseudogene	431	tslNA	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000186839	retained_intron	1513	tslNA	False
ENSMUSG00000067941	Gm7168	ENSMUST00000088809	protein_coding	1603	tsl1	True
ENSMUSG00000040274	Cdk6	ENSMUST00000042410	protein_coding	2470	tsl1	True
ENSMUSG00000095941	Tle7	ENSMUST00000219454	protein_coding	1513	tsl5	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000171359	protein_coding	342	tsl3	False
ENSMUSG00000037669	Ldah	ENSMUST00000037383	protein_coding	2737	tsl1	True
ENSMUSG00000057092	Fxyd3	ENSMUST00000169424	retained_intron	680	tsl2	False
ENSMUSG00000106588	Gm17590	ENSMUST00000197881	antisense	1232	tsl2	False
ENSMUSG00000042940	9230106D20Rik	ENSMUST00000216922	lincRNA	1407	tsl2	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000186929	retained_intron	141	tsl5	False
ENSMUSG00000095941	Tle7	ENSMUST00000178785	protein_coding	936	tsl5	False
ENSMUSG00000080891	Olfr587-ps1	ENSMUST00000118378	polymorphic_pseudogene	948	tslNA	False
ENSMUSG00000106588	Gm17590	ENSMUST00000168422	antisense	108	tslNA	False
ENSMUSG00000101307	Gm7356	ENSMUST00000189454	protein_coding	2217	tslNA (assigned to previous version 1)	False
ENSMUSG00000104506	Gm37740	ENSMUST00000193523	lincRNA	437	tsl5	False
ENSMUSG00000080891	Olfr587-ps1	ENSMUST00000209201	protein_coding	477	tslNA	False
ENSMUSG00000105534	Gm42435	ENSMUST00000196630	antisense	1448	tslNA	False
ENSMUSG00000037669	Ldah	ENSMUST00000218883	protein_coding	687	tsl3	False
ENSMUSG00000042940	9230106D20Rik	ENSMUST00000052806	lincRNA	1406	tsl5	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000170456	retained_intron	660	tsl3	False
ENSMUSG00000025939	Ube2w	ENSMUST00000182554	protein_coding	1508	tsl1 (assigned to previous version 7)	False
ENSMUSG00000044676	Zfp612	ENSMUST00000213084	retained_intron	1413	tslNA	False
ENSMUSG00000112299	Gm17870	ENSMUST00000219489	processed_pseudogene	1174	tslNA	False
ENSMUSG00000116637	Gm8130	ENSMUST00000231857	processed_pseudogene	570		False
ENSMUSG00000104506	Gm37740	ENSMUST00000194757	lincRNA	621	tsl5	False
ENSMUSG00000111242	Gm8155	ENSMUST00000216363	processed_pseudogene	1612	tslNA	False
ENSMUSG00000111625	Gm48097	ENSMUST00000213719	processed_pseudogene	169	tslNA	False
ENSMUSG00000071102	Gm10313	ENSMUST00000095320	processed_pseudogene	1002	tslNA	False
ENSMUSG00000082714	Gm15120	ENSMUST00000120602	processed_pseudogene	301	tslNA	False
ENSMUSG00000025939	Ube2w	ENSMUST00000182080	processed_transcript	411	tsl3	False
ENSMUSG00000108105	Gm5340	ENSMUST00000203733	processed_pseudogene	880	tslNA	False
ENSMUSG00000028527	Ak4	ENSMUST00000102780	protein_coding	4186	tsl5	False
ENSMUSG00000110787	Gm6667	ENSMUST00000217169	unprocessed_pseudogene	564	tslNA	False
ENSMUSG00000109692	Gm8575	ENSMUST00000210262	processed_pseudogene	521	tslNA	False
ENSMUSG00000084262	Olfr588-ps1	ENSMUST00000118682	protein_coding	4607	tsl5	False
ENSMUSG00000030336	Cd27	ENSMUST00000032486	protein_coding	1559	tsl1	True
ENSMUSG00000084262	Olfr588-ps1	ENSMUST00000210115	protein_coding	912	tslNA	False
ENSMUSG00000096833	Igkv4-55	ENSMUST00000103359	IG_V_gene	379	tslNA	False
ENSMUSG00000028527	Ak4	ENSMUST00000106946	protein_coding	4360	tsl2	False
ENSMUSG00000083254	Gm15116	ENSMUST00000122248	processed_pseudogene	663	tslNA	False
ENSMUSG00000039194	Rlbp1	ENSMUST00000053718	protein_coding	2134	tsl1	True
ENSMUSG00000106213	Igkv13-55-1	ENSMUST00000200400	IG_V_pseudogene	308	tslNA	False
ENSMUSG00000091618	H60c	ENSMUST00000214645	processed_transcript	2383	tsl1	True
ENSMUSG00000044676	Zfp612	ENSMUST00000212754	protein_coding	4863	tsl1	True
ENSMUSG00000030336	Cd27	ENSMUST00000112281	protein_coding	832	tsl3	False
ENSMUSG00000062962	Gm6378	ENSMUST00000084199	processed_pseudogene	442	tslNA (assigned to previous version 3)	False
