Target_genes	Gata6|Average	SRX20580007|Brown_adipose_tissue	SRX16736232|Embryoid_Bodies	SRX16736233|Embryoid_Bodies	SRX6755626|ES_cells	SRX6755627|ES_cells	SRX6755635|ES_cells	SRX6755636|ES_cells	SRX738315|Keratinocytes	SRX738316|Keratinocytes	SRX5198497|Lung	SRX5198498|Lung	SRX547826|MEF	SRX547827|MEF	SRX1041624|XEN_cells	SRX1041626|XEN_cells	SRX16736236|XEN_cells	SRX16736237|XEN_cells	STRING
Arfgap1	65.529412	0	0	0	0	0	0	0	133	280	191	131	216	163	0	0	0	0	0
Hdgf	65.352941	0	0	0	0	0	0	0	0	0	0	0	756	355	0	0	0	0	0
Akap3	65.352941	171	0	0	0	0	0	0	314	375	251	0	0	0	0	0	0	0	0
Tet3	65.235294	0	0	0	0	0	0	0	422	532	0	0	155	0	0	0	0	0	0
Pkd1l2	65.235294	0	0	0	0	0	0	0	321	617	171	0	0	0	0	0	0	0	0
Gramd1b	65.058824	0	0	0	0	0	0	0	0	0	0	0	779	327	0	0	0	0	0
Mphosph8	64.941176	0	0	0	0	0	0	0	93	159	0	0	457	395	0	0	0	0	0
Hivep2	64.941176	0	0	0	0	0	0	0	0	0	0	0	586	518	0	0	0	0	0
Nbea	64.764706	0	0	0	0	0	0	0	285	440	150	226	0	0	0	0	0	0	0
Olfr448	64.352941	0	0	259	0	0	0	0	97	318	0	0	164	0	0	0	256	0	0
Ncbp3	64.352941	296	421	165	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0
Mphosph6	64.352941	135	0	0	0	0	0	0	263	282	130	0	284	0	0	0	0	0	0
Sowaha	64.058824	0	0	0	0	0	0	0	465	624	0	0	0	0	0	0	0	0	0
Ptpre	63.882353	0	128	0	0	0	0	0	0	234	0	0	468	256	0	0	0	0	0
Mon2	63.823529	0	742	0	0	0	0	0	0	0	0	0	146	197	0	0	0	0	0
Nfkb1	63.705882	0	487	235	0	0	0	0	0	0	0	0	174	187	0	0	0	0	0
Ccdc68	63.411765	0	0	0	0	0	0	0	387	691	0	0	0	0	0	0	0	0	0
Vps37b	63.352941	0	0	0	0	0	0	0	438	639	0	0	0	0	0	0	0	0	0
Gpx4	63.294118	207	0	187	0	0	0	0	270	412	0	0	0	0	0	0	0	0	0
Cdk5r2	62.823529	805	0	0	0	0	0	0	0	0	120	143	0	0	0	0	0	0	0
Gse1	62.705882	0	374	0	0	0	0	0	169	266	138	0	119	0	0	0	0	0	0
Ndufab1	62.352941	0	0	0	0	0	0	0	0	0	0	0	715	345	0	0	0	0	0
Mcc	62.235294	0	0	0	0	0	0	0	0	0	0	0	706	352	0	0	0	0	0
Slc1a2	62.176471	0	456	0	0	0	0	0	0	0	0	0	350	251	0	0	0	0	0
Trpm1	62.000000	127	0	0	0	0	0	0	191	130	100	0	351	155	0	0	0	0	0
Fam20b	62.000000	0	0	0	0	0	0	0	223	207	0	0	335	289	0	0	0	0	0
Fam166c	62.000000	0	0	0	0	0	0	0	0	0	0	0	700	354	0	0	0	0	0
Adpgk	61.941176	0	0	0	0	0	0	0	105	115	0	0	550	283	0	0	0	0	0
Arvcf	61.411765	0	0	0	0	0	0	0	210	203	0	0	471	160	0	0	0	0	0
Sgk1	61.235294	0	0	0	0	0	0	0	383	564	94	0	0	0	0	0	0	0	0
Tmem267	61.117647	159	109	124	0	0	0	0	0	0	293	217	137	0	0	0	0	0	0
Cables2	61.058824	0	0	0	0	0	0	0	0	161	0	0	459	213	0	0	205	0	0
Abhd4	60.941176	0	0	0	0	0	0	0	0	0	0	0	554	482	0	0	0	0	0
Lpar1	60.882353	0	0	0	0	0	0	0	139	168	0	0	371	357	0	0	0	0	0
Fam83g	60.882353	0	0	0	0	0	0	0	437	598	0	0	0	0	0	0	0	0	0
Dync1li2	60.529412	0	0	0	0	0	0	0	0	0	0	0	612	417	0	0	0	0	0
Thrsp	60.470588	0	0	0	0	0	0	0	0	0	0	0	686	342	0	0	0	0	0
Eipr1	60.470588	0	0	0	0	0	0	0	379	499	0	0	150	0	0	0	0	0	0
Adk	60.470588	0	0	0	0	0	0	0	0	0	0	0	526	502	0	0	0	0	0
Eif3d	60.411765	321	0	0	0	0	0	0	196	128	156	0	226	0	0	0	0	0	0
Ccn2	60.352941	0	536	156	0	0	0	0	0	0	0	0	162	172	0	0	0	0	0
Tmbim6	60.294118	0	0	0	0	0	0	0	102	165	0	0	428	330	0	0	0	0	0
P3h4	60.176471	0	0	0	0	0	0	0	198	182	0	0	373	270	0	0	0	0	0
Fkbp10	60.176471	0	0	0	0	0	0	0	198	182	0	0	373	270	0	0	0	0	0
Pdpn	59.823529	0	257	397	0	0	0	0	0	172	0	0	0	0	0	0	191	0	0
Lcmt1	59.823529	190	0	0	0	0	0	0	376	257	0	0	194	0	0	0	0	0	0
Ctbp2	59.823529	139	0	0	0	0	0	0	0	0	0	0	400	305	0	0	173	0	0
Cdiptos	59.764706	0	0	0	0	0	0	0	322	360	0	166	168	0	0	0	0	0	0
Cdipt	59.764706	0	0	0	0	0	0	0	322	360	0	166	168	0	0	0	0	0	0
R3hdm2	59.529412	0	741	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmps	59.470588	195	0	0	0	0	0	0	306	309	201	0	0	0	0	0	0	0	0
Rbpms	59.411765	0	212	247	0	0	0	0	0	223	0	0	179	149	0	0	0	0	0
Ntn1	59.411765	0	528	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi2	59.411765	0	0	0	0	0	0	0	0	0	0	0	480	530	0	0	0	0	0
Sfxn5	59.352941	0	0	0	0	0	0	0	430	579	0	0	0	0	0	0	0	0	0
Pbld2	59.294118	701	0	0	0	0	0	0	0	114	0	0	193	0	0	0	0	0	0
Hnrnph3	59.294118	701	0	0	0	0	0	0	0	114	0	0	193	0	0	0	0	0	0
Xkr7	59.000000	0	506	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ip1	58.882353	0	0	0	0	0	0	0	402	599	0	0	0	0	0	0	0	0	0
N4bp1	58.764706	0	0	0	0	0	0	0	138	219	0	0	460	182	0	0	0	0	0
Ddx19a	58.705882	264	0	0	0	0	0	0	364	370	0	0	0	0	0	0	0	0	0
Cacna2d3	58.529412	0	0	277	0	0	0	0	0	0	0	0	393	325	0	0	0	0	0
Ddx41	58.411765	0	0	0	0	0	0	0	0	0	0	0	571	422	0	0	0	0	0
Arfip1	58.411765	0	0	0	0	0	0	0	0	0	0	0	566	427	0	0	0	0	0
Cldn14	58.352941	0	0	0	0	0	0	0	151	307	0	0	264	270	0	0	0	0	0
Slco4c1	58.058824	0	282	322	0	0	0	0	0	0	0	0	244	139	0	0	0	0	0
Grrp1	58.058824	0	810	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct2	58.058824	0	0	0	0	0	0	0	0	0	831	156	0	0	0	0	0	0	0
Pkd2l1	57.705882	0	0	0	0	0	0	0	326	426	0	0	131	98	0	0	0	0	0
Tigd4	57.647059	0	462	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifngr2	57.647059	0	0	0	0	0	0	0	486	494	0	0	0	0	0	0	0	0	0
Dmkn	57.352941	0	0	0	0	0	0	0	148	181	0	0	421	225	0	0	0	0	0
Gm45521	57.176471	0	0	0	0	0	0	0	332	425	215	0	0	0	0	0	0	0	0
Tmem107	57.058824	167	0	0	0	0	0	0	269	198	0	0	0	97	0	239	0	0	0
Lrrc8d	57.058824	0	0	0	0	0	0	0	290	515	0	0	165	0	0	0	0	0	0
Gbx2	56.941176	0	568	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam178b	56.823529	367	0	0	0	0	0	0	320	279	0	0	0	0	0	0	0	0	0
Eda2r	56.823529	0	0	0	0	0	0	0	412	554	0	0	0	0	0	0	0	0	0
Zdhhc24	56.764706	263	0	0	0	0	0	0	255	236	211	0	0	0	0	0	0	0	0
Actn3	56.764706	263	0	0	0	0	0	0	255	236	211	0	0	0	0	0	0	0	0
C1galt1	56.705882	0	0	0	0	0	0	0	212	576	0	0	176	0	0	0	0	0	0
Tnk2	56.588235	0	0	0	0	0	0	0	428	534	0	0	0	0	0	0	0	0	0
Rpia	56.588235	0	0	0	0	0	0	0	0	0	0	0	543	419	0	0	0	0	0
Glt8d2	56.588235	0	0	0	0	0	0	0	0	0	0	0	563	399	0	0	0	0	0
Fgfbp3	56.588235	0	0	0	0	0	0	0	378	584	0	0	0	0	0	0	0	0	0
Rgs12	56.411765	0	260	285	0	0	0	0	211	203	0	0	0	0	0	0	0	0	0
Rhod	56.352941	0	0	0	0	0	0	0	206	308	0	0	327	117	0	0	0	0	0
Plekha6	56.294118	0	292	243	0	0	0	0	86	125	0	0	0	0	0	211	0	0	0
P4ha2	56.176471	0	0	0	0	0	0	0	0	0	0	0	522	433	0	0	0	0	0
Mrgpre	56.117647	0	0	0	0	0	0	216	243	495	0	0	0	0	0	0	0	0	0
Krt77	56.000000	0	0	0	0	0	0	0	0	224	0	0	467	261	0	0	0	0	0
Cuedc2	56.000000	0	125	0	0	0	0	0	325	302	0	0	0	0	0	200	0	0	0
Olfr225	55.882353	0	0	0	0	0	0	0	0	166	0	0	344	440	0	0	0	0	0
Sfi1	55.764706	177	0	0	0	0	0	0	0	0	265	0	205	0	152	149	0	0	0
Msx2	55.705882	0	306	153	0	0	0	0	0	0	0	0	194	294	0	0	0	0	0
Rab5a	55.647059	90	0	0	0	0	0	0	265	264	0	0	198	129	0	0	0	0	0
Cpn1	55.647059	0	0	0	0	0	0	0	0	148	0	0	489	309	0	0	0	0	0
Cyrib	55.588235	0	0	0	0	0	0	0	203	255	0	0	255	232	0	0	0	0	0
Ccdc144b	55.588235	0	0	0	0	0	0	0	0	0	0	0	441	323	0	0	181	0	0
Stfa3	55.411765	0	0	0	0	0	0	0	427	515	0	0	0	0	0	0	0	0	0
Pfn1	55.411765	0	0	0	0	0	0	0	182	306	147	0	307	0	0	0	0	0	0
Eno3	55.411765	0	0	0	0	0	0	0	182	306	147	0	307	0	0	0	0	0	0
Olr1	55.352941	0	0	0	0	0	0	0	471	470	0	0	0	0	0	0	0	0	0
Tcea2	55.235294	0	351	101	0	0	0	0	0	0	0	0	319	168	0	0	0	0	0
Kpnb1	55.235294	0	0	0	0	0	0	0	451	488	0	0	0	0	0	0	0	0	0
Dnase1	55.235294	0	0	0	0	0	0	0	256	479	0	0	204	0	0	0	0	0	0
Zfp532	55.176471	0	111	0	0	0	0	0	0	157	0	0	259	199	0	0	212	0	0
Rnf170	54.941176	0	0	0	0	0	0	0	171	179	0	0	340	244	0	0	0	0	0
Ifitm1	54.941176	0	408	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hook3	54.941176	0	0	0	0	0	0	0	171	179	0	0	340	244	0	0	0	0	0
Por	54.882353	180	0	0	0	0	0	0	182	337	234	0	0	0	0	0	0	0	0
Mrtfa	54.529412	0	0	0	0	0	0	0	302	625	0	0	0	0	0	0	0	0	0
Vkorc1l1	54.411765	0	0	0	0	0	0	0	0	0	0	0	691	234	0	0	0	0	0
Tex19.2	54.294118	0	0	0	0	0	0	0	0	0	0	0	498	425	0	0	0	0	0
Arhgef10l	54.235294	0	484	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr2	54.058824	0	0	0	0	251	427	241	0	0	0	0	0	0	0	0	0	0	0
Steap3	53.823529	0	0	0	0	0	0	0	154	305	109	0	171	176	0	0	0	0	0
Rab5c	53.823529	0	346	282	0	0	0	0	117	170	0	0	0	0	0	0	0	0	0
Clcn3	53.823529	0	0	0	0	0	0	0	365	550	0	0	0	0	0	0	0	0	0
Ube2f	53.764706	0	0	0	0	0	0	0	390	524	0	0	0	0	0	0	0	0	0
Igsf6	53.647059	0	0	0	0	0	0	0	0	0	0	0	508	404	0	0	0	0	0
Ugt1a7c	53.529412	0	0	0	0	0	0	0	463	447	0	0	0	0	0	0	0	0	0
Maml3	53.470588	85	0	139	0	0	0	0	337	221	0	0	127	0	0	0	0	0	0
Med4	53.411765	0	0	342	0	0	0	0	141	275	0	0	150	0	0	0	0	0	0
Tnfrsf1a	53.235294	0	0	0	0	0	0	0	406	499	0	0	0	0	0	0	0	0	0
Rer1	53.176471	0	0	0	0	0	0	0	406	498	0	0	0	0	0	0	0	0	0
Morn1	53.176471	0	0	0	0	0	0	0	406	498	0	0	0	0	0	0	0	0	0
Mmp12	53.117647	0	0	0	0	0	0	0	398	505	0	0	0	0	0	0	0	0	0
Plbd1	53.000000	0	0	0	0	0	0	0	193	400	0	0	308	0	0	0	0	0	0
Sgpl1	52.941176	0	0	0	0	0	0	0	415	485	0	0	0	0	0	0	0	0	0
Hes1	52.705882	177	0	0	0	0	0	0	284	435	0	0	0	0	0	0	0	0	0
Tuba1c	52.647059	0	0	0	0	0	0	0	363	532	0	0	0	0	0	0	0	0	0
Otx2	52.647059	0	617	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428F04Rik	52.529412	0	0	0	0	0	0	0	345	279	0	0	269	0	0	0	0	0	0
A4gnt	52.411765	0	297	0	0	0	0	0	0	0	0	0	166	168	0	0	260	0	0
Atp9a	52.235294	0	0	0	0	0	0	0	0	0	0	0	579	309	0	0	0	0	0
Zc3h12c	52.117647	0	278	157	0	0	0	0	146	155	0	0	0	0	0	0	150	0	0
Smg9	52.117647	0	0	0	0	0	0	0	293	593	0	0	0	0	0	0	0	0	0
Mtus1	52.000000	0	0	0	0	0	0	254	0	0	0	0	349	281	0	0	0	0	0
Rnase6	51.941176	0	0	0	0	0	0	0	0	0	0	0	571	312	0	0	0	0	0
Spata4	51.882353	0	0	0	0	0	0	0	132	216	314	220	0	0	0	0	0	0	0
Plac8	51.882353	0	0	0	0	0	0	0	0	0	0	0	412	470	0	0	0	0	0
Shisal2a	51.823529	0	0	0	0	0	0	0	337	544	0	0	0	0	0	0	0	0	0
Ralgapb	51.764706	0	0	0	0	0	0	0	255	625	0	0	0	0	0	0	0	0	0
Ank1	51.705882	0	0	0	0	0	0	0	0	0	172	0	412	295	0	0	0	0	0
Flt3l	51.588235	0	0	0	0	0	0	0	98	232	0	0	361	186	0	0	0	0	0
Slc7a1	51.529412	0	0	0	0	0	0	0	196	540	0	0	140	0	0	0	0	0	0
Galnt3	51.470588	0	0	0	0	0	0	0	0	0	0	0	547	328	0	0	0	0	0
Numbl	51.411765	0	0	0	0	0	0	0	0	0	0	0	561	313	0	0	0	0	0
Hivep1	51.411765	0	769	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podxl	51.352941	0	0	0	0	0	0	0	280	319	0	0	118	156	0	0	0	0	0
Stk40	51.176471	149	0	0	0	0	0	0	117	123	0	0	294	187	0	0	0	0	0
Shld1	51.117647	0	0	0	0	0	0	0	157	152	0	0	282	278	0	0	0	0	0
Prkab1	51.117647	0	0	0	0	0	0	0	0	168	0	0	420	281	0	0	0	0	0
Pfkfb3	51.117647	0	0	0	0	0	0	0	0	0	125	0	449	295	0	0	0	0	0
Hmgxb4	50.941176	0	0	106	0	0	0	0	115	111	0	0	324	210	0	0	0	0	0
Porcn	50.882353	0	0	0	0	0	0	0	190	175	0	0	136	0	0	0	364	0	0
Il22ra1	50.882353	0	0	0	0	0	0	0	102	337	0	0	277	149	0	0	0	0	0
Ubap1	50.823529	0	0	0	0	0	0	0	278	486	0	0	0	100	0	0	0	0	0
Septin8	50.823529	0	0	291	0	0	0	0	0	0	0	0	402	171	0	0	0	0	0
Med13l	50.764706	0	0	0	0	0	0	0	0	0	0	0	535	328	0	0	0	0	0
Ccdc63	50.705882	0	0	0	0	0	0	0	120	98	0	0	351	188	0	105	0	0	0
Ndufa9	50.588235	171	0	0	0	0	0	0	314	375	0	0	0	0	0	0	0	0	0
Lhfpl2	50.588235	0	0	0	0	0	0	0	0	0	0	0	526	334	0	0	0	0	0
Cfc1	50.588235	0	631	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp707	50.529412	0	0	0	0	0	0	0	287	482	0	0	0	90	0	0	0	0	0
Cdc42ep1	50.529412	0	0	0	0	0	0	0	310	549	0	0	0	0	0	0	0	0	0
Sgf29	50.470588	0	0	0	0	0	0	0	0	151	0	0	368	339	0	0	0	0	0
Alox12e	50.470588	0	0	0	0	0	0	0	0	0	0	0	534	324	0	0	0	0	0
Zbtb39	50.411765	0	181	195	0	0	0	0	172	121	0	0	0	0	0	0	188	0	0
Slc9c1	50.352941	0	0	0	0	0	0	0	0	0	0	0	451	298	0	107	0	0	0
Slc6a6	50.352941	0	0	0	0	0	0	0	341	515	0	0	0	0	0	0	0	0	0
Hoxd8	50.352941	535	0	0	0	0	0	0	125	196	0	0	0	0	0	0	0	0	0
Rasal1	50.235294	0	215	246	0	0	0	0	0	270	0	0	123	0	0	0	0	0	0
Pacsin2	50.176471	0	0	0	0	0	0	0	233	354	266	0	0	0	0	0	0	0	0
Cs	50.176471	0	0	0	0	0	0	0	333	520	0	0	0	0	0	0	0	0	0
Ppp3r1	50.117647	0	518	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkdcc	50.000000	0	437	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt5a	50.000000	0	0	0	0	0	0	0	258	449	0	0	143	0	0	0	0	0	0
Cbr3	50.000000	0	0	0	187	204	243	216	0	0	0	0	0	0	0	0	0	0	0
Aebp2	50.000000	0	0	0	0	0	0	0	291	390	169	0	0	0	0	0	0	0	0
Vkorc1	49.941176	0	0	0	0	0	0	0	259	427	0	0	0	163	0	0	0	0	0
Mogat2	49.882353	0	0	169	0	0	0	0	0	246	0	0	252	181	0	0	0	0	0
Calml4	49.823529	0	0	0	0	0	0	0	425	422	0	0	0	0	0	0	0	0	0
Lce6a	49.705882	0	0	0	0	0	0	0	0	0	0	0	430	415	0	0	0	0	0
C77080	49.647059	0	0	0	0	0	0	0	236	203	0	0	210	195	0	0	0	0	0
Galnt10	49.588235	0	0	0	0	0	0	180	0	0	317	346	0	0	0	0	0	0	0
Hk2	49.529412	0	0	0	0	0	0	0	0	130	0	0	277	265	0	0	170	0	0
Ak1	49.470588	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcdin3d	49.411765	324	0	110	0	0	0	0	140	266	0	0	0	0	0	0	0	0	0
Rnf112	49.352941	0	0	0	0	0	0	0	0	234	0	0	354	251	0	0	0	0	0
Dydc2	49.294118	0	506	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dchs2	49.235294	0	0	0	294	183	0	0	0	0	0	0	241	119	0	0	0	0	0
Nlrp6	49.117647	0	0	0	0	0	0	0	0	0	0	0	493	342	0	0	0	0	0
Apoc1	49.117647	582	137	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Stard5	48.941176	122	0	0	0	0	0	0	285	425	0	0	0	0	0	0	0	0	0
Rnf149	48.882353	0	0	0	0	0	0	0	0	0	0	0	478	353	0	0	0	0	0
Mycn	48.588235	0	99	213	0	0	0	0	0	0	0	0	267	247	0	0	0	0	0
Arsa	48.588235	0	0	0	0	0	0	0	0	218	188	107	198	115	0	0	0	0	0
Tnks	48.529412	0	0	0	0	0	0	0	0	0	0	0	363	216	0	0	246	0	0
Mrpl16	48.529412	0	0	0	0	0	0	0	225	183	0	0	245	172	0	0	0	0	0
Tpst2	48.470588	0	0	0	0	0	0	0	176	473	0	0	175	0	0	0	0	0	0
Rin3	48.470588	0	399	252	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0
Ptgdr2	48.117647	0	0	0	0	0	0	0	0	0	0	0	413	212	0	193	0	0	0
Plin3	48.117647	0	0	162	0	0	0	0	265	391	0	0	0	0	0	0	0	0	0
Tex30	48.058824	151	0	0	0	0	0	0	188	279	199	0	0	0	0	0	0	0	0
Mob1b	48.058824	0	0	165	0	0	0	0	313	339	0	0	0	0	0	0	0	0	0
Stra6	47.882353	0	0	0	0	0	0	0	0	234	0	0	387	193	0	0	0	0	0
Sh2d5	47.705882	0	0	288	0	0	0	0	243	280	0	0	0	0	0	0	0	0	0
Ptch1	47.705882	0	339	107	0	0	0	0	0	0	0	0	211	154	0	0	0	0	0
Mttp	47.705882	0	0	0	0	0	0	0	0	0	0	0	154	155	0	0	502	0	0
Nfatc4	47.647059	0	0	0	0	0	0	0	0	0	0	0	516	294	0	0	0	0	0
Fgf5	47.588235	0	417	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b10	47.529412	0	0	0	0	0	0	0	227	581	0	0	0	0	0	0	0	0	0
Pprc1	47.235294	0	0	0	0	0	0	0	206	597	0	0	0	0	0	0	0	0	0
Fkbp4	47.176471	0	0	0	0	0	0	0	0	154	390	258	0	0	0	0	0	0	0
Nr3c1	47.058824	0	0	0	0	0	0	0	189	380	0	0	231	0	0	0	0	0	0
Golga7	46.941176	0	0	0	0	0	0	0	310	488	0	0	0	0	0	0	0	0	0
Tbcc	46.882353	0	0	0	0	0	0	0	146	154	0	0	185	160	0	152	0	0	0
Ctnnal1	46.882353	0	0	0	0	0	0	0	0	0	0	0	538	259	0	0	0	0	0
Cd274	46.882353	140	0	0	0	0	0	0	263	394	0	0	0	0	0	0	0	0	0
Fam187a	46.823529	114	0	0	0	0	0	0	300	382	0	0	0	0	0	0	0	0	0
Eftud2	46.823529	114	0	0	0	0	0	0	300	382	0	0	0	0	0	0	0	0	0
Cyp2s1	46.823529	0	0	0	0	0	0	0	131	0	0	0	308	357	0	0	0	0	0
Ccdc103	46.823529	114	0	0	0	0	0	0	300	382	0	0	0	0	0	0	0	0	0
Tas2r118	46.705882	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
Rnf19a	46.647059	369	0	0	0	0	0	0	211	213	0	0	0	0	0	0	0	0	0
Mrps14	46.647059	0	0	0	0	0	0	0	430	363	0	0	0	0	0	0	0	0	0
Etnk1	46.647059	0	0	0	0	0	0	0	279	514	0	0	0	0	0	0	0	0	0
Serinc2	46.588235	0	0	0	0	0	0	0	0	0	0	0	475	317	0	0	0	0	0
Usp18	46.470588	0	0	0	0	0	0	0	132	173	0	0	271	214	0	0	0	0	0
Tead4	46.470588	0	323	316	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Nppb	46.470588	0	0	0	0	0	0	0	198	212	0	0	251	129	0	0	0	0	0
Mob1a	46.470588	0	680	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0
Fam151a	46.352941	0	0	0	0	0	0	0	0	0	0	0	433	355	0	0	0	0	0
Mdm2	46.235294	0	0	0	0	0	0	0	358	428	0	0	0	0	0	0	0	0	0
Abca12	46.176471	0	0	0	0	0	0	0	283	502	0	0	0	0	0	0	0	0	0
Psmb2	46.117647	328	0	0	0	0	0	0	178	278	0	0	0	0	0	0	0	0	0
Hdc	46.117647	0	0	0	0	0	0	0	173	250	0	0	226	135	0	0	0	0	0
Sh3d19	46.058824	0	0	0	0	0	0	0	147	418	0	0	218	0	0	0	0	0	0
Aldh3a2	46.058824	94	0	0	0	0	0	0	148	394	147	0	0	0	0	0	0	0	0
Arsi	46.000000	0	433	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1m1	45.823529	162	0	0	0	0	0	0	188	429	0	0	0	0	0	0	0	0	0
Top2a	45.705882	0	0	0	0	0	0	0	369	408	0	0	0	0	0	0	0	0	0
Vmn1r2	45.588235	297	0	0	0	0	0	0	0	0	258	0	220	0	0	0	0	0	0
St6gal1	45.588235	0	0	0	0	0	0	0	0	0	0	0	389	386	0	0	0	0	0
Frmd4b	45.529412	0	190	0	0	0	0	0	119	465	0	0	0	0	0	0	0	0	0
Vil1	45.235294	0	0	0	0	0	0	0	0	0	0	0	422	347	0	0	0	0	0
Tut4	45.117647	0	295	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	45.000000	0	0	0	0	0	0	0	0	113	0	0	340	312	0	0	0	0	0
Alpk2	44.941176	0	0	0	0	0	0	0	0	0	0	0	438	326	0	0	0	0	0
Rbm12	44.882353	0	199	0	0	0	0	0	0	0	0	0	189	238	0	0	137	0	0
Nnt	44.882353	0	151	158	0	0	0	0	0	0	0	0	233	221	0	0	0	0	0
Ly6d	44.882353	0	0	0	0	0	0	0	225	405	0	0	133	0	0	0	0	0	0
Fth1	44.882353	0	115	309	0	0	0	0	0	124	0	0	215	0	0	0	0	0	0
Cpne1	44.882353	0	199	0	0	0	0	0	0	0	0	0	189	238	0	0	137	0	0
Spdef	44.764706	0	122	0	0	0	0	0	0	0	0	0	326	188	0	125	0	0	430
Ubqln1	44.764706	0	401	225	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Cbr1	44.764706	0	0	0	0	0	0	0	332	429	0	0	0	0	0	0	0	0	0
Parp16	44.705882	0	0	0	0	0	0	0	214	143	0	0	209	194	0	0	0	0	0
Epb41l5	44.705882	0	0	0	0	0	0	0	221	266	0	0	0	0	0	0	273	0	0
Prickle2	44.647059	0	0	0	0	0	0	0	0	0	0	0	460	299	0	0	0	0	0
Ccser2	44.588235	0	0	0	0	0	0	0	0	0	0	0	370	388	0	0	0	0	0
Tmem17	44.529412	0	0	0	0	0	0	0	0	0	0	0	417	340	0	0	0	0	0
Serpina3g	44.529412	0	0	0	0	0	0	0	0	178	0	0	400	179	0	0	0	0	0
Phykpl	44.529412	0	0	0	0	0	0	0	279	325	0	0	153	0	0	0	0	0	0
Extl1	44.529412	0	0	0	0	0	0	0	222	535	0	0	0	0	0	0	0	0	0
2610507B11Rik	44.529412	0	0	0	0	0	0	0	316	441	0	0	0	0	0	0	0	0	0
Gpr146	44.470588	0	0	0	0	0	0	0	128	327	176	0	0	125	0	0	0	0	0
Adck5	44.470588	0	0	0	0	0	0	0	0	0	0	0	549	207	0	0	0	0	0
Smim6	44.411765	0	0	0	0	0	0	0	79	0	0	0	411	265	0	0	0	0	0
Rps27rt	44.411765	0	0	0	0	0	0	0	329	426	0	0	0	0	0	0	0	0	0
Rab13	44.411765	0	0	0	0	0	0	0	329	426	0	0	0	0	0	0	0	0	0
Gm4869	44.411765	0	0	0	0	0	0	0	135	181	0	0	319	120	0	0	0	0	0
Smad7	44.352941	0	0	0	0	0	0	0	299	455	0	0	0	0	0	0	0	0	0
Tal1	44.294118	0	0	0	0	0	0	0	0	0	139	0	406	208	0	0	0	0	0
Rbfox2	44.294118	0	0	0	0	0	0	0	0	0	0	0	400	353	0	0	0	0	0
Qrich1	44.176471	0	0	0	0	0	0	0	218	0	0	0	230	303	0	0	0	0	0
Bmp7	44.176471	0	454	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt3	44.117647	0	0	0	0	0	0	0	0	0	0	0	505	245	0	0	0	0	0
Spc24	44.117647	0	0	0	0	0	0	0	0	144	0	0	427	179	0	0	0	0	0
Slc24a3	44.000000	0	0	0	0	0	0	0	0	0	0	0	433	315	0	0	0	0	0
Rnpc3	44.000000	607	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Phldb2	43.941176	0	0	0	0	0	0	0	185	169	0	0	222	171	0	0	0	0	0
Wac	43.823529	0	0	0	0	0	0	0	132	160	0	0	233	220	0	0	0	0	0
Mfhas1	43.823529	0	0	0	0	0	0	0	220	220	0	0	181	124	0	0	0	0	0
Pgm2	43.705882	0	0	0	0	0	0	0	0	0	0	0	395	348	0	0	0	0	0
Eva1a	43.705882	0	138	0	0	0	0	0	0	0	0	0	433	172	0	0	0	0	0
Tmem270	43.647059	0	0	108	0	0	0	0	0	0	495	139	0	0	0	0	0	0	0
Cldn13	43.647059	0	0	108	0	0	0	0	0	0	495	139	0	0	0	0	0	0	0
Trim59	43.588235	0	0	0	0	0	0	0	376	365	0	0	0	0	0	0	0	0	0
