Target_genes	Maz|Average	SRX188821|CH12	SRX13440023|ES_cells	SRX13440024|ES_cells	SRX13440027|ES_cells	SRX13440028|ES_cells	SRX13440031|ES_cells	SRX13440032|ES_cells	SRX13476144|ES_cells	SRX13476145|ES_cells	SRX13476146|ES_cells	SRX13476150|ES_cells	SRX20088447|ES_cells	SRX20088448|ES_cells	SRX20088449|ES_cells	SRX20088450|ES_cells	SRX20088485|ES_cells	SRX20088486|ES_cells	SRX20088487|ES_cells	SRX20088488|ES_cells	SRX20088489|ES_cells	SRX20088490|ES_cells	SRX20088491|ES_cells	SRX20088492|ES_cells	SRX188810|MEL	SRX13440025|mESC_derived_neural_cells	SRX13440026|mESC_derived_neural_cells	SRX13440029|mESC_derived_neural_cells	SRX13440030|mESC_derived_neural_cells	SRX13440033|mESC_derived_neural_cells	SRX13476147|mESC_derived_neural_cells	SRX13476148|mESC_derived_neural_cells	SRX13476149|mESC_derived_neural_cells	SRX13476151|mESC_derived_neural_cells	SRX15939544|NIH/3T3	SRX15939566|NIH/3T3	STRING
Ptms	250.314286	187	0	0	185	407	185	617	0	0	0	194	297	0	273	0	128	227	0	350	0	0	0	0	540	349	0	769	1192	368	0	0	0	488	843	1162	0
Ints9	249.800000	911	0	106	149	554	378	420	0	0	0	433	429	157	290	0	0	315	0	226	0	0	0	0	778	309	63	788	894	363	0	0	0	394	253	533	0
Hmbox1	249.800000	911	0	106	149	554	378	420	0	0	0	433	429	157	290	0	0	315	0	226	0	0	0	0	778	309	63	788	894	363	0	0	0	394	253	533	0
Mmgt2	249.057143	1118	0	0	0	267	323	314	0	0	0	156	389	181	262	0	0	170	0	188	0	0	0	0	1073	0	0	679	954	278	0	0	0	250	1103	1012	0
Lrrc75a	249.057143	1118	0	0	0	267	323	314	0	0	0	156	389	181	262	0	0	170	0	188	0	0	0	0	1073	0	0	679	954	278	0	0	0	250	1103	1012	0
Cul5	248.971429	486	0	0	96	291	287	480	0	0	0	342	271	0	174	0	0	289	200	310	0	0	0	0	758	425	0	859	1009	642	0	0	0	434	662	699	0
Kmt2d	248.057143	564	0	79	157	276	127	233	0	0	0	249	652	132	466	0	0	548	131	490	0	0	0	0	956	316	0	359	528	208	0	0	0	454	723	1034	0
Maz	247.571429	856	0	131	102	259	0	367	0	0	0	127	357	200	341	0	0	274	113	344	0	0	0	0	830	236	0	595	963	339	0	0	0	330	813	1088	0
Tlk2	247.400000	323	0	268	292	543	587	609	0	0	0	609	674	195	564	0	227	635	128	688	0	0	0	0	463	0	0	316	413	103	0	0	0	208	347	467	0
Calm2	246.000000	628	0	0	177	386	228	170	0	0	0	333	869	0	501	0	0	330	0	321	0	0	0	0	704	392	101	320	594	469	0	0	0	496	645	946	0
Uck2	245.114286	938	0	0	196	298	0	456	0	0	0	165	512	0	334	0	0	398	116	474	0	0	0	0	799	312	0	690	964	200	0	0	0	265	729	733	0
Trip12	243.971429	544	0	0	133	305	121	354	0	0	0	192	513	169	357	0	0	545	114	612	0	0	0	0	411	361	0	720	1041	276	0	0	0	583	516	672	0
Fbxo36	243.971429	544	0	0	133	305	121	354	0	0	0	192	513	169	357	0	0	545	114	612	0	0	0	0	411	361	0	720	1041	276	0	0	0	583	516	672	0
Gipc1	243.771429	444	0	0	99	236	169	202	0	0	0	153	516	123	378	0	0	385	0	373	0	0	0	0	1259	321	0	812	1130	280	0	0	0	297	394	961	0
Dap3	243.600000	617	0	111	264	312	206	460	0	0	0	316	563	0	379	0	0	378	132	313	0	0	0	0	847	429	118	414	665	245	0	0	0	368	636	753	0
Tmem198	243.400000	897	0	0	142	228	147	403	0	0	0	348	488	149	436	0	113	260	186	463	0	0	0	0	751	162	0	627	960	275	0	0	0	464	274	746	0
Chpf	243.400000	897	0	0	142	228	147	403	0	0	0	348	488	149	436	0	113	260	186	463	0	0	0	0	751	162	0	627	960	275	0	0	0	464	274	746	0
Cfap20	243.400000	677	0	0	172	115	0	561	0	0	0	0	762	176	403	0	0	504	90	285	0	0	0	0	687	213	0	904	1041	256	0	0	0	399	535	739	0
Kat6a	240.657143	428	0	0	295	457	198	614	0	0	0	0	201	0	185	0	0	0	0	0	0	0	0	0	565	168	0	850	1155	379	0	0	0	299	1147	1482	0
Mnt	240.228571	591	0	0	124	377	156	411	0	0	0	125	464	171	304	0	111	493	280	430	0	0	0	0	821	191	0	617	940	200	0	0	0	214	652	736	0
Smim13	239.800000	885	0	0	103	270	174	332	0	0	0	284	262	70	254	0	145	470	112	390	0	0	0	0	657	286	89	456	1073	292	0	0	0	509	489	791	0
Slc12a6	239.485714	410	0	0	147	450	381	467	0	0	0	291	335	0	259	0	0	303	101	308	0	0	0	0	484	315	0	781	1277	610	0	0	0	652	358	453	0
Nop10	239.485714	410	0	0	147	450	381	467	0	0	0	291	335	0	259	0	0	303	101	308	0	0	0	0	484	315	0	781	1277	610	0	0	0	652	358	453	0
Lax1	239.457143	212	0	113	656	887	485	900	0	0	0	741	1034	224	796	0	264	614	330	702	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0
Ptprs	239.057143	366	0	0	215	356	303	443	0	0	0	252	507	147	374	0	150	672	348	501	0	0	0	0	228	197	0	506	791	219	0	0	0	352	551	889	0
Rev3l	238.914286	353	0	0	151	316	126	692	0	0	0	191	263	0	159	0	0	261	0	270	0	0	0	0	615	135	0	745	1252	188	0	0	0	285	1082	1278	0
Calcoco1	237.771429	1241	0	0	0	143	170	356	0	0	0	111	429	128	252	0	0	205	0	166	0	0	0	0	1103	169	0	735	1580	252	0	0	0	404	363	515	0
Zfp236	237.714286	187	0	0	0	121	92	146	0	0	0	157	0	0	115	0	1183	0	1693	0	1064	0	973	0	230	324	0	236	492	125	0	0	0	261	361	560	0
Trim33	236.857143	177	0	0	180	530	318	590	0	0	0	288	215	0	77	0	0	366	118	339	0	0	0	0	602	0	0	927	1363	504	0	0	0	345	678	673	0
Kdm4c	236.828571	469	0	0	161	422	124	393	0	0	0	255	385	0	247	0	0	409	0	342	0	0	0	0	484	0	0	770	1261	273	0	0	0	470	900	924	0
Usf3	236.257143	633	0	0	162	473	371	401	0	0	0	415	94	0	214	0	0	215	0	88	0	0	0	0	557	0	0	726	1127	198	0	0	0	249	1122	1224	0
Slc26a8	235.628571	1130	0	0	0	174	0	194	0	0	0	159	325	105	426	0	103	474	170	330	0	0	0	0	820	158	0	714	954	295	0	0	0	317	464	935	0
Mapk14	235.628571	1130	0	0	0	174	0	194	0	0	0	159	325	105	426	0	103	474	170	330	0	0	0	0	820	158	0	714	954	295	0	0	0	317	464	935	0
Ube2b	234.571429	691	0	0	104	237	257	355	0	0	0	254	398	157	502	0	0	397	153	389	0	0	0	0	681	266	0	454	705	258	0	0	0	382	630	940	0
Cdkl3	234.571429	691	0	0	104	237	257	355	0	0	0	254	398	157	502	0	0	397	153	389	0	0	0	0	681	266	0	454	705	258	0	0	0	382	630	940	0
Tfam	234.485714	494	0	0	111	223	131	209	0	0	0	100	389	0	318	0	152	533	226	422	0	0	0	0	686	253	0	522	965	292	0	0	0	220	743	1218	0
Srd5a3	234.428571	602	0	0	237	484	257	619	0	0	0	431	292	0	264	0	73	165	147	280	0	0	0	0	523	91	0	435	892	407	0	0	0	204	724	1078	0
Zfp384	234.257143	462	0	0	137	420	224	344	0	0	0	147	488	86	683	0	0	191	127	311	0	0	0	0	924	116	0	568	638	282	0	0	0	389	752	910	0
Erdr1	234.200000	159	117	119	161	341	416	323	0	0	0	224	598	234	674	0	221	557	267	462	0	0	0	0	556	412	96	521	726	367	0	0	0	427	73	146	0
Tmem170b	234.000000	742	0	0	0	318	101	266	0	0	0	282	302	0	272	0	81	387	192	379	0	0	0	0	780	254	0	708	813	396	0	0	0	387	633	897	0
Zfp335	233.914286	439	0	0	156	547	204	510	0	0	0	205	319	117	394	0	105	367	168	223	0	0	0	0	471	429	0	782	880	436	0	0	0	393	435	607	0
Tgif2	233.742857	219	0	0	106	335	170	417	0	0	0	217	593	0	272	0	198	668	702	779	0	0	0	0	347	215	0	1027	964	480	0	0	0	327	0	145	0
Triap1	233.400000	1035	0	0	150	259	124	228	0	0	0	243	424	113	254	0	0	357	106	361	0	0	0	0	1031	228	0	482	529	204	0	0	0	219	740	1082	0
Gatc	233.400000	1035	0	0	150	259	124	228	0	0	0	243	424	113	254	0	0	357	106	361	0	0	0	0	1031	228	0	482	529	204	0	0	0	219	740	1082	0
Phf10	233.171429	95	0	0	140	471	360	712	0	0	0	236	142	0	125	0	107	268	99	307	0	0	0	0	234	560	0	1027	1509	538	0	0	0	489	226	516	0
Picalm	232.657143	517	0	0	110	364	149	477	0	0	0	120	308	0	262	0	128	438	185	292	0	0	0	0	566	155	0	824	1170	460	0	0	0	293	565	760	0
Bcdin3d	232.114286	868	0	0	0	307	163	403	0	0	0	181	415	0	355	0	102	263	138	244	0	0	0	0	1018	235	0	581	842	238	0	0	0	194	702	875	0
Usp32	232.085714	668	0	0	166	387	166	317	0	0	0	155	254	0	228	0	106	323	105	296	0	0	0	0	669	185	0	699	1040	374	0	0	0	276	731	978	0
Zfp668	230.142857	625	0	0	0	229	155	274	0	0	0	189	414	128	300	0	66	635	186	617	0	0	0	0	658	208	0	512	601	213	0	0	0	394	675	976	0
Zfp646	230.142857	625	0	0	0	229	155	274	0	0	0	189	414	128	300	0	66	635	186	617	0	0	0	0	658	208	0	512	601	213	0	0	0	394	675	976	0
Svbp	229.771429	207	0	0	355	419	471	521	0	0	0	504	223	0	178	0	0	197	0	269	0	0	0	0	250	198	0	692	1091	445	0	0	0	667	563	792	0
Trappc9	229.371429	984	0	0	0	111	0	123	0	0	0	143	540	140	366	0	0	168	0	287	0	0	0	0	1209	151	0	533	782	136	0	0	0	232	809	1314	0
Rad23b	229.085714	661	0	0	108	282	149	388	0	0	0	256	391	113	368	0	0	411	105	388	0	0	0	0	634	223	0	631	980	291	0	0	0	326	503	810	0
Wtip	229.000000	0	0	102	154	433	308	615	0	0	0	380	335	0	297	0	136	523	160	392	0	0	0	0	0	338	0	671	1006	409	0	0	0	388	432	936	0
Gmcl1	228.885714	398	0	0	175	474	243	397	0	0	0	286	354	137	319	0	0	218	0	249	0	0	0	0	416	345	90	929	1283	345	0	0	0	504	329	520	0
Ccnh	228.171429	1275	0	0	0	0	112	145	0	0	0	164	347	0	263	0	117	570	224	429	0	0	0	0	1191	197	0	387	636	247	0	0	0	178	508	996	0
Phlda3	227.800000	522	0	0	0	410	289	534	0	0	0	294	333	90	263	0	0	407	182	478	0	0	0	0	229	200	0	712	1055	447	0	0	0	356	508	664	0
Usp35	226.914286	576	0	72	204	406	319	425	0	0	0	331	421	106	335	0	93	354	130	256	0	0	0	0	492	321	0	340	825	284	0	0	0	399	427	826	0
Kctd21	226.914286	576	0	72	204	406	319	425	0	0	0	331	421	106	335	0	93	354	130	256	0	0	0	0	492	321	0	340	825	284	0	0	0	399	427	826	0
Helz	226.914286	277	77	81	293	602	452	478	0	0	0	539	319	172	251	0	193	475	280	492	0	0	0	0	331	312	0	513	668	371	0	0	0	284	196	286	0
Lrp6	226.685714	193	0	0	156	423	203	500	0	0	0	140	821	0	747	0	0	497	78	639	0	0	0	0	348	0	0	615	678	209	0	0	0	420	578	689	0
Srsf9	226.228571	761	0	0	178	333	232	317	0	0	0	213	342	84	306	0	76	214	144	348	0	0	0	0	524	350	0	680	1093	312	0	0	0	299	487	625	0
Mbd2	226.228571	537	0	0	98	363	336	414	0	0	0	325	366	0	247	0	117	374	187	242	0	0	0	0	562	158	0	719	1087	511	0	0	0	501	274	500	0
Snx27	225.800000	242	0	0	128	266	213	484	0	0	0	214	192	134	223	0	127	395	271	281	0	0	0	0	717	135	0	845	1271	127	0	0	0	348	532	758	0
Abhd17c	225.657143	391	0	0	91	325	0	468	0	0	0	209	243	0	189	0	93	245	0	428	0	0	0	0	534	286	0	928	1429	421	0	0	0	503	384	731	0
Ubl3	224.400000	989	0	0	0	150	86	231	0	0	0	129	411	106	347	0	0	402	111	378	0	0	0	0	1146	217	0	477	822	210	0	0	0	268	600	774	0
Eif4e	224.057143	1109	0	0	162	416	217	481	0	0	0	224	319	120	229	0	0	201	96	265	0	0	0	0	809	165	72	525	852	297	0	0	0	388	361	534	0
Pcbp2	223.828571	572	0	137	0	383	272	389	0	0	0	353	299	0	328	0	0	208	62	329	0	0	0	0	709	268	0	550	645	363	0	0	0	309	737	921	0
Ext1	223.657143	0	0	0	0	214	0	185	0	0	0	0	546	100	483	0	111	427	132	300	0	0	0	0	1048	0	0	380	471	118	0	0	0	0	1408	1905	0
Mettl25	223.542857	318	0	0	146	323	245	446	0	0	0	120	114	91	156	0	0	118	0	93	0	0	0	0	387	132	0	673	1195	316	0	0	0	209	1366	1376	0
Ccdc59	223.542857	318	0	0	146	323	245	446	0	0	0	120	114	91	156	0	0	118	0	93	0	0	0	0	387	132	0	673	1195	316	0	0	0	209	1366	1376	0
Tmpo	223.485714	595	0	0	108	209	126	273	0	0	0	146	518	123	432	0	79	416	183	362	0	0	0	0	612	198	0	362	600	342	0	0	0	389	669	1080	0
Kmt2c	223.485714	504	0	0	72	246	195	244	0	0	0	191	431	142	397	0	99	425	214	389	0	0	0	0	1070	214	0	524	713	292	0	0	0	280	414	766	0
Frg2f1	223.114286	534	0	0	105	237	189	326	0	0	0	182	405	167	393	0	0	458	116	366	0	0	0	0	622	165	0	339	715	297	0	0	0	241	842	1110	0
Foxj3	223.114286	534	0	0	105	237	189	326	0	0	0	182	405	167	393	0	0	458	116	366	0	0	0	0	622	165	0	339	715	297	0	0	0	241	842	1110	0
Eps15	222.942857	518	0	0	111	327	215	318	0	0	0	147	230	0	306	0	104	433	0	319	0	0	0	0	641	157	0	681	979	386	0	0	0	319	642	970	0
Smim15	222.857143	549	0	0	151	250	152	385	0	0	0	163	196	0	73	0	0	214	0	250	0	0	0	0	806	280	0	709	1086	534	0	0	0	268	651	1083	0
Spire2	222.600000	493	0	0	177	276	234	494	0	0	0	233	279	0	289	0	0	186	146	303	0	0	0	0	381	362	70	660	1156	570	0	0	0	346	530	606	0
Rfx3	222.171429	657	0	68	121	168	130	250	0	0	0	253	367	83	194	0	90	540	208	332	0	0	0	0	580	187	0	539	563	235	0	0	0	245	902	1064	0
Syncrip	221.657143	580	0	0	127	236	141	537	0	0	0	217	288	0	223	0	0	343	0	365	0	0	0	0	601	388	0	701	1082	372	0	0	0	350	545	662	0
Rictor	221.571429	176	0	0	264	568	215	604	0	0	0	254	164	0	162	0	117	159	0	200	0	0	0	0	253	0	0	845	1194	227	0	0	0	221	1003	1129	0
1700066M21Rik	221.485714	659	0	0	143	238	257	311	0	0	0	136	259	0	234	0	0	268	118	356	0	0	0	0	730	0	0	583	723	191	0	0	0	372	863	1311	0
Zfp523	221.114286	210	0	0	143	493	289	492	0	0	0	268	431	114	274	0	0	771	139	647	0	0	0	0	338	0	0	560	691	182	0	0	0	417	696	584	0
Prkar2b	220.571429	347	0	0	168	290	305	395	0	0	0	202	172	0	178	0	128	296	0	247	0	0	0	0	626	225	0	814	1153	238	0	0	0	335	648	953	0
Usp34	220.485714	624	0	0	171	298	268	366	0	0	0	234	298	0	143	0	0	259	108	313	0	0	0	0	515	380	0	553	917	444	0	0	0	459	631	736	0
Ssbp2	220.457143	561	0	0	151	122	0	284	0	0	0	94	436	170	393	0	0	206	0	214	0	0	0	0	1195	152	0	545	732	257	0	0	0	221	807	1176	0
Ddx5	219.971429	976	0	0	0	176	211	200	0	0	0	108	338	142	169	0	0	372	184	318	0	0	0	0	821	147	0	461	745	197	0	0	0	299	854	981	0
Cep95	219.971429	976	0	0	0	176	211	200	0	0	0	108	338	142	169	0	0	372	184	318	0	0	0	0	821	147	0	461	745	197	0	0	0	299	854	981	0
Kpnb1	219.742857	624	0	0	83	198	144	265	0	0	0	139	341	0	212	0	0	295	132	342	0	0	0	0	642	359	0	617	912	230	0	0	0	319	647	1190	0
Btrc	219.685714	719	50	70	281	250	251	279	0	0	0	300	305	126	287	0	0	368	250	331	0	0	0	0	693	248	0	483	934	252	0	0	0	416	420	376	0
Kdm6b	219.485714	244	0	0	0	205	0	281	0	0	0	0	813	323	547	84	78	389	0	244	0	0	0	0	568	195	0	561	581	289	0	0	0	180	922	1178	0
Cic	219.485714	232	0	0	158	402	156	613	0	0	0	271	376	0	459	0	89	288	0	361	0	0	0	0	382	123	0	675	758	209	0	0	0	312	854	964	0
Cfap74	219.142857	774	261	172	109	364	159	342	0	0	0	211	242	0	141	0	0	226	112	287	0	0	0	0	0	237	164	870	1372	359	0	0	0	330	381	557	0
Rhoq	219.000000	529	0	0	204	284	124	352	0	0	0	145	280	0	234	0	69	406	0	276	0	0	0	0	624	149	0	490	920	303	0	0	0	302	748	1226	0
Dgkh	218.971429	867	0	0	0	218	165	335	0	0	0	192	242	0	206	0	0	234	100	317	0	0	0	0	0	463	0	726	1200	453	0	0	0	450	508	988	0
Marchf7	218.885714	304	0	0	221	377	131	550	0	0	0	221	239	0	313	0	0	362	112	278	0	0	0	0	495	216	0	744	1281	282	0	0	0	410	586	539	0
Fzd7	218.885714	396	0	0	228	469	109	449	0	0	0	149	400	0	252	0	73	466	187	518	0	0	0	0	327	262	0	710	912	182	0	0	0	356	432	784	0
Wwox	218.742857	550	308	228	0	0	176	158	0	0	0	91	522	176	378	0	282	165	202	254	330	331	421	316	464	113	267	343	448	147	0	0	0	193	263	530	0
Bcl2l2	218.542857	755	0	0	113	160	119	238	0	0	0	145	0	0	0	0	0	192	0	338	0	0	0	0	1304	200	0	757	933	407	0	0	0	497	584	907	0
Anapc5	218.400000	675	0	0	205	299	133	273	0	0	0	185	371	158	226	0	0	245	0	290	0	0	0	0	844	361	0	583	993	283	0	0	0	313	442	765	0
St3gal5	218.114286	309	0	0	158	394	164	583	0	0	0	319	343	130	291	0	0	149	0	233	0	0	0	0	341	187	0	709	1272	307	0	0	0	336	484	925	0
Mnat1	217.628571	315	0	0	207	571	310	364	0	0	0	431	341	0	249	0	94	230	142	407	0	0	0	0	393	247	0	387	916	137	0	0	0	220	729	927	0
Azin1	217.514286	362	105	92	0	330	325	566	0	0	0	400	172	0	118	0	0	195	0	230	0	0	0	0	298	337	68	655	911	371	0	0	0	479	653	946	0
Irs2	217.314286	361	0	0	183	263	186	389	0	0	0	297	372	0	247	0	99	229	113	316	0	0	0	0	634	464	125	572	850	464	0	0	0	427	380	635	0
Plag1	217.114286	729	0	0	0	172	0	324	0	0	0	230	358	0	219	0	0	390	0	353	0	0	0	0	1012	174	0	457	799	168	0	0	0	199	933	1082	0
Klf10	216.714286	702	0	0	132	254	194	358	0	0	0	228	216	0	243	0	146	386	151	271	0	0	0	0	737	301	0	526	707	298	0	0	0	333	620	782	0
D830031N03Rik	216.628571	189	0	0	0	373	234	397	0	0	0	309	189	0	150	0	0	249	93	208	0	0	0	0	330	332	120	701	1155	346	0	0	0	422	749	1036	0
Ift81	215.942857	937	0	0	112	301	245	341	0	0	0	164	232	0	177	0	0	269	141	220	0	0	0	0	810	157	0	494	755	360	0	0	0	445	663	735	0
Ppp1cb	215.257143	346	0	91	123	237	207	296	0	0	0	273	261	0	0	0	88	387	146	580	0	0	0	0	450	407	112	786	997	445	0	0	0	471	345	486	0
Sp3	214.885714	279	0	0	164	251	159	306	0	0	0	240	194	0	292	0	76	398	146	228	0	0	0	0	543	158	0	517	680	496	0	0	0	555	826	1013	0
Sde2	214.257143	1067	0	0	136	231	0	379	0	0	0	123	457	143	438	0	0	301	0	245	0	0	0	0	1018	139	0	420	884	163	0	0	0	208	434	713	0
Ep300	214.142857	697	0	0	142	218	213	223	0	0	0	305	224	0	259	0	0	240	0	236	0	0	0	0	596	271	0	412	667	206	0	0	0	235	1260	1091	0
Trp53bp2	214.000000	249	0	0	142	275	184	408	0	0	0	167	314	0	216	0	89	237	112	458	0	0	0	0	403	0	0	1003	1257	493	0	0	0	423	470	590	0
Zmym4	213.885714	398	0	0	145	318	275	377	0	0	0	360	507	101	354	0	0	442	0	562	0	0	0	0	380	0	0	566	770	309	0	0	0	559	464	599	0
Camk2d	213.771429	793	0	0	116	271	118	305	0	0	0	186	204	0	123	0	0	195	0	151	0	0	0	0	0	332	108	772	962	395	0	0	0	394	938	1119	0
Dynlt1b	213.628571	275	0	84	214	442	306	571	0	0	0	171	191	0	155	0	66	376	212	489	0	0	0	0	296	356	0	825	1201	404	0	0	0	396	255	192	0
Asmt	213.400000	503	318	0	172	283	439	0	0	0	0	307	515	225	428	426	420	246	191	361	0	247	186	157	165	249	158	330	259	253	0	0	0	244	179	208	0
Tsc1	213.228571	362	0	0	0	317	170	217	0	0	0	300	973	123	489	0	0	438	0	445	0	0	0	0	381	294	0	620	890	200	0	0	0	417	328	499	0
Tbc1d10c	212.542857	732	0	0	226	471	128	451	0	0	0	98	211	0	0	0	0	0	0	199	0	0	0	0	686	291	0	746	1202	229	0	0	0	202	849	718	0
Ppp1ca	212.542857	732	0	0	226	471	128	451	0	0	0	98	211	0	0	0	0	0	0	199	0	0	0	0	686	291	0	746	1202	229	0	0	0	202	849	718	0
Mbd3	212.485714	140	0	0	90	356	246	320	0	0	0	156	252	0	222	0	100	342	202	367	0	0	0	0	624	0	0	486	942	253	0	0	0	446	717	1176	0
Ahdc1	212.200000	691	0	0	0	215	168	296	0	0	0	120	550	0	346	0	153	552	173	439	0	0	0	0	818	143	0	350	718	278	0	0	0	259	567	591	0
Atp5g2	211.942857	724	0	0	0	266	181	228	0	0	0	224	323	113	206	0	0	202	0	303	0	0	0	0	795	281	97	592	755	444	0	0	0	397	559	728	0
Tbc1d14	211.171429	899	0	0	0	244	176	284	0	0	0	167	673	168	379	0	0	226	112	306	0	0	0	0	1099	88	0	468	582	150	0	0	0	240	450	680	0
Smg7	211.057143	596	0	0	184	244	136	276	0	0	0	196	398	112	461	0	95	191	224	312	0	0	0	0	884	190	0	363	763	162	0	0	0	218	710	672	0
Eif1	210.457143	947	0	0	137	168	143	276	0	0	0	236	232	0	196	0	0	195	163	236	0	0	0	0	843	189	0	631	798	183	0	0	0	228	790	775	0
Ptpn11	209.800000	591	0	0	178	393	135	466	0	0	0	175	283	0	235	0	0	262	102	238	0	0	0	0	987	0	0	563	772	86	0	0	0	128	791	958	0
Tsc22d1	209.657143	201	0	0	267	599	242	561	0	0	0	263	474	0	299	0	0	332	183	267	0	0	0	0	309	312	0	618	775	271	0	0	0	364	433	568	0
Sertad2	209.657143	497	0	0	135	395	201	381	0	0	0	208	132	0	127	0	0	221	0	271	0	0	0	0	563	262	0	754	873	278	0	0	0	386	689	965	0
Ctnnb1	209.428571	347	0	0	104	176	136	295	0	0	0	215	528	147	526	0	0	582	157	660	0	0	0	0	543	0	0	436	866	314	0	0	0	231	422	645	0
Efna5	209.400000	239	0	0	0	189	99	253	0	0	0	205	285	0	209	0	74	228	122	268	0	0	0	0	0	330	0	662	1175	331	0	0	0	487	815	1358	0
Ldha	209.257143	776	0	0	133	251	191	314	0	0	0	210	272	0	266	0	0	208	0	147	0	0	0	0	875	126	0	453	604	144	0	0	0	240	926	1188	0
Abcc5	209.085714	843	0	133	104	237	109	269	0	0	0	169	422	0	289	0	0	230	0	199	0	0	0	0	860	254	0	540	808	263	0	0	0	350	413	826	0
Capn7	209.057143	616	0	0	130	424	201	468	0	0	0	217	217	0	245	0	91	376	216	328	0	0	0	0	469	335	0	663	988	271	0	0	0	237	225	600	0
Sec62	208.942857	605	0	0	149	349	210	370	0	0	0	221	294	130	224	0	0	220	143	311	0	0	0	0	707	213	0	513	966	219	0	0	0	273	463	733	0
Gabbr1	208.600000	547	0	0	121	205	122	323	0	0	0	184	155	0	181	0	0	257	0	334	0	0	0	0	715	185	0	515	664	216	0	0	0	328	1036	1213	0
Dazap2	208.542857	304	0	0	0	126	129	209	0	0	0	169	83	0	123	0	107	366	269	435	0	0	0	0	369	278	114	784	1144	564	0	0	0	552	568	606	0
Orc4	208.285714	878	0	0	84	222	134	229	0	0	0	145	278	0	199	0	91	295	96	339	0	0	0	0	887	150	0	687	950	216	0	0	0	372	460	578	0
Mbd5	208.285714	878	0	0	84	222	134	229	0	0	0	145	278	0	199	0	91	295	96	339	0	0	0	0	887	150	0	687	950	216	0	0	0	372	460	578	0
Ubap2l	208.085714	742	0	0	0	183	121	317	0	0	0	157	189	0	205	0	114	224	196	251	0	0	0	0	706	208	0	633	909	364	0	0	0	318	681	765	0
4933434E20Rik	208.085714	742	0	0	0	183	121	317	0	0	0	157	189	0	205	0	114	224	196	251	0	0	0	0	706	208	0	633	909	364	0	0	0	318	681	765	0
Abi1	207.885714	1193	0	0	0	107	132	216	0	0	0	186	237	0	183	0	0	163	132	138	0	0	0	0	982	193	0	537	757	271	0	0	0	276	710	863	0
Ube2d3	207.514286	1008	0	0	124	165	127	191	0	0	0	167	576	189	418	0	0	366	165	298	0	0	0	0	605	177	0	389	661	182	0	0	0	161	530	764	0
Asb7	207.428571	863	0	0	106	291	81	242	0	0	0	152	300	0	179	0	99	274	114	198	0	0	0	0	764	151	0	785	1230	188	0	0	0	159	332	752	0
Smim7	207.371429	152	0	0	192	480	323	522	0	0	0	256	186	0	337	0	0	220	0	412	0	0	0	0	506	270	0	718	931	258	0	0	0	306	441	748	0
Dipk2a	207.200000	0	0	0	127	328	313	478	0	0	0	356	303	0	233	0	159	347	200	455	0	0	0	0	334	137	0	585	844	393	0	0	0	461	499	700	0
Ube2r2	207.114286	326	77	0	162	260	199	359	0	0	0	323	307	0	268	0	105	288	112	329	0	0	0	0	530	331	0	431	780	308	0	0	0	381	615	758	0
Mtss2	206.971429	239	0	0	183	375	281	516	0	0	0	0	376	81	184	0	0	185	0	361	0	0	0	0	223	232	0	868	1116	426	0	0	0	366	459	773	0
Aftph	206.885714	581	0	0	0	300	128	150	0	0	0	186	515	149	236	0	143	390	185	409	0	0	0	0	825	228	0	573	788	238	0	0	0	240	394	583	0
Kdm2a	206.685714	676	0	0	153	186	131	286	0	0	0	197	87	0	130	0	0	188	0	244	0	0	0	0	691	344	0	581	810	210	0	0	0	403	1014	903	0
Ubr5	205.971429	386	0	0	113	318	280	500	0	0	0	334	292	0	239	0	0	317	0	206	0	0	0	0	576	180	0	593	919	295	0	0	0	486	658	517	0
Blmh	205.857143	740	0	0	101	322	254	348	0	0	0	201	376	133	262	0	112	344	0	264	0	0	0	0	604	334	0	558	741	220	0	0	0	400	413	478	0
Ccsap	205.514286	553	0	0	134	196	189	248	0	0	0	189	347	0	248	0	0	360	145	340	0	0	0	0	621	271	0	720	947	434	0	0	0	335	269	647	0
Pbx3	205.457143	649	0	167	0	277	145	398	0	0	0	191	165	0	135	0	0	389	148	270	0	0	0	0	681	384	0	500	684	430	0	0	0	402	460	716	0
Ctxn1	205.457143	0	0	0	152	358	175	578	0	0	0	172	194	0	126	0	104	137	110	172	0	0	0	0	578	243	0	1016	1397	443	0	0	0	369	360	507	0
Aktip	205.457143	777	0	0	70	87	304	280	0	0	0	138	237	0	186	0	0	241	149	253	0	0	0	0	676	256	65	642	1048	469	0	0	0	436	263	614	0
Zfp217	205.342857	643	0	0	225	365	213	441	0	0	0	458	359	0	359	0	0	299	181	328	0	0	0	0	336	343	0	463	737	169	0	0	0	316	400	552	0
Ctbp1	204.228571	342	0	0	0	283	160	369	0	0	0	109	232	0	236	0	0	238	0	254	0	0	0	0	819	164	0	553	910	411	0	0	0	268	908	892	0
Ubxn1	204.085714	901	0	0	0	398	172	287	0	0	0	270	261	0	143	0	0	159	118	173	0	0	0	0	924	231	77	302	927	292	0	0	0	368	446	694	0
Rnf215	204.085714	364	0	0	172	438	129	391	0	0	0	154	107	0	0	0	0	0	0	0	0	0	0	0	749	197	0	986	1358	189	0	0	0	483	587	839	0
