Target_genes	Gata2|Average	SRX3014480|3T3-L1	SRX3014481|3T3-L1	SRX1056339|416B	SRX3014484|C3H/10T1/2	SRX3014485|C3H/10T1/2	SRX340953|FDCPmix	SRX340956|FDCPmix	SRX340959|FDCPmix	SRX340964|FDCPmix	SRX340965|FDCPmix	SRX340968|FDCPmix	SRX340969|FDCPmix	SRX079863|G1E	SRX079864|G1E	SRX100313|G1E	SRX145067|G1E	SRX1901617|G1E	SRX1901619|G1E	SRX145068|G1E-ER4+E2	SRX8820362|G1E-ER4+E2	SRX8820363|G1E-ER4+E2	SRX092597|G1ME	SRX035992|Hematopoietic_progenitors	SRX1939440|Lymphoid-primed_multipotent_progenitors	SRX206424|Mast_Cells	SRX310202|Mast_Cells	SRX9030837|Mast_Cells	SRX9030838|Mast_Cells	SRX9030839|Mast_Cells	SRX9030840|Mast_Cells	SRX1035383|mESC_derived_haematopoietic_progenitor	SRX1035394|mESC_derived_haematopoietic_progenitor	SRX2416653|Trophoblast_stem_cells	SRX1297850|Unclassified	SRX183894|Uterus	STRING
Tnfrsf9	442.571429	0	0	0	0	0	228	103	163	0	0	67	0	0	0	781	0	1855	1987	0	464	0	0	178	0	1574	1574	1905	2036	2011	564	0	0	0	0	0	0
Septin9	440.628571	0	0	159	0	0	0	96	0	0	0	0	0	0	0	2137	99	2643	2456	0	2300	289	0	0	0	1167	1168	443	602	714	0	0	0	0	0	1149	0
Gp1ba	436.342857	0	0	1056	0	0	187	157	112	121	0	127	0	0	0	1066	0	1863	2083	0	565	0	428	0	0	874	875	1814	2102	1709	0	0	0	0	0	133	0
Il9r	434.942857	0	0	0	0	0	0	0	170	228	184	160	218	0	0	691	0	1384	1349	0	964	175	178	0	0	1633	1635	1706	1745	1789	391	0	0	0	110	513	0
Hdgf	433.685714	0	0	880	0	0	97	121	134	0	0	0	0	0	0	1561	0	2737	2620	0	2221	554	1067	346	0	134	135	694	713	1069	0	0	0	0	0	96	0
Adcy7	433.342857	0	0	139	0	0	0	0	0	0	0	0	0	0	0	1342	0	2693	2462	0	584	206	0	0	308	1663	1671	818	894	1556	0	0	0	0	0	831	0
Steap3	432.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1804	0	2525	2515	0	1445	290	0	0	0	1424	1436	649	916	1770	0	0	0	0	0	377	0
Plek	431.114286	0	0	464	0	0	171	132	175	0	0	139	193	0	0	754	0	2389	2354	0	874	0	448	243	0	529	529	1559	1757	1858	325	0	0	0	196	0	0
Ly6g6e	430.542857	0	0	458	0	0	0	0	0	0	0	0	0	0	0	1218	0	2616	2653	0	912	184	0	0	0	1367	1372	1226	1517	1546	0	0	0	0	0	0	0
Sgf29	430.314286	0	0	0	0	0	0	153	263	0	0	0	149	0	0	2043	0	2204	2095	0	1193	119	0	0	0	461	461	1948	2114	1331	185	0	0	0	0	342	0
Zbtb7a	429.685714	0	0	0	0	0	226	0	0	0	161	151	342	0	0	971	0	1410	1542	0	797	188	0	134	0	1755	1760	1129	1162	1805	213	0	0	0	0	1293	0
Gse1	429.200000	0	0	374	0	0	0	0	0	0	0	0	0	0	0	1535	0	2163	2223	0	1045	125	133	116	0	1161	1160	1292	1656	1350	234	0	0	0	0	455	0
Rab35	428.171429	0	0	148	0	0	173	0	308	0	0	167	156	0	0	1769	0	1815	2438	0	1056	0	0	291	0	2143	2147	648	885	842	0	0	0	0	0	0	0
Elf5	427.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1422	0	2099	2578	0	545	0	0	0	0	531	531	1738	2199	2209	296	0	0	0	0	807	0
Zfp316	426.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115	0	1488	1820	0	737	162	0	183	0	2430	2432	1613	1808	996	0	0	0	0	0	151	0
Depdc1b	426.200000	0	0	478	0	0	143	0	0	0	0	0	108	0	0	1490	0	2838	2815	0	1057	211	594	211	0	449	452	1025	1522	1222	0	0	0	0	0	302	0
Rac2	425.885714	0	0	261	0	0	268	0	0	0	116	0	0	0	0	836	0	2398	2466	0	1245	93	0	200	0	2149	2149	732	816	1177	0	0	0	0	0	0	0
Cbfa2t3	425.514286	0	0	369	0	0	198	0	0	91	0	0	236	0	0	1495	0	1970	1954	0	782	441	146	474	166	1338	1337	1182	1438	1179	0	0	0	0	0	97	0
Fam124b	424.685714	0	0	401	0	0	691	151	668	328	225	536	379	0	0	0	0	124	167	0	0	0	804	202	138	843	844	1688	1967	2344	374	0	0	0	477	1513	0
Ap1m1	421.085714	0	0	151	165	0	0	189	263	135	143	157	232	0	0	780	0	1864	2041	0	356	153	335	219	0	1508	1525	707	908	788	0	0	0	0	0	2119	0
Spty2d1	420.571429	0	0	195	0	0	241	176	118	0	111	0	301	0	0	524	0	815	1375	0	290	0	159	294	0	2239	2233	1025	1224	1358	0	0	0	0	0	2042	0
Lpar5	420.228571	0	0	203	0	0	0	0	345	136	162	0	75	0	0	1114	0	2267	2351	0	756	129	138	118	0	1975	1977	1062	1149	751	0	0	0	0	0	0	0
Pik3r6	420.114286	0	0	602	0	0	390	0	139	0	92	124	122	0	0	240	0	342	192	0	158	0	0	144	0	2668	2665	1830	2090	2424	482	0	0	0	0	0	0
Cpox	417.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1723	0	2229	2043	0	1756	370	0	135	0	1711	1704	649	808	556	0	0	0	0	0	943	0
Mosmo	417.342857	0	0	0	0	0	0	0	0	0	116	0	243	0	0	1775	0	2463	2469	0	1149	0	0	0	0	1606	1604	1065	1305	812	0	0	0	0	0	0	0
Paqr8	416.828571	123	215	0	0	0	177	0	0	0	0	0	139	0	0	579	0	681	1159	0	506	0	0	0	0	2409	2409	1136	1185	2138	299	0	0	0	0	1434	0
Ankrd11	416.200000	0	0	0	0	0	260	241	0	163	184	0	0	0	0	708	0	1169	1471	0	829	0	0	0	571	1991	2010	1287	1581	1242	0	0	0	0	0	860	0
Fam20b	414.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	0	1444	1589	0	392	104	0	0	0	2620	2620	1167	1350	1550	156	0	0	0	0	647	0
Itgb3	411.800000	0	0	548	0	0	311	226	241	95	0	0	131	0	0	1385	0	1315	1438	0	539	166	311	0	591	1157	1159	1259	1524	1660	152	0	0	0	0	205	0
Ptk2b	411.228571	0	0	253	0	0	291	0	90	0	214	0	140	0	0	305	0	1349	1638	0	283	86	174	0	0	1832	1831	1318	1639	1638	278	0	0	0	0	1034	0
Tmem219	410.914286	0	0	0	0	0	116	132	351	122	131	310	337	0	0	1024	0	1693	2058	0	705	98	137	0	0	703	695	1624	1958	1365	105	0	0	0	0	718	0
Kctd13	410.914286	0	0	0	0	0	116	132	351	122	131	310	337	0	0	1024	0	1693	2058	0	705	98	137	0	0	703	695	1624	1958	1365	105	0	0	0	0	718	0
Gata1	410.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1851	0	1747	2036	0	1454	617	176	0	0	1614	1615	893	986	1177	198	0	0	0	0	0	205
Fam89b	408.885714	0	0	482	0	0	643	0	0	0	0	0	0	0	0	208	0	997	1031	0	444	0	264	0	119	1792	1790	1554	1825	2038	0	0	0	0	0	1124	0
Cpa3	408.828571	0	0	0	0	0	0	0	196	206	156	0	0	0	0	1299	0	2204	1976	0	604	0	149	89	0	812	809	1703	1936	1927	243	0	0	0	0	0	0
Art4	407.600000	0	0	517	0	0	0	0	0	0	0	0	0	0	0	2179	104	2652	2593	0	2713	662	507	231	0	652	649	0	0	0	0	0	0	0	0	807	0
Pnpo	407.457143	0	0	649	0	0	214	117	0	0	0	0	0	0	0	2104	0	2579	2473	0	2070	499	833	0	0	748	748	467	560	200	0	0	0	0	0	0	0
Il12rb2	406.457143	0	0	122	0	0	0	0	184	267	336	176	446	0	0	1815	62	2644	2597	0	514	216	212	139	0	653	657	1199	1445	542	0	0	0	0	0	0	0
Otub2	406.314286	0	0	275	0	0	0	0	158	221	0	0	0	0	0	1911	0	2562	2407	0	1951	164	460	267	0	226	225	959	1144	1193	0	0	0	0	0	98	0
Dohh	405.942857	0	0	860	0	0	0	0	0	0	0	0	0	0	0	1301	0	2512	2497	0	625	207	592	100	0	983	985	877	1265	693	0	0	0	0	0	711	0
Slc29a1	405.371429	0	0	0	0	0	302	215	0	163	188	0	143	0	0	1170	0	1965	1994	0	822	0	0	0	496	436	436	1453	1808	1426	0	0	0	0	0	1171	0
Mfsd2b	404.142857	0	0	178	0	0	0	156	0	108	166	0	127	0	0	1405	0	2290	2204	0	565	154	219	0	0	2494	2484	211	354	215	0	0	0	0	0	815	0
Atp8a1	403.342857	0	0	704	0	0	306	0	221	0	0	199	110	0	0	900	0	1323	1709	0	801	158	376	0	0	1158	1157	1221	1372	1234	0	0	0	0	0	1168	0
Tiam1	401.800000	0	0	554	0	0	577	121	326	186	214	199	299	0	0	208	0	614	1079	0	187	0	0	301	0	2324	2322	1258	1301	1640	0	0	0	0	0	353	0
Map3k6	401.542857	0	0	354	0	0	272	0	0	0	0	0	0	0	0	1120	0	1607	696	0	638	163	0	281	0	1935	1939	1384	1985	1341	0	0	0	0	0	339	0
Med13l	400.171429	0	0	0	0	0	0	0	0	0	107	0	0	0	0	1686	0	1578	2109	0	1174	153	0	0	0	762	784	1586	1878	1673	0	0	0	0	0	516	0
Tspoap1	400.028571	0	0	302	0	0	213	277	562	553	392	394	522	0	0	945	0	1352	1777	0	937	280	530	164	106	725	724	767	1012	1156	0	0	0	0	162	149	0
Ifngr2	398.371429	0	0	846	0	0	494	160	135	0	0	115	141	0	0	1477	0	2495	2363	0	1359	121	677	396	0	1122	1123	211	383	325	0	0	0	0	0	0	0
Unc13d	398.257143	0	0	575	0	0	357	224	391	168	255	337	373	0	0	583	0	1214	1464	0	284	110	245	182	0	1939	1936	781	1057	1150	0	0	0	0	0	314	0
Runx1	398.200000	0	0	442	0	0	0	0	0	0	0	0	0	0	0	1711	0	2252	2143	0	1197	400	114	134	0	643	642	1273	1563	1048	0	0	0	0	0	375	0
Kcne3	397.085714	0	0	0	0	0	483	225	382	418	441	297	465	0	0	463	0	1895	1949	0	430	165	0	0	180	1351	1352	1227	1420	755	0	0	0	0	0	0	0
Mto1	396.685714	0	79	453	120	0	110	0	122	0	90	240	358	0	0	1166	0	1350	1440	0	788	135	0	126	0	1781	1787	639	643	996	0	0	0	0	155	1306	0
Cgas	396.685714	0	79	453	120	0	110	0	122	0	90	240	358	0	0	1166	0	1350	1440	0	788	135	0	126	0	1781	1787	639	643	996	0	0	0	0	155	1306	0
Spaca9	396.200000	0	0	0	0	0	0	111	0	0	0	0	0	0	0	1842	0	2371	2215	0	1782	218	223	0	0	804	807	1234	1367	893	0	0	0	0	0	0	0
Ak8	396.200000	0	0	0	0	0	0	111	0	0	0	0	0	0	0	1842	0	2371	2215	0	1782	218	223	0	0	804	807	1234	1367	893	0	0	0	0	0	0	0
Mob1b	395.971429	0	0	578	0	0	0	0	0	0	0	0	0	0	0	927	0	2116	2190	0	587	0	464	0	0	482	480	1612	1953	1884	321	0	0	0	0	265	0
Cstad	395.428571	164	333	579	595	466	270	0	216	0	0	0	122	0	0	333	0	2090	1654	0	493	0	370	141	107	369	370	1108	1102	947	0	0	0	0	0	2011	0
Isca1	395.285714	0	0	371	0	0	204	0	0	0	0	0	0	0	0	1411	0	1978	2094	0	987	444	146	235	0	1375	1378	752	1003	1241	0	0	0	0	0	216	0
Eloa	394.285714	0	0	0	0	0	0	0	0	0	136	0	276	0	0	257	0	1513	1382	0	224	0	0	299	0	2808	2813	565	636	786	0	0	0	0	0	2105	0
Rab8b	393.600000	0	0	232	0	0	306	0	0	221	197	204	298	0	0	517	0	1010	1070	0	650	135	0	117	0	2727	2727	731	792	1134	0	0	0	0	0	708	0
Fech	393.142857	0	0	0	0	0	202	0	206	146	259	0	159	0	0	1540	0	2187	2129	0	883	275	0	0	0	1775	1770	487	556	501	0	0	0	0	0	685	0
B9d2	393.142857	0	0	517	0	0	0	0	0	0	0	0	0	0	0	785	0	2124	2127	0	691	154	450	266	0	1254	1251	903	1177	1422	0	0	0	0	0	639	0
Il31ra	393.057143	476	598	254	580	935	203	422	281	327	288	208	0	287	541	519	558	390	438	612	606	1066	0	254	963	747	747	0	0	0	0	0	549	0	0	908	0
Fzr1	392.914286	0	0	860	0	0	0	0	0	0	0	0	0	0	0	1301	0	2512	2497	0	625	207	592	100	0	983	985	877	1265	693	0	0	0	0	0	255	0
Frmd4a	392.828571	0	0	0	0	0	0	160	0	0	0	137	161	0	0	1773	0	2431	2505	0	1577	348	0	178	0	727	727	972	1162	611	0	0	0	0	0	280	0
Slc41a3	392.628571	0	0	281	0	0	0	0	0	0	154	0	0	0	0	1748	0	2124	2016	0	1594	281	280	103	0	720	720	1265	1368	1007	0	0	0	0	0	81	0
Tmem259	392.200000	0	0	392	0	0	0	0	138	0	103	97	124	0	0	1092	0	1597	2100	0	626	0	0	0	0	1776	1776	975	1286	1380	0	0	0	0	0	265	0
Cnn2	392.200000	0	0	392	0	0	0	0	138	0	103	97	124	0	0	1092	0	1597	2100	0	626	0	0	0	0	1776	1776	975	1286	1380	0	0	0	0	0	265	0
Csf2rb	392.057143	0	0	824	0	0	424	0	179	182	161	351	375	0	0	828	0	1228	1703	0	982	182	376	151	0	1391	1469	828	1032	1056	0	0	0	0	0	0	0
Itsn1	391.542857	0	120	531	111	96	159	0	0	71	139	159	416	0	124	972	90	1457	1795	0	1020	209	157	0	0	2493	2490	142	220	0	0	0	0	0	0	733	0
Cryzl1	391.542857	0	120	531	111	96	159	0	0	71	139	159	416	0	124	972	90	1457	1795	0	1020	209	157	0	0	2493	2490	142	220	0	0	0	0	0	0	733	0
Hspa4l	390.885714	0	0	380	0	150	280	0	0	108	116	160	0	0	0	676	0	737	976	0	295	100	0	157	0	2337	2337	1081	1252	1640	0	0	0	0	0	899	0
Fndc5	390.714286	0	0	0	0	0	362	221	625	222	180	322	284	0	0	1044	0	1706	1828	0	701	280	171	0	0	659	659	1137	1139	1082	0	0	0	0	248	805	0
Smg9	390.600000	0	0	134	0	0	233	0	222	0	150	0	0	0	0	791	0	1658	1657	0	846	0	160	119	0	1601	1596	1162	1425	1586	179	0	0	0	0	152	0
Dnajb6	389.285714	0	0	657	0	0	159	124	310	0	100	172	157	0	0	470	0	723	1542	0	315	0	261	255	180	2287	2285	717	746	947	0	0	0	0	0	1218	0
Tab1	388.885714	0	0	246	0	0	0	163	160	0	143	0	0	0	0	1936	0	2519	2521	0	1645	254	411	0	0	985	989	477	516	427	0	0	0	0	0	219	0
Ttll11	388.771429	0	0	154	0	0	204	180	414	465	441	425	879	0	0	165	0	263	235	0	0	0	311	117	526	1287	1289	1331	1559	1595	236	0	0	0	0	1531	0
Tespa1	387.885714	0	0	385	0	0	430	116	208	293	404	370	604	0	0	321	0	1670	1964	0	638	129	630	155	0	665	664	1243	1591	1096	0	0	0	0	0	0	0
Spi1	387.428571	0	0	435	0	0	0	0	0	0	0	0	0	0	0	1643	0	2279	2506	0	827	0	0	0	0	1167	1169	1057	1129	1071	0	0	0	0	0	277	0
C3ar1	387.114286	0	0	851	0	0	527	0	178	267	134	202	294	0	0	527	0	864	1627	0	520	0	187	0	0	1155	1155	1270	1572	2024	195	0	0	0	0	0	0
Clcn3	386.371429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	2233	2169	0	1303	165	0	122	0	542	540	898	1220	1032	0	0	0	0	0	2219	0
Phf23	386.342857	0	0	0	0	0	289	171	0	0	0	0	0	0	0	613	106	1219	1381	239	1145	190	487	0	309	1332	1330	867	994	1010	0	0	0	0	0	1840	0
Glrx5	385.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	0	2067	2032	0	1337	197	0	115	0	1919	1915	935	1075	532	0	0	0	0	0	304	0
Rpl19	385.685714	0	0	277	0	0	481	0	426	200	133	213	314	0	0	389	0	1369	1547	0	984	0	314	0	0	1368	1369	765	995	1302	243	0	0	0	0	810	0
Cacnb1	385.685714	0	0	277	0	0	481	0	426	200	133	213	314	0	0	389	0	1369	1547	0	984	0	314	0	0	1368	1369	765	995	1302	243	0	0	0	0	810	0
Tnf	385.342857	0	0	0	0	0	0	70	0	0	0	0	0	0	0	887	0	427	682	0	0	0	0	0	0	1498	1498	2515	2744	2561	605	0	0	0	0	0	0
Lta	385.342857	0	0	0	0	0	0	70	0	0	0	0	0	0	0	887	0	427	682	0	0	0	0	0	0	1498	1498	2515	2744	2561	605	0	0	0	0	0	0
Gpn3	385.057143	0	0	0	0	0	0	0	292	0	102	0	0	0	0	321	0	986	1474	0	239	0	0	208	339	2357	2345	721	637	1284	0	0	0	0	0	2172	0
Fam216a	385.057143	0	0	0	0	0	0	0	292	0	102	0	0	0	0	321	0	986	1474	0	239	0	0	208	339	2357	2345	721	637	1284	0	0	0	0	0	2172	0
Tmem101	384.885714	0	0	0	0	0	532	783	851	0	0	0	0	0	0	387	0	178	334	0	0	0	0	0	1767	2886	2882	251	0	127	0	0	0	0	181	2312	0
Lpin1	384.800000	0	0	0	0	0	0	0	299	0	0	0	110	0	66	1118	120	1479	1714	0	1035	0	132	0	0	937	935	1431	1558	2029	320	0	0	0	0	185	0
Fam222a	384.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	0	1588	2037	0	971	0	0	0	0	1463	1455	1381	1298	1238	0	0	0	0	0	491	0
Rfc2	384.085714	0	0	419	0	0	0	0	0	0	91	0	0	0	0	608	0	1791	1959	0	0	0	112	0	0	1273	1275	1560	1915	1944	315	0	0	0	0	181	0
Pcgf1	383.885714	0	0	187	0	0	123	0	0	0	115	108	267	0	0	548	0	1602	1717	0	526	0	0	152	0	2427	2356	725	712	634	0	0	0	0	0	1237	0
Tph1	383.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	0	1661	1390	0	791	155	194	0	0	1072	1069	1655	1953	1569	301	0	0	0	0	228	0
Comtd1	377.828571	0	0	0	0	0	0	0	0	147	189	0	0	0	0	1033	0	1469	1620	0	461	0	0	0	0	1793	1793	1544	1862	730	0	0	0	0	0	583	0
A430057M04Rik	377.828571	0	0	0	0	0	0	0	0	147	189	0	0	0	0	1033	0	1469	1620	0	461	0	0	0	0	1793	1793	1544	1862	730	0	0	0	0	0	583	0
Rabgef1	377.285714	0	0	306	0	0	0	0	0	0	0	0	0	0	0	1531	0	2530	2170	0	1486	221	223	203	0	762	761	447	639	981	0	0	0	0	0	945	0
Txnip	377.200000	0	0	126	0	0	261	164	738	192	315	235	636	0	0	628	0	1427	1645	0	872	99	452	0	0	719	719	1135	971	438	0	0	0	0	0	1430	0
Mbnl1	376.714286	0	0	699	0	0	0	127	0	0	0	153	108	0	0	820	0	843	1209	0	161	0	0	180	185	2103	2100	1241	1418	1563	0	0	0	0	0	275	0
Pabpc4	376.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2189	0	2481	2684	0	1837	252	0	0	0	1334	1278	235	283	395	0	0	0	0	0	212	0
Calr	376.514286	0	0	266	0	0	238	0	192	177	0	139	138	0	0	1570	0	2714	2811	0	1270	182	242	364	0	186	188	490	685	852	0	0	0	0	175	299	0
Rsad1	376.371429	0	0	0	0	0	137	155	304	0	0	0	0	0	0	0	0	169	184	0	0	0	0	0	0	2491	2490	2155	2294	2035	407	0	0	0	0	352	0
Ap5s1	376.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974	77	2541	2393	0	2689	460	439	142	0	881	881	0	0	0	0	0	0	0	0	690	0
Hmbs	374.914286	0	0	138	0	0	0	149	0	0	0	0	0	0	0	1589	0	2256	2370	0	1169	187	156	0	0	1007	1010	762	1095	1055	0	0	0	0	0	179	0
Vrk1	374.514286	0	0	221	0	0	512	0	261	293	355	417	461	0	0	1265	0	1731	2039	0	770	254	0	0	0	624	624	1106	1329	686	0	0	0	0	0	160	0
Zyx	373.828571	0	0	752	0	0	464	257	397	127	139	312	313	0	0	0	0	0	0	0	0	0	449	290	0	1872	1870	1451	1653	1853	243	0	0	0	274	368	0
Appl2	373.457143	0	0	371	0	0	0	0	0	0	0	0	0	0	0	366	0	2003	1342	0	420	0	0	0	0	1733	1740	1298	1527	1703	299	0	0	0	0	269	0
Il1rl1	373.285714	0	0	0	0	0	0	0	0	120	0	0	0	0	0	1583	0	1944	1999	0	856	0	183	0	0	615	613	1556	1410	1679	507	0	0	0	0	0	0
Zbtb5	373.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	0	1018	1479	0	249	0	0	0	0	1477	1486	1709	2070	1763	230	0	0	0	0	411	0
Rsrc2	372.085714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	0	2497	2410	0	494	0	0	0	256	317	315	1083	1308	1667	0	0	0	0	0	1313	0
Kntc1	372.085714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	0	2497	2410	0	494	0	0	0	256	317	315	1083	1308	1667	0	0	0	0	0	1313	0
Rps9	371.200000	0	0	247	0	0	434	0	238	185	251	167	174	0	0	437	0	1718	1628	0	378	137	0	108	0	522	519	1622	1638	1575	157	0	0	0	149	708	0
Ppp1r3f	370.371429	0	0	0	0	0	0	0	0	0	170	0	0	0	0	1199	0	960	1144	0	425	0	0	0	0	758	758	1965	1897	2165	307	0	0	0	0	1215	0
Tmtc2	368.885714	0	0	174	0	0	153	0	0	0	0	0	0	0	0	1895	0	2378	2240	0	1658	0	152	0	0	549	549	585	827	885	0	0	0	0	0	866	0
Zfp974	368.571429	0	0	203	0	0	614	155	704	169	176	343	221	0	0	146	0	873	773	0	282	0	600	585	232	794	802	1578	1685	1593	0	0	0	0	0	372	0
Erv3	368.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802	0	2280	2133	0	854	135	0	0	0	269	270	1648	2188	1316	0	0	0	0	0	0	0
Pwwp3a	367.571429	0	0	300	0	0	161	0	193	118	183	210	229	0	0	356	0	1122	1627	0	828	0	0	0	0	1955	1951	958	1306	986	0	0	0	0	0	382	0
Mob3a	367.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088	0	2509	2366	0	1882	643	648	197	0	516	514	229	365	669	0	0	0	0	0	230	0
Izumo4	367.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088	0	2509	2366	0	1882	643	648	197	0	516	514	229	365	669	0	0	0	0	0	230	0
Txnrd1	365.800000	0	0	0	0	0	308	0	0	143	191	248	350	0	0	0	0	215	283	0	0	0	0	0	0	2391	2385	1229	1697	1424	0	0	0	0	0	1939	0
Acot4	365.771429	0	0	0	0	0	521	0	254	0	123	272	218	0	0	1326	0	2143	2115	0	458	0	248	0	0	732	807	1109	1234	918	0	0	0	0	0	324	0
Ssbp3	365.657143	0	0	312	0	0	0	0	0	0	0	0	0	0	0	1196	0	2356	2296	0	788	0	235	0	0	1353	1353	501	590	808	0	0	0	0	0	1010	0
Tmem131	365.342857	0	0	0	0	0	91	186	0	0	0	0	0	0	0	1425	0	1579	1915	0	1081	130	0	0	542	895	896	941	1277	828	0	0	0	0	0	1001	0
Herc1	364.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	0	1302	1693	0	523	142	0	0	0	1945	1940	1112	1229	1386	0	0	0	0	0	145	0
Prss34	363.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	0	2276	2379	0	543	0	0	0	0	612	614	1875	1821	1387	0	0	0	0	0	0	0
Pik3cd	363.257143	0	0	251	0	0	228	0	168	0	0	0	122	0	0	0	0	635	1056	0	460	0	314	0	194	1830	1827	1319	1461	1168	163	0	0	0	0	1518	0
Nrtn	363.228571	0	0	182	0	0	0	0	0	0	0	0	0	0	0	2268	0	2669	2559	0	2460	484	457	342	0	304	305	0	0	278	0	0	0	0	0	405	0
Nsmaf	362.057143	0	0	374	0	0	0	0	0	0	0	0	0	0	0	1846	0	2419	2335	0	1601	287	217	0	0	169	167	883	1123	898	0	0	0	0	0	353	0
Stat3	361.628571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	0	1593	2029	0	159	0	0	0	0	291	290	2181	2190	1975	275	0	0	0	0	451	0
Tmcc2	361.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2049	0	2457	2393	0	2670	621	202	204	0	245	246	180	252	596	0	0	0	0	0	537	0
Copz1	361.342857	213	0	429	0	0	175	176	301	0	0	209	139	327	419	578	371	1372	1119	362	350	215	524	0	0	842	842	1106	1365	842	0	0	0	0	0	371	0
Lcmt1	360.371429	0	0	131	0	0	152	0	0	0	0	0	0	0	0	612	0	882	1049	0	273	0	0	267	0	2388	2399	666	868	1072	0	0	0	0	0	1854	0
Neurl3	360.228571	0	0	138	0	0	0	0	0	0	0	0	133	0	0	1206	0	1886	1892	0	1097	0	0	169	0	1060	1056	1005	1209	1485	0	0	0	0	0	272	0
Pxmp2	359.314286	0	0	304	0	0	246	0	113	105	170	180	0	0	96	1008	98	1806	2094	0	1029	131	269	164	0	168	168	952	1021	1589	228	0	0	0	0	637	0
Pole	359.314286	0	0	304	0	0	246	0	113	105	170	180	0	0	96	1008	98	1806	2094	0	1029	131	269	164	0	168	168	952	1021	1589	228	0	0	0	0	637	0
Stk39	357.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	3093	3094	1507	1786	2112	419	0	0	0	0	348	0
Amdhd2	356.485714	0	0	0	0	0	584	764	128	319	172	216	281	0	0	256	0	465	489	0	277	0	295	0	378	1862	1856	536	462	810	0	0	0	0	0	2327	0
Ifitm10	356.428571	0	0	0	0	0	0	0	0	142	165	0	0	0	0	2045	0	2528	2542	0	1211	277	0	0	0	1101	1103	410	474	477	0	0	0	0	0	0	0
Ninj1	355.142857	0	0	296	0	0	346	0	0	0	0	114	0	0	0	650	0	1130	1442	0	327	0	143	399	0	2277	2276	781	790	1341	0	0	0	0	0	118	0
Ankrd6	355.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1674	0	2556	2576	0	901	130	0	203	0	1490	1467	0	252	0	0	0	0	0	0	1181	0
Cep70	353.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706	0	2115	2009	0	588	0	0	0	0	279	281	1387	1745	1871	239	0	0	0	0	161	0
Rufy3	353.657143	0	0	0	0	0	0	0	0	0	145	0	0	0	0	457	0	1341	1826	0	242	0	0	91	0	1619	1621	1038	1125	1986	236	0	0	0	0	651	0
Dnajc16	353.514286	0	0	0	0	0	256	241	204	0	214	232	269	0	0	537	0	1111	998	0	468	0	142	0	837	1025	1028	1296	1262	887	0	0	0	0	0	1366	0
Casp9	353.514286	0	0	0	0	0	256	241	204	0	214	232	269	0	0	537	0	1111	998	0	468	0	142	0	837	1025	1028	1296	1262	887	0	0	0	0	0	1366	0
Rgs9bp	353.400000	0	0	164	0	0	219	0	388	0	207	129	91	0	0	1275	0	1888	2133	0	1136	0	775	374	0	442	442	827	1115	417	0	0	0	0	149	198	0
Ankrd27	353.400000	0	0	164	0	0	219	0	388	0	207	129	91	0	0	1275	0	1888	2133	0	1136	0	775	374	0	442	442	827	1115	417	0	0	0	0	149	198	0
Kcnj8	353.285714	0	0	185	0	0	290	0	322	119	110	223	228	0	0	0	0	210	334	0	219	0	237	0	0	2429	2425	982	1085	925	0	0	0	0	123	1919	0
Fbxo42	352.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	1016	1658	0	617	120	0	0	307	1549	1543	1125	1418	1077	0	0	0	0	0	814	0
Poc5	351.600000	0	0	0	0	0	435	0	131	0	0	112	133	0	0	194	0	947	1123	0	318	0	177	231	128	1348	1346	1064	1516	1027	0	0	0	0	0	2076	0
Oasl1	351.171429	681	575	0	816	734	160	647	461	339	444	155	0	157	200	155	301	1082	1258	226	355	336	244	208	522	156	147	144	228	0	0	682	275	211	230	162	0
