Target_genes	Esrra|Average	SRX21934343|Brown_adipocytes	SRX17622702|Brown_adipose_tissue	SRX17622703|Brown_adipose_tissue	SRX1890323|Brown_adipose_tissue	SRX1890324|Brown_adipose_tissue	SRX1716885|C2C12	SRX24915614|Duodenal_villus	SRX24915615|Duodenal_villus	SRX1743135|Frontal_cortex	SRX1743136|Frontal_cortex	SRX15672330|Liver	SRX15672332|Liver	SRX18421145|Liver	SRX18421147|Liver	SRX18421149|Skeletal_muscle	SRX18421151|Skeletal_muscle	SRX218535|Unclassified	STRING
Rxrb	241.764706	975	0	200	923	562	0	0	0	0	0	0	0	248	397	0	0	805	0
Col11a2	241.352941	975	0	193	923	562	0	0	0	0	0	0	0	248	397	0	0	805	0
Pik3ap1	240.000000	737	0	474	549	552	0	0	0	0	0	0	133	227	345	0	0	1063	0
Shld1	239.882353	967	0	462	427	399	0	0	0	0	0	0	0	424	458	0	0	941	0
Ptger1	239.882353	728	0	250	393	511	283	0	0	126	255	0	139	276	294	0	0	823	0
Apoa2	239.647059	1205	306	593	829	567	204	0	0	0	0	0	0	0	0	0	0	370	0
Gapdh	239.058824	348	145	440	218	126	0	0	0	268	386	0	124	291	311	246	552	609	0
Ccs	238.705882	1085	253	893	735	949	0	0	0	0	0	0	0	0	0	0	0	143	0
Ccdc87	238.705882	1085	253	893	735	949	0	0	0	0	0	0	0	0	0	0	0	143	0
Ric8a	236.764706	1150	171	584	823	651	0	0	0	0	0	0	0	0	143	0	0	503	0
Bet1l	236.764706	1150	171	584	823	651	0	0	0	0	0	0	0	0	143	0	0	503	0
Lypla1	236.352941	1154	124	436	317	320	0	0	0	139	304	0	0	222	202	0	95	705	0
Dpysl3	235.941176	1895	0	453	538	1125	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl3	235.705882	794	182	663	413	660	0	0	0	0	0	0	167	216	189	0	0	723	0
Uqcrc2	235.647059	0	122	402	88	0	0	277	0	289	358	0	434	388	574	0	0	1074	0
Cxcl10	235.529412	970	252	987	441	482	0	0	0	0	0	0	0	0	262	0	0	610	0
Tfrc	235.470588	364	214	823	315	412	0	0	0	285	473	0	0	143	127	230	249	368	0
Cbarp	235.176471	1353	141	888	863	753	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl8	235.058824	631	0	308	479	302	94	0	0	0	0	0	0	324	391	124	354	989	0
Qprt	235.058824	0	0	0	0	0	0	0	0	0	141	0	380	700	800	0	0	1975	0
Commd5	235.058824	631	0	308	479	302	94	0	0	0	0	0	0	324	391	124	354	989	0
Men1	234.941176	275	137	733	134	127	183	0	0	0	0	0	0	259	468	0	0	1678	0
Nr1d2	234.705882	191	241	1101	0	197	126	0	0	238	447	0	0	157	332	183	375	402	0
Irgq	233.529412	1155	194	716	611	750	192	0	0	0	76	0	0	0	0	0	0	276	0
Hpdl	233.352941	984	373	1000	835	618	0	0	0	0	0	0	0	0	0	0	0	157	0
Ilrun	233.058824	948	330	830	584	663	0	0	0	0	255	0	0	0	0	0	0	352	0
Nfkbil1	232.764706	574	283	988	408	505	0	0	0	155	161	0	0	0	0	217	289	377	0
Ddx39b	232.764706	574	283	988	408	505	0	0	0	155	161	0	0	0	0	217	289	377	0
Atp6v1g2	232.764706	574	283	988	408	505	0	0	0	155	161	0	0	0	0	217	289	377	0
Ablim1	232.647059	777	206	932	516	217	112	0	0	147	298	0	150	0	193	0	0	407	0
Fam53b	232.588235	611	347	609	499	526	0	0	0	189	192	0	0	103	328	0	0	550	0
Fabp3	232.588235	1061	313	898	780	645	0	0	0	0	0	0	0	0	0	0	137	120	0
Prkag2	231.470588	1362	151	655	761	813	0	0	0	72	0	0	0	0	0	0	0	121	0
Ech1	230.764706	1054	281	989	607	876	0	0	0	0	0	0	0	0	0	0	0	116	0
A930018P22Rik	230.352941	872	360	1304	626	597	0	0	0	0	157	0	0	0	0	0	0	0	0
Fam205c	229.705882	894	0	839	480	422	264	0	0	0	0	0	0	182	201	0	111	512	0
2310061I04Rik	229.470588	0	135	503	0	0	0	106	0	428	460	0	344	356	436	156	200	777	0
Rfc4	229.294118	880	261	573	502	628	169	0	0	150	170	0	0	0	0	136	97	332	0
Retreg1	228.823529	823	314	536	665	714	120	0	0	171	363	0	0	0	0	0	0	184	0
Myoz3	228.411765	1092	329	1108	743	502	0	0	0	0	0	0	0	0	0	0	109	0	0
Tubb5	228.352941	804	369	713	739	488	0	0	0	227	542	0	0	0	0	0	0	0	0
Mdc1	228.352941	804	369	713	739	488	0	0	0	227	542	0	0	0	0	0	0	0	0
Uhrf1	228.176471	1590	265	794	763	467	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc4	228.176471	384	0	214	144	111	0	0	0	168	306	0	135	242	348	175	272	1380	0
Arrdc5	228.176471	1590	265	794	763	467	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17c	227.235294	371	241	734	210	188	0	0	0	140	160	0	270	161	362	0	151	875	0
Bmf	227.000000	1254	194	554	944	482	0	0	0	0	0	0	0	0	0	0	0	431	0
Entpd5	226.823529	792	180	794	435	297	0	0	0	405	589	0	0	0	0	0	155	209	0
Bbof1	226.823529	792	180	794	435	297	0	0	0	405	589	0	0	0	0	0	155	209	0
Tmc7	225.352941	999	269	687	542	764	0	0	0	0	0	0	0	0	179	0	0	391	0
Osbpl2	224.705882	700	231	773	503	290	0	0	0	297	263	0	0	133	233	0	0	397	0
Mtres1	224.529412	216	105	353	86	109	92	0	0	177	273	0	200	148	372	296	430	960	0
Olfr71	223.764706	1398	266	608	898	634	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr70	223.764706	1398	266	608	898	634	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat2	223.411765	429	103	282	393	303	0	236	139	0	0	0	0	223	292	0	0	1398	0
Pald1	223.058824	1248	161	703	689	991	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps36	223.058824	1443	247	721	655	521	0	0	0	87	118	0	0	0	0	0	0	0	0
Kcnk4	222.529412	1737	0	438	695	913	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa13	222.411765	817	0	276	665	537	159	0	0	0	0	0	0	0	198	0	0	1129	0
Nup188	221.529412	1239	194	841	785	707	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolk	221.529412	1239	194	841	785	707	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox6c	221.470588	467	75	321	324	292	0	0	0	451	474	0	249	216	226	150	147	373	0
Csnk1d	221.058824	1088	0	729	575	330	0	0	0	0	0	0	0	125	179	0	0	732	0
Slc4a8	220.529412	0	0	197	0	0	582	0	0	801	1179	0	0	232	335	0	0	423	0
Pkn1	220.352941	1029	331	543	727	716	199	0	0	0	0	0	0	0	0	0	0	201	0
Ninl	220.294118	1243	254	1047	626	575	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd443e	220.176471	1287	219	607	746	884	0	0	0	0	0	0	0	0	0	0	0	0	0
Elobl	219.235294	475	0	0	468	582	0	0	0	0	0	374	527	243	315	134	256	353	0
Coil	219.235294	475	0	0	468	582	0	0	0	0	0	374	527	243	315	134	256	353	0
Desi2	218.647059	1074	339	615	522	569	162	0	0	96	124	0	0	0	0	0	0	216	0
Sh3d21	218.411765	945	193	499	830	615	0	0	0	0	0	0	0	0	0	0	189	442	0
Arhgef12	217.941176	646	0	409	234	359	0	0	0	136	104	0	0	153	308	176	143	1037	0
Tomm40l	217.882353	1205	306	593	829	567	204	0	0	0	0	0	0	0	0	0	0	0	0
H4c3	217.411765	1525	0	120	840	989	0	102	0	120	0	0	0	0	0	0	0	0	0
H1f6	217.411765	1525	0	120	840	989	0	102	0	120	0	0	0	0	0	0	0	0	0
Phospho1	216.058824	929	0	733	425	581	0	0	0	0	0	0	0	0	86	0	0	919	0
Amigo3	215.941176	622	408	1348	496	407	0	0	0	0	0	0	0	0	0	0	0	390	0
Vipas39	215.411765	1043	236	759	512	609	103	0	0	0	117	0	0	0	0	0	0	283	0
Ctsd	215.411765	1324	127	582	583	813	0	0	0	0	0	0	0	0	0	0	0	233	0
Ahsa1	215.411765	1043	236	759	512	609	103	0	0	0	117	0	0	0	0	0	0	283	0
Lnpep	215.000000	1269	0	665	549	700	0	0	0	118	74	0	0	0	0	0	105	175	0
Septin9	214.882353	990	164	445	626	586	0	0	0	0	0	0	0	0	126	0	0	716	0
Tmem171	214.294118	1188	171	408	582	680	0	95	0	0	0	0	0	0	125	0	0	394	0
Dnajc7	214.000000	1271	172	349	860	841	145	0	0	0	0	0	0	0	0	0	0	0	0
S1pr5	213.823529	759	221	786	310	167	0	0	0	0	0	0	133	373	466	0	0	420	0
P2ry13	213.235294	1173	0	283	411	449	0	0	0	0	0	0	0	137	191	0	0	981	0
Syt2	212.764706	1766	0	0	931	704	0	0	0	0	84	0	0	0	0	0	0	132	0
Isca1	212.647059	573	221	755	375	228	0	0	0	158	337	0	0	0	179	227	314	248	0
Mfn2	212.588235	918	0	444	431	517	156	0	0	133	135	0	0	121	190	0	0	569	0
H1f7	212.470588	957	236	757	807	855	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3tc1	212.235294	1125	157	452	918	849	0	0	0	0	0	0	0	0	0	0	0	107	0
Gm609	211.705882	1180	142	659	637	981	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf182	210.882353	1330	139	301	664	732	0	0	0	76	141	0	0	0	0	0	0	202	0
Ifi27	210.352941	540	199	1066	342	372	0	0	0	0	0	0	0	160	254	0	0	643	0
Cfl2	209.941176	435	182	696	188	118	0	0	0	290	243	0	0	215	272	101	165	664	0
Mcfd2	209.411765	1120	0	621	653	798	0	0	0	68	126	0	0	0	0	0	0	174	0
Ndrg3	209.117647	258	0	254	91	0	0	0	0	130	164	0	175	391	435	0	159	1498	0
Fxn	209.000000	885	0	286	328	767	0	0	0	0	118	0	0	184	191	0	0	794	0
Lurap1	208.823529	1387	177	650	664	672	0	0	0	0	0	0	0	0	0	0	0	0	0
Filip1l	208.588235	1716	0	0	842	842	0	0	0	0	0	0	0	0	0	0	146	0	0
Rmdn3	208.529412	1086	240	760	881	578	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst1	208.470588	717	136	337	354	442	0	0	0	93	143	0	0	164	231	0	120	807	0
Rasd1	208.000000	1028	341	697	514	956	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpn2	208.000000	1491	0	598	576	712	0	0	0	0	0	0	0	0	0	0	0	159	0
Nme2	207.764706	636	338	1063	770	419	0	0	0	0	138	0	0	0	0	0	0	168	0
Tor1aip2	207.411765	587	471	1007	514	503	128	0	0	104	212	0	0	0	0	0	0	0	0
Tor1aip1	207.411765	587	471	1007	514	503	128	0	0	104	212	0	0	0	0	0	0	0	0
Atxn2	206.823529	795	205	568	427	476	126	0	0	155	253	0	0	0	0	0	139	372	0
Vps13d	206.705882	433	125	608	217	199	149	0	0	137	322	0	124	139	185	190	237	449	0
Oxa1l	206.647059	200	176	427	259	98	0	0	0	182	306	0	212	235	238	89	228	863	0
Sod2	206.411765	1001	144	600	512	355	0	0	0	260	386	0	0	0	0	0	109	142	0
Taf1d	206.352941	847	205	874	577	742	159	0	0	0	104	0	0	0	0	0	0	0	0
4931406C07Rik	206.352941	847	205	874	577	742	159	0	0	0	104	0	0	0	0	0	0	0	0
Aldh3a1	206.235294	1217	158	541	725	865	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex45	205.647059	1168	184	583	702	597	0	0	0	0	85	0	0	0	0	0	0	177	0
Gstz1	205.470588	1185	0	182	696	599	0	0	0	132	104	0	0	0	0	0	0	595	0
Slc25a5	205.352941	161	0	207	84	146	77	0	0	241	401	0	243	257	465	285	260	664	0
Aldh1l1	205.176471	153	0	94	0	234	0	0	0	0	0	0	154	422	567	0	0	1864	0
Syne3	204.941176	942	0	160	1124	1011	119	0	0	0	0	0	0	0	0	0	0	128	0
Pdcl3	204.941176	1272	215	237	541	398	0	0	0	110	161	0	0	0	100	0	0	450	0
Ogt	203.588235	1486	156	220	775	713	111	0	0	0	0	0	0	0	0	0	0	0	0
Ptcd3	203.529412	262	140	680	0	147	0	0	0	501	704	0	0	0	113	391	285	237	0
Polr1a	203.529412	262	140	680	0	147	0	0	0	501	704	0	0	0	113	391	285	237	0
Dpep1	203.294118	1150	0	338	766	1071	0	0	0	0	0	0	0	0	0	0	0	131	0
Slc25a46	203.235294	739	237	1091	488	316	188	0	0	211	185	0	0	0	0	0	0	0	0
Atp10d	202.764706	534	178	805	216	271	0	0	0	205	238	0	0	201	348	0	0	451	0
Atp6v0e	202.529412	1157	255	643	671	613	0	0	0	0	104	0	0	0	0	0	0	0	0
2300009A05Rik	201.882353	0	182	552	0	0	0	101	0	338	509	0	86	206	462	243	347	406	0
Galnt9	201.647059	1512	0	199	880	837	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd11	201.352941	316	149	542	178	90	0	0	0	307	459	0	0	0	282	248	337	515	0
Dux	201.235294	0	0	0	0	0	0	0	135	565	621	528	403	264	328	251	194	132	0
Miga2	200.529412	651	189	501	339	558	0	0	0	0	0	0	0	99	286	0	0	786	0
Aptx	200.058824	770	147	456	521	482	0	0	0	154	262	0	0	0	199	0	145	265	0
Zcchc24	199.352941	1137	0	356	475	700	0	0	0	0	0	0	0	0	0	0	0	721	0
Mrpl36	199.352941	146	169	505	216	195	130	0	0	156	208	0	127	237	265	95	201	739	0
Eppk1	199.352941	984	126	496	488	449	155	0	0	0	0	0	0	150	245	0	0	296	0
Azin1	199.000000	1073	0	219	462	707	0	0	0	98	73	0	0	0	0	0	0	751	0
Coq8a	198.588235	785	250	929	501	647	0	0	0	0	0	0	0	0	0	0	0	264	0
Sirt5	198.411765	0	0	0	0	0	521	0	0	0	0	0	0	229	380	0	0	2243	0
Prkab1	198.176471	924	199	829	505	396	0	0	0	0	0	0	0	0	109	0	0	407	0
Bcat2	197.529412	626	213	450	317	299	0	0	0	0	0	0	145	91	242	0	0	975	0
Irs2	197.294118	855	240	648	295	295	0	0	0	0	91	0	0	0	142	0	0	788	0
Atp1b1	197.176471	0	0	302	0	0	206	0	0	246	440	0	268	395	329	0	0	1166	0
Pex5	196.588235	482	105	254	291	300	123	94	0	0	126	0	104	124	228	149	226	736	0
Unkl	196.470588	480	0	0	427	314	0	0	0	0	0	0	0	326	442	0	0	1351	0
Tmem88b	196.411765	715	180	666	364	272	0	0	0	0	0	0	0	0	221	152	211	558	0
Teddm1a	196.294118	1546	0	246	717	828	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk40	196.294118	687	0	439	383	208	0	0	0	0	0	0	0	144	237	0	93	1146	0
Oxnad1	196.294118	763	126	268	383	526	91	0	0	243	249	0	0	0	169	0	0	519	0
Dph3	196.294118	763	126	268	383	526	91	0	0	243	249	0	0	0	169	0	0	519	0
Acsl5	196.058824	979	183	625	441	512	0	0	0	0	0	0	0	0	0	0	0	593	0
LOC114841036	195.647059	985	0	218	628	593	0	0	0	0	0	0	0	0	187	0	144	571	0
Fkbp2	195.647059	985	0	218	628	593	0	0	0	0	0	0	0	0	187	0	144	571	0
Pex11g	195.235294	1168	184	583	702	597	0	0	0	0	85	0	0	0	0	0	0	0	0
Tmem79	195.176471	535	0	217	231	286	0	0	0	150	404	0	149	171	213	125	121	716	0
Smg5	195.176471	535	0	217	231	286	0	0	0	150	404	0	149	171	213	125	121	716	0
Snx29	194.823529	671	100	341	297	466	0	0	0	73	105	0	0	0	182	193	272	612	0
Mpp4	194.588235	1146	229	450	660	823	0	0	0	0	0	0	0	0	0	0	0	0	0
Xirp1	194.352941	523	0	387	403	381	0	0	0	0	0	0	0	290	343	0	188	789	0
Cycs	194.352941	114	654	1220	302	0	0	0	0	262	371	0	0	0	0	167	214	0	0
Cs	193.529412	928	91	232	649	554	0	0	0	155	183	0	0	0	0	141	0	357	0
Ccdc80	193.235294	399	0	136	305	301	0	0	0	75	90	0	0	0	133	258	438	1150	0
Srsf4	193.058824	648	0	162	335	359	0	0	0	107	121	0	0	148	309	0	0	1093	0
Brwd1	193.000000	513	0	597	345	212	0	104	0	0	0	0	162	0	243	0	223	882	0
Cobl	192.352941	0	0	0	0	0	0	0	0	75	0	0	0	725	702	0	0	1768	0
Myo18b	192.294118	518	0	0	0	921	0	0	0	0	0	0	0	212	315	0	0	1303	0
Tmem11	192.176471	268	478	973	357	177	139	0	0	358	517	0	0	0	0	0	0	0	0
Ndufc2	191.588235	461	157	522	404	180	271	0	0	439	490	0	0	0	0	0	145	188	0
Sdhc	191.235294	253	206	612	119	120	111	0	0	315	591	0	102	155	150	0	117	400	0
Mpz	191.235294	253	206	612	119	120	111	0	0	315	591	0	102	155	150	0	117	400	0
Ltbp3	190.941176	1265	176	473	596	592	144	0	0	0	0	0	0	0	0	0	0	0	0
2610044O15Rik8	190.882353	434	170	450	264	271	0	0	0	74	350	0	0	153	205	167	276	431	0
Rubcn	190.352941	103	174	1343	129	127	177	0	0	0	151	0	0	174	206	0	0	652	0
Fam162a	189.647059	577	173	461	283	296	0	0	0	95	243	0	168	177	244	0	0	507	0
Ccdc58	189.647059	577	173	461	283	296	0	0	0	95	243	0	168	177	244	0	0	507	0
Ticam1	189.235294	514	343	840	231	245	0	0	0	0	109	0	0	119	240	0	134	442	0
Cox7a1	188.529412	729	168	877	557	269	0	0	0	0	0	0	0	0	0	135	329	141	0
Aqp9	188.352941	196	0	0	0	0	0	0	0	0	0	0	0	322	385	0	0	2299	0
Park7	188.294118	530	391	900	302	248	278	0	0	180	236	0	0	0	0	0	0	136	0
Impg2	188.235294	0	0	0	0	0	1839	0	0	0	0	0	0	0	216	0	124	1021	0
Cd36	188.235294	1020	223	803	497	657	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpa	187.764706	704	321	752	531	305	92	0	0	108	207	0	0	0	0	0	0	172	0
Crat	187.764706	704	321	752	531	305	92	0	0	108	207	0	0	0	0	0	0	172	0
Tmem245	187.411765	730	209	566	485	508	0	0	0	82	85	0	0	0	120	0	0	401	0
Irf2bp2	187.411765	1084	164	507	530	440	0	0	0	0	0	0	0	0	0	0	113	348	0
Ndufs2	187.294118	559	317	463	362	394	103	0	0	150	244	0	0	0	152	0	166	274	0
Adamts4	187.294118	559	317	463	362	394	103	0	0	150	244	0	0	0	152	0	166	274	0
Idnk	187.176471	315	214	1029	154	218	0	0	0	228	461	0	0	0	114	0	0	449	0
Ap5s1	187.058824	667	0	560	352	290	97	0	0	294	380	0	0	0	0	214	326	0	0
Phpt1	186.882353	276	239	873	270	88	0	0	0	225	368	0	0	0	150	0	276	412	0
Mamdc4	186.882353	276	239	873	270	88	0	0	0	225	368	0	0	0	150	0	276	412	0
Gmps	186.058824	1052	105	648	529	348	0	0	0	200	163	0	0	0	0	0	0	118	0
Pdcd11	185.764706	348	0	226	210	122	0	0	0	194	245	0	315	322	408	0	0	768	0
Atp5md	185.764706	348	0	226	210	122	0	0	0	194	245	0	315	322	408	0	0	768	0
Tomm5	185.705882	333	0	229	255	179	0	0	0	86	148	0	195	183	213	0	0	1336	0
Siah1a	185.529412	726	0	139	183	433	0	0	0	90	107	0	0	258	402	0	0	816	0
Sox12	185.411765	221	345	940	147	0	0	0	0	379	781	0	0	0	0	0	0	339	0
Slc25a51	185.411765	906	0	417	409	434	96	0	0	0	0	0	0	0	208	0	0	682	0
Gm51573	185.117647	0	0	0	0	0	0	0	0	517	467	335	467	236	325	390	410	0	0
Ankrd23	185.000000	1037	160	645	580	627	0	96	0	0	0	0	0	0	0	0	0	0	0
Furin	184.941176	988	134	726	736	560	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppara	184.647059	514	272	629	331	311	0	0	0	76	144	0	0	144	205	0	0	513	0
Ngf	184.647059	769	145	518	575	400	381	0	0	0	0	0	0	0	0	0	0	351	0
Mrpl34	184.411765	896	105	327	577	523	0	0	0	97	0	0	0	0	147	0	0	463	0
Abhd8	184.411765	896	105	327	577	523	0	0	0	97	0	0	0	0	147	0	0	463	0
Etfrf1	184.117647	712	123	232	359	368	0	0	0	0	87	0	125	162	387	0	0	575	0
Casc1	184.117647	712	123	232	359	368	0	0	0	0	87	0	125	162	387	0	0	575	0
Flad1	183.647059	1176	147	522	547	461	0	0	0	0	0	0	0	0	0	0	0	269	0
Hcn2	183.529412	0	0	130	104	0	0	0	0	535	861	0	0	316	283	0	0	891	0
Nabp1	183.117647	352	0	369	217	246	571	0	0	0	0	0	0	203	331	0	0	824	0
Narf	182.705882	883	100	622	737	375	0	0	0	82	158	0	0	0	0	0	0	149	0
Grk3	182.588235	1110	0	322	678	634	0	0	0	0	0	0	0	0	109	0	0	251	0
Adcy7	182.470588	901	241	706	504	750	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb6	182.235294	1059	225	570	634	488	0	0	0	0	0	0	0	0	0	0	122	0	0
Zfp787	181.294118	987	173	585	371	335	0	0	0	155	190	0	0	0	107	0	0	179	0
Cdc7	181.176471	1192	188	408	432	767	0	0	0	0	93	0	0	0	0	0	0	0	0
Celf2	181.058824	631	0	311	506	388	143	0	0	415	684	0	0	0	0	0	0	0	0
Rabl3	180.823529	425	0	668	218	154	0	0	0	0	0	0	0	93	126	304	593	493	0
Gtf2e1	180.823529	425	0	668	218	154	0	0	0	0	0	0	0	93	126	304	593	493	0
Tiprl	180.294118	974	244	475	578	531	0	0	0	119	144	0	0	0	0	0	0	0	0
Aqp2	180.176471	1017	99	610	318	362	168	0	0	0	0	0	0	0	98	0	181	210	0
Prkaca	180.058824	863	0	385	469	536	0	0	0	0	0	0	0	0	112	0	0	696	0
Dhx8	179.941176	654	151	485	708	543	111	0	0	86	84	0	0	0	0	0	0	237	0
Endog	179.823529	0	182	717	325	0	0	0	0	409	963	0	0	0	127	0	228	106	0
Ranbp6	179.764706	393	0	487	152	125	0	0	0	0	0	0	0	0	0	0	0	1899	0
Bhlhe40	179.764706	669	0	292	298	379	0	0	0	98	122	0	95	173	238	154	205	333	0
E2f2	179.529412	817	141	820	410	437	0	0	0	0	0	0	0	0	0	0	0	427	0
Ilvbl	179.470588	795	161	362	465	653	0	0	0	0	105	0	0	0	0	0	117	393	0
Ttc1	179.176471	1005	0	409	515	567	111	0	0	0	148	0	0	0	0	0	0	291	0
Mul1	179.000000	0	126	482	66	0	142	0	0	398	424	0	278	134	288	0	207	498	0
Arid1b	179.000000	1413	0	303	611	716	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtrf1l	178.823529	144	482	936	273	115	0	0	0	286	436	0	0	0	0	0	0	368	0
Nol3	178.117647	568	398	1034	308	192	0	0	0	0	111	0	0	0	146	0	0	271	0
Atp5k	178.058824	733	0	357	460	449	111	0	0	267	438	0	0	0	0	0	0	212	0
Calr3	177.823529	971	0	166	938	948	0	0	0	0	0	0	0	0	0	0	0	0	0
Perm1	177.411765	968	359	716	499	474	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrg2	177.352941	1088	127	431	650	719	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19774	177.235294	1338	0	348	624	703	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt3a2	176.823529	906	152	375	203	353	0	0	0	0	0	0	0	170	209	0	0	638	0
Prcd	176.823529	1024	0	488	691	803	0	0	0	0	0	0	0	0	0	0	0	0	0
Crcp	176.705882	1110	0	591	655	486	0	0	0	0	0	0	0	0	0	0	0	162	0
Fh1	176.647059	307	248	533	193	209	0	0	0	303	684	0	0	0	189	0	228	109	0
Trmt2b	176.529412	238	131	494	170	184	0	0	0	309	486	0	0	244	429	0	114	202	0
Cntfr	176.470588	1013	136	344	678	829	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmpk1	176.352941	742	123	401	322	520	0	0	0	86	121	0	0	0	207	0	0	476	0
Ndufa12	176.058824	343	102	300	197	243	106	0	0	154	282	0	97	130	247	0	99	693	0
Bckdk	176.000000	1248	112	243	584	674	0	0	0	0	0	0	0	0	0	0	0	131	0
Chkb	175.941176	716	148	738	518	662	0	0	0	0	0	0	0	0	0	0	0	209	0
Vmn1r2	175.882353	0	0	0	0	0	0	0	0	520	427	314	408	372	421	303	225	0	0
Adipor2	175.823529	897	0	436	713	583	0	0	0	0	72	0	0	0	0	0	0	288	0
Ptbp1	175.588235	441	226	632	276	182	0	0	0	321	614	0	0	0	138	0	0	155	0
Sod3	175.470588	1193	194	479	458	659	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgam1	175.176471	490	0	269	252	217	0	0	0	216	193	0	145	134	201	0	186	675	0
Atn1	175.058824	1009	141	428	355	454	116	0	0	0	265	0	0	0	0	0	0	208	0
Slc25a17	175.000000	1296	0	307	695	677	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbk1	174.823529	778	0	176	494	855	0	0	0	0	0	0	0	0	0	216	253	200	0
Mynn	174.529412	1550	0	284	394	621	0	0	0	0	0	0	0	0	0	0	0	118	0
Eif1ad	174.529412	358	0	156	262	251	107	0	0	234	335	0	0	260	499	0	0	505	0
Banf1	174.529412	358	0	156	262	251	107	0	0	234	335	0	0	260	499	0	0	505	0
Actrt3	174.529412	1550	0	284	394	621	0	0	0	0	0	0	0	0	0	0	0	118	0
Acsl1	174.294118	580	283	703	372	482	0	0	0	0	95	0	0	0	0	0	0	448	0
Aspg	174.117647	743	0	502	418	491	0	0	0	0	0	0	0	0	125	0	0	681	0
Ppip5k1	173.882353	1180	0	272	607	800	0	0	0	0	97	0	0	0	0	0	0	0	0
Ckmt1	173.882353	1180	0	272	607	800	0	0	0	0	97	0	0	0	0	0	0	0	0
Rsad1	173.529412	593	149	719	437	414	260	0	0	0	277	0	0	0	0	0	0	101	0
Spata17	173.352941	997	147	411	452	438	0	0	0	0	157	0	0	0	131	0	0	214	0
Gpatch2	173.352941	997	147	411	452	438	0	0	0	0	157	0	0	0	131	0	0	214	0
Bmp2k	173.176471	768	0	381	299	568	0	0	0	74	0	0	81	137	150	0	0	486	0
Tmem120b	172.941176	948	123	487	517	408	181	0	0	0	0	0	0	0	0	0	0	276	0
Naa35	172.705882	534	214	830	433	260	0	0	0	129	536	0	0	0	0	0	0	0	0
Psmc3ip	172.647059	453	0	290	200	236	0	0	0	274	383	0	99	254	259	0	105	382	0
Prdm11	172.294118	641	158	496	392	519	0	0	0	0	0	0	0	0	114	0	0	609	0
Tgfbr2	172.000000	1311	0	0	715	898	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3s2	171.941176	423	0	113	278	330	77	0	0	0	168	0	0	130	252	0	0	1152	0
Rps8	171.882353	146	113	412	0	0	0	0	0	395	832	0	0	126	197	210	225	266	0
Rbm17	171.764706	1263	0	425	535	477	79	0	0	0	141	0	0	0	0	0	0	0	0
Aqp3	171.647059	708	128	667	573	538	104	0	0	0	0	0	0	0	0	0	0	200	0
Slc20a1	171.588235	627	0	287	393	507	130	0	0	151	314	0	0	0	0	0	0	508	0
Mrps21	171.411765	362	278	788	410	222	204	0	0	228	292	0	0	0	0	0	0	130	0
Ipmk	171.176471	0	113	404	0	0	0	0	0	408	459	0	158	207	179	177	207	598	0
Cisd1	171.176471	0	113	404	0	0	0	0	0	408	459	0	158	207	179	177	207	598	0
Adrb3	170.941176	1007	152	721	552	474	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr77	170.470588	294	268	448	309	360	340	0	0	170	457	0	0	0	84	0	0	168	0
Atp5pb	170.470588	294	268	448	309	360	340	0	0	170	457	0	0	0	84	0	0	168	0
Ankrd10	170.294118	1160	0	342	515	710	0	0	0	0	0	0	0	0	0	0	0	168	0
Dda1	170.058824	896	105	327	577	523	0	0	0	0	0	0	0	0	0	0	0	463	0
Proca1	170.000000	906	196	465	613	574	0	0	0	0	0	0	0	0	0	0	0	136	0
Alppl2	170.000000	1170	0	189	535	996	0	0	0	0	0	0	0	0	0	0	0	0	0
