Target_genes	Hif1a|Average	SRX13832293|BEko	SRX13832294|BEko	SRX13832299|BEko	SRX13832300|BEko	SRX9718436|B_cells	SRX21404931|CD4+_T_cells	SRX21404933|CD4+_T_cells	SRX21404935|CD4+_T_cells	SRX21404937|CD4+_T_cells	SRX21404939|CD4+_T_cells	SRX21404941|CD4+_T_cells	SRX122402|Dendritic_Cells	SRX122403|Dendritic_Cells	SRX122404|Dendritic_Cells	SRX122405|Dendritic_Cells	SRX698168|Embryonic_heart	SRX698169|Embryonic_heart	SRX7541943|EpiSC	SRX7541944|EpiSC	SRX8844230|EpiSC	SRX8844231|EpiSC	SRX13945543|ES_cells	SRX13945544|ES_cells	SRX13945545|ES_cells	SRX13945546|ES_cells	SRX13945547|ES_cells	SRX13945548|ES_cells	SRX2146745|Melanocytes	SRX2146746|Melanocytes	SRX23691463|Periosteum	SRX3331740|Prefrontal_Cortex	SRX3331741|Prefrontal_Cortex	SRX3331742|Prefrontal_Cortex	SRX3331743|Prefrontal_Cortex	SRX13253003|Prostate_carcinoma	SRX187224|Th17_Cells	SRX187225|Th17_Cells	STRING
Olfr806	183.486486	0	0	0	0	0	0	0	0	0	0	0	658	354	552	508	400	338	615	366	0	0	0	0	0	0	0	0	265	242	0	294	305	404	244	0	658	586	0
Khsrp	183.459459	0	0	0	0	0	221	161	0	171	476	1115	0	0	0	0	76	185	0	0	0	0	411	130	1623	385	549	567	100	0	0	0	0	0	0	0	168	450	0
Fhad1	182.945946	0	0	0	0	0	119	86	0	228	219	474	0	0	0	0	102	185	0	0	0	0	510	220	1688	615	823	553	216	198	0	0	0	0	0	0	147	386	0
Vdac1	182.108108	374	237	0	0	0	248	171	0	349	280	669	0	0	0	0	0	167	0	1158	0	93	127	0	470	144	304	179	325	219	0	0	0	0	0	343	210	671	0
Gm45521	182.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	243	2642	974	787	815	229	244	0	0	0	0	0	0	0	0	0
Hjurp	180.054054	536	439	0	0	0	169	79	230	219	152	1118	0	0	0	0	0	0	0	1318	0	157	0	0	257	131	109	0	387	200	0	0	0	0	0	89	351	721	0
A730008H23Rik	180.054054	536	439	0	0	0	169	79	230	219	152	1118	0	0	0	0	0	0	0	1318	0	157	0	0	257	131	109	0	387	200	0	0	0	0	0	89	351	721	0
B4galnt2	178.378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	418	2136	690	1800	865	0	0	0	0	0	0	0	0	0	0	0
Gas2	178.216216	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	93	189	0	707	0	0	468	167	1735	498	408	455	389	140	0	0	0	0	0	0	407	638	0
Fancf	178.216216	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	93	189	0	707	0	0	468	167	1735	498	408	455	389	140	0	0	0	0	0	0	407	638	0
Usf2	176.513514	111	0	0	0	0	0	0	0	0	111	382	0	0	0	0	130	249	0	175	0	0	374	0	1330	516	539	371	339	243	0	0	0	0	0	152	698	811	0
Cep295	176.081081	379	341	0	0	0	122	101	155	172	152	649	0	0	0	0	111	289	0	614	0	0	0	0	801	271	380	267	312	181	0	0	0	0	0	481	288	449	0
Ciart	171.648649	109	118	0	0	0	0	0	0	181	91	795	0	0	0	0	102	175	0	782	0	0	398	0	1173	498	429	447	205	125	0	0	0	0	0	174	150	399	0
Mthfd1l	170.810811	360	576	0	0	0	0	0	0	0	0	695	0	0	0	0	168	273	0	1016	0	0	153	0	804	293	213	235	0	95	0	0	0	0	0	485	290	664	0
Nek1	169.675676	0	93	0	0	0	0	0	0	0	0	328	0	0	0	0	270	360	0	323	0	0	551	196	1725	749	602	489	0	75	0	0	0	0	0	175	151	191	0
Nup50	169.000000	471	582	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	216	0	0	282	0	886	428	234	514	912	567	0	0	0	0	0	341	204	375	0
Sspn	168.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	1011	171	245	260	388	0	0	0	0	0	0	581	572	0	0	0	0	0	855	476	762	0
Tnfsf9	168.054054	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	120	327	0	149	0	0	244	149	938	242	767	342	500	399	0	0	0	0	0	345	578	891	0
Tomt	165.729730	0	0	0	0	0	127	0	0	0	0	391	0	0	0	0	98	198	0	133	0	0	276	0	1278	416	404	433	818	369	0	0	0	0	0	123	384	684	0
Lamtor1	165.729730	0	0	0	0	0	127	0	0	0	0	391	0	0	0	0	98	198	0	133	0	0	276	0	1278	416	404	433	818	369	0	0	0	0	0	123	384	684	0
Rwdd2b	165.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	232	2565	1275	696	714	0	0	0	0	0	0	0	0	0	0	0
Ltn1	165.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	232	2565	1275	696	714	0	0	0	0	0	0	0	0	0	0	0
Dennd2c	164.054054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	518	2285	860	1152	686	0	0	0	0	0	0	0	0	0	0	0
Rnf7	163.918919	359	346	0	0	0	0	0	0	0	0	460	0	0	0	0	152	186	0	1209	0	112	151	0	681	135	365	269	351	0	0	0	0	0	0	536	268	485	0
Mfsd8	161.756757	129	103	0	0	0	0	0	0	0	0	145	0	0	0	0	216	204	0	441	0	0	403	0	1093	425	333	377	223	111	0	0	0	0	0	370	456	956	0
Tjp3	161.675676	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	105	0	0	0	0	0	0	807	303	195	174	2385	1651	0	0	0	0	0	0	0	163	0
Map2k1	161.324324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	142	0	106	0	0	285	236	1546	413	556	411	185	126	0	0	0	0	0	337	628	869	0
Upp1	159.189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	335	2271	794	1071	745	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3c	157.648649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	783	0	1166	0	87	279	0	1321	461	368	280	118	117	0	0	0	0	0	0	0	167	0
Atxn7l2	156.486486	0	0	0	0	0	0	0	140	61	131	259	0	0	0	0	111	239	0	446	0	0	277	0	1532	522	366	409	0	0	0	0	0	0	0	225	354	718	0
Spidr	156.378378	262	0	0	0	0	0	0	94	0	0	163	0	0	0	0	102	198	0	294	0	0	206	106	1539	457	507	462	160	81	0	0	0	0	0	253	252	650	0
Bcl6b	156.324324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	418	2034	579	1180	808	0	0	0	0	0	0	0	0	0	0	0
Ttc14	155.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	324	0	211	0	0	327	0	1461	429	540	429	191	75	0	0	0	0	0	419	407	787	0
Znhit2	155.000000	0	215	0	0	0	0	0	150	0	0	450	0	0	0	0	143	197	0	354	0	0	377	0	1270	406	668	552	180	0	0	0	0	0	0	180	186	407	0
Mrpl49	155.000000	0	215	0	0	0	0	0	150	0	0	450	0	0	0	0	143	197	0	354	0	0	377	0	1270	406	668	552	180	0	0	0	0	0	0	180	186	407	0
Fau	155.000000	0	215	0	0	0	0	0	150	0	0	450	0	0	0	0	143	197	0	354	0	0	377	0	1270	406	668	552	180	0	0	0	0	0	0	180	186	407	0
Rgs11	152.702703	0	0	0	0	0	170	108	0	299	358	635	0	0	0	0	0	157	0	0	0	0	262	0	901	191	413	219	0	0	0	0	0	0	0	126	726	1085	0
Pdia2	152.702703	0	0	0	0	0	170	108	0	299	358	635	0	0	0	0	0	157	0	0	0	0	262	0	901	191	413	219	0	0	0	0	0	0	0	126	726	1085	0
Arhgdig	152.702703	0	0	0	0	0	170	108	0	299	358	635	0	0	0	0	0	157	0	0	0	0	262	0	901	191	413	219	0	0	0	0	0	0	0	126	726	1085	0
Zfp609	151.540541	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	153	0	613	143	116	205	2079	1316	0	0	0	0	0	121	0	201	0
Cstf1	148.648649	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	341	550	0	200	0	0	190	133	841	127	564	186	777	260	0	0	0	0	0	147	464	491	0
Aurka	148.648649	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	341	550	0	200	0	0	190	133	841	127	564	186	777	260	0	0	0	0	0	147	464	491	0
Cited2	147.351351	0	0	0	0	0	0	0	0	0	82	435	0	0	0	0	173	310	0	151	0	0	0	0	508	0	385	106	1378	851	0	0	0	0	0	251	306	516	0
Adck5	146.864865	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	138	306	0	143	0	0	386	0	1506	455	567	421	177	0	0	0	0	0	0	205	323	566	0
Dnmt3l	146.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	181	1823	970	880	613	70	148	0	0	0	0	0	0	0	0	0
Eif2b5	146.378378	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	318	411	0	0	0	0	227	0	677	252	498	349	291	221	0	0	0	0	0	287	637	1064	0
Rbpj	145.756757	121	92	0	0	0	193	122	153	185	210	280	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	1731	1017	0	0	0	0	0	356	289	329	0
Nabp1	145.648649	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	184	234	0	320	0	0	211	101	1148	368	446	213	442	161	0	0	0	0	0	173	598	671	0
Myl7	145.378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	252	0	0	0	0	557	0	1568	473	479	579	238	125	0	0	0	0	0	0	186	673	0
Fam168a	144.432432	0	0	0	0	0	0	0	84	0	0	157	0	0	0	0	173	242	0	0	0	0	366	194	1571	470	748	549	177	0	0	0	0	0	0	162	156	295	0
Pcx	143.270270	153	187	0	0	0	178	193	125	189	266	762	0	0	0	0	0	148	0	247	0	0	200	0	926	248	297	306	121	0	0	0	0	0	0	151	241	363	0
Sap18b	141.567568	0	182	0	0	0	0	0	0	0	154	508	0	0	0	0	82	214	0	558	0	0	280	0	874	186	172	290	514	335	0	0	0	0	0	133	210	546	0
Sap18	141.567568	0	182	0	0	0	0	0	0	0	154	508	0	0	0	0	82	214	0	558	0	0	280	0	874	186	172	290	514	335	0	0	0	0	0	133	210	546	0
Kmt5b	141.351351	92	129	0	0	0	0	0	0	0	98	291	0	0	0	0	254	275	0	298	0	0	0	0	929	171	370	230	496	336	0	0	0	0	0	354	315	592	0
Actr3	141.270270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	154	0	165	0	0	0	0	594	214	305	143	1943	1319	0	0	0	0	0	113	0	157	0
Trim59	139.351351	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	231	217	1414	351	896	376	0	0	0	0	0	0	0	178	450	800	0
Galnt6	139.216216	0	0	0	0	0	286	145	0	310	301	668	0	0	0	0	0	0	0	0	0	0	199	0	772	0	287	225	0	0	0	0	0	0	0	0	840	1118	0
Me2	139.189189	282	590	0	0	0	0	0	0	0	146	199	0	0	0	0	219	301	0	340	0	0	240	0	949	401	283	271	0	0	0	0	0	0	0	172	241	516	0
Top3a	138.945946	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	110	187	0	134	0	0	452	0	1414	281	512	603	316	93	0	0	0	0	0	0	190	382	0
Smcr8	138.945946	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	110	187	0	134	0	0	452	0	1414	281	512	603	316	93	0	0	0	0	0	0	190	382	0
Mpp2	138.567568	0	0	0	0	0	0	0	0	0	81	262	0	0	0	0	204	369	0	277	0	0	328	0	1041	357	445	406	197	0	0	0	0	0	0	123	400	637	0
M6pr	138.405405	0	0	0	0	0	142	134	0	119	171	397	0	0	0	0	0	139	0	0	0	0	368	0	1430	467	610	517	0	0	0	0	0	0	0	112	227	288	0
Dyrk1a	138.351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0	1394	1294	0	334	505	305	0	0	0	0	0	117	0	0	0
Vgll4	138.216216	0	0	0	0	0	175	162	169	145	304	751	0	0	0	0	416	482	0	0	0	0	126	0	253	0	0	0	192	122	0	0	0	0	0	0	849	968	0
Haao	137.945946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	844	309	314	257	0	0	0	0	0	0	0	0	1427	1780	0
Mkrn1	137.810811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	249	1990	681	568	833	0	0	0	0	0	0	0	139	0	0	0
Metap1d	136.891892	313	142	0	0	0	0	0	221	0	0	563	0	0	0	0	0	0	0	434	0	0	148	0	725	235	210	171	180	0	0	0	0	0	0	177	518	1028	0
Ddx49	136.702703	0	0	0	0	0	0	0	0	0	126	491	0	0	0	0	85	243	0	0	0	0	271	146	1019	326	439	314	151	215	0	0	0	0	0	0	491	741	0
Cope	136.702703	0	0	0	0	0	0	0	0	0	126	491	0	0	0	0	85	243	0	0	0	0	271	146	1019	326	439	314	151	215	0	0	0	0	0	0	491	741	0
Ddt	136.270270	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	408	0	1296	481	526	482	330	0	0	0	0	0	0	0	501	611	0
Aire	135.621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	1823	970	880	613	0	0	0	0	0	0	0	0	0	0	0
Nelfa	134.702703	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	192	361	0	357	0	0	282	0	1199	330	425	535	299	167	0	0	0	0	0	112	249	382	0
Aldoc	134.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	105	0	0	0	0	454	0	1739	548	595	524	65	95	0	0	0	0	0	92	166	484	0
Phyh	133.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3140	1796	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem42	131.135135	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	122	0	230	0	0	0	0	1073	177	878	301	277	155	0	0	0	0	0	317	529	667	0
Tet2	130.864865	0	0	0	0	0	0	0	0	178	171	333	0	0	0	0	232	500	0	0	0	0	0	0	973	186	334	202	151	150	0	0	0	0	0	191	501	740	0
Prelid2	130.648649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	131	0	258	0	0	228	131	1340	458	409	484	177	199	0	0	0	0	0	0	318	616	0
Gskip	130.513514	0	154	0	0	0	0	0	0	0	0	173	0	0	0	0	177	154	0	0	0	0	382	0	1293	427	441	523	218	0	0	0	0	0	0	0	296	591	0
Atg2b	130.513514	0	154	0	0	0	0	0	0	0	0	173	0	0	0	0	177	154	0	0	0	0	382	0	1293	427	441	523	218	0	0	0	0	0	0	0	296	591	0
Cenpu	130.189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2675	2059	0	0	0	0	0	0	83	0	0
Rad18	129.081081	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	158	349	0	530	0	0	174	0	866	256	268	186	118	0	0	0	0	0	0	256	460	711	0
Pigz	128.918919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	348	0	393	0	0	159	0	1468	384	502	383	0	0	0	0	0	0	0	0	384	601	0
Ubald1	128.594595	0	0	0	0	0	163	0	0	108	193	307	0	0	0	0	291	318	0	150	0	0	236	119	853	342	540	174	137	0	0	0	0	0	0	117	319	391	0
Mfap3	128.513514	0	0	0	0	0	0	0	114	0	0	348	0	0	0	0	0	183	0	111	0	0	241	0	1211	313	513	337	155	125	0	0	0	0	0	350	339	415	0
Fam114a2	128.513514	0	0	0	0	0	0	0	114	0	0	348	0	0	0	0	0	183	0	111	0	0	241	0	1211	313	513	337	155	125	0	0	0	0	0	350	339	415	0
Snx1	128.054054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	208	327	1677	430	1244	359	0	0	0	0	0	0	0	0	149	211	0
Ciao2a	128.054054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	208	327	1677	430	1244	359	0	0	0	0	0	0	0	0	149	211	0
Ccdc107	127.108108	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	297	218	1376	467	776	457	415	205	0	0	0	0	0	0	78	197	0
Kansl3	126.972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2546	1889	0	0	0	0	0	0	114	149	0
Fer1l5	126.972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2546	1889	0	0	0	0	0	0	114	149	0
Iba57	126.189189	208	186	0	0	0	259	0	148	172	163	768	0	0	0	0	0	83	0	406	0	0	115	0	554	155	189	237	0	0	0	0	0	0	0	287	216	523	0
Ube2n	125.324324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	255	0	0	431	353	1157	688	1003	441	0	0	0	0	0	0	0	0	0	212	0
Clybl	124.675676	727	819	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	355	0	0	215	0	671	304	164	302	121	0	0	0	0	0	0	123	162	394	0
Pcgf5	124.513514	426	256	0	0	0	112	0	160	249	205	598	0	0	0	0	111	147	0	376	0	0	0	0	485	160	155	0	0	0	0	0	0	0	0	215	345	607	0
Dchs2	124.459459	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	723	659	305	192	0	0	0	0	0	0	0	0	423	346	0	0	0	0	0	489	510	814	0
Tnk1	124.378378	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	593	0	1816	876	445	500	0	0	0	0	0	0	0	0	0	0	0
Agl	124.162162	233	206	0	0	0	0	0	0	0	0	0	0	0	0	0	209	263	0	135	0	0	135	0	995	392	600	430	180	0	0	0	0	0	0	285	177	354	0
Eps15	123.837838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2544	1929	0	0	0	0	0	109	0	0	0
Bhlhe40	123.594595	123	363	0	0	0	108	0	0	120	130	507	0	0	0	0	136	220	0	170	0	0	213	0	493	97	0	202	203	81	0	0	0	0	0	284	446	677	0
Naa16	123.540541	314	265	0	0	0	0	0	90	0	0	85	0	0	0	0	0	0	0	0	0	0	282	0	1363	312	352	203	0	125	0	0	0	0	0	261	354	565	0
Etfbkmt	123.351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	215	0	0	0	0	250	0	1309	351	586	364	344	304	0	0	0	0	0	0	316	416	0
Llgl1	122.837838	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	141	0	0	0	0	403	201	1622	455	688	526	0	0	0	0	0	0	0	126	100	202	0
Fut10	122.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2573	1959	0	0	0	0	0	0	0	0	0
Fam117b	121.621622	145	143	0	0	0	0	0	451	0	119	268	0	0	0	0	0	0	0	357	0	0	282	0	1221	267	285	318	127	0	0	0	0	0	0	276	0	241	0
Zfp870	121.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	1983	498	815	671	0	0	0	0	0	0	0	0	0	0	0
Pgp	121.351351	121	0	0	0	0	99	118	462	157	191	467	0	0	0	0	0	126	0	98	0	0	211	0	683	197	328	216	0	0	0	0	0	0	0	105	346	565	0
Bricd5	121.351351	121	0	0	0	0	99	118	462	157	191	467	0	0	0	0	0	126	0	98	0	0	211	0	683	197	328	216	0	0	0	0	0	0	0	105	346	565	0
Rad23b	121.162162	164	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	353	0	1499	440	664	422	121	0	0	0	0	0	0	100	112	340	0
Tuba1b	120.756757	0	131	0	0	0	91	0	0	0	111	834	0	0	0	0	131	249	0	660	0	0	122	0	623	235	205	264	92	0	0	0	0	0	0	0	276	444	0
Mindy4	120.405405	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	339	474	0	0	0	0	156	0	879	137	182	291	507	380	0	0	0	0	0	235	239	340	0
Ier3	120.270270	163	251	0	0	0	141	0	165	104	188	869	0	0	0	0	0	0	0	94	0	0	214	0	890	330	186	335	176	143	0	0	0	0	0	0	0	201	0
Flot1	120.270270	163	251	0	0	0	141	0	165	104	188	869	0	0	0	0	0	0	0	94	0	0	214	0	890	330	186	335	176	143	0	0	0	0	0	0	0	201	0
Itpkc	120.216216	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	478	257	1544	562	965	407	0	0	0	0	0	0	0	0	0	0	0
Coq8b	120.216216	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	478	257	1544	562	965	407	0	0	0	0	0	0	0	0	0	0	0
Lrif1	118.864865	0	0	0	0	0	295	224	0	288	353	763	0	0	0	0	0	0	0	196	0	0	104	0	828	180	94	283	85	0	0	0	0	0	0	118	137	450	0
Cdkn1a	118.621622	0	0	0	0	0	0	0	0	0	215	624	0	0	0	0	0	105	0	554	0	0	146	0	536	217	279	105	155	83	0	0	0	0	0	231	417	722	0
Zfp653	118.540541	170	102	0	0	0	0	0	97	0	0	368	0	0	0	0	317	378	0	243	0	0	148	0	561	195	159	257	194	125	0	0	0	0	0	280	266	526	0
Slc9a1	117.864865	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	168	253	0	0	0	0	245	106	1031	322	298	278	581	140	0	0	0	0	0	0	231	330	0
Atr	117.864865	321	379	0	0	0	0	0	0	0	0	276	0	0	0	0	0	101	0	216	0	0	166	0	954	303	194	276	185	156	0	0	0	0	0	164	165	505	0
1700065D16Rik	117.864865	321	379	0	0	0	0	0	0	0	0	276	0	0	0	0	0	101	0	216	0	0	166	0	954	303	194	276	185	156	0	0	0	0	0	164	165	505	0
Pdk3	117.810811	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	129	338	0	152	0	0	182	0	1330	361	387	416	0	0	0	0	0	0	0	118	230	574	0
Ufsp2	117.432432	137	149	0	0	0	394	209	0	314	367	387	0	0	0	0	0	0	0	555	0	0	0	0	121	0	0	0	465	394	0	0	0	0	0	146	228	479	0
1700029J07Rik	117.432432	137	149	0	0	0	394	209	0	314	367	387	0	0	0	0	0	0	0	555	0	0	0	0	121	0	0	0	465	394	0	0	0	0	0	146	228	479	0
Hook2	116.540541	0	159	0	0	0	137	115	0	212	111	526	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	119	139	0	0	0	0	0	0	270	871	1312	0
Tbrg1	116.081081	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	340	140	1756	453	785	505	0	0	0	0	0	0	0	196	0	0	0
Blm	116.054054	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	164	0	165	0	0	338	100	1392	270	489	325	92	0	0	0	0	0	0	129	205	329	0
Dctpp1	116.000000	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	208	157	0	0	0	0	253	159	1376	420	346	410	0	0	0	0	0	0	0	93	134	266	0
Zfp446	115.891892	0	0	0	0	0	88	119	0	98	182	472	0	0	0	0	138	121	0	297	0	0	221	0	1080	355	252	293	0	0	0	0	0	0	0	0	113	459	0
Ints10	115.675676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2444	1718	0	0	0	0	0	118	0	0	0
Rpl5	115.540541	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	80	145	0	325	0	0	223	0	916	228	412	219	181	0	0	0	0	0	0	478	317	525	0
Gm45915	114.621622	120	0	0	0	0	0	0	0	0	0	108	0	0	0	0	102	179	0	0	0	0	194	0	1185	212	366	258	101	0	0	0	0	0	0	0	537	879	0
Pgd	114.189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	100	0	0	156	0	938	208	340	153	226	0	0	0	0	0	0	93	666	1214	0
Tial1	113.378378	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	104	220	0	0	0	0	301	0	1410	376	448	444	0	0	0	0	0	0	0	104	170	324	0
Gm4981	111.891892	320	259	282	141	0	0	0	0	0	0	0	0	0	0	0	126	136	0	0	139	0	237	318	424	221	402	275	209	266	161	0	0	0	0	224	0	0	0
Usp3	111.648649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	2286	1647	0	0	0	0	0	84	0	0	0
Tsga10	111.432432	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	276	0	979	372	381	293	607	577	0	0	0	0	0	96	0	235	0
Sec24d	111.162162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2314	1717	0	0	0	0	0	82	0	0	0
Dap	111.162162	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	120	213	0	716	0	0	213	0	854	318	283	278	170	0	0	0	0	0	0	151	238	404	0
Opa3	108.594595	0	0	0	0	0	0	0	0	0	94	344	0	0	0	0	188	154	0	132	0	0	165	0	1203	488	250	300	75	0	0	0	0	0	0	134	159	332	0
Epop	107.594595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	142	0	0	239	189	1262	381	767	280	0	0	0	0	0	0	0	0	196	412	0
Foxo3	107.054054	478	370	0	0	0	0	0	0	0	0	234	0	0	0	0	96	204	0	528	0	0	0	0	333	139	220	143	252	168	0	0	0	0	0	381	168	247	0
Mical3	105.837838	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	334	221	1295	444	920	403	0	0	0	0	0	0	0	0	0	171	0
Mbd3	105.459459	185	0	0	0	0	0	0	0	0	0	74	0	0	0	0	111	90	0	644	0	0	205	0	1044	263	308	333	0	0	0	0	0	0	0	148	184	313	0
Slc6a6	105.081081	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	222	0	0	396	242	979	479	579	218	213	0	0	0	0	0	0	161	0	116	0
Imp4	104.648649	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	118	139	0	0	0	0	189	0	862	198	395	151	323	137	0	0	0	0	0	125	401	651	0
Ccdc115	104.648649	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	118	139	0	0	0	0	189	0	862	198	395	151	323	137	0	0	0	0	0	125	401	651	0
Kdm2a	104.621622	0	173	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	175	162	1183	448	637	352	0	0	0	0	0	0	0	136	221	160	0
Pms2	104.432432	0	0	0	0	0	0	0	93	0	0	689	0	0	0	0	0	0	0	607	0	0	152	0	559	219	249	245	208	0	0	0	0	0	0	310	146	387	0
Aimp2	104.432432	0	0	0	0	0	0	0	93	0	0	689	0	0	0	0	0	0	0	607	0	0	152	0	559	219	249	245	208	0	0	0	0	0	0	310	146	387	0
AW146154	104.378378	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	198	233	0	0	0	0	162	163	1274	283	566	190	0	0	0	0	0	0	0	74	0	281	0
Ccdc158	103.972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	447	184	1551	638	471	445	0	0	0	0	0	0	0	0	0	0	0
Ube2q1	103.783784	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	124	262	0	165	0	0	0	0	638	194	156	0	920	399	0	0	0	0	0	280	177	273	0
