Target_genes	Rel|Average	SRX14226822|B_cells	SRX14226823|B_cells	SRX14226824|B_cells	SRX14226825|B_cells	SRX14226826|B_cells	SRX14226827|B_cells	SRX122495|Dendritic_Cells	SRX122496|Dendritic_Cells	SRX122497|Dendritic_Cells	SRX122498|Dendritic_Cells	SRX122574|Dendritic_Cells	SRX122575|Dendritic_Cells	SRX3380944|Dendritic_Cells	SRX3380945|Dendritic_Cells	SRX3380946|Dendritic_Cells	STRING
Srgap3	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Socs5	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Phyh	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Fktn	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Cmip	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
B2m	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Wdr1	14.533333	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0
Ptpn22	14.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0
Batf3	14.466667	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Zfand3	14.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
Zbtb3	14.333333	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Pagr1a	14.333333	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Mvp	14.333333	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Mgat4b	14.333333	0	0	0	0	0	0	0	0	0	0	0	0	102	113	0	0
Antxr2	14.333333	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Mrpl17	14.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0
Fmnl2	14.266667	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0
Depdc7	14.266667	0	0	0	0	0	0	0	0	0	0	0	0	76	138	0	0
Rgs5	14.200000	0	0	0	0	0	0	0	0	0	0	0	0	115	98	0	0
Ifna14	14.200000	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
Gpr85	14.200000	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
Ddx23	14.200000	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
BC147527	14.200000	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
Gm19345	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
Ccng2	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Ankzf1	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Rhbdf2	14.066667	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Pla2g4a	14.066667	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Paqr8	14.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
Ero1b	14.066667	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Prkx	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Stap2	13.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0
Smpd3	13.933333	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0
Rragc	13.933333	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0
Mpnd	13.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0
Vmo1	13.866667	0	0	0	0	0	0	0	0	0	0	0	0	103	105	0	0
Rad9a	13.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0
Ppp1r10	13.866667	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0
Gpr82	13.866667	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0
Prkcd	13.800000	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0
Tbc1d1	13.733333	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
Rasa4	13.733333	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
Tcp10a	13.666667	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0
Pofut1	13.666667	0	0	0	0	0	0	0	0	0	0	0	0	113	92	0	0
Pnkd	13.666667	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0
Plagl2	13.666667	0	0	0	0	0	0	0	0	0	0	0	0	113	92	0	0
Ndufs4	13.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0
Fmnl1	13.600000	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0
Ddx6	13.600000	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0
Gbp2	13.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0
Gabpb1	13.533333	0	0	0	0	0	82	0	0	0	0	0	0	0	121	0	0
Znrf1	13.466667	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Rictor	13.466667	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Ramp1	13.466667	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Ptpn3	13.466667	0	0	0	0	0	0	0	0	0	0	0	0	103	99	0	0
Lrch4	13.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0
Fbxo24	13.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0
Washc1	13.400000	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Ppp1r18	13.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0
Olfr715b	13.400000	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Mtmr4	13.400000	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Dchs2	13.400000	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0
Arhgap22	13.400000	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Nudt17	13.333333	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Vgf	13.266667	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Ciita	13.266667	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Ccl3	13.266667	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Il23a	13.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	451
Kctd12	13.200000	0	0	0	0	0	0	0	0	0	0	0	0	110	88	0	0
Cd44	13.200000	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0
Spata5l1	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0
Notch3	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Lrrc45	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Irgc1	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Dscaml1	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Dmpk	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Chrm2	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Cenpx	13.133333	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Rnf122	13.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
Phf11b	13.066667	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Srrd	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0
Natd1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Hps4	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0
Zfp617	12.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0
Nxf1	12.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0
Gramd3	12.866667	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Fxn	12.866667	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Fabp1	12.866667	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Rbms1	12.800000	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Ms4a6d	12.800000	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Tmem134	12.733333	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
Parvg	12.733333	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
Fes	12.733333	0	0	0	0	0	0	0	0	0	0	0	0	85	106	0	0
Aip	12.733333	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
Oasl2	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
Gusb	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
Got1	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
Pik3cg	12.600000	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Ifrd2	12.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
Fadd	12.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
Rmi1	12.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
Il4ra	12.533333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Il18rap	12.533333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Hnrnpk	12.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
Dusp7	12.533333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Grap	12.466667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
Shank1	12.400000	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Gm6377	12.400000	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Copz1	12.400000	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0
Clec11a	12.400000	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Srrt	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Slc30a9	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0
Rhoh	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Nqo2	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Gpr88	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Gm33887	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Cyp8b1	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Lix1l	12.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0
Dcaf12	12.266667	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Prpf18	12.200000	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Ms4a6c	12.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0
Serinc3	12.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
Kcnab1	12.133333	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Ggt5	12.133333	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Gfi1b	12.133333	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Csk	12.133333	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Akna	12.133333	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
S100a10	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Rcsd1	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Nr2c2ap	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Mrtfa	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Jund	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Iqcn	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Fam241a	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0
Clec4b1	12.066667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Zfp143	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Fli1	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Aasdh	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0
Wrap53	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Tubb6	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Trp53	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Senp8	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Plekha2	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Myo9a	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Igip	11.933333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Ube2d2a	11.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
Rcbtb2	11.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
Nckap1l	11.866667	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Cfb	11.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
Ube2h	11.800000	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
Nfe2l1	11.800000	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
Cdyl	11.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0
Tvp23a	11.733333	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Slc38a7	11.733333	0	0	0	0	0	0	0	0	0	0	0	0	105	71	0	0
Sik3	11.733333	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Pafah1b2	11.733333	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Gpd2	11.733333	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Cln8	11.733333	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Sptbn4	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Cep68	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Blvrb	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Adam19	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Ifitm3	11.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0
Fos	11.600000	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Anxa7	11.600000	0	0	0	0	0	0	0	0	0	0	0	0	93	81	0	0
Lasp1	11.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0
Ifngr1	11.533333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Hmgcs1	11.533333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
H2-Q10	11.533333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Clptm1l	11.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0
Zbtb10	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Hacd2	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0
Esyt3	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Dhx58	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0
Atr	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0
Alms1	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0
4930519G04Rik	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
1700065D16Rik	11.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0
Tgif1	11.400000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Il7r	11.400000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Gbp4	11.400000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Fbxl20	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Col6a2	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Tmem63b	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Rps2	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Rnf151	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Ppm1k	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Ndufb10	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Mrpl14	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Fcer1g	11.266667	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Siglecf	11.200000	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Syne3	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Gtf2h2	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Whamm	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
Trmt13	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Rela	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Fbxw11	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Bmyc	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
Tm4sf19	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Tle3	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Prr14	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0
Proser1	11.000000	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
Polk	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Nhlrc3	11.000000	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
Myh9	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0
Klrk1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Flnb	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Degs2	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Zswim4	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
Sema3b	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Rpl3l	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Plbd1	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Patl1	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
Noc2l	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Lrp11	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Klhl17	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Dcp2	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
Ctdsp1	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
Ccl9	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Wnt1	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Rnf125	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Prr5	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Apon	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
9430069I07Rik	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Uap1	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Tra2a	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Tmprss13	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
Syne2	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Rnasel	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Casp8	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Pa2g4	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Nrp2	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0
Gpr176	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
Unc50	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Trim30a	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Pla2g15	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0
Nsd3	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0
Letm2	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0
Coa5	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Cnp	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Traf5	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Tet3	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Tcp10c	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Slc5a8	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Serpina3g	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Gh	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
Ulbp1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Tap1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Resf1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Psmb9	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Pld4	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Inpp1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
Tmem258	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
Tfam	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
Grcc10	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
Fen1	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
Spdl1	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Slfn8	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Slc66a1	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Scpep1	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Rnf213	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Pilrb1	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Pi4k2a	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Nr3c1	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Lrrc7	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Enpp4	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Akr7a5	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Txnip	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Tmem251	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Srp54c	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Srp54b	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Prdm2	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Ppp1r11	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Msr1	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Moap1	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Usp32	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Surf4	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Stkld1	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Sp6	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Smc4	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0
Sesn1	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Olfr1418	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Nox1	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Lrrk2	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Ift80	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0
Gpr18	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Gm17455	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Fus	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
D16Ertd472e	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Cyfip1	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Borcs6	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0
Bnip2	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Usp16	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Tgfbr1	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Sh2d4a	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Rps27a	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Ino80c	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Ikbke	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Gadd45g	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Clhc1	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Wdr36	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Stat5a	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Setd1b	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Serpine1	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
H2-Ob	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Unc13a	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Ube2d3	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Rnf141	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Klhdc8b	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Jak3	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Ccdc71	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Anxa4	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Rbm47	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Plp2	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Plek	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Emp3	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
Ccdc114	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
Tnfsf9	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Rtn1	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
