Target_genes	Pitx1|Average	SRX195355|Hindlimb	SRX195357|Hindlimb	SRX2978809|Hindlimb	SRX3205484|Squamous_cell_carcinoma	SRX3205486|Squamous_cell_carcinoma	SRX3205490|Squamous_cell_carcinoma	SRX3205491|Squamous_cell_carcinoma	SRX5283003|Squamous_cell_carcinoma	STRING
Zcchc7	25.750000	0	0	206	0	0	0	0	0	0
Trim8	25.750000	0	0	206	0	0	0	0	0	0
Tet1	25.750000	0	0	206	0	0	0	0	0	0
Slc6a7	25.750000	0	0	0	0	0	206	0	0	0
Slc22a30	25.750000	0	0	206	0	0	0	0	0	0
Satb2	25.750000	0	0	206	0	0	0	0	0	0
Pin1	25.750000	0	0	206	0	0	0	0	0	0
Lrrc23	25.750000	0	0	206	0	0	0	0	0	0
Hectd2	25.750000	0	0	206	0	0	0	0	0	0
Chchd2	25.750000	0	0	206	0	0	0	0	0	0
Usp25	25.625000	0	0	205	0	0	0	0	0	0
Timmdc1	25.625000	0	0	205	0	0	0	0	0	0
Syt11	25.625000	0	0	205	0	0	0	0	0	0
Snx17	25.625000	0	0	205	0	0	0	0	0	0
Slc22a4	25.625000	0	0	0	0	0	205	0	0	0
Nifk	25.625000	0	0	205	0	0	0	0	0	0
Malt1	25.625000	0	0	0	0	0	0	205	0	0
Lrrn2	25.625000	0	0	205	0	0	0	0	0	0
Hspa9	25.625000	0	0	205	0	0	0	0	0	0
Gm266	25.625000	0	0	205	0	0	0	0	0	0
Gm11634	25.625000	0	0	205	0	0	0	0	0	0
Fxn	25.625000	0	0	205	0	0	0	0	0	0
Eif2b4	25.625000	0	0	205	0	0	0	0	0	0
Dimt1	25.625000	0	0	205	0	0	0	0	0	0
Cnot6	25.625000	0	0	205	0	0	0	0	0	0
Zmynd8	25.500000	0	0	204	0	0	0	0	0	0
Sdccag8	25.500000	0	0	204	0	0	0	0	0	0
Sac3d1	25.500000	0	0	204	0	0	0	0	0	0
Mrps11	25.500000	0	0	204	0	0	0	0	0	0
Mrpl46	25.500000	0	0	204	0	0	0	0	0	0
Gm21083	25.500000	0	0	0	126	78	0	0	0	0
Frat2	25.500000	80	0	124	0	0	0	0	0	0
Fam110a	25.500000	0	0	0	0	0	204	0	0	0
Dlg1	25.500000	0	0	204	0	0	0	0	0	0
Coro2a	25.500000	0	0	0	0	0	204	0	0	0
Cep170	25.500000	0	0	204	0	0	0	0	0	0
Tnpo1	25.375000	0	0	203	0	0	0	0	0	0
Snx15	25.375000	0	0	203	0	0	0	0	0	0
Mup10	25.375000	0	203	0	0	0	0	0	0	0
Mon1b	25.375000	0	0	203	0	0	0	0	0	0
Mnt	25.375000	0	0	203	0	0	0	0	0	0
Erf	25.375000	0	0	203	0	0	0	0	0	0
Dlg4	25.375000	0	0	203	0	0	0	0	0	0
Cep170b	25.375000	0	0	203	0	0	0	0	0	0
Tlcd1	25.250000	0	0	202	0	0	0	0	0	0
Rpl23a	25.250000	0	0	202	0	0	0	0	0	0
Rab34	25.250000	0	0	202	0	0	0	0	0	0
Fstl1	25.250000	0	0	202	0	0	0	0	0	0
Eva1a	25.250000	0	0	202	0	0	0	0	0	0
Ddt	25.250000	0	0	0	0	0	202	0	0	0
Cfap36	25.250000	0	0	202	0	0	0	0	0	0
Svep1	25.125000	0	0	201	0	0	0	0	0	0
Supv3l1	25.125000	0	0	201	0	0	0	0	0	0
Rxrg	25.125000	0	0	201	0	0	0	0	0	0
Rragd	25.125000	0	0	201	0	0	0	0	0	0
Nek9	25.125000	0	0	201	0	0	0	0	0	0
Kif13a	25.125000	0	0	201	0	0	0	0	0	0
Cobll1	25.125000	0	0	82	0	0	119	0	0	0
Armc3	25.125000	0	87	114	0	0	0	0	0	0
Ap3m2	25.125000	0	0	201	0	0	0	0	0	0
Angptl1	25.125000	0	0	201	0	0	0	0	0	0
Zfp943	25.000000	0	0	200	0	0	0	0	0	0
Zfp942	25.000000	0	0	200	0	0	0	0	0	0
Trim24	25.000000	0	0	200	0	0	0	0	0	0
Tfap4	25.000000	0	0	200	0	0	0	0	0	0
Srp54a	25.000000	0	0	200	0	0	0	0	0	0
Sned1	25.000000	0	0	200	0	0	0	0	0	0
Sesn3	25.000000	0	0	200	0	0	0	0	0	0
Rgma	25.000000	0	0	200	0	0	0	0	0	0
Relch	25.000000	0	0	200	0	0	0	0	0	0
Ptpn21	25.000000	0	0	200	0	0	0	0	0	0
Ppp2r5b	25.000000	0	0	200	0	0	0	0	0	0
Pign	25.000000	0	0	200	0	0	0	0	0	0
Inppl1	25.000000	0	0	200	0	0	0	0	0	0
H3c11	25.000000	0	0	74	0	0	126	0	0	0
H1f5	25.000000	0	0	74	0	0	126	0	0	0
Ensa	25.000000	0	0	200	0	0	0	0	0	0
Emp1	25.000000	69	0	131	0	0	0	0	0	0
Chka	25.000000	0	0	200	0	0	0	0	0	0
Ccndbp1	25.000000	0	0	200	0	0	0	0	0	0
Camsap1	25.000000	0	0	200	0	0	0	0	0	0
Arsg	25.000000	0	0	200	0	0	0	0	0	0
Alkbh3	25.000000	0	0	200	0	0	0	0	0	0
Rpl7l1	24.875000	0	0	199	0	0	0	0	0	0
Proser1	24.875000	0	0	0	0	0	199	0	0	0
Ppt1	24.875000	0	0	199	0	0	0	0	0	0
Nhlrc3	24.875000	0	0	0	0	0	199	0	0	0
H2bc8	24.875000	0	0	87	0	0	112	0	0	0
H2ac8	24.875000	0	0	87	0	0	112	0	0	0
Crygf	24.875000	0	0	0	0	0	199	0	0	0
Cdk7	24.875000	0	0	199	0	0	0	0	0	0
Aurkaip1	24.875000	0	0	199	0	0	0	0	0	0
Anxa3	24.875000	113	0	86	0	0	0	0	0	0
3300002I08Rik	24.875000	0	0	199	0	0	0	0	0	0
Tafa2	24.750000	0	0	198	0	0	0	0	0	0
Smarcal1	24.750000	0	0	198	0	0	0	0	0	0
Reep4	24.750000	0	0	198	0	0	0	0	0	0
Mpp2	24.750000	0	0	198	0	0	0	0	0	0
Hr	24.750000	0	0	198	0	0	0	0	0	0
Flrt3	24.750000	0	0	198	0	0	0	0	0	0
Cdk19	24.750000	0	0	198	0	0	0	0	0	0
Srgap3	24.625000	0	0	0	0	0	197	0	0	0
Pde7b	24.625000	78	0	119	0	0	0	0	0	0
Pcsk5	24.625000	0	0	197	0	0	0	0	0	0
Itsn1	24.625000	0	0	197	0	0	0	0	0	0
Hgf	24.625000	0	0	197	0	0	0	0	0	0
Gtf3c5	24.625000	0	0	197	0	0	0	0	0	0
Cryzl1	24.625000	0	0	197	0	0	0	0	0	0
Cenpa	24.625000	0	0	197	0	0	0	0	0	0
Cbx4	24.625000	0	0	197	0	0	0	0	0	0
Wdr37	24.500000	0	0	196	0	0	0	0	0	0
Vstm5	24.500000	0	0	0	0	196	0	0	0	0
Usp16	24.500000	0	0	196	0	0	0	0	0	0
Tnks2	24.500000	0	0	196	0	0	0	0	0	0
Spink10	24.500000	0	0	196	0	0	0	0	0	0
Smug1	24.500000	0	0	196	0	0	0	0	0	0
Robo1	24.500000	0	0	196	0	0	0	0	0	0
Mpv17	24.500000	0	0	196	0	0	0	0	0	0
Megf10	24.500000	0	0	196	0	0	0	0	0	0
Hsph1	24.500000	0	0	196	0	0	0	0	0	0
Haus6	24.500000	0	0	196	0	0	0	0	0	0
Fbxo38	24.500000	0	0	196	0	0	0	0	0	0
Disc1	24.500000	0	0	196	0	0	0	0	0	0
Txndc15	24.375000	0	0	195	0	0	0	0	0	0
Tgif1	24.375000	0	0	195	0	0	0	0	0	0
Tex30	24.375000	0	0	195	0	0	0	0	0	0
Pigc	24.375000	0	0	195	0	0	0	0	0	0
Nrn1	24.375000	0	0	195	0	0	0	0	0	0
Mat2b	24.375000	0	0	195	0	0	0	0	0	0
Hoxa10	24.375000	0	0	195	0	0	0	0	0	0
Fmn1	24.375000	0	0	195	0	0	0	0	0	0
Col11a1	24.375000	0	0	195	0	0	0	0	0	0
Ccdc28a	24.375000	0	0	195	0	0	0	0	0	0
Ss18	24.250000	0	0	194	0	0	0	0	0	0
Rbm19	24.250000	0	0	194	0	0	0	0	0	0
Pop5	24.250000	0	0	0	194	0	0	0	0	0
Phc3	24.250000	0	0	194	0	0	0	0	0	0
Pde1b	24.250000	0	0	194	0	0	0	0	0	0
Nanos2	24.250000	0	0	194	0	0	0	0	0	0
Naif1	24.250000	0	0	194	0	0	0	0	0	0
Mypop	24.250000	0	0	194	0	0	0	0	0	0
Lman2	24.250000	0	0	194	0	0	0	0	0	0
Hectd4	24.250000	0	0	194	0	0	0	0	0	0
Esrrg	24.250000	0	0	194	0	0	0	0	0	0
Eral1	24.250000	0	0	194	0	0	0	0	0	0
Aox1	24.250000	0	0	0	0	0	194	0	0	0
Adamts8	24.250000	0	0	194	0	0	0	0	0	0
Acads	24.250000	0	0	194	0	0	0	0	0	0
Zbtb7b	24.125000	0	0	193	0	0	0	0	0	0
Snx3	24.125000	0	0	193	0	0	0	0	0	0
Sesn1	24.125000	0	0	193	0	0	0	0	0	0
Raf1	24.125000	87	0	0	0	0	106	0	0	0
Pkd2	24.125000	0	0	193	0	0	0	0	0	0
Mrpl22	24.125000	0	0	94	0	0	99	0	0	0
Kif18b	24.125000	0	0	97	96	0	0	0	0	0
Gsta4	24.125000	0	0	0	193	0	0	0	0	0
Gemin5	24.125000	0	0	94	0	0	99	0	0	0
Clec14a	24.125000	0	0	193	0	0	0	0	0	0
Zfp933	24.000000	0	0	192	0	0	0	0	0	0
Xkr9	24.000000	0	0	192	0	0	0	0	0	0
Vps26b	24.000000	0	0	192	0	0	0	0	0	0
Virma	24.000000	0	0	192	0	0	0	0	0	0
Ulk1	24.000000	0	0	192	0	0	0	0	0	0
Ttc26	24.000000	0	0	192	0	0	0	0	0	0
Spint4	24.000000	0	0	192	0	0	0	0	0	0
Slx4	24.000000	0	0	192	0	0	0	0	0	0
Slc39a6	24.000000	0	0	192	0	0	0	0	0	0
Slc25a44	24.000000	0	0	192	0	0	0	0	0	0
Ryr2	24.000000	0	0	192	0	0	0	0	0	0
Rttn	24.000000	0	0	192	0	0	0	0	0	0
Rsrc2	24.000000	0	0	192	0	0	0	0	0	0
Rrs1	24.000000	0	0	192	0	0	0	0	0	0
Ptdss2	24.000000	0	0	192	0	0	0	0	0	0
Pde1c	24.000000	0	0	192	0	0	0	0	0	0
Ncapd3	24.000000	0	0	192	0	0	0	0	0	0
Mfap2	24.000000	0	0	192	0	0	0	0	0	0
Mapkbp1	24.000000	0	0	192	0	0	0	0	0	0
Maea	24.000000	0	0	192	0	0	0	0	0	0
Krt10	24.000000	0	0	192	0	0	0	0	0	0
Kntc1	24.000000	0	0	192	0	0	0	0	0	0
Homer1	24.000000	115	0	77	0	0	0	0	0	0
Elp2	24.000000	0	0	192	0	0	0	0	0	0
Dus4l	24.000000	0	0	192	0	0	0	0	0	0
Cog5	24.000000	0	0	192	0	0	0	0	0	0
Camsap2	24.000000	0	0	192	0	0	0	0	0	0
Calml4	24.000000	0	0	192	0	0	0	0	0	0
Armcx1	24.000000	0	0	192	0	0	0	0	0	0
Adhfe1	24.000000	0	0	192	0	0	0	0	0	0
2310011J03Rik	24.000000	0	0	192	0	0	0	0	0	0
Prr19	23.875000	0	0	191	0	0	0	0	0	0
Prkdc	23.875000	0	0	191	0	0	0	0	0	0
Plekhf2	23.875000	0	0	191	0	0	0	0	0	0
Pafah1b3	23.875000	0	0	191	0	0	0	0	0	0
Nfe2	23.875000	0	0	191	0	0	0	0	0	0
Mrpl11	23.875000	0	0	191	0	0	0	0	0	0
Mcm4	23.875000	0	0	191	0	0	0	0	0	0
Fstl5	23.875000	0	0	191	0	0	0	0	0	0
Dnase1l3	23.875000	0	0	0	0	0	191	0	0	0
Slc27a6	23.750000	0	0	190	0	0	0	0	0	0
Ptch1	23.750000	0	0	190	0	0	0	0	0	0
Fzd1	23.750000	0	0	190	0	0	0	0	0	0
Foxf2	23.750000	0	0	190	0	0	0	0	0	0
Flot2	23.750000	0	0	0	190	0	0	0	0	0
Dhh	23.750000	0	0	0	190	0	0	0	0	0
Capn10	23.750000	0	0	190	0	0	0	0	0	0
Adipor2	23.750000	0	0	0	0	0	190	0	0	0
Trim50	23.625000	0	0	0	0	0	0	189	0	0
Rsrc1	23.625000	0	0	189	0	0	0	0	0	0
Rnh1	23.625000	0	0	189	0	0	0	0	0	0
Rhoc	23.625000	0	0	189	0	0	0	0	0	0
Rell1	23.625000	0	0	189	0	0	0	0	0	0
Ndufs7	23.625000	0	0	189	0	0	0	0	0	0
Hif1an	23.625000	0	0	189	0	0	0	0	0	0
Bzw2	23.625000	0	0	189	0	0	0	0	0	0
Ankmy2	23.625000	0	0	189	0	0	0	0	0	0
Acp7	23.625000	0	0	189	0	0	0	0	0	0
Zscan10	23.500000	0	0	188	0	0	0	0	0	0
St8sia2	23.500000	0	0	188	0	0	0	0	0	0
Oas1c	23.500000	0	0	188	0	0	0	0	0	0
Oas1b	23.500000	0	0	188	0	0	0	0	0	0
Malsu1	23.500000	0	0	188	0	0	0	0	0	0
Lsg1	23.500000	0	0	188	0	0	0	0	0	0
Amer1	23.500000	0	0	0	0	0	188	0	0	0
Zfp296	23.375000	0	0	187	0	0	0	0	0	0
Wdr83os	23.375000	0	0	187	0	0	0	0	0	0
Wdr83	23.375000	0	0	187	0	0	0	0	0	0
Poglut2	23.375000	0	0	187	0	0	0	0	0	0
Pias4	23.375000	0	0	187	0	0	0	0	0	0
Man2b1	23.375000	0	0	187	0	0	0	0	0	0
Mad2l2	23.375000	0	0	187	0	0	0	0	0	0
Kremen1	23.375000	0	0	187	0	0	0	0	0	0
Id1	23.375000	0	0	187	0	0	0	0	0	0
Gemin7	23.375000	0	0	187	0	0	0	0	0	0
Ephb4	23.375000	0	0	187	0	0	0	0	0	0
Draxin	23.375000	0	0	187	0	0	0	0	0	0
Cep68	23.375000	0	0	187	0	0	0	0	0	0
Bivm	23.375000	0	0	187	0	0	0	0	0	0
Abcd2	23.375000	0	0	187	0	0	0	0	0	0
Zfp703	23.250000	0	0	186	0	0	0	0	0	0
Trit1	23.250000	0	0	186	0	0	0	0	0	0
Tpgs1	23.250000	0	0	186	0	0	0	0	0	0
Tmem119	23.250000	0	0	186	0	0	0	0	0	0
Rack1	23.250000	0	0	186	0	0	0	0	0	0
Nol12	23.250000	0	0	186	0	0	0	0	0	0
Madcam1	23.250000	0	0	186	0	0	0	0	0	0
Il13	23.250000	0	86	100	0	0	0	0	0	0
Fam227b	23.250000	0	0	0	0	0	0	186	0	0
Dtwd1	23.250000	0	0	0	0	0	0	186	0	0
Cx3cl1	23.250000	0	0	0	0	0	186	0	0	0
Pcdh18	23.125000	0	0	185	0	0	0	0	0	0
Mzf1	23.125000	0	0	185	0	0	0	0	0	0
L3hypdh	23.125000	0	0	185	0	0	0	0	0	0
Jkamp	23.125000	0	0	185	0	0	0	0	0	0
Jdp2	23.125000	0	0	185	0	0	0	0	0	0
Bst2	23.125000	0	0	185	0	0	0	0	0	0
Atad2b	23.125000	0	0	185	0	0	0	0	0	0
Zscan30	23.000000	0	0	184	0	0	0	0	0	0
Zfp35	23.000000	0	0	184	0	0	0	0	0	0
Vmn2r4	23.000000	0	0	0	0	0	0	0	184	0
Usp46	23.000000	0	0	184	0	0	0	0	0	0
Setd1b	23.000000	0	0	184	0	0	0	0	0	0
Sec11a	23.000000	0	0	184	0	0	0	0	0	0
Sacm1l	23.000000	0	0	184	0	0	0	0	0	0
Med11	23.000000	0	0	0	0	0	184	0	0	0
Map4k1	23.000000	0	0	184	0	0	0	0	0	0
Ifitm1	23.000000	0	0	184	0	0	0	0	0	0
Eif3k	23.000000	0	0	184	0	0	0	0	0	0
D830031N03Rik	23.000000	0	0	184	0	0	0	0	0	0
Ctnnb1	23.000000	0	0	0	0	0	184	0	0	0
Upf3b	22.875000	0	0	183	0	0	0	0	0	0
Ube2j2	22.875000	0	0	183	0	0	0	0	0	0
Tsn	22.875000	0	0	183	0	0	0	0	0	0
Smc1a	22.875000	0	0	183	0	0	0	0	0	0
Slc26a1	22.875000	0	0	183	0	0	0	0	0	0
Skida1	22.875000	0	0	183	0	0	0	0	0	0
Sdf2l1	22.875000	0	0	183	0	0	0	0	0	0
Ribc1	22.875000	0	0	183	0	0	0	0	0	0
Rdh12	22.875000	0	0	183	0	0	0	0	0	0
Mib2	22.875000	0	0	183	0	0	0	0	0	0
Mcm9	22.875000	0	0	183	0	0	0	0	0	0
Klk14	22.875000	0	0	183	0	0	0	0	0	0
Klhl20	22.875000	0	0	183	0	0	0	0	0	0
Kank2	22.875000	0	0	183	0	0	0	0	0	0
Gm5622	22.875000	0	0	183	0	0	0	0	0	0
Gm35083	22.875000	0	0	183	0	0	0	0	0	0
Gid8	22.875000	0	0	183	0	0	0	0	0	0
Fnbp4	22.875000	0	0	183	0	0	0	0	0	0
Dido1	22.875000	0	0	183	0	0	0	0	0	0
Crlf2	22.875000	0	0	183	0	0	0	0	0	0
Cox7c	22.875000	0	0	183	0	0	0	0	0	0
Cldn10	22.875000	0	0	183	0	0	0	0	0	0
Cib2	22.875000	0	0	183	0	0	0	0	0	0
Ccdc174	22.875000	0	0	183	0	0	0	0	0	0
B3gntl1	22.875000	0	0	183	0	0	0	0	0	0
Apobec2	22.875000	0	0	183	0	0	0	0	0	0
Akap7	22.875000	183	0	0	0	0	0	0	0	0
Snx5	22.750000	0	0	182	0	0	0	0	0	0
Rps21	22.750000	85	0	97	0	0	0	0	0	0
Nck1	22.750000	0	0	182	0	0	0	0	0	0
Mgme1	22.750000	0	0	182	0	0	0	0	0	0
Lmo4	22.750000	0	0	182	0	0	0	0	0	0
Havcr2	22.750000	0	0	0	0	0	182	0	0	0
Gm5148	22.750000	0	0	182	0	0	0	0	0	0
Apobec1	22.750000	0	0	0	0	0	182	0	0	0
Angptl4	22.750000	0	0	182	0	0	0	0	0	0
Zfp148	22.625000	0	0	181	0	0	0	0	0	0
Yod1	22.625000	0	0	181	0	0	0	0	0	0
Teddm3	22.625000	0	0	181	0	0	0	0	0	0
Sox4	22.625000	0	0	181	0	0	0	0	0	0
Setdb2	22.625000	0	0	181	0	0	0	0	0	0
Pfkfb2	22.625000	0	0	181	0	0	0	0	0	0
Pea15a	22.625000	0	0	181	0	0	0	0	0	0
Hk1	22.625000	0	0	181	0	0	0	0	0	0
Hand1	22.625000	0	0	181	0	0	0	0	0	0
Gm45935	22.625000	0	0	181	0	0	0	0	0	0
Fat3	22.625000	0	0	181	0	0	0	0	0	0
Cab39l	22.625000	0	0	181	0	0	0	0	0	0
Birc2	22.625000	0	0	95	0	0	86	0	0	0
Ascl1	22.625000	0	0	181	0	0	0	0	0	0
2210016L21Rik	22.625000	0	0	181	0	0	0	0	0	0
Yif1a	22.500000	0	0	180	0	0	0	0	0	0
Wdr93	22.500000	0	0	180	0	0	0	0	0	0
Tmem151a	22.500000	0	0	180	0	0	0	0	0	0
Smpd3	22.500000	0	0	180	0	0	0	0	0	0
Pex11a	22.500000	0	0	180	0	0	0	0	0	0
Nmral1	22.500000	0	0	180	0	0	0	0	0	0
Ldb1	22.500000	0	0	180	0	0	0	0	0	0
Kdm6b	22.500000	0	0	180	0	0	0	0	0	0
Hmgn1	22.500000	0	0	180	0	0	0	0	0	0
Dennd1b	22.500000	0	0	180	0	0	0	0	0	0
Ctf1	22.500000	0	0	180	0	0	0	0	0	0
Cbr3	22.500000	0	0	0	0	0	0	180	0	0
Bcl7c	22.500000	0	0	180	0	0	0	0	0	0
Armc9	22.500000	0	0	100	0	0	80	0	0	0
Tmed1	22.375000	0	0	179	0	0	0	0	0	0
Syt13	22.375000	0	0	179	0	0	0	0	0	0
Sh3glb2	22.375000	0	0	179	0	0	0	0	0	0
Scamp2	22.375000	0	0	179	0	0	0	0	0	0
Pmpcb	22.375000	0	0	179	0	0	0	0	0	0
Nuak1	22.375000	0	0	179	0	0	0	0	0	0
Miga2	22.375000	0	0	179	0	0	0	0	0	0
L3mbtl3	22.375000	0	0	179	0	0	0	0	0	0
Kyat1	22.375000	0	0	179	0	0	0	0	0	0
Ift81	22.375000	0	0	179	0	0	0	0	0	0
H3c3	22.375000	0	0	94	0	0	85	0	0	0
Gtse1	22.375000	0	0	179	0	0	0	0	0	0
G2e3	22.375000	0	0	179	0	0	0	0	0	0
Dars2	22.375000	0	0	179	0	0	0	0	0	0
Capg	22.375000	0	0	179	0	0	0	0	0	0
Ap3s2	22.375000	0	0	179	0	0	0	0	0	0
Adgrb3	22.375000	0	0	179	0	0	0	0	0	0
Iqschfp	22.250000	0	0	178	0	0	0	0	0	0
Iqcj	22.250000	0	0	178	0	0	0	0	0	0
H4c4	22.250000	0	0	178	0	0	0	0	0	0
Dynll1	22.250000	0	0	0	178	0	0	0	0	0
Ccdc3	22.250000	0	0	178	0	0	0	0	0	0
Acbd5	22.250000	0	0	178	0	0	0	0	0	0
Zhx2	22.125000	0	0	177	0	0	0	0	0	0
Wdr5b	22.125000	0	0	177	0	0	0	0	0	0
Txn1	22.125000	0	0	177	0	0	0	0	0	0
St6galnac5	22.125000	0	0	177	0	0	0	0	0	0
Shmt2	22.125000	0	0	177	0	0	0	0	0	0
Scaper	22.125000	0	0	177	0	0	0	0	0	0
Gtpbp2	22.125000	0	0	177	0	0	0	0	0	0
D630023F18Rik	22.125000	0	0	0	0	0	177	0	0	0
BC028528	22.125000	0	0	177	0	0	0	0	0	0
Aph1a	22.125000	0	0	177	0	0	0	0	0	0
Ap1g2	22.125000	0	0	177	0	0	0	0	0	0
Zyx	22.000000	0	0	176	0	0	0	0	0	0
Zfp788	22.000000	0	0	176	0	0	0	0	0	0
Zfp668	22.000000	0	0	176	0	0	0	0	0	0
Zfp646	22.000000	0	0	176	0	0	0	0	0	0
Tacc2	22.000000	0	0	176	0	0	0	0	0	0
Psma3	22.000000	0	0	176	0	0	0	0	0	0
Pdlim1	22.000000	0	0	0	0	0	176	0	0	0
Olfml3	22.000000	0	0	176	0	0	0	0	0	0
Map3k2	22.000000	0	0	0	0	0	176	0	0	0
Limch1	22.000000	0	0	176	0	0	0	0	0	0
Zfp36	21.875000	0	0	175	0	0	0	0	0	0
Zfp11	21.875000	0	0	175	0	0	0	0	0	0
Tigd4	21.875000	0	0	175	0	0	0	0	0	0
Stat4	21.875000	0	0	175	0	0	0	0	0	0
Smtn	21.875000	0	0	175	0	0	0	0	0	0
Slc25a33	21.875000	0	0	175	0	0	0	0	0	0
Sfswap	21.875000	0	0	175	0	0	0	0	0	0
Scnm1	21.875000	0	0	175	0	0	0	0	0	0
Rin3	21.875000	0	0	175	0	0	0	0	0	0
Rcbtb1	21.875000	0	0	175	0	0	0	0	0	0
Rad23b	21.875000	0	0	175	0	0	0	0	0	0
Prr29	21.875000	0	0	175	0	0	0	0	0	0
Ppp3r1	21.875000	0	0	175	0	0	0	0	0	0
Pdcd2l	21.875000	0	0	175	0	0	0	0	0	0
Olfr1016	21.875000	0	0	175	0	0	0	0	0	0
Myo1e	21.875000	0	0	175	0	0	0	0	0	0
Mrpl30	21.875000	0	0	175	0	0	0	0	0	0
Mitd1	21.875000	0	0	175	0	0	0	0	0	0
Lysmd1	21.875000	0	0	175	0	0	0	0	0	0
Irgm2	21.875000	0	0	175	0	0	0	0	0	0
Iffo2	21.875000	0	0	0	0	0	175	0	0	0
Hspa14	21.875000	0	0	175	0	0	0	0	0	0
Eya2	21.875000	0	0	175	0	0	0	0	0	0
Elf4	21.875000	0	0	175	0	0	0	0	0	0
Eaf2	21.875000	0	0	175	0	0	0	0	0	0
Dmap1	21.875000	0	0	175	0	0	0	0	0	0
Dlgap1	21.875000	0	0	175	0	0	0	0	0	0
Cfap410	21.875000	0	0	175	0	0	0	0	0	0
Cdnf	21.875000	0	0	175	0	0	0	0	0	0
Bhlhb9	21.875000	0	0	175	0	0	0	0	0	0
Bend4	21.875000	0	0	175	0	0	0	0	0	0
Aqp6	21.875000	0	0	175	0	0	0	0	0	0
Acot11	21.875000	0	0	175	0	0	0	0	0	0
3110082I17Rik	21.875000	0	0	175	0	0	0	0	0	0
2610318N02Rik	21.875000	0	0	175	0	0	0	0	0	0
Zfyve19	21.750000	0	0	174	0	0	0	0	0	0
Tle2	21.750000	0	0	174	0	0	0	0	0	0
Spty2d1	21.750000	0	0	174	0	0	0	0	0	0
Rplp1	21.750000	0	0	174	0	0	0	0	0	0
Ppp1r36	21.750000	0	0	174	0	0	0	0	0	0
Pitpnc1	21.750000	0	0	174	0	0	0	0	0	0
Dnajc17	21.750000	0	0	174	0	0	0	0	0	0
Akirin2	21.750000	0	0	174	0	0	0	0	0	0
Rps9	21.625000	0	0	173	0	0	0	0	0	0
Mkx	21.625000	0	0	173	0	0	0	0	0	0
Efcab2	21.625000	0	0	173	0	0	0	0	0	0
Cdc20	21.625000	0	0	173	0	0	0	0	0	0
Vps11	21.500000	0	0	172	0	0	0	0	0	0
Sgms2	21.500000	0	0	172	0	0	0	0	0	0
Olfr432	21.500000	0	0	0	0	0	172	0	0	0
Arsj	21.500000	0	0	172	0	0	0	0	0	0
Ttc21b	21.375000	0	0	171	0	0	0	0	0	0
Rps15a	21.375000	0	0	171	0	0	0	0	0	0
Gzf1	21.375000	171	0	0	0	0	0	0	0	0
Gramd1b	21.375000	0	0	171	0	0	0	0	0	0
Cd101	21.375000	0	0	0	0	0	171	0	0	0
Capn6	21.375000	0	0	171	0	0	0	0	0	0
9230019H11Rik	21.375000	0	0	171	0	0	0	0	0	0
Trmt5	21.250000	0	0	170	0	0	0	0	0	0
Slc38a6	21.250000	0	0	170	0	0	0	0	0	0
Slc37a3	21.250000	0	0	170	0	0	0	0	0	0
Sdk1	21.250000	0	0	170	0	0	0	0	0	0
Rplp0	21.250000	0	0	170	0	0	0	0	0	0
Recql4	21.250000	0	0	170	0	0	0	0	0	0
Rab5b	21.250000	0	0	170	0	0	0	0	0	0
Ptger4	21.250000	0	0	170	0	0	0	0	0	0
Lrrc14	21.250000	0	0	170	0	0	0	0	0	0
Gzmm	21.250000	0	0	170	0	0	0	0	0	0
Gtpbp10	21.250000	0	0	0	170	0	0	0	0	0
Fxr2	21.250000	0	0	170	0	0	0	0	0	0
Daam1	21.250000	0	0	0	170	0	0	0	0	0
Carm1	21.250000	0	0	170	0	0	0	0	0	0
Cadm2	21.250000	0	0	170	0	0	0	0	0	0
Adamtsl1	21.250000	0	0	170	0	0	0	0	0	0
Tomm34	21.125000	0	0	169	0	0	0	0	0	0
Stk4	21.125000	0	0	169	0	0	0	0	0	0
Sec61b	21.125000	0	0	169	0	0	0	0	0	0
Ptpn13	21.125000	0	0	169	0	0	0	0	0	0
Pitx3	21.125000	0	0	169	0	0	0	0	0	0
Pip5k1b	21.125000	0	0	169	0	0	0	0	0	0
Nynrin	21.125000	0	0	169	0	0	0	0	0	0
Ngdn	21.125000	0	0	169	0	0	0	0	0	0
Hnrnpab	21.125000	0	0	169	0	0	0	0	0	0
Gpc6	21.125000	0	0	169	0	0	0	0	0	0
Gbf1	21.125000	0	0	169	0	0	0	0	0	0
Daam2	21.125000	0	0	169	0	0	0	0	0	0
Alg2	21.125000	0	0	169	0	0	0	0	0	0
AW146154	21.125000	0	0	169	0	0	0	0	0	0
1110017D15Rik	21.125000	0	0	169	0	0	0	0	0	0
Zfp84	21.000000	0	0	168	0	0	0	0	0	0
Zcchc3	21.000000	0	0	168	0	0	0	0	0	0
Wipf2	21.000000	0	0	168	0	0	0	0	0	0
Vps13d	21.000000	0	0	168	0	0	0	0	0	0
Setd1a	21.000000	0	0	168	0	0	0	0	0	0
Pim3	21.000000	0	0	168	0	0	0	0	0	0
Pcdhac2	21.000000	0	0	168	0	0	0	0	0	0
Pcdh10	21.000000	0	0	168	0	0	0	0	0	0
Npr1	21.000000	0	0	168	0	0	0	0	0	0
