Target_genes	Ebf1|Average	SRX018714|38B9	SRX587732|3T3-L1	SRX120206|B_cells	SRX120207|B_cells	SRX120424|B_cells	SRX14998422|Embryonic_liver	SRX14998423|Embryonic_liver	SRX7807060|Embryonic_liver	SRX7807062|Embryonic_liver	SRX9204114|Embryonic_liver	SRX9204116|Embryonic_liver	SRX6755615|ES_cells	SRX392756|HAFTL	SRX392757|HAFTL	SRX392758|HAFTL	SRX392759|HAFTL	SRX392760|HAFTL	SRX7821130|Hematopoietic_progenitors	SRX7821131|Hematopoietic_progenitors	SRX7821132|Hematopoietic_progenitors	SRX9204112|Leukemic_cell	SRX9204113|Leukemic_cell	SRX2162539|Pre-B_cells	SRX2162540|Pre-B_cells	SRX9350559|Pre-B_cells	SRX9350560|Pre-B_cells	SRX021878|Pro-B_cells	SRX1038471|Pro-B_cells	SRX1038472|Pro-B_cells	SRX1038473|Pro-B_cells	SRX1038474|Pro-B_cells	SRX120204|Pro-B_cells	SRX120205|Pro-B_cells	SRX14935391|Pro-B_cells	SRX14935393|Pro-B_cells	SRX19713228|Pro-B_cells	SRX19713229|Pro-B_cells	SRX2136459|Pro-B_cells	SRX2136460|Pro-B_cells	SRX2136461|Pro-B_cells	SRX2136462|Pro-B_cells	SRX3413799|Pro-B_cells	SRX3413800|Pro-B_cells	SRX3413801|Pro-B_cells	SRX3413802|Pro-B_cells	SRX3413803|Pro-B_cells	SRX3413820|Pro-B_cells	SRX3413821|Pro-B_cells	SRX9204115|Pro-B_cells	SRX9204117|Pro-B_cells	STRING
Eif4ebp2	694.740000	422	0	0	0	0	462	1445	748	922	1573	707	0	268	855	0	359	0	2185	1999	2237	1505	1429	571	390	1317	1113	0	654	522	635	0	228	196	0	0	276	0	296	841	0	0	824	827	1022	1515	743	1343	1744	807	1757	0
Cd40	690.700000	412	0	0	0	273	680	1560	708	666	1799	795	0	237	345	0	319	0	1503	1383	1552	1971	1570	1207	924	239	562	0	507	411	539	272	457	425	0	0	284	89	264	339	0	0	761	1098	1199	1532	1348	1320	1759	1030	2196	0
Rln3	689.620000	0	0	75	0	1374	0	233	708	1166	1758	935	0	403	614	85	622	0	2292	1904	2348	2485	1688	2021	1853	443	345	0	712	415	434	206	313	187	0	0	653	211	420	619	84	0	277	415	747	626	464	559	878	1134	1775	0
Gfi1b	688.440000	433	314	66	0	1079	293	567	450	713	1522	857	0	184	299	103	443	0	1848	1765	1782	2671	1485	1696	1453	411	379	0	664	417	500	492	706	456	0	0	534	0	216	301	104	0	641	557	884	972	644	1371	1589	983	1578	0
Il27ra	684.960000	0	0	75	0	1374	0	0	708	1166	1758	935	0	403	614	85	622	0	2292	1904	2348	2485	1688	2021	1853	443	345	0	712	415	434	206	313	187	0	0	653	211	420	619	84	0	277	415	747	626	464	559	878	1134	1775	0
Gm867	682.880000	365	0	0	0	0	687	1450	643	932	2042	1084	0	133	300	0	0	0	1449	1097	1198	2420	2069	2571	2257	481	222	0	576	471	700	484	398	442	0	0	424	177	149	304	0	0	563	756	869	940	992	1051	1072	802	1574	0
Chchd10	682.880000	365	0	0	0	0	687	1450	643	932	2042	1084	0	133	300	0	0	0	1449	1097	1198	2420	2069	2571	2257	481	222	0	576	471	700	484	398	442	0	0	424	177	149	304	0	0	563	756	869	940	992	1051	1072	802	1574	0
Dusp2	681.800000	311	0	0	0	1104	485	1354	793	1071	1887	1179	0	289	208	0	0	0	790	694	714	2376	1899	1438	1517	597	777	0	365	199	443	129	341	190	134	0	696	277	299	207	0	0	849	1001	1178	1355	1051	1015	1243	1583	2052	0
Astl	681.800000	311	0	0	0	1104	485	1354	793	1071	1887	1179	0	289	208	0	0	0	790	694	714	2376	1899	1438	1517	597	777	0	365	199	443	129	341	190	134	0	696	277	299	207	0	0	849	1001	1178	1355	1051	1015	1243	1583	2052	0
Cdt1	677.080000	392	0	0	0	761	559	1408	773	1096	1830	1098	0	336	169	0	0	0	1002	1042	1071	1753	1884	947	1179	1222	1084	0	707	600	711	427	340	318	0	0	651	384	346	174	0	0	606	914	1089	1169	1026	455	711	1460	2160	0
Zdhhc12	676.800000	450	651	0	0	1001	391	1024	632	1011	1787	1028	0	237	238	0	173	0	1364	1551	1185	1223	1355	1416	793	956	466	0	1440	639	1297	496	475	250	0	0	626	424	250	237	0	0	721	761	827	971	798	680	720	1507	1789	0
Sec24a	676.700000	431	0	0	0	1596	339	1170	514	747	2016	1307	0	394	90	0	187	0	1046	1556	531	2228	1953	1001	804	587	408	0	534	415	506	199	413	269	0	0	630	288	448	88	0	0	637	871	1038	1124	904	1215	1386	1719	2246	0
Cd79b	675.980000	884	0	0	81	467	328	941	727	730	2295	1368	0	444	379	0	0	0	1013	575	912	1618	1452	1467	1335	692	656	0	1041	334	1078	548	822	637	150	0	941	413	479	381	0	0	369	892	685	705	909	409	574	1863	2205	0
Sdc4	673.920000	171	488	0	0	445	761	1492	855	968	2089	1526	0	506	205	0	346	0	398	444	259	2766	1730	2122	1675	466	206	0	233	164	347	251	196	80	111	0	833	354	524	206	0	0	607	741	845	984	1018	1110	1436	1803	1935	0
Rgl1	668.280000	253	0	0	0	774	420	943	884	1371	1820	1192	0	652	204	0	149	0	195	334	0	3083	2944	1305	1260	493	262	0	865	310	948	315	139	0	0	0	803	497	677	202	0	0	652	741	900	1128	1021	341	836	2043	2458	0
Arpc5	668.280000	253	0	0	0	774	420	943	884	1371	1820	1192	0	652	204	0	149	0	195	334	0	3083	2944	1305	1260	493	262	0	865	310	948	315	139	0	0	0	803	497	677	202	0	0	652	741	900	1128	1021	341	836	2043	2458	0
Mrps15	668.060000	208	696	0	0	177	462	812	184	681	1522	1062	0	332	352	114	477	0	1410	1502	1238	1949	1425	1610	1514	1300	1285	0	895	585	610	185	245	119	0	0	641	380	344	354	114	0	676	582	893	1094	708	847	1049	1011	1759	0
Eif2b2	667.320000	372	0	0	0	941	376	830	573	1211	1903	1069	0	369	272	0	198	0	1299	1256	687	1996	1452	1527	1166	588	325	0	910	569	1179	515	373	225	0	0	556	331	412	271	0	0	523	801	630	975	817	1074	1125	1521	2149	0
Cdc5l	665.040000	283	0	0	0	782	448	1053	709	1271	1956	1192	0	196	319	0	378	0	1160	1238	1031	1800	1214	1696	1651	1113	886	0	711	526	708	417	271	193	0	0	595	260	242	326	0	0	641	859	834	1000	790	737	1209	1007	1550	0
Hectd4	663.700000	394	1618	0	0	157	288	1111	746	1225	1601	987	0	0	335	0	0	0	618	572	636	1491	1172	2314	2169	1482	1328	0	1513	950	971	487	637	455	0	0	502	294	0	335	0	0	615	860	774	728	877	424	791	487	1241	0
Nfatc3	662.900000	201	0	97	0	666	655	1404	796	790	2112	1548	0	180	0	0	0	0	1023	874	1003	1887	1683	1656	1236	724	495	0	580	679	773	521	298	274	122	0	556	310	203	0	0	0	754	1073	868	960	1010	1330	1507	928	1369	0
Prkag3	662.120000	432	0	0	0	0	647	1296	779	561	2283	1319	0	236	655	0	153	0	0	0	0	1634	0	2903	2304	1062	1102	0	1367	197	1313	660	966	740	0	0	773	387	251	641	0	0	282	1737	205	805	1566	239	345	978	2288	0
Pold1	659.520000	650	0	0	0	0	684	935	920	773	2199	1339	0	212	142	0	0	0	385	232	120	1230	1652	1514	1861	645	519	0	1118	482	1396	474	797	695	0	0	916	360	247	139	0	0	609	1352	945	1205	1286	555	973	1196	2219	0
Tnrc6c	653.620000	188	0	0	0	811	500	1184	604	938	2108	1099	0	287	250	0	0	0	746	980	583	2713	1963	1382	1100	621	324	0	785	381	804	308	231	143	0	0	758	265	293	252	0	0	584	698	1159	1098	914	780	925	1799	2123	0
Neu1	652.720000	300	0	0	0	246	558	1471	1065	682	2198	1385	0	226	305	376	0	0	987	502	804	1546	1242	2163	2193	741	745	0	969	719	1127	683	340	354	0	0	626	211	255	305	342	0	294	1019	480	984	962	534	850	578	1269	0
Mcoln2	650.980000	0	212	0	0	421	707	1434	599	554	1349	704	0	237	0	0	128	0	728	516	562	3535	2547	2330	2214	304	207	0	558	378	576	433	88	0	0	0	399	0	278	0	0	0	994	995	1468	1596	1002	961	1448	504	1583	0
Wapl	643.800000	935	0	0	0	169	333	1054	539	760	2345	1435	0	225	290	0	0	0	477	508	303	1439	1526	1427	1221	978	836	0	1005	314	1122	449	696	532	0	0	888	269	292	291	0	0	249	919	608	1016	1036	237	420	2222	2825	0
Nbeal1	639.000000	189	241	0	0	1332	478	965	548	837	1686	992	0	435	0	0	114	0	523	997	267	2711	2287	1043	977	1429	969	0	690	600	784	373	285	0	0	0	474	244	445	0	0	0	741	741	759	889	701	737	810	1793	1864	0
A430005L14Rik	638.960000	160	231	0	0	525	617	1316	529	1160	2123	1244	0	258	0	0	120	0	334	390	0	2971	2968	1136	1064	670	389	0	535	397	426	210	0	0	0	0	665	363	254	0	0	0	861	874	968	1173	897	980	1008	2018	2114	0
Hinfp	636.860000	560	0	0	0	880	312	666	1290	609	1617	819	0	556	398	0	156	0	845	734	937	1436	1242	831	733	1063	1043	0	733	446	1120	383	278	226	0	0	343	223	644	393	0	0	500	553	1019	1022	513	1736	1909	1048	2027	0
Ppp1r12c	634.880000	331	1317	0	106	532	262	740	525	808	1702	936	0	154	359	0	187	0	1152	1270	1288	1784	1186	2177	1656	1107	973	0	965	476	615	454	413	176	0	0	468	269	182	357	0	0	431	591	674	694	644	1094	1190	427	1072	0
Abcg1	634.600000	422	0	0	0	140	250	782	1347	894	1539	983	0	344	228	0	240	0	1638	1116	1550	2123	1754	837	680	786	727	0	465	389	506	127	395	376	291	0	274	198	369	230	0	0	501	742	765	985	746	1163	1473	1186	2169	0
Upk3bl	631.340000	104	0	0	0	0	386	1243	877	570	1961	1143	0	293	203	0	0	0	592	327	665	1624	1427	1626	1778	917	783	0	865	688	1293	483	336	153	0	0	616	300	309	207	0	0	697	812	949	1373	1012	1018	1081	948	1908	0
Dera	630.880000	234	1033	0	0	765	138	929	595	1165	1678	936	0	177	401	0	0	0	1423	1442	1367	1085	891	2098	2340	482	274	0	904	536	547	384	283	189	0	0	627	342	187	402	0	0	677	688	701	832	738	1036	1330	554	1134	0
Tex44	628.300000	675	0	0	0	0	383	613	1119	893	1622	749	0	422	642	0	0	0	140	0	127	1716	790	557	745	1553	1341	0	954	229	1275	169	603	526	180	0	464	0	474	651	0	0	445	1196	729	1362	1317	1002	1682	1575	2495	0
Gdf15	627.820000	488	0	91	0	552	346	915	660	844	1737	800	0	237	263	0	123	0	1251	1181	1644	2195	1600	1881	1368	897	693	0	725	557	596	327	653	521	0	0	483	205	265	273	0	0	347	487	507	689	634	738	1133	1123	1362	0
Dnaic2	623.840000	323	0	0	0	0	824	1539	291	708	2176	1123	0	154	214	0	375	0	1376	971	1376	1616	1575	1057	666	880	646	0	0	757	234	0	388	190	0	0	0	200	200	211	0	0	667	1011	860	1208	1073	1510	1485	1313	1995	0
Ube2q1	621.500000	227	307	0	0	586	269	929	727	1111	1624	941	0	590	371	0	293	0	750	1432	257	1311	1124	1713	1173	980	832	0	692	277	473	234	197	182	0	0	828	388	617	371	0	0	503	852	942	959	836	706	904	1581	1986	0
Cdkl1	614.760000	371	0	0	0	1185	341	766	689	1065	1879	1096	0	349	277	0	125	0	890	1170	500	2004	1434	1290	1149	647	492	0	664	161	503	195	433	330	0	0	633	220	341	281	0	0	591	530	752	1072	740	750	834	1783	2206	0
Cd79a	614.720000	377	0	0	118	684	613	1338	483	696	2176	1300	0	309	162	0	0	0	496	363	477	2335	1566	1923	1615	536	354	0	832	806	1219	880	647	459	0	0	714	298	323	153	0	0	375	698	489	445	818	414	341	1089	1815	0
Lax1	614.160000	185	0	0	0	370	825	1607	422	493	1808	1017	0	83	0	0	0	0	1493	1604	1608	1988	1670	1705	748	640	713	0	363	671	699	277	402	418	0	0	571	359	90	0	0	0	424	670	849	921	961	915	990	545	1604	0
Notch3	607.340000	521	0	0	0	209	357	860	537	1005	1931	959	0	0	237	0	167	0	820	658	796	619	1125	1466	1166	554	585	0	946	478	1318	500	413	401	128	0	733	431	0	228	0	0	607	1038	1073	1191	1113	922	1044	1253	1978	0
Clic5	604.380000	458	0	0	0	0	0	0	491	268	1312	779	0	419	243	0	132	0	1301	1188	1083	2184	2445	2384	1142	1117	700	0	760	425	576	83	863	482	0	0	602	144	435	228	0	0	529	403	847	765	385	263	525	1420	2838	0
Baz1a	599.000000	389	0	0	0	601	340	895	592	927	1642	988	0	262	180	0	279	0	1580	1476	1038	1973	1355	988	764	547	414	0	783	369	780	254	255	225	0	0	655	216	305	180	0	0	447	566	863	827	804	719	1133	1322	2017	0
Coro2a	597.120000	197	0	0	0	148	601	1534	500	425	1660	883	0	174	0	0	0	0	1445	1304	1564	1682	2104	714	810	514	424	0	577	920	918	217	430	371	0	0	463	0	217	0	0	0	501	517	847	1161	882	1168	1530	795	1659	0
Tada3	597.080000	0	534	0	0	490	285	1034	754	1050	1495	753	0	0	193	0	150	0	1400	1604	1774	1891	1212	1626	1302	1250	1068	0	325	215	366	133	116	0	0	0	504	391	0	190	0	0	719	442	754	674	578	727	1112	1091	1652	0
Arpc4	597.080000	0	534	0	0	490	285	1034	754	1050	1495	753	0	0	193	0	150	0	1400	1604	1774	1891	1212	1626	1302	1250	1068	0	325	215	366	133	116	0	0	0	504	391	0	190	0	0	719	442	754	674	578	727	1112	1091	1652	0
Dok3	595.300000	351	0	0	0	963	380	1084	565	430	1796	1132	0	258	237	0	128	0	1553	1417	1628	1631	1000	1235	1406	376	237	0	720	416	730	393	825	641	0	0	492	134	268	238	0	0	459	522	716	797	628	865	1040	896	1178	0
Pqlc3	593.720000	154	0	0	0	0	615	1366	253	389	2186	1390	0	189	357	0	0	0	551	426	431	1352	1941	1643	2275	402	267	0	827	850	930	747	674	596	0	0	866	264	234	357	0	0	436	845	840	985	1230	201	283	691	1643	0
Rell1	593.440000	309	145	0	0	171	434	758	720	704	1930	979	0	225	456	0	231	0	1271	979	1336	1702	1189	2244	1723	771	652	0	893	597	879	475	644	587	0	0	409	192	245	451	0	0	305	751	354	489	772	289	480	676	1255	0
Nab2	593.080000	221	0	0	0	824	0	242	806	1165	1698	1113	0	102	193	0	0	0	1751	1769	1603	1287	746	2349	2168	781	845	0	722	347	333	174	193	142	0	0	984	477	128	208	0	0	542	866	691	826	837	397	611	568	945	0
Hoxa7	592.780000	172	806	0	0	0	519	1289	0	173	1206	761	0	301	524	0	483	0	2331	2011	1995	1474	283	1002	946	189	144	0	258	0	192	144	293	209	0	0	389	398	326	525	0	0	1144	754	1373	1385	850	1372	1714	646	1058	0
Reep6	591.840000	187	0	0	0	615	305	953	483	476	987	355	0	187	292	0	0	0	1093	1146	1316	2473	1868	2236	1568	624	560	0	1032	602	518	657	231	148	0	0	618	197	190	296	0	0	385	573	526	648	828	728	981	1229	1481	0
Pcsk4	591.840000	187	0	0	0	615	305	953	483	476	987	355	0	187	292	0	0	0	1093	1146	1316	2473	1868	2236	1568	624	560	0	1032	602	518	657	231	148	0	0	618	197	190	296	0	0	385	573	526	648	828	728	981	1229	1481	0
Tut4	590.680000	205	116	0	0	490	568	937	660	944	2085	1348	0	237	0	0	189	0	385	672	216	1437	1587	1540	967	634	334	0	527	190	828	207	322	432	0	0	1160	385	262	0	0	0	406	1101	490	753	1133	576	649	2015	2547	0
Zswim3	590.340000	329	833	0	0	341	481	1009	611	938	1871	1134	0	212	273	0	0	0	1425	1484	1333	657	610	1329	957	691	818	0	855	398	1170	518	134	167	0	0	648	254	232	265	0	0	394	529	693	863	823	571	886	1030	1751	0
Acot8	590.340000	329	833	0	0	341	481	1009	611	938	1871	1134	0	212	273	0	0	0	1425	1484	1333	657	610	1329	957	691	818	0	855	398	1170	518	134	167	0	0	648	254	232	265	0	0	394	529	693	863	823	571	886	1030	1751	0
Trak1	589.480000	296	0	0	0	386	343	919	340	447	2166	1104	0	112	0	0	0	0	1132	1003	949	1303	1527	1943	1585	174	227	0	604	368	725	217	645	559	0	0	538	281	136	0	0	0	484	658	1129	1138	846	997	1039	1207	1947	0
Neil1	587.860000	349	0	0	0	955	393	845	481	584	1757	1242	0	404	446	0	165	0	623	707	577	992	963	1945	1517	550	572	0	1149	524	1272	948	329	273	0	0	704	456	403	447	0	0	309	815	575	748	1049	329	557	643	1796	0
Cxcl17	585.300000	0	486	0	0	472	340	1062	854	1385	1693	958	0	143	247	0	0	0	1117	1420	1189	792	579	2514	2279	271	400	0	750	269	361	214	144	154	0	0	737	683	144	268	0	0	480	609	888	912	701	605	1215	733	1197	0
Rps11	578.660000	144	1031	0	0	0	246	883	571	1005	1781	948	0	154	249	0	225	0	1284	635	1029	1987	1148	1598	1427	841	626	0	591	482	537	336	656	459	0	0	455	279	183	238	0	0	490	568	876	713	693	302	872	865	1526	0
Ppp1r18	578.020000	228	0	0	0	184	437	1296	839	750	1887	1149	0	194	0	0	0	0	1017	985	621	2008	2078	700	928	465	360	0	633	275	1062	400	233	221	199	0	662	241	207	0	0	0	412	738	513	976	907	448	517	1763	2368	0
Nrm	578.020000	228	0	0	0	184	437	1296	839	750	1887	1149	0	194	0	0	0	0	1017	985	621	2008	2078	700	928	465	360	0	633	275	1062	400	233	221	199	0	662	241	207	0	0	0	412	738	513	976	907	448	517	1763	2368	0
Vsir	577.080000	536	0	0	0	194	291	544	439	474	1863	1165	0	225	301	0	167	0	1402	1322	1543	1780	1771	1445	1053	574	478	0	718	250	737	364	176	207	0	0	615	202	233	288	0	0	469	543	684	796	662	732	858	1239	1514	0
Klhl24	575.860000	225	0	0	0	513	230	999	721	580	1949	1027	0	225	130	0	253	0	1353	1496	730	1771	1599	1000	588	480	370	0	549	0	520	96	89	169	0	0	741	164	278	130	0	0	522	674	843	1274	809	720	791	1633	2552	0
Actg1	574.800000	221	0	0	79	749	200	1096	311	732	1408	662	0	177	0	0	158	0	1461	2072	772	2947	2297	2031	1350	670	531	0	411	553	193	212	204	159	0	0	280	0	198	0	0	0	612	372	862	932	447	1048	1594	233	506	0
Tada2b	572.720000	153	242	0	0	264	453	1280	298	320	1822	880	0	0	383	0	196	0	1624	1266	1443	1993	1361	702	1603	750	708	0	696	680	728	510	364	259	0	0	498	134	0	384	0	0	410	482	709	929	707	736	928	561	1180	0
Ccdc96	572.720000	153	242	0	0	264	453	1280	298	320	1822	880	0	0	383	0	196	0	1624	1266	1443	1993	1361	702	1603	750	708	0	696	680	728	510	364	259	0	0	498	134	0	384	0	0	410	482	709	929	707	736	928	561	1180	0
1700042G07Rik	571.240000	448	683	0	0	342	302	681	253	304	994	446	0	462	501	0	526	0	1537	1331	1593	2029	1131	2255	1384	558	586	0	643	270	510	192	371	316	0	0	240	0	479	503	62	0	217	310	453	542	429	1405	1191	669	1414	0
Flywch1	570.660000	96	0	0	0	267	203	948	720	1588	1544	928	0	401	0	0	0	0	372	297	0	3062	2261	1352	975	618	481	0	854	281	559	232	0	77	0	0	622	375	425	0	0	0	628	456	917	922	497	611	866	1952	2146	0
Glyctk	569.900000	0	0	0	0	452	518	1107	480	872	1239	964	0	102	218	0	211	0	1436	1249	1316	2027	1602	2155	1897	913	850	0	417	499	502	288	301	162	0	0	386	246	117	221	0	0	388	413	719	519	489	593	872	372	1383	0
Tcf7	569.440000	0	0	0	0	182	551	1484	730	1157	982	339	0	121	0	0	0	0	592	495	491	1684	2547	1872	1166	545	276	0	383	0	373	0	0	0	0	0	549	429	0	0	0	0	649	1063	1064	1598	1366	335	875	1984	2590	0
Mark2	568.740000	0	0	0	0	522	463	1176	431	799	1619	1066	0	0	0	0	134	0	732	884	892	2375	1610	1332	942	561	457	0	681	512	1080	721	237	79	0	0	632	187	115	0	0	0	532	797	722	729	791	964	1126	826	1711	0
Eya2	567.220000	0	0	0	0	0	388	1062	385	339	1646	829	0	212	0	0	0	0	1406	1639	1197	2193	1922	1260	899	553	402	0	411	386	532	159	103	152	0	0	539	285	251	0	0	0	695	519	1194	943	1033	944	1146	1039	1698	0
Pik3ip1	560.360000	386	0	0	0	710	308	901	625	604	1800	970	0	237	0	0	251	0	1563	1231	1411	1789	1283	952	805	554	440	0	369	533	682	295	429	179	0	0	405	112	274	0	0	0	447	517	926	1013	721	1224	1234	694	1144	0
BC028528	556.240000	164	222	0	0	979	313	791	444	631	1536	790	0	165	423	0	183	0	1145	1297	1254	1880	1042	1674	1472	403	250	0	690	549	471	343	543	279	0	0	341	234	193	428	0	0	353	565	719	814	569	705	882	824	1252	0
Aph1a	556.240000	164	222	0	0	979	313	791	444	631	1536	790	0	165	423	0	183	0	1145	1297	1254	1880	1042	1674	1472	403	250	0	690	549	471	343	543	279	0	0	341	234	193	428	0	0	353	565	719	814	569	705	882	824	1252	0
Dhx33	555.980000	145	0	0	0	0	309	911	450	708	1735	966	0	154	230	0	180	0	1015	957	990	1546	1065	1891	1792	797	515	0	645	475	622	299	144	173	0	0	513	194	155	228	0	0	564	602	772	816	873	601	794	1029	1944	0
Tha1	555.860000	316	0	0	0	0	656	1136	892	297	1718	1144	0	0	0	0	0	0	468	249	560	1052	1949	367	936	830	757	0	706	717	1428	281	258	125	122	0	428	201	0	0	0	0	644	1021	1109	1253	1071	825	1006	1065	2206	0
Gtse1	554.300000	706	0	0	0	0	767	1342	729	715	1570	763	0	328	194	0	0	0	0	0	0	935	1625	2252	934	460	478	0	833	427	1367	91	334	388	157	0	813	266	366	200	0	0	428	1243	594	939	1432	118	221	1403	2297	0
Entpd1	553.040000	309	0	151	0	517	322	698	258	819	1489	909	0	166	152	0	97	0	1105	1043	1092	2719	1520	1594	1421	402	300	0	764	555	770	474	461	196	0	0	394	185	175	154	0	0	460	369	787	617	369	669	914	778	1478	0
Coro1b	552.840000	340	0	0	0	0	282	1107	493	721	2000	1281	0	215	251	0	0	0	627	465	699	1174	1029	1034	714	1308	1182	0	873	440	1330	660	194	190	0	0	468	279	209	252	0	0	389	725	705	974	723	584	913	1118	1694	0
Niban3	551.660000	923	0	0	0	0	378	867	741	241	839	424	0	941	290	0	0	0	877	854	1032	1082	1559	1511	1091	448	462	0	511	328	571	323	402	377	0	0	424	0	1007	291	0	0	829	368	1157	1079	469	1078	1089	1001	1719	0
Ezr	551.660000	228	0	0	0	493	251	756	496	908	1446	1106	0	177	242	0	185	0	1095	1113	1044	1444	1468	1352	1726	566	444	0	742	372	521	296	297	0	0	0	453	247	212	231	0	0	634	590	819	755	557	801	1119	901	1496	0
Kmt5c	551.520000	397	695	0	0	468	300	868	533	838	1682	1068	0	92	193	0	95	0	1031	1255	1106	859	787	1567	1270	1118	644	0	1120	526	1040	531	250	320	0	0	463	251	106	195	0	0	345	590	636	632	790	412	465	841	1197	0
Selplg	549.300000	455	0	0	0	0	383	822	690	993	2141	1310	0	196	160	0	0	0	450	433	426	1202	1315	1085	1182	479	474	0	651	306	995	491	264	233	0	0	772	326	224	157	0	0	442	788	837	978	1019	837	856	1320	1773	0
Tcf25	549.140000	261	0	0	0	613	295	857	382	695	1631	1049	0	212	162	0	272	0	757	1385	725	1525	1342	1371	719	693	488	0	942	546	885	492	238	288	0	0	413	336	235	160	0	0	433	607	560	835	554	510	623	1496	1870	0
Plcg2	547.420000	246	0	0	0	132	433	1065	612	623	1617	930	0	345	337	0	127	0	1276	860	934	1701	1288	1570	1527	650	320	0	715	401	888	430	385	260	0	0	565	190	362	340	0	0	370	794	642	496	758	589	771	686	1136	0
Asic4	546.240000	250	0	0	0	0	442	1088	748	360	980	371	0	1022	185	0	195	0	1011	1069	889	1680	1989	872	556	816	816	0	0	0	155	0	84	154	159	0	166	0	1052	185	0	0	470	1002	805	983	970	657	1307	1486	2338	0
Cdh23	541.500000	237	0	0	0	997	183	575	390	743	1309	827	0	301	299	0	0	0	1239	1338	1524	2241	1637	1353	1363	216	274	0	573	281	436	142	250	227	0	0	431	284	343	301	0	0	385	424	598	656	523	595	963	1032	1585	0
9930111J21Rik2	535.020000	97	0	0	0	278	416	1103	499	848	1685	987	0	236	223	0	0	0	1458	1418	1214	1049	1174	1815	1734	457	362	0	596	328	775	291	152	143	0	0	626	309	249	204	0	0	377	593	665	709	607	577	711	646	1140	0
Shisa5	534.840000	194	0	0	0	372	206	818	212	854	1116	735	0	257	282	0	620	0	1085	1318	1048	2495	1348	2140	1339	1253	971	0	185	294	0	0	105	0	0	0	179	0	325	279	0	0	501	440	810	689	179	1008	1470	517	1098	0
Npm3	534.420000	310	0	0	0	300	342	885	398	413	1490	839	0	212	372	0	285	0	1342	1222	1212	2023	1086	1717	1459	333	224	0	566	445	415	187	283	240	0	0	463	0	235	371	0	0	606	548	918	682	289	889	1293	511	1316	0
Fgf8	534.420000	310	0	0	0	300	342	885	398	413	1490	839	0	212	372	0	285	0	1342	1222	1212	2023	1086	1717	1459	333	224	0	566	445	415	187	283	240	0	0	463	0	235	371	0	0	606	548	918	682	289	889	1293	511	1316	0
Ptprs	533.680000	367	0	0	0	117	0	138	954	703	2022	1407	0	196	189	0	0	0	625	688	373	998	1733	562	764	716	574	0	291	190	492	135	232	212	115	0	553	187	198	188	0	0	958	1002	1183	1380	877	620	624	1667	2454	0
Cnr2	532.800000	342	0	0	0	1050	178	1030	482	0	1638	926	0	219	0	0	0	0	1227	1107	1495	2032	1777	805	1243	120	0	0	276	498	330	133	280	211	0	0	408	0	227	0	0	0	970	345	1069	1018	597	954	1350	826	1477	0
Def6	531.640000	508	0	0	0	0	221	808	1374	267	1820	1234	0	0	0	0	0	0	1360	1319	1203	585	1223	563	453	645	812	0	180	330	482	0	0	110	0	0	241	0	0	0	0	0	725	374	1374	1429	491	1489	1549	1172	2241	0
C5ar2	531.380000	188	421	0	0	480	353	903	541	754	1559	653	0	210	210	0	109	0	626	778	762	1974	970	2184	2045	537	706	0	1010	492	895	656	500	422	181	0	556	225	226	217	0	0	132	482	0	401	619	207	288	737	1360	0
Mzf1	528.480000	151	866	0	0	306	205	701	228	744	1261	782	0	166	206	0	202	0	1282	1268	1203	2273	1067	1497	1224	183	187	0	781	534	555	422	237	218	0	0	482	314	163	205	0	0	433	526	675	715	737	490	732	716	1487	0
Kcna7	526.820000	0	1220	0	0	278	306	783	419	729	1720	881	0	177	357	0	162	0	1580	1562	1615	577	467	2290	1903	357	284	0	443	238	233	281	144	0	0	0	521	342	224	364	0	0	545	770	663	591	443	652	1064	444	712	0
Pfkfb3	526.040000	230	0	0	0	0	329	752	652	772	1581	1323	0	293	542	0	0	0	774	738	682	632	809	1626	1146	322	417	0	1010	342	1084	468	184	136	0	0	516	254	305	538	0	0	595	714	805	989	712	479	677	1120	1754	0
Fus	525.940000	176	314	0	0	373	243	838	223	428	1265	771	0	155	327	0	147	0	861	905	389	1413	1199	1480	1200	976	712	0	968	496	688	340	349	184	0	0	577	237	193	328	0	0	546	728	825	884	798	436	892	937	1496	0
Gpha2	525.200000	288	0	0	0	0	335	1047	0	206	1225	623	0	237	293	0	359	0	1498	1372	986	1502	1500	1561	1182	1140	837	0	329	269	654	121	380	155	0	0	414	181	264	290	0	0	370	446	469	832	789	639	806	1110	1551	0
Tspear	523.560000	0	0	0	0	0	625	1137	387	200	813	366	0	325	0	0	0	0	783	571	688	2507	2102	1850	1734	104	108	0	770	466	745	369	199	160	0	0	720	433	326	0	0	0	357	804	517	689	929	689	813	1025	1867	0
Gm19402	523.560000	0	0	0	0	0	625	1137	387	200	813	366	0	325	0	0	0	0	783	571	688	2507	2102	1850	1734	104	108	0	770	466	745	369	199	160	0	0	720	433	326	0	0	0	357	804	517	689	929	689	813	1025	1867	0
Egr1	522.660000	182	0	0	0	438	458	1363	612	895	1091	699	0	249	233	0	0	0	954	914	441	1623	2081	1432	1222	365	116	0	286	222	447	0	305	232	0	0	451	281	258	219	0	0	305	688	653	773	833	683	889	1242	1998	0
