Target_genes	Nfe2l2|Average	SRX1606411|C2C12	SRX1606412|C2C12	SRX21026467|Cerebral_Cortex	SRX21026468|Cerebral_Cortex	SRX21026469|Cerebral_Cortex	SRX21026470|Cerebral_Cortex	SRX21026476|Cerebral_Cortex	SRX21026477|Cerebral_Cortex	SRX21026478|Cerebral_Cortex	SRX21026479|Cerebral_Cortex	SRX188820|CH12	SRX5006896|Esophagus	SRX5006897|Esophagus	SRX5006898|Esophagus	SRX3630637|Liver	SRX3630638|Liver	DRX036572|Macrophages	DRX036573|Macrophages	DRX036574|Macrophages	DRX036575|Macrophages	DRX036576|Macrophages	DRX036577|Macrophages	SRX1438291|Macrophages	SRX1438293|Macrophages	SRX1438295|Macrophages	SRX1438297|Macrophages	SRX1438299|Macrophages	SRX1438301|Macrophages	SRX13081923|MEF	SRX13081924|MEF	SRX13081925|MEF	SRX13081926|MEF	SRX2191407|MEF	SRX2191408|MEF	SRX188811|MEL	SRX18863834|RAW_264.7	STRING
Ssmem1	295.166667	0	0	534	1896	156	1830	368	2395	618	1894	117	0	0	0	424	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0
Bnipl	293.055556	0	415	634	1928	240	1895	205	2554	229	1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0
Abcc4	291.388889	0	210	604	1898	208	1458	515	1716	829	1650	0	0	0	315	235	168	0	0	0	307	0	0	0	0	0	0	164	0	0	0	0	0	0	0	213	0	0
Casp14	289.361111	0	0	286	1921	133	2019	297	2668	842	2113	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt1	286.861111	0	0	0	111	0	398	0	272	0	529	1792	377	1021	518	2754	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0
4930415O20Rik	286.861111	0	0	0	111	0	398	0	272	0	529	1792	377	1021	518	2754	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0
Tfe3	285.083333	0	250	627	1538	255	1870	139	2163	345	1362	0	0	0	0	558	140	0	0	0	176	0	0	0	0	0	0	0	0	187	384	0	269	0	0	0	0	0
Dipk2a	284.805556	238	773	906	1719	199	1462	0	1797	304	1142	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	359	267	0	223	0	0	676	0	0
Plaur	284.777778	0	0	544	1781	236	1871	201	2424	906	2101	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb45	284.722222	0	0	0	1470	104	2290	0	2213	630	2610	0	0	0	0	0	0	0	144	0	328	0	0	198	0	160	0	103	0	0	0	0	0	0	0	0	0	0
Defb36	284.722222	0	0	0	1470	104	2290	0	2213	630	2610	0	0	0	0	0	0	0	144	0	328	0	0	198	0	160	0	103	0	0	0	0	0	0	0	0	0	0
Amn1	284.527778	0	154	239	1388	235	1608	191	1699	451	1657	369	0	0	0	460	135	0	0	0	301	0	0	0	0	181	0	0	0	0	0	0	0	0	0	1175	0	0
Kmt2d	283.805556	0	0	142	926	0	1105	177	1815	409	1692	720	0	0	1303	1076	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0
Kif2a	283.666667	0	290	0	2159	0	2524	0	2254	460	2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
Sirt7	278.638889	0	0	0	2274	0	2181	0	2032	0	220	179	0	0	0	259	187	0	0	0	0	0	0	1241	827	631	0	0	0	0	0	0	0	0	0	0	0	0
Vasn	278.388889	0	154	504	1978	182	1908	374	2020	868	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm4	277.750000	0	0	438	1611	147	1615	228	2672	632	2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0
Dst	276.611111	0	0	544	1811	202	1569	498	2561	638	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bend6	276.611111	0	0	544	1811	202	1569	498	2561	638	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pafah2	275.333333	0	0	287	1040	81	1609	0	1864	311	2470	1373	0	0	0	229	125	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
Phip	275.194444	0	0	0	602	0	792	0	713	0	424	0	0	0	0	0	0	0	511	544	1217	0	340	1541	1127	902	228	564	402	0	0	0	0	0	0	0	0	0
Itpripl2	275.000000	0	546	427	2179	107	1668	105	2331	333	1621	0	0	0	0	166	0	0	0	0	164	0	0	0	0	111	0	0	0	0	0	0	0	0	0	142	0	0
Crem	274.583333	0	0	0	504	0	969	0	1294	350	2127	907	84	106	157	1599	942	0	0	0	153	0	0	243	218	0	0	0	88	0	0	0	0	0	0	144	0	0
Rheb	274.138889	0	0	186	937	0	1009	146	1526	255	1032	1079	168	589	0	1670	818	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0
Ifi204	274.083333	0	134	182	1489	226	1805	162	1957	780	2142	0	0	0	0	0	0	0	0	0	212	0	0	506	272	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal2	273.777778	0	0	201	1109	0	1639	0	1819	367	2285	1535	0	0	0	0	0	0	0	0	0	0	0	413	229	0	0	0	0	0	0	0	0	0	0	259	0	0
Slc6a9	273.166667	0	195	0	1869	0	2013	0	2222	138	1630	0	0	0	116	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439	0	0
Pef1	272.777778	0	154	0	555	0	1427	0	1414	229	2360	466	112	194	0	464	246	0	144	325	570	0	130	178	0	541	0	216	0	0	0	0	0	0	0	95	0	0
Lman1	272.750000	0	0	141	2401	0	2424	0	2330	306	2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsta3	272.694444	0	0	0	1598	0	1914	0	2279	146	1319	0	0	0	260	979	346	0	168	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0
Fosl1	271.861111	0	0	357	1600	215	1895	0	2235	893	1973	0	0	0	143	0	0	0	0	0	382	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
Cyp1a2	271.777778	0	0	0	1652	0	1877	210	2794	254	2365	0	0	0	0	204	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1a1	271.777778	0	0	0	1652	0	1877	210	2794	254	2365	0	0	0	0	204	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin3	271.666667	0	238	120	2345	0	2041	0	2278	382	2109	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cwc22	271.611111	0	0	1267	853	354	1032	471	1672	1220	1279	1337	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0
Dhx33	270.638889	0	0	0	830	0	1460	0	864	185	1122	1541	0	0	0	408	176	213	217	206	692	0	202	365	197	279	0	153	120	0	0	0	0	0	0	513	0	0
Mpp4	269.472222	0	185	350	1685	245	1667	276	2540	618	2024	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx1	267.500000	0	0	118	2203	0	2296	208	1906	480	2419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamc1	267.416667	0	134	481	1907	174	1627	249	2432	474	1684	0	0	0	0	110	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0
Pick1	265.388889	0	0	225	1912	0	1239	258	2649	477	2108	137	0	0	0	0	0	0	0	0	0	0	0	342	207	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1c	264.444444	0	0	0	1282	0	1309	0	2373	293	2086	0	0	0	0	138	122	0	0	0	0	0	0	831	607	160	0	0	179	0	0	0	0	0	0	140	0	0
Clec4d	263.722222	0	0	0	1138	147	1390	0	1273	344	1404	0	0	0	0	0	0	151	450	245	864	180	189	111	0	680	0	403	0	0	0	0	0	0	0	525	0	0
Capn12	262.250000	0	0	0	1708	0	1818	0	2201	215	1626	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716	0	0
Sertad2	262.000000	0	0	0	2054	0	1715	0	2298	481	2066	0	0	0	0	279	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0
Pfn2	261.222222	0	0	387	1765	215	1642	149	2202	808	2001	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b8	261.055556	0	0	0	1520	0	2262	0	1784	145	1441	0	0	0	157	0	0	151	133	232	693	143	0	0	0	387	0	350	0	0	0	0	0	0	0	0	0	0
Pacs2	260.222222	0	0	0	1506	0	1711	102	2283	252	2110	0	0	0	0	0	0	0	0	0	341	0	0	642	421	0	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	260.027778	0	174	0	869	0	1651	0	1759	172	1760	902	0	0	0	0	0	0	0	169	486	0	0	565	310	170	0	0	167	0	0	0	0	0	0	207	0	0
Mettl7a1	259.500000	0	0	325	1951	0	1566	115	1959	224	1086	185	0	0	0	680	310	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0
Zfp330	259.250000	0	0	501	1951	97	1214	259	2594	512	1553	188	0	0	0	209	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk14	258.555556	0	0	453	1612	0	1281	177	2196	723	1699	83	0	0	117	0	0	0	0	0	359	0	0	0	0	455	0	153	0	0	0	0	0	0	0	0	0	0
Tmem205	257.916667	0	0	401	1296	0	978	226	2274	421	1205	0	0	0	0	1105	428	0	0	0	301	0	0	0	0	160	0	0	0	0	0	0	0	0	0	490	0	0
Ccdc159	257.916667	0	0	401	1296	0	978	226	2274	421	1205	0	0	0	0	1105	428	0	0	0	301	0	0	0	0	160	0	0	0	0	0	0	0	0	0	490	0	0
Upp2	257.611111	0	0	531	1730	0	1345	263	2619	621	2085	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1a2	256.138889	0	0	294	1597	182	1895	129	2337	670	2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtc1	255.694444	0	217	0	1533	0	1781	0	2363	522	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0
Abcf3	255.416667	0	0	425	1663	0	1677	161	2062	421	1784	141	0	0	149	288	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0
Fmn1	254.833333	0	394	251	1465	126	1612	130	2256	477	1384	0	0	0	0	0	0	0	144	0	355	0	0	158	0	181	0	241	0	0	0	0	0	0	0	0	0	0
C77080	254.333333	0	557	223	1843	0	1312	0	2513	282	1539	0	0	0	164	146	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0
Cemip	253.583333	0	124	134	1366	0	2045	0	2484	656	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd9	253.472222	0	0	0	0	0	0	0	0	0	0	1673	295	1006	391	2932	2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0
Stk40	252.027778	0	0	262	1488	0	1390	200	2298	214	1694	192	0	0	135	640	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0
Cntnap2	251.916667	0	0	334	1913	135	1763	167	2253	495	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb5	251.388889	0	0	91	817	0	1635	0	1753	974	2369	473	0	0	0	199	108	0	0	0	212	0	0	0	0	234	0	0	0	0	0	0	0	0	0	185	0	0
Cst6	251.305556	128	567	426	1597	240	1771	231	1981	305	1716	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyk2	249.416667	0	154	349	1477	198	1499	144	2340	561	1742	225	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Oasl1	249.055556	683	496	260	196	250	228	186	250	304	456	547	219	0	0	0	0	0	0	413	732	0	0	296	409	463	427	417	322	0	0	0	0	433	354	625	0	0
Cnih3	248.805556	0	0	285	2539	0	2371	0	2013	346	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc34	248.416667	0	231	199	1855	0	1051	146	2457	177	1289	640	0	0	237	360	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm4	247.388889	0	0	77	1784	0	1414	0	2757	185	1593	0	0	0	0	226	172	0	0	0	224	0	0	0	0	0	0	113	0	0	0	0	0	0	0	361	0	0
Eif5	245.222222	0	0	419	1638	115	1443	179	2257	400	1816	253	0	0	0	212	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr13	245.194444	0	0	0	1014	172	2475	0	1269	859	2719	96	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Plaa	245.027778	0	0	160	435	0	477	0	1438	263	1185	791	122	352	447	1899	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0
Sod2	244.222222	0	144	270	1433	178	1664	0	1786	430	1823	0	0	0	0	234	232	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	454
Lsp1	241.861111	0	0	210	2089	0	1801	0	2579	221	1547	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI413582	240.611111	0	217	657	1921	162	1623	0	2051	250	1212	150	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Macrod1	240.166667	0	420	355	1971	198	1676	134	2039	285	1142	117	0	0	131	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
Psmd7	240.055556	0	0	292	1070	0	875	212	1691	226	1289	1121	0	0	214	765	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
Txnl1	237.083333	0	0	145	847	0	861	183	2040	404	1635	242	0	142	243	1025	443	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Cltc	237.000000	0	0	274	742	0	874	229	1303	331	1229	353	0	0	744	749	520	0	132	190	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0
Pgm1	236.416667	0	0	0	1566	0	1842	0	2427	196	2114	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0
Shroom3	235.305556	0	0	666	2112	150	1780	141	1916	249	1326	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhipl1	234.472222	0	0	388	1471	0	1586	0	2389	527	2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1g1	233.222222	0	0	0	584	0	703	0	1729	432	1461	948	0	0	285	924	640	0	0	0	0	0	0	318	106	0	0	0	0	0	0	0	0	0	0	266	0	0
Zfp874b	233.138889	0	0	0	664	0	1307	0	2160	139	2408	344	0	0	0	489	194	0	0	0	298	0	0	0	0	287	0	103	0	0	0	0	0	0	0	0	0	0
Adamtsl1	233.083333	0	0	0	2645	0	2147	0	2245	0	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf15	232.583333	0	0	0	936	0	712	0	1489	0	855	1174	0	0	124	247	155	0	364	194	647	180	177	198	0	234	0	265	0	0	0	0	0	0	0	422	0	0
Asmt	231.916667	565	536	169	128	170	153	0	147	0	229	461	288	325	405	531	375	266	133	219	188	327	177	262	229	212	325	427	422	0	0	0	0	140	155	0	385	0
Spata45	230.722222	0	141	188	2053	0	1805	124	2243	235	1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube4a	230.666667	0	0	214	1200	0	649	132	2040	185	973	1045	85	167	113	802	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0
Gzmm	230.638889	0	231	199	1855	0	1051	146	2457	177	1289	0	0	0	237	360	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk7	230.027778	0	0	0	1641	0	1842	0	2129	229	1973	314	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aven	229.944444	0	0	0	1588	0	1736	0	2756	190	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp19	229.277778	0	0	116	698	0	772	219	2062	360	1710	775	0	0	407	571	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0
Rab7b	228.694444	0	0	0	1000	0	1085	169	2306	468	1969	0	0	0	197	0	0	0	237	156	306	0	0	0	0	176	0	164	0	0	0	0	0	0	0	0	0	0
Sall2	228.444444	0	0	0	1985	0	2028	0	2238	152	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd4	227.583333	0	0	0	709	0	1535	0	1725	262	1928	0	0	0	0	593	298	0	0	194	262	0	0	0	0	387	0	300	0	0	0	0	0	0	0	0	0	0
Pdzrn4	227.055556	0	0	0	1841	0	1970	0	2597	222	1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo	225.972222	0	0	265	1596	0	1529	174	1567	346	1530	0	0	0	0	736	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr12	225.444444	0	0	150	1870	0	1195	139	2876	320	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf1a	225.388889	0	124	196	1300	0	1283	0	2155	263	1389	0	0	0	142	313	190	0	192	0	275	0	0	0	0	130	0	0	0	162	0	0	0	0	0	0	0	0
Rrp1	224.722222	0	0	0	155	0	200	0	214	0	316	2111	265	802	270	2007	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0
Lix1	224.194444	0	0	0	1647	0	1503	0	2455	289	2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx4	223.027778	0	0	264	1417	0	989	376	2488	508	1340	0	0	0	0	326	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam23	222.555556	0	0	278	1617	133	1230	182	2243	403	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0
Rhog	222.166667	0	0	0	1076	0	1907	0	1567	339	2272	0	0	0	0	153	154	0	0	169	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metap1d	221.444444	0	0	0	1306	0	1779	0	2017	192	2308	104	0	0	0	147	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irgm2	221.250000	0	0	278	2039	0	1510	139	2448	222	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impact	220.083333	0	0	204	763	0	774	108	1382	396	1193	560	120	99	305	1147	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0
Lrrfip2	219.777778	0	0	296	1290	0	1308	0	1296	349	2256	118	0	0	139	371	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0
Coq7	219.777778	0	0	0	1671	0	1470	0	1765	164	996	242	0	131	0	630	325	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp5	219.361111	0	0	365	1601	0	1457	118	2119	393	1736	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shroom2	219.194444	0	0	0	1693	0	1763	0	2538	200	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb21	218.916667	0	0	0	0	0	0	0	162	0	121	1329	243	1015	411	2625	1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0
Tmem174	218.750000	0	0	386	1636	0	1165	271	2691	238	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itpkc	218.638889	0	0	323	1339	163	1350	171	2080	475	1741	0	0	0	92	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq8b	218.638889	0	0	323	1339	163	1350	171	2080	475	1741	0	0	0	92	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptchd4	218.388889	0	0	161	964	0	1417	170	2359	506	2285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2f	218.305556	0	0	0	421	0	1137	0	1102	156	2179	340	175	582	192	976	253	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	106	0	0
Agl	218.111111	74	298	514	1487	101	1415	0	1572	329	1129	82	0	0	0	0	0	0	0	0	341	0	0	0	0	314	0	196	0	0	0	0	0	0	0	0	0	0
Ncor2	217.583333	0	228	304	1634	91	1750	0	1402	146	1119	0	0	0	0	0	0	0	269	0	288	0	214	219	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Mcoln2	216.722222	0	0	142	1410	0	961	125	2181	241	1171	142	0	0	0	0	0	0	0	108	285	0	0	0	0	181	0	175	0	0	0	0	0	0	0	680	0	0
Mbnl2	216.361111	0	124	152	1547	0	1219	224	2394	354	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h4	216.111111	0	0	223	1326	0	1080	162	2096	384	1323	269	0	0	156	387	125	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl22	215.944444	0	0	0	2489	0	2391	0	2769	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr284	215.861111	0	0	0	2202	0	2144	0	2215	0	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ces1b	215.527778	0	0	274	1402	114	1203	188	2243	0	892	0	0	0	149	1004	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hgd	215.361111	0	0	0	1822	0	1324	0	2445	146	1500	0	0	0	0	326	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oard1	215.166667	0	0	0	1660	0	1391	0	2318	0	1706	343	0	0	0	91	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfya	215.166667	0	0	0	1660	0	1391	0	2318	0	1706	343	0	0	0	91	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr81	214.916667	0	223	125	1035	0	1060	162	1179	504	1430	0	0	0	0	0	0	202	179	214	378	287	307	0	0	222	0	230	0	0	0	0	0	0	0	0	0	0
Bach1	213.861111	0	164	235	1172	0	936	182	1986	278	943	166	0	0	249	415	190	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0
Drap1	213.500000	0	0	267	1516	0	1547	0	2167	370	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI837181	213.500000	0	0	267	1516	0	1547	0	2167	370	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih1	213.333333	0	0	0	120	0	82	0	460	0	331	1040	218	658	236	2511	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0
Rap2a	213.166667	0	0	0	184	0	138	0	437	0	212	1332	258	679	316	2434	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0
Ubap1	212.944444	0	0	0	577	0	1948	0	1549	679	2427	0	0	0	0	174	114	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp672	211.750000	0	0	109	1159	0	1114	0	2049	196	1517	413	0	102	0	646	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
Sh3bp5l	211.750000	0	0	109	1159	0	1114	0	2049	196	1517	413	0	102	0	646	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
Gcnt2	211.444444	0	0	0	1895	0	1599	0	1839	239	1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0
Sphk2	211.083333	0	0	0	182	0	299	0	577	0	420	1939	195	703	250	1405	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0
Rpl18	211.083333	0	0	0	182	0	299	0	577	0	420	1939	195	703	250	1405	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0
Fam83e	211.083333	0	0	0	182	0	299	0	577	0	420	1939	195	703	250	1405	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0
Vgll3	210.611111	0	124	157	975	123	1593	0	1605	795	2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asf1a	209.777778	0	0	308	1640	0	1315	127	1928	0	1090	651	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0
Stk10	209.722222	0	0	0	1032	0	1637	0	2134	0	2093	125	0	0	0	0	0	0	0	0	176	0	0	198	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl10	209.611111	0	0	167	763	126	1224	0	1549	814	1716	188	0	0	0	227	150	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0
Man1b1	209.583333	0	0	0	120	0	153	0	273	0	347	2087	246	738	0	1957	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0
Faf1	209.361111	0	0	191	521	0	608	111	1984	274	1634	499	0	0	253	769	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Sbno2	208.833333	0	0	341	1448	89	981	172	1785	316	1489	83	0	0	0	473	248	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Armc7	208.194444	0	0	133	1164	0	1074	0	2272	289	1930	127	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0
Ywhag	207.972222	0	0	250	912	0	995	0	2216	449	1817	505	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
