Target_genes	Gfi1|Average	SRX093162|Bone_Marrow_Cells	SRX6799360|Embryoid_Bodies	SRX16700226|Granulocytic-monocytic_progenitors	SRX7821117|Hematopoietic_progenitors	SRX349376|ILC2	SRX1939441|Lymphoid-primed_multipotent_progenitors	SRX1072347|Macrophages	SRX7415996|Macrophages	SRX206425|Mast_Cells	SRX5131513|Medulloblastoma	SRX5131514|Medulloblastoma	SRX1035395|mESC_derived_haematopoietic_progenitor	SRX1096803|Naive_T_cells	SRX1096804|Naive_T_cells	SRX1973345|Neurospheres	SRX1973346|Neurospheres	STRING
Tln1	221.125000	1374	0	0	679	105	679	0	0	88	272	122	0	0	0	0	219	0
Creb3	221.125000	1374	0	0	679	105	679	0	0	88	272	122	0	0	0	0	219	0
Rprd2	220.937500	1414	0	0	504	0	503	0	0	140	580	215	0	0	0	0	179	0
Arid5a	220.750000	1402	0	0	727	0	730	0	0	0	310	0	0	161	0	0	202	0
Ppp1r18	220.437500	930	0	0	647	301	633	0	0	201	367	124	0	88	0	0	236	0
Txndc5	220.312500	1061	0	0	984	0	984	0	0	0	278	98	0	0	0	0	120	0
Sgta	220.187500	681	131	0	872	0	884	157	0	0	333	305	0	0	0	0	160	0
Ap1g1	220.187500	1134	0	0	303	0	303	190	0	120	697	277	0	159	0	0	340	0
Lrriq3	218.937500	1721	0	0	350	163	350	0	0	0	413	354	0	0	0	0	152	0
Fpgt	218.937500	1721	0	0	350	163	350	0	0	0	413	354	0	0	0	0	152	0
Cep135	218.875000	1890	0	0	223	0	226	0	0	0	582	197	0	95	0	0	289	0
Glg1	218.750000	497	0	0	527	0	526	0	0	949	486	158	0	0	0	0	357	0
Ss18l1	218.312500	744	0	0	948	171	951	0	0	154	311	0	0	0	0	0	214	0
Psma7	218.312500	744	0	0	948	171	951	0	0	154	311	0	0	0	0	0	214	0
Dusp22	218.187500	608	0	0	1040	0	1040	0	0	408	147	0	0	0	0	0	248	0
Csf1r	218.187500	1252	0	0	1041	0	1041	157	0	0	0	0	0	0	0	0	0	0
Rwdd2a	218.125000	1852	0	0	198	0	199	0	0	0	682	393	0	0	0	0	166	0
Rfesd	218.125000	1656	0	0	193	0	187	0	0	0	682	397	0	0	0	0	375	0
Pgm3	218.125000	1852	0	0	198	0	199	0	0	0	682	393	0	0	0	0	166	0
Prkdc	216.312500	532	0	827	0	0	0	0	0	185	436	252	0	281	694	0	254	0
Ccnd3	216.250000	1647	0	0	536	0	551	0	0	0	486	0	0	0	0	0	240	0
Kmt5b	216.125000	1410	0	0	409	0	410	115	0	0	704	288	0	0	0	0	122	0
Hltf	216.062500	1134	0	0	298	0	293	0	0	0	1061	443	0	0	0	0	228	0
Cpsf1	216.062500	1627	0	0	230	73	227	0	0	0	547	166	0	155	0	0	432	0
Zfp119a	216.000000	854	0	0	163	0	121	236	0	0	979	447	0	140	0	0	516	0
Npy2r	216.000000	0	0	0	1685	0	1685	0	0	0	0	0	0	0	0	0	86	0
Lrp5	215.625000	419	0	859	788	0	797	0	0	0	194	0	0	0	261	0	132	0
Tbc1d32	214.875000	1715	0	0	192	0	192	0	0	0	601	530	0	0	0	0	208	0
Fyttd1	214.875000	1381	0	0	423	76	425	0	0	138	474	221	0	95	0	0	205	0
Ccnt1	214.625000	1133	0	0	448	0	446	0	0	576	390	150	93	0	0	0	198	0
4930415O20Rik	214.625000	1133	0	0	448	0	446	0	0	576	390	150	93	0	0	0	198	0
Arhgap12	214.437500	702	0	0	727	164	726	0	0	224	380	193	0	0	0	0	315	0
Fancm	214.312500	826	0	0	504	143	509	0	0	134	617	422	0	0	0	0	274	0
Banp	213.812500	772	339	0	447	0	448	0	0	90	586	484	101	0	0	0	154	0
Slc38a7	213.750000	1167	0	0	576	324	579	0	0	270	144	212	0	0	0	0	148	0
Ppig	213.625000	903	0	0	469	0	468	0	0	368	776	247	0	0	0	0	187	0
Zfp473	213.500000	1207	0	0	673	0	673	0	0	0	508	108	0	0	0	0	247	0
Vrk3	213.500000	1207	0	0	673	0	673	0	0	0	508	108	0	0	0	0	247	0
Myl4	213.500000	379	0	177	880	0	881	90	0	0	511	124	0	0	0	0	374	0
Cd53	213.500000	163	0	0	1059	495	1051	0	0	648	0	0	0	0	0	0	0	0
Supv3l1	213.062500	1263	0	0	0	121	0	126	0	0	986	468	0	149	0	0	296	0
Zfp959	212.687500	920	0	0	137	0	196	156	0	0	978	390	0	112	0	0	514	0
Erich1	211.812500	1488	0	0	357	197	356	0	0	395	191	126	0	0	0	0	279	0
Cstf3	211.812500	1292	0	0	291	0	289	0	0	104	647	336	0	0	0	52	378	0
Abcc4	211.437500	260	0	0	189	1583	187	108	0	435	362	80	0	0	0	0	179	0
Ccng2	210.937500	559	183	196	492	0	492	186	0	0	569	521	0	0	0	0	177	0
Josd2	210.875000	447	0	0	1066	0	1066	0	0	399	171	94	0	0	0	0	131	0
Aspdh	210.875000	447	0	0	1066	0	1066	0	0	399	171	94	0	0	0	0	131	0
Fam71e1	210.187500	663	0	0	737	0	737	0	0	339	535	159	0	0	0	0	193	0
Emc10	210.187500	663	0	0	737	0	737	0	0	339	535	159	0	0	0	0	193	0
Macroh2a1	210.062500	410	0	0	1272	0	1270	0	0	0	292	0	0	0	0	0	117	0
Gtf2h3	209.812500	1647	0	0	155	0	156	0	0	0	501	293	0	265	0	0	340	0
Eif2b1	209.812500	1647	0	0	155	0	156	0	0	0	501	293	0	265	0	0	340	0
Zfp148	209.375000	1010	0	202	207	0	194	0	0	0	679	220	0	227	0	204	407	0
Plcd1	209.187500	589	0	158	147	384	147	0	0	1272	293	224	0	0	0	0	133	0
Mrpl39	208.937500	1056	0	0	374	0	374	0	0	0	606	220	0	262	0	0	451	0
Slc5a6	208.625000	791	0	676	260	0	263	0	0	0	494	296	0	0	304	0	254	0
Atraid	208.625000	791	0	676	260	0	263	0	0	0	494	296	0	0	304	0	254	0
Psd	208.562500	1629	0	0	371	144	371	0	0	314	234	188	0	0	0	0	86	0
Fbxl15	208.562500	1629	0	0	371	144	371	0	0	314	234	188	0	0	0	0	86	0
Dnajb12	208.125000	744	0	90	0	1145	0	0	0	0	711	115	0	167	0	0	358	0
Smim10l1	208.000000	478	109	0	612	125	612	0	0	129	733	211	0	111	0	0	208	0
Pisd	207.937500	1051	0	0	349	0	355	88	0	141	648	279	0	95	0	0	321	0
Arl8b	207.875000	1080	0	90	534	216	534	0	0	0	372	145	0	100	0	0	255	0
Mterf1b	207.187500	1443	0	0	238	227	217	0	0	0	427	206	0	96	0	0	461	0
Rasip1	207.125000	597	0	1064	106	0	106	0	0	0	347	0	0	327	767	0	0	0
Ywhaz	207.000000	1733	0	0	344	0	344	0	0	233	324	180	0	0	0	0	154	0
Ccdc88a	206.812500	1499	0	0	231	0	229	216	0	112	552	207	0	0	0	0	263	0
Rfc1	206.562500	950	0	0	275	0	276	320	0	0	618	294	0	117	0	0	455	0
Abraxas2	206.375000	1501	0	0	192	0	192	0	0	0	637	239	0	128	0	0	413	0
Usp3	206.125000	515	0	0	261	0	261	135	0	1012	596	154	0	174	0	0	190	0
Wdr47	205.375000	1468	0	0	248	0	246	0	0	0	747	253	0	0	0	0	324	0
Zfp821	204.875000	974	0	840	148	0	148	0	0	0	437	118	0	0	395	0	218	0
Cnr2	204.500000	189	0	0	1455	0	1451	0	0	177	0	0	0	0	0	0	0	0
Spg11	204.187500	1428	0	0	91	0	90	0	0	0	766	363	0	131	0	0	398	0
Il3	204.000000	0	0	0	1373	188	1373	0	0	330	0	0	0	0	0	0	0	0
Chordc1	204.000000	1382	0	0	259	0	262	0	0	109	587	337	0	0	0	0	328	0
Mterf1a	203.750000	1284	0	0	148	274	187	0	0	96	512	187	0	143	0	0	429	0
Meis1	203.500000	904	0	0	966	111	967	0	0	308	0	0	0	0	0	0	0	0
Rassf8	203.250000	1170	0	0	497	157	495	0	0	0	479	261	0	0	0	0	193	0
Appl2	202.500000	924	0	0	0	265	0	0	0	1155	442	0	64	134	0	0	256	0
Zbtb3	202.375000	1329	0	0	444	0	437	181	0	194	334	189	0	0	0	0	130	0
Polr2g	202.375000	1329	0	0	444	0	437	181	0	194	334	189	0	0	0	0	130	0
Ciao2a	202.375000	741	0	615	408	0	373	0	0	0	310	198	0	0	261	0	332	0
Colq	202.312500	135	0	0	1547	0	1555	0	0	0	0	0	0	0	0	0	0	0
Zc3h12d	201.062500	330	0	0	1333	122	1335	0	0	0	0	0	0	0	0	0	97	0
Wwox	200.875000	345	0	186	151	0	150	0	0	0	399	181	650	274	312	252	314	0
Csad	200.000000	436	0	0	1046	0	1047	0	0	174	258	0	0	82	0	0	157	0
Pip4p1	199.687500	1302	0	0	518	0	518	0	0	0	434	168	0	0	0	0	255	0
Macir	199.562500	874	0	0	812	0	812	0	0	168	292	0	0	0	0	0	235	0
Dbp	199.312500	1657	0	0	421	0	421	0	0	121	241	208	0	0	0	0	120	0
Snx29	199.187500	799	0	0	647	89	653	164	0	171	318	205	0	0	0	0	141	0
Nudt18	198.875000	877	0	0	331	0	330	0	0	823	342	134	0	107	0	0	238	0
Pex14	198.750000	855	0	0	772	0	781	0	0	0	418	153	0	0	0	0	201	0
Dffa	198.750000	855	0	0	772	0	781	0	0	0	418	153	0	0	0	0	201	0
Lmnb2	198.500000	936	0	0	652	0	653	0	0	119	419	95	0	0	0	0	302	0
Ilrun	198.437500	481	0	0	848	0	846	0	0	557	328	0	0	0	0	0	115	0
H4c11	198.312500	1520	0	0	310	166	176	119	0	0	373	121	0	155	0	0	233	0
Poglut3	198.000000	429	77	0	916	0	911	0	0	283	252	94	0	0	0	0	206	0
Proser1	197.875000	1021	0	0	127	0	126	164	0	371	938	237	0	0	0	0	182	0
Nhlrc3	197.875000	1021	0	0	127	0	126	164	0	371	938	237	0	0	0	0	182	0
Ackr2	197.750000	0	0	0	1581	0	1583	0	0	0	0	0	0	0	0	0	0	0
Odf2l	197.312500	722	0	0	205	0	215	100	0	0	1086	571	0	0	0	0	258	0
Rbm18	197.250000	1187	0	0	178	0	180	0	0	211	727	286	0	0	0	0	387	0
Mrrf	197.250000	1187	0	0	178	0	180	0	0	211	727	286	0	0	0	0	387	0
Mphosph8	196.875000	231	0	0	0	666	0	0	0	1236	496	147	0	0	0	0	374	0
Trmt2a	196.812500	734	0	0	435	0	434	0	0	188	822	249	0	106	0	0	181	0
Ranbp1	196.812500	734	0	0	435	0	434	0	0	188	822	249	0	106	0	0	181	0
Abhd17b	196.625000	556	0	0	662	0	659	0	0	179	421	324	91	0	0	0	254	0
1110059E24Rik	196.625000	556	0	0	662	0	659	0	0	179	421	324	91	0	0	0	254	0
Gm3448	196.500000	1275	0	0	170	0	133	111	0	0	552	222	0	122	0	88	471	0
Gm3417	196.500000	1275	0	0	170	0	133	111	0	0	552	222	0	122	0	88	471	0
Ccdc130	196.500000	791	0	0	322	0	323	299	0	0	614	548	0	0	0	0	247	0
Vstm2l	196.250000	798	0	323	714	188	714	0	0	190	0	213	0	0	0	0	0	0
Trpm7	196.125000	1241	0	113	229	0	230	105	0	0	581	207	0	138	0	0	294	0
Utp3	196.062500	980	0	0	398	136	376	119	0	0	641	230	0	0	0	0	257	0
Ttll11	196.000000	345	0	0	798	311	797	0	0	463	322	100	0	0	0	0	0	0
Dcp1a	195.875000	1257	0	0	215	103	215	0	0	138	468	292	0	128	0	0	318	0
Exoc2	195.812500	1424	0	0	125	0	125	0	0	0	565	142	0	143	0	0	609	0
Naaa	195.687500	286	0	898	210	0	215	186	0	111	400	170	0	0	458	0	197	0
Otud6b	194.875000	693	0	147	107	0	107	0	0	0	1075	619	0	0	0	0	370	0
Lrp6	194.562500	1322	0	0	437	129	432	0	0	0	668	0	0	0	0	0	125	0
Nudcd3	194.500000	1700	0	0	0	0	0	82	0	0	546	300	0	87	0	0	397	0
Dguok	194.500000	1235	0	0	249	0	249	138	0	0	540	263	0	0	0	0	438	0
Rundc1	194.437500	1516	0	0	257	0	260	0	0	0	544	168	0	85	0	0	281	0
Ptges3l	194.437500	1516	0	0	257	0	260	0	0	0	544	168	0	85	0	0	281	0
Rabggta	194.125000	1035	0	0	659	81	659	142	0	0	407	0	0	0	0	0	123	0
Nkx1-1	194.000000	1540	0	0	539	148	541	0	0	336	0	0	0	0	0	0	0	0
Stard7	193.750000	1465	0	231	0	0	0	0	0	0	798	190	0	116	0	0	300	0
Copb1	193.687500	1234	0	0	115	0	117	107	0	0	889	365	0	0	0	0	272	0
Zfpl1	193.437500	1325	0	0	509	0	509	0	0	243	245	107	0	0	0	0	157	0
Cdca5	193.437500	1325	0	0	509	0	509	0	0	243	245	107	0	0	0	0	157	0
Tmem251	192.687500	673	0	0	796	0	796	0	0	0	522	0	0	0	0	0	296	0
Moap1	192.687500	673	0	0	796	0	796	0	0	0	522	0	0	0	0	0	296	0
Zfp869	192.562500	488	143	0	230	0	233	120	0	143	871	327	0	130	0	0	396	0
H4c3	192.375000	1581	0	0	189	113	197	0	0	96	314	117	0	192	0	0	279	0
H1f6	192.375000	1581	0	0	189	113	197	0	0	96	314	117	0	192	0	0	279	0
Snx12	192.312500	738	0	0	628	127	629	0	0	144	366	217	0	0	0	0	228	0
Poc1b	192.062500	1488	97	0	150	0	148	0	0	168	701	117	0	0	0	0	204	0
Galnt4	192.062500	1488	97	0	150	0	148	0	0	168	701	117	0	0	0	0	204	0
Hoxa7	191.812500	1786	0	0	580	0	581	0	0	0	0	0	0	0	0	0	122	0
Btbd9	191.812500	1137	0	0	409	0	409	0	0	585	253	132	0	0	0	0	144	0
Pspc1	191.750000	1567	0	0	303	0	308	0	0	0	311	175	0	89	0	0	315	0
Mettl17	191.750000	1305	0	0	482	0	494	0	0	0	352	295	0	0	0	0	140	0
Ints4	191.312500	691	0	0	260	0	259	0	0	0	837	459	105	0	0	0	450	0
Itch	191.250000	930	0	0	504	139	537	0	0	0	469	168	0	0	0	0	313	0
Srsf11	191.187500	1055	0	0	309	0	307	0	0	222	487	245	0	116	0	0	318	0
Lrrc40	191.187500	1055	0	0	309	0	307	0	0	222	487	245	0	116	0	0	318	0
Smarca5	191.062500	663	82	0	532	0	543	0	0	346	508	197	0	0	0	0	186	0
Fam120b	191.000000	1281	0	0	380	130	382	0	0	0	394	295	0	0	0	0	194	0
Hoxa3	190.562500	1786	0	0	580	0	581	0	0	0	0	0	0	0	0	0	102	0
Ppil4	190.500000	1614	0	0	0	0	0	0	0	110	554	322	0	117	0	0	331	0
Cd320	190.000000	761	0	0	0	642	0	0	0	0	943	366	0	0	0	0	328	0
Aldh3b1	190.000000	1003	0	0	670	0	673	220	0	474	0	0	0	0	0	0	0	0
Oma1	189.937500	1516	0	0	221	0	223	0	0	0	490	252	0	0	0	0	337	0
Tyw3	189.687500	988	0	0	178	0	173	0	0	0	934	436	0	0	0	0	326	0
Cryz	189.687500	988	0	0	178	0	173	0	0	0	934	436	0	0	0	0	326	0
Pinx1	189.625000	1323	0	0	232	0	231	0	0	0	486	408	0	0	0	0	354	0
Ggps1	189.312500	819	0	0	594	0	592	0	0	0	499	318	0	0	0	0	207	0
Arid4b	189.312500	819	0	0	594	0	592	0	0	0	499	318	0	0	0	0	207	0
Mybbp1a	188.750000	596	0	0	982	0	982	0	0	0	215	83	0	0	0	0	162	0
Eprs	188.750000	938	0	0	387	0	386	0	0	257	556	181	0	0	0	0	315	0
Necap1	188.500000	842	0	0	226	0	228	0	0	0	1097	328	0	0	0	0	295	0
Ddx59	188.312500	974	0	0	0	0	0	119	0	0	1072	523	0	0	0	0	325	0
Cltc	187.937500	1161	0	0	203	0	203	146	0	153	442	152	0	265	0	0	282	0
Oasl1	187.687500	191	0	0	294	538	293	136	0	145	0	0	397	510	294	205	0	0
Itgb3bp	187.500000	752	0	0	156	0	156	301	0	0	805	612	0	0	0	0	218	0
Efcab7	187.500000	752	0	0	156	0	156	301	0	0	805	612	0	0	0	0	218	0
Inka1	187.375000	311	0	0	1043	0	1041	0	0	0	280	0	236	0	0	0	87	0
Abhd16b	187.312500	251	0	0	960	0	962	0	0	0	379	209	0	0	0	0	236	0
Nup205	187.062500	500	0	0	579	0	570	128	0	0	590	316	0	0	0	0	310	0
Gmfb	187.062500	813	0	0	142	0	141	162	0	0	866	318	0	93	0	0	458	0
Scpep1	186.937500	702	0	0	832	247	838	0	0	0	123	89	0	0	0	0	160	0
Myo6	186.812500	245	0	0	840	0	841	0	0	149	500	189	0	0	0	0	225	0
Pold2	186.750000	1996	0	0	0	0	0	0	0	0	507	291	0	0	0	0	194	0
Resf1	186.687500	1021	0	0	352	0	348	0	0	0	635	139	0	129	0	0	363	0
Ddx49	186.562500	434	0	0	590	0	595	0	0	242	550	469	0	0	0	0	105	0
Cope	186.562500	434	0	0	590	0	595	0	0	242	550	469	0	0	0	0	105	0
Frg2f1	186.500000	1340	0	0	278	0	285	0	0	0	566	236	0	81	0	0	198	0
Foxj3	186.500000	1340	0	0	278	0	285	0	0	0	566	236	0	81	0	0	198	0
Usf1	186.250000	1508	0	0	189	0	191	0	0	0	553	219	0	0	0	0	320	0
Atp6v1c1	186.187500	1170	0	0	315	0	315	0	0	108	589	182	0	87	0	0	213	0
Tjp1	186.062500	226	0	0	871	0	873	0	0	106	558	73	0	0	0	0	270	0
Nufip1	185.625000	881	0	0	228	0	227	0	0	0	933	270	0	0	0	111	320	0
Gpalpp1	185.625000	881	0	0	228	0	227	0	0	0	933	270	0	0	0	111	320	0
Eif3h	185.375000	1175	0	607	153	0	152	0	0	0	361	198	0	0	0	0	320	0
Rnls	185.312500	502	0	0	917	0	918	203	0	0	167	0	0	0	0	0	258	0
H4c14	185.312500	1190	0	0	364	111	367	0	0	0	319	234	0	141	0	0	239	0
Birc6	184.687500	909	0	0	438	184	433	107	0	0	405	174	0	0	0	0	305	0
Rhot1	184.625000	675	0	264	139	0	138	0	0	0	876	333	0	140	0	0	389	0
P2rx7	184.625000	644	0	0	915	0	917	0	0	358	0	0	0	0	0	0	120	0
Lyl1	184.437500	280	0	0	767	461	770	0	0	504	0	0	169	0	0	0	0	0
Tcte3	184.250000	1275	0	0	113	0	105	0	0	0	552	222	0	122	0	88	471	0
Prkag2	184.125000	1036	0	0	522	0	522	165	0	143	305	89	0	0	0	0	164	0
Sbf2	183.812500	746	0	0	263	178	261	0	0	849	331	0	166	0	0	0	147	0
G3bp2	183.687500	1168	0	0	313	0	313	0	0	177	398	226	0	0	0	0	344	0
H1f2	183.500000	1049	0	0	285	118	261	0	0	116	386	120	0	285	0	0	316	0
Diaph2	183.500000	1009	0	0	520	269	520	299	0	158	0	0	0	0	0	0	161	0
Rnf141	183.312500	1438	0	0	0	0	0	0	0	0	628	276	0	96	0	0	495	0
Wdr45b	182.937500	797	0	646	0	0	0	0	0	0	548	266	0	0	191	0	479	0
Farp2	182.687500	1071	0	0	381	0	383	0	0	0	464	356	0	0	0	0	268	0
Tmem97	182.187500	751	108	0	409	0	409	235	0	0	433	308	0	0	0	0	262	0
Syncrip	181.875000	1274	0	0	444	0	449	0	0	0	388	174	0	0	0	0	181	0
Malsu1	181.812500	950	0	0	155	0	154	0	0	0	860	258	0	100	0	80	352	0
Nfe2	181.750000	748	0	0	699	0	705	0	0	211	97	92	207	0	0	0	149	0
Ubxn8	181.562500	474	0	0	687	0	685	0	0	0	529	141	0	0	0	0	389	0
Tmem243	181.500000	1188	0	0	391	147	396	0	0	0	472	168	0	0	0	0	142	0
Znrf2	181.125000	1701	0	0	133	0	133	0	0	0	625	148	0	0	0	0	158	0
Tex261	181.125000	1161	0	0	447	0	447	101	0	0	312	241	0	0	0	0	189	0
Ocstamp	180.687500	138	0	0	1243	0	1245	0	0	0	114	0	0	0	0	0	151	0
Letmd1	180.562500	1290	0	0	243	0	242	0	0	0	583	155	0	137	0	0	239	0
9430038I01Rik	180.500000	672	0	0	156	0	156	0	0	119	880	296	0	0	0	0	609	0
Utp15	180.250000	1098	0	0	105	0	106	0	0	0	711	321	0	0	0	0	543	0
Mtg1	180.250000	1215	0	0	112	0	112	0	0	135	538	328	0	222	0	0	222	0
Ankra2	180.250000	1098	0	0	105	0	106	0	0	0	711	321	0	0	0	0	543	0
Taf15	180.125000	952	153	0	309	0	307	0	0	0	676	145	0	0	0	0	340	0
Zdhhc3	179.812500	1163	0	0	246	0	246	0	0	0	595	392	0	0	0	0	235	0
Exosc7	179.812500	1163	0	0	246	0	246	0	0	0	595	392	0	0	0	0	235	0
Bcar1	179.812500	1365	0	0	544	0	544	0	0	195	229	0	0	0	0	0	0	0
Nek9	179.750000	1349	0	0	143	0	144	0	0	0	708	208	0	0	0	0	324	0
Iqsec3	179.750000	1226	0	0	283	0	283	0	0	0	326	139	0	90	0	129	400	0
Zfp963	179.687500	698	0	124	0	0	0	0	0	0	800	577	0	139	0	0	537	0
Tomm20	179.562500	1435	0	0	0	0	0	0	0	0	638	251	0	136	0	0	413	0
Dip2b	179.562500	370	0	0	1080	0	1080	0	0	0	191	0	0	0	0	0	152	0
Adnp	179.562500	1404	0	201	186	161	185	0	0	0	298	153	0	116	0	0	169	0
Ptafr	179.437500	1524	0	0	673	0	674	0	0	0	0	0	0	0	0	0	0	0
Sec23ip	179.250000	676	0	0	505	139	508	0	0	0	350	334	0	0	0	0	356	0
Mcmbp	179.250000	676	0	0	505	139	508	0	0	0	350	334	0	0	0	0	356	0
Rfx7	179.187500	707	0	0	747	0	748	0	0	0	329	193	0	0	0	0	143	0
Calm1	179.062500	1524	0	0	210	75	210	0	0	0	304	257	0	127	0	0	158	0
Xdh	179.000000	440	0	0	1156	112	1156	0	0	0	0	0	0	0	0	0	0	0
Trim41	178.937500	587	0	0	405	0	408	193	0	0	526	302	0	68	0	0	374	0
Nob1	178.937500	1238	0	0	344	0	345	0	0	0	430	169	0	0	0	0	337	0
Stab1	178.625000	431	0	0	1048	0	1045	0	0	334	0	0	0	0	0	0	0	0
Zfp882	178.500000	1213	0	0	95	0	95	0	0	0	695	368	0	0	0	0	390	0
Tcf19	178.375000	710	0	0	624	0	621	0	0	162	432	96	0	0	0	0	209	0
Cchcr1	178.375000	710	0	0	624	0	621	0	0	162	432	96	0	0	0	0	209	0
Eif3l	178.187500	1288	0	0	343	0	347	0	0	127	320	121	0	0	0	0	305	0
H4bc24	177.875000	1324	0	0	194	105	206	0	0	0	417	162	0	189	0	0	249	0
H2bc23	177.875000	1324	0	0	194	105	206	0	0	0	417	162	0	189	0	0	249	0
H2ac24	177.875000	1324	0	0	194	105	206	0	0	0	417	162	0	189	0	0	249	0
H2ac23	177.875000	1324	0	0	194	105	206	0	0	0	417	162	0	189	0	0	249	0
Fbxl16	177.500000	1315	0	0	528	0	527	0	0	162	157	0	0	0	0	0	151	0
Atg16l2	177.125000	788	144	0	588	0	589	0	0	0	352	0	0	124	0	0	249	0
Tsen15	177.062500	1211	0	0	79	0	79	0	0	0	668	173	0	168	0	0	455	0
Ift140	177.000000	1082	203	0	286	0	285	0	0	0	437	313	0	0	0	0	226	0
Cramp1l	177.000000	1082	203	0	286	0	285	0	0	0	437	313	0	0	0	0	226	0
Zc3h3	176.937500	784	0	0	435	0	434	0	0	0	691	396	0	0	0	0	91	0
Nlrp3	176.750000	483	0	0	1174	0	1171	0	0	0	0	0	0	0	0	0	0	0
Atf6	176.562500	452	0	0	573	0	571	90	0	124	469	271	0	0	0	0	275	0
Fus	176.250000	623	0	331	249	0	247	0	0	0	602	249	0	178	0	0	341	0
Hspbp1	176.062500	347	0	0	850	0	850	0	0	177	277	147	0	0	0	0	169	0
Uso1	175.437500	1168	0	0	313	0	313	0	0	177	337	226	0	0	0	0	273	0
Id3	175.375000	363	0	129	808	88	809	0	0	271	114	0	0	0	0	0	224	0
Urgcp	175.312500	1222	0	0	0	0	0	104	0	0	640	276	0	87	0	0	476	0
Zbtb49	175.187500	1523	0	0	0	0	0	0	0	0	622	209	0	105	0	0	344	0
Lyar	175.187500	1523	0	0	0	0	0	0	0	0	622	209	0	105	0	0	344	0
Nsfl1c	175.000000	1095	0	0	108	162	113	0	0	117	477	147	0	130	0	0	451	0
Zfp53	174.937500	1703	0	0	196	0	193	0	0	119	266	187	0	0	0	0	135	0
Raph1	174.625000	441	0	0	767	107	766	0	0	0	412	102	0	0	0	0	199	0
Mphosph9	174.625000	987	0	0	178	0	175	0	0	0	653	334	0	0	0	0	467	0
2810006K23Rik	174.625000	987	0	0	178	0	175	0	0	0	653	334	0	0	0	0	467	0
Gcc2	174.375000	682	0	0	265	0	266	88	0	0	866	306	0	89	0	0	228	0
Rad23a	174.312500	901	0	408	273	0	273	0	0	154	425	101	0	0	0	0	254	0
Ywhae	174.250000	401	0	0	513	0	512	0	0	0	673	389	0	0	0	0	300	0
Lrp1	174.062500	1011	131	161	489	0	492	0	0	0	254	116	0	0	0	0	131	0
Lmo4	173.875000	1002	0	0	539	292	538	0	0	0	243	0	0	0	0	0	168	0
Smad4	173.750000	344	82	440	366	0	368	167	0	0	536	179	0	0	0	0	298	0
Aasdh	173.750000	989	0	0	276	0	279	0	0	0	449	196	0	178	0	0	413	0
Pcsk1	173.562500	145	0	0	849	538	854	0	0	391	0	0	0	0	0	0	0	0
Evi5	173.062500	1559	0	0	228	0	230	0	0	134	409	0	0	0	0	0	209	0
Ufl1	172.875000	492	0	0	128	0	128	0	0	0	846	393	0	146	0	0	633	0
Zfp638	172.687500	727	0	124	219	0	220	0	0	0	715	431	0	0	0	0	327	0
Hbp1	172.562500	609	0	0	475	188	473	142	0	0	379	220	0	0	0	0	275	0
Cacng2	172.500000	945	0	0	418	187	418	143	0	0	262	245	0	0	0	0	142	0
H4c6	172.000000	1253	0	0	225	0	242	0	0	0	286	104	0	321	0	0	321	0
H1f3	172.000000	1253	0	0	225	0	242	0	0	0	286	104	0	321	0	0	321	0
Galnt10	171.812500	1103	0	0	391	0	397	153	0	156	380	0	0	0	0	0	169	0
Pqlc3	171.750000	501	0	0	826	0	814	0	0	0	278	0	0	126	0	0	203	0
Mmaa	171.625000	563	0	0	634	0	634	0	0	0	411	171	0	0	0	0	333	0
Letm2	171.625000	631	0	584	144	0	144	0	0	0	588	261	0	92	0	0	302	0
Atad3a	171.562500	469	0	0	592	0	603	0	0	0	549	273	0	0	0	0	259	0
Rbks	171.500000	618	0	0	373	0	375	0	0	473	376	96	0	178	0	0	255	0
Babam2	171.500000	618	0	0	373	0	375	0	0	473	376	96	0	178	0	0	255	0
Zgrf1	171.437500	787	0	0	334	0	338	0	0	181	557	273	0	0	0	0	273	0
Timmdc1	171.437500	1073	0	0	253	0	254	0	0	110	453	268	0	0	0	0	332	0
Larp7	171.437500	787	0	0	334	0	338	0	0	181	557	273	0	0	0	0	273	0
Spred1	171.375000	1051	0	0	263	0	263	129	0	95	486	220	0	0	0	0	235	0
Oga	171.375000	668	0	0	295	0	289	0	0	206	604	286	0	119	0	0	275	0
Pank1	171.312500	1124	0	0	393	0	393	0	0	127	382	207	0	0	0	0	115	0
H4c18	171.312500	1324	0	0	194	0	206	0	0	0	417	162	0	189	0	0	249	0
9030025P20Rik	171.250000	1236	0	0	170	0	133	111	0	0	491	169	0	0	0	0	430	0
Wdr70	171.187500	1126	0	0	0	216	0	0	0	0	471	214	0	251	0	0	461	0
Tmem131	171.187500	1103	0	0	300	0	295	0	0	0	430	164	0	0	0	0	447	0
Haus4	171.125000	902	0	0	385	0	384	83	0	0	518	161	0	92	0	0	213	0
Wdr78	171.062500	654	0	0	141	0	141	0	0	113	1040	408	0	0	0	0	240	0
Mier1	171.062500	654	0	0	141	0	141	0	0	113	1040	408	0	0	0	0	240	0
Kdm4d	170.625000	793	0	0	341	0	336	0	0	0	690	210	0	0	0	0	360	0
Itfg2	170.625000	1146	0	161	0	0	0	0	0	0	763	394	0	0	0	0	266	0
