Target_genes	Nfatc2|Average	SRX667873|Dendritic_Cells	SRX21547799|ILC2	SRX21547800|ILC2	SRX21547801|ILC2	SRX21547802|ILC2	SRX21547803|ILC2	SRX21547804|ILC2	SRX12418835|Myofibers	SRX12418836|Myofibers	SRX12418837|Myofibers	SRX12418838|Myofibers	SRX24004260|Th2_Cells	STRING
Gls	26.500000	190	0	0	0	0	0	128	0	0	0	0	0	0
Foxn2	26.500000	184	0	0	0	0	0	134	0	0	0	0	0	0
Fap	26.500000	318	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfrb	26.416667	0	0	0	0	0	125	192	0	0	0	0	0	0
Hnrnpd	26.416667	0	0	0	0	0	0	192	0	0	0	0	125	0
Snx18	26.333333	0	0	0	0	0	92	119	0	0	0	0	105	0
Stim1	26.250000	0	0	0	0	0	135	180	0	0	0	0	0	0
Pnisr	26.250000	0	0	0	0	74	133	108	0	0	0	0	0	0
Myo1f	26.250000	0	0	0	0	0	0	0	0	0	0	0	315	0
Heatr5a	26.250000	315	0	0	0	0	0	0	0	0	0	0	0	0
Chsy1	26.250000	315	0	0	0	0	0	0	0	0	0	0	0	0
Alyref2	26.250000	0	0	0	0	0	79	102	0	0	0	0	134	0
Slc45a4	26.166667	314	0	0	0	0	0	0	0	0	0	0	0	0
Dpp6	26.166667	314	0	0	0	0	0	0	0	0	0	0	0	0
Slamf1	26.000000	101	0	0	0	0	0	0	0	0	0	0	211	0
Borcs6	26.000000	184	0	0	0	0	0	128	0	0	0	0	0	0
Agmo	26.000000	312	0	0	0	0	0	0	0	0	0	0	0	0
Yif1b	25.916667	125	0	0	0	0	0	186	0	0	0	0	0	0
Tcf7l2	25.916667	311	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a4	25.916667	227	0	0	0	0	0	0	0	0	0	0	84	0
Rabggta	25.916667	311	0	0	0	0	0	0	0	0	0	0	0	0
Amacr	25.916667	0	0	0	0	0	0	0	0	0	0	0	311	0
Wipf1	25.833333	152	0	0	0	0	64	94	0	0	0	0	0	0
Tbc1d10b	25.833333	310	0	0	0	0	0	0	0	0	0	0	0	0
Mylpf	25.833333	310	0	0	0	0	0	0	0	0	0	0	0	0
Zfp87	25.750000	0	0	0	0	73	109	127	0	0	0	0	0	0
Zfp85	25.750000	0	0	0	0	0	0	110	0	0	0	0	199	0
Rabgap1l	25.750000	0	0	0	0	84	0	141	0	0	0	0	84	0
Prepl	25.750000	309	0	0	0	0	0	0	0	0	0	0	0	0
Map3k1	25.750000	0	0	0	0	0	94	215	0	0	0	0	0	0
Gk	25.750000	309	0	0	0	0	0	0	0	0	0	0	0	0
Emc9	25.750000	0	0	0	0	0	83	226	0	0	0	0	0	0
Camkmt	25.750000	309	0	0	0	0	0	0	0	0	0	0	0	0
Polr3gl	25.666667	0	0	0	0	0	0	213	0	0	0	0	95	0
Pgs1	25.666667	194	0	0	0	0	0	114	0	0	0	0	0	0
Ankrd34a	25.666667	0	0	0	0	0	0	213	0	0	0	0	95	0
Necap1	25.583333	196	0	0	0	0	0	111	0	0	0	0	0	0
Lonrf3	25.583333	0	0	0	0	90	137	80	0	0	0	0	0	0
Dcstamp	25.583333	307	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef15	25.583333	307	0	0	0	0	0	0	0	0	0	0	0	0
Ufsp2	25.500000	306	0	0	0	0	0	0	0	0	0	0	0	0
Rps13	25.500000	306	0	0	0	0	0	0	0	0	0	0	0	0
Cic	25.500000	0	0	0	0	0	96	210	0	0	0	0	0	0
Atl3	25.500000	0	0	0	0	0	0	0	0	0	0	0	306	0
1700029J07Rik	25.500000	306	0	0	0	0	0	0	0	0	0	0	0	0
Aff1	25.416667	179	0	0	0	0	0	126	0	0	0	0	0	0
Ttc9c	25.333333	139	0	0	0	0	0	165	0	0	0	0	0	0
Tbk1	25.333333	0	0	0	0	0	138	166	0	0	0	0	0	0
Pik3r2	25.333333	0	0	0	0	0	90	214	0	0	0	0	0	0
Irx5	25.333333	240	0	0	0	0	0	64	0	0	0	0	0	0
Hnrnpul2	25.333333	139	0	0	0	0	0	165	0	0	0	0	0	0
Camta1	25.333333	0	0	0	0	111	79	114	0	0	0	0	0	0
Zfp566	25.250000	82	0	0	0	0	0	221	0	0	0	0	0	0
Zfp260	25.250000	82	0	0	0	0	0	221	0	0	0	0	0	0
Usp1	25.250000	0	0	0	0	103	89	111	0	0	0	0	0	0
Themis2	25.250000	303	0	0	0	0	0	0	0	0	0	0	0	0
Sqstm1	25.250000	303	0	0	0	0	0	0	0	0	0	0	0	0
Gbp3	25.250000	0	0	0	0	0	140	163	0	0	0	0	0	0
Fam32a	25.250000	303	0	0	0	0	0	0	0	0	0	0	0	0
Tgif1	25.166667	302	0	0	0	0	0	0	0	0	0	0	0	0
Hes3	25.166667	198	0	0	0	0	104	0	0	0	0	0	0	0
Thoc2l	25.083333	0	0	0	0	91	0	210	0	0	0	0	0	0
Samd10	25.083333	0	0	0	0	0	136	165	0	0	0	0	0	0
Prpf6	25.083333	0	0	0	0	0	136	165	0	0	0	0	0	0
Pkm	25.083333	199	0	0	0	0	0	102	0	0	0	0	0	0
Npr3	25.000000	300	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6c	25.000000	300	0	0	0	0	0	0	0	0	0	0	0	0
Jade1	25.000000	0	0	0	0	106	96	98	0	0	0	0	0	0
Tmem131l	24.916667	0	0	0	0	0	0	132	0	0	0	0	167	0
Mpp7	24.916667	0	0	0	0	0	81	128	0	0	0	0	90	0
Anp32e	24.916667	123	0	0	0	0	0	176	0	0	0	0	0	0
Abhd6	24.916667	0	0	0	0	0	159	0	0	0	0	0	140	0
Fxyd7	24.833333	0	0	0	0	0	96	202	0	0	0	0	0	0
Cabcoco1	24.833333	0	0	0	0	0	106	110	0	0	0	0	82	0
Atf4	24.833333	298	0	0	0	0	0	0	0	0	0	0	0	0
Usp47	24.750000	0	0	0	0	109	0	188	0	0	0	0	0	0
Smad5	24.750000	0	0	0	0	0	98	199	0	0	0	0	0	0
Rtn4	24.750000	297	0	0	0	0	0	0	0	0	0	0	0	0
Trpv2	24.666667	164	0	0	0	0	0	132	0	0	0	0	0	0
Trim35	24.666667	296	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a2	24.666667	162	0	0	0	0	0	134	0	0	0	0	0	0
Cdk5	24.666667	162	0	0	0	0	0	134	0	0	0	0	0	0
Arhgef1	24.666667	0	0	0	0	0	0	97	0	0	0	0	199	0
Tank	24.583333	141	0	0	0	0	0	0	0	0	0	0	154	0
Sp140	24.583333	295	0	0	0	0	0	0	0	0	0	0	0	0
Slamf6	24.583333	295	0	0	0	0	0	0	0	0	0	0	0	0
Klhl35	24.583333	295	0	0	0	0	0	0	0	0	0	0	0	0
Rnf14	24.500000	294	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl36	24.500000	66	0	0	0	0	84	144	0	0	0	0	0	0
Klra4	24.500000	0	0	0	0	0	0	0	0	0	0	0	294	0
Klra18	24.500000	0	0	0	0	0	0	0	0	0	0	0	294	0
H1f6	24.500000	294	0	0	0	0	0	0	0	0	0	0	0	0
D16Ertd472e	24.500000	0	0	0	0	0	0	163	0	0	0	0	131	0
Mylip	24.416667	293	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpl	24.416667	0	0	0	0	0	0	128	0	0	0	0	165	0
Deptor	24.416667	293	0	0	0	0	0	0	0	0	0	0	0	0
Thrap3	24.333333	151	0	0	0	0	0	141	0	0	0	0	0	0
Gab3	24.333333	0	0	0	0	0	106	186	0	0	0	0	0	0
Dhrs7b	24.333333	95	0	0	0	0	81	116	0	0	0	0	0	0
Gapt	24.250000	291	0	0	0	0	0	0	0	0	0	0	0	0
Arrb1	24.250000	194	0	0	0	0	0	97	0	0	0	0	0	0
Slc11a1	24.166667	290	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	24.166667	0	0	0	0	120	0	170	0	0	0	0	0	0
Spr	24.083333	155	0	0	0	0	0	0	0	0	0	0	134	0
Ppp1r16b	24.083333	0	0	0	0	0	97	192	0	0	0	0	0	0
Hsd17b11	24.083333	289	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc13	24.083333	289	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1c	24.083333	289	0	0	0	0	0	0	0	0	0	0	0	0
Setx	24.000000	0	0	0	0	0	100	188	0	0	0	0	0	0
Rrm2	24.000000	144	0	0	0	0	0	144	0	0	0	0	0	0
Uimc1	23.916667	0	0	0	0	0	63	127	0	0	0	0	97	0
Ccnd2	23.916667	0	0	0	0	0	84	203	0	0	0	0	0	0
Rpsa	23.833333	0	0	0	0	0	122	164	0	0	0	0	0	0
Pwwp3a	23.833333	286	0	0	0	0	0	0	0	0	0	0	0	0
Pip4k2b	23.833333	286	0	0	0	0	0	0	0	0	0	0	0	0
Smo	23.750000	0	0	0	0	0	0	137	0	0	0	0	148	0
Rabl3	23.750000	0	0	0	0	80	104	101	0	0	0	0	0	0
Gtf2e1	23.750000	0	0	0	0	80	104	101	0	0	0	0	0	0
Elovl1	23.750000	118	0	0	0	0	85	0	0	0	0	0	82	0
Bcat1	23.750000	0	0	0	0	0	106	96	0	0	0	0	83	0
Ccl7	23.666667	284	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39b	23.583333	0	0	0	0	0	87	132	0	0	0	0	64	0
Med25	23.583333	114	0	0	0	0	0	169	0	0	0	0	0	0
Fuz	23.583333	114	0	0	0	0	0	169	0	0	0	0	0	0
Eif4b	23.583333	283	0	0	0	0	0	0	0	0	0	0	0	0
Wdr1	23.500000	282	0	0	0	0	0	0	0	0	0	0	0	0
Pop4	23.500000	282	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd2	23.500000	282	0	0	0	0	0	0	0	0	0	0	0	0
Eml4	23.500000	0	0	0	0	0	112	170	0	0	0	0	0	0
Dnah1	23.500000	146	0	0	0	0	0	0	0	0	0	0	136	0
Mapk9	23.416667	0	0	0	0	0	74	207	0	0	0	0	0	0
Fbxo28	23.416667	0	0	0	0	0	73	208	0	0	0	0	0	0
Zfp433	23.333333	0	0	0	0	101	89	90	0	0	0	0	0	0
Rmnd1	23.333333	0	0	0	0	95	0	185	0	0	0	0	0	0
Ipo13	23.333333	280	0	0	0	0	0	0	0	0	0	0	0	0
Gm32687	23.333333	0	0	0	0	101	89	90	0	0	0	0	0	0
Dcaf12	23.333333	185	0	0	0	0	0	95	0	0	0	0	0	0
Ccdc6	23.333333	280	0	0	0	0	0	0	0	0	0	0	0	0
Armt1	23.333333	0	0	0	0	95	0	185	0	0	0	0	0	0
Afap1l2	23.333333	280	0	0	0	0	0	0	0	0	0	0	0	0
Tefm	23.250000	279	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a6	23.250000	168	0	0	0	0	0	111	0	0	0	0	0	0
Nuggc	23.250000	279	0	0	0	0	0	0	0	0	0	0	0	0
H2bc4	23.250000	279	0	0	0	0	0	0	0	0	0	0	0	0
Cluap1	23.250000	279	0	0	0	0	0	0	0	0	0	0	0	0
Angptl2	23.250000	279	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	23.250000	279	0	0	0	0	0	0	0	0	0	0	0	0
Prickle1	23.166667	0	0	0	0	0	72	113	0	0	0	0	93	0
Mtmr11	23.166667	278	0	0	0	0	0	0	0	0	0	0	0	0
Havcr2	23.166667	173	0	0	0	0	0	105	0	0	0	0	0	0
Jmjd1c	23.083333	277	0	0	0	0	0	0	0	0	0	0	0	0
Ift22	23.083333	277	0	0	0	0	0	0	0	0	0	0	0	0
Glipr2	23.083333	0	0	0	0	0	0	130	0	0	0	0	147	0
Fam199x	23.083333	0	0	0	0	0	126	151	0	0	0	0	0	0
Ell	23.083333	0	0	0	0	0	0	185	0	0	0	0	92	0
Cdk5rap2	23.083333	181	0	0	0	0	96	0	0	0	0	0	0	0
Satb1	23.000000	0	0	0	0	0	0	184	0	0	0	0	92	0
Sacm1l	23.000000	0	0	0	0	0	0	156	0	0	0	0	120	0
Pilra	23.000000	276	0	0	0	0	0	0	0	0	0	0	0	0
Cryl1	23.000000	276	0	0	0	0	0	0	0	0	0	0	0	0
Ccrl2	23.000000	276	0	0	0	0	0	0	0	0	0	0	0	0
Tk1	22.916667	134	0	0	0	0	0	141	0	0	0	0	0	0
Nlrp3	22.916667	275	0	0	0	0	0	0	0	0	0	0	0	0
Lrch4	22.916667	275	0	0	0	0	0	0	0	0	0	0	0	0
Ldha	22.916667	0	0	0	0	0	118	157	0	0	0	0	0	0
Insl6	22.916667	275	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo24	22.916667	275	0	0	0	0	0	0	0	0	0	0	0	0
Fam117b	22.916667	0	0	0	0	0	0	124	0	0	0	0	151	0
Cdc42	22.916667	275	0	0	0	0	0	0	0	0	0	0	0	0
Asgr2	22.916667	275	0	0	0	0	0	0	0	0	0	0	0	0
Afmid	22.916667	134	0	0	0	0	0	141	0	0	0	0	0	0
Top1	22.833333	0	0	0	0	0	104	170	0	0	0	0	0	0
Pepd	22.833333	274	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd12	22.833333	274	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	22.833333	274	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a19	22.750000	0	0	0	0	0	115	158	0	0	0	0	0	0
Seh1l	22.750000	0	0	0	0	0	68	205	0	0	0	0	0	0
Net1	22.750000	196	0	0	0	0	0	77	0	0	0	0	0	0
Fam168b	22.750000	161	0	0	0	0	0	112	0	0	0	0	0	0
Baiap2l2	22.750000	0	0	0	0	0	0	92	0	0	0	0	181	0
Ubn1	22.666667	0	0	0	0	0	95	177	0	0	0	0	0	0
Suclg1	22.666667	0	0	0	0	0	0	0	0	0	0	0	272	0
Sfr1	22.666667	0	0	0	0	89	72	111	0	0	0	0	0	0
Prss41	22.666667	0	0	0	0	0	0	118	0	0	0	0	154	0
Mlh1	22.666667	0	0	0	0	0	0	145	0	0	0	0	127	0
Hnrnpa3	22.666667	135	0	0	0	0	0	137	0	0	0	0	0	0
Glyr1	22.666667	0	0	0	0	0	95	177	0	0	0	0	0	0
Epm2aip1	22.666667	0	0	0	0	0	0	145	0	0	0	0	127	0
Cyb561	22.666667	0	0	0	0	72	110	90	0	0	0	0	0	0
Cdc42bpg	22.666667	167	0	0	0	0	0	105	0	0	0	0	0	0
Cd302	22.666667	272	0	0	0	0	0	0	0	0	0	0	0	0
Iqce	22.583333	155	0	0	0	0	0	116	0	0	0	0	0	0
Brat1	22.583333	155	0	0	0	0	0	116	0	0	0	0	0	0
Zkscan5	22.500000	155	0	0	0	0	0	115	0	0	0	0	0	0
Zkscan14	22.500000	155	0	0	0	0	0	115	0	0	0	0	0	0
Stra6	22.500000	0	0	0	0	0	0	120	0	0	0	0	150	0
Fzr1	22.500000	0	0	0	0	0	82	188	0	0	0	0	0	0
Acly	22.500000	0	0	0	0	0	0	0	0	0	0	0	270	0
Pgap2	22.416667	0	0	0	0	0	0	145	0	0	0	0	124	0
Ly6i	22.416667	269	0	0	0	0	0	0	0	0	0	0	0	0
Gpr68	22.416667	269	0	0	0	0	0	0	0	0	0	0	0	0
Ddx19a	22.416667	0	0	0	0	68	63	138	0	0	0	0	0	0
Cd83	22.416667	203	0	0	0	0	0	0	0	0	0	0	66	0
Ccl24	22.416667	269	0	0	0	0	0	0	0	0	0	0	0	0
Mtch1	22.333333	178	0	0	0	0	0	90	0	0	0	0	0	0
Hmgcr	22.333333	0	0	0	0	0	72	196	0	0	0	0	0	0
Hacd4	22.333333	268	0	0	0	0	0	0	0	0	0	0	0	0
H2aw	22.333333	144	0	0	0	0	0	124	0	0	0	0	0	0
Trim54	22.250000	267	0	0	0	0	0	0	0	0	0	0	0	0
Etaa1	22.250000	0	0	0	0	0	100	167	0	0	0	0	0	0
Tmem229b	22.166667	204	0	0	0	0	0	62	0	0	0	0	0	0
Tgif2	22.166667	0	0	0	0	0	125	141	0	0	0	0	0	0
Pfkl	22.166667	266	0	0	0	0	0	0	0	0	0	0	0	0
Nadk	22.166667	266	0	0	0	0	0	0	0	0	0	0	0	0
Gli1	22.166667	146	0	0	0	0	0	0	0	0	0	0	120	0
Cpt1a	22.166667	266	0	0	0	0	0	0	0	0	0	0	0	0
Cox6c	22.166667	266	0	0	0	0	0	0	0	0	0	0	0	0
Bcap29	22.166667	150	0	0	0	0	0	116	0	0	0	0	0	0
Acer3	22.166667	266	0	0	0	0	0	0	0	0	0	0	0	0
Wdr54	22.083333	265	0	0	0	0	0	0	0	0	0	0	0	0
Vps13b	22.083333	265	0	0	0	0	0	0	0	0	0	0	0	0
Sytl3	22.083333	0	0	0	0	0	69	196	0	0	0	0	0	0
Sp1	22.083333	171	0	0	0	0	0	94	0	0	0	0	0	0
Sh2d7	22.083333	265	0	0	0	0	0	0	0	0	0	0	0	0
Cd44	22.083333	147	0	0	0	0	0	0	0	0	0	0	118	0
1810030O07Rik	22.083333	0	0	0	0	0	113	152	0	0	0	0	0	0
1700003E16Rik	22.083333	265	0	0	0	0	0	0	0	0	0	0	0	0
Lims1	22.000000	157	0	0	0	0	0	0	0	0	0	0	107	0
Kremen2	22.000000	264	0	0	0	0	0	0	0	0	0	0	0	0
Gm9573	22.000000	264	0	0	0	0	0	0	0	0	0	0	0	0
Cd180	22.000000	264	0	0	0	0	0	0	0	0	0	0	0	0
Ttll1	21.916667	146	0	0	0	0	0	117	0	0	0	0	0	0
Ptprv	21.916667	0	0	0	0	0	68	195	0	0	0	0	0	0
Ptpn7	21.916667	0	0	0	0	0	68	195	0	0	0	0	0	0
Fam207a	21.916667	263	0	0	0	0	0	0	0	0	0	0	0	0
Ten1	21.833333	0	0	0	0	0	119	143	0	0	0	0	0	0
Slc27a1	21.833333	0	0	0	0	0	124	138	0	0	0	0	0	0
Plekha2	21.833333	0	0	0	0	0	106	156	0	0	0	0	0	0
Nxnl1	21.833333	0	0	0	0	0	124	138	0	0	0	0	0	0
Akna	21.833333	262	0	0	0	0	0	0	0	0	0	0	0	0
Acox1	21.833333	0	0	0	0	0	119	143	0	0	0	0	0	0
Psors1c2	21.750000	0	0	0	0	0	103	158	0	0	0	0	0	0
Nnt	21.750000	173	0	0	0	0	0	88	0	0	0	0	0	0
Kcnn1	21.750000	193	0	0	0	0	0	0	0	0	0	0	68	0
Il1b	21.750000	261	0	0	0	0	0	0	0	0	0	0	0	0
Denr	21.750000	261	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc19	21.666667	0	0	0	0	0	130	130	0	0	0	0	0	0
Syngr3	21.666667	0	0	0	0	0	135	125	0	0	0	0	0	0
Scin	21.666667	260	0	0	0	0	0	0	0	0	0	0	0	0
Cfap45	21.666667	260	0	0	0	0	0	0	0	0	0	0	0	0
Cdk10	21.666667	260	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	21.583333	259	0	0	0	0	0	0	0	0	0	0	0	0
Lgmn	21.583333	0	0	0	0	0	81	178	0	0	0	0	0	0
Trex1	21.500000	258	0	0	0	0	0	0	0	0	0	0	0	0
Tmed5	21.500000	167	0	0	0	0	0	91	0	0	0	0	0	0
Slamf9	21.500000	258	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g12a	21.500000	0	0	0	0	0	0	130	0	0	0	0	128	0
Fcrlb	21.500000	258	0	0	0	0	0	0	0	0	0	0	0	0
Faf2	21.500000	258	0	0	0	0	0	0	0	0	0	0	0	0
Elmod2	21.500000	258	0	0	0	0	0	0	0	0	0	0	0	0
Clrn2	21.500000	258	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc18	21.500000	167	0	0	0	0	0	91	0	0	0	0	0	0
Cbl	21.500000	0	0	0	0	0	118	140	0	0	0	0	0	0
Usp9x	21.416667	0	0	0	0	79	0	178	0	0	0	0	0	0
Tpm3	21.416667	257	0	0	0	0	0	0	0	0	0	0	0	0
Susd1	21.416667	257	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a3	21.416667	183	0	0	0	0	0	74	0	0	0	0	0	0
Slc26a10	21.416667	164	0	0	0	0	0	93	0	0	0	0	0	0
Hmgb3	21.416667	0	0	0	0	0	122	135	0	0	0	0	0	0
Txn2	21.333333	0	0	0	0	81	0	175	0	0	0	0	0	0
Simc1	21.333333	0	0	0	0	0	110	146	0	0	0	0	0	0
Sdc3	21.333333	256	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd5b	21.333333	0	0	0	0	0	94	162	0	0	0	0	0	0
Mpeg1	21.333333	256	0	0	0	0	0	0	0	0	0	0	0	0
Larp4	21.333333	256	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf8	21.250000	172	0	0	0	0	0	0	0	0	0	0	83	0
Tnfrsf26	21.250000	0	0	0	0	0	0	103	0	0	0	0	152	0
Tmpo	21.250000	255	0	0	0	0	0	0	0	0	0	0	0	0
Rps19	21.250000	97	0	0	0	0	60	98	0	0	0	0	0	0
Ppm1d	21.250000	255	0	0	0	0	0	0	0	0	0	0	0	0
Pold4	21.250000	123	0	0	0	0	0	132	0	0	0	0	0	0
Larp1b	21.250000	0	0	0	0	0	85	170	0	0	0	0	0	0
Kcna2	21.250000	255	0	0	0	0	0	0	0	0	0	0	0	0
Atp10a	21.250000	0	0	0	0	88	77	90	0	0	0	0	0	0
Ssbp3	21.166667	0	0	0	0	0	96	158	0	0	0	0	0	0
Slc8a2	21.166667	254	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g3	21.166667	165	0	0	0	0	0	89	0	0	0	0	0	0
Zfp800	21.083333	0	0	0	0	0	82	171	0	0	0	0	0	0
Cul1	21.083333	253	0	0	0	0	0	0	0	0	0	0	0	0
Vasp	21.000000	169	0	0	0	0	0	83	0	0	0	0	0	0
Stap1	21.000000	252	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl3	21.000000	0	0	0	0	0	79	173	0	0	0	0	0	0
Morf4l2	21.000000	0	0	0	0	79	73	100	0	0	0	0	0	0
Heatr1	21.000000	0	0	0	0	0	113	139	0	0	0	0	0	0
Cenpc1	21.000000	252	0	0	0	0	0	0	0	0	0	0	0	0
Rufy1	20.916667	150	0	0	0	0	0	101	0	0	0	0	0	0
Ier3	20.916667	251	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt1	20.916667	251	0	0	0	0	0	0	0	0	0	0	0	0
Flot1	20.916667	251	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	20.916667	251	0	0	0	0	0	0	0	0	0	0	0	0
Rnf6	20.833333	0	0	0	0	0	108	142	0	0	0	0	0	0
Olfr806	20.833333	250	0	0	0	0	0	0	0	0	0	0	0	0
Ikbip	20.833333	0	0	0	0	0	0	250	0	0	0	0	0	0
Ifnab	20.833333	0	0	0	0	0	114	136	0	0	0	0	0	0
Glrp1	20.833333	0	0	0	0	0	0	0	0	0	0	0	250	0
Apaf1	20.833333	0	0	0	0	0	0	250	0	0	0	0	0	0
Tpcn1	20.750000	0	0	0	0	0	100	149	0	0	0	0	0	0
Socs3	20.750000	0	0	0	0	0	75	174	0	0	0	0	0	0
Iqcd	20.750000	0	0	0	0	0	100	149	0	0	0	0	0	0
Ankrd6	20.750000	0	0	0	0	0	0	131	0	0	0	0	118	0
Lclat1	20.666667	0	0	0	0	0	0	180	0	0	0	0	68	0
Klhl21	20.666667	0	0	0	0	0	135	113	0	0	0	0	0	0
Gm9949	20.666667	248	0	0	0	0	0	0	0	0	0	0	0	0
Eef2k	20.666667	0	0	0	0	0	84	164	0	0	0	0	0	0
Dut	20.666667	0	0	0	0	0	68	180	0	0	0	0	0	0
Adrb2	20.666667	248	0	0	0	0	0	0	0	0	0	0	0	0
Ube2n	20.583333	0	0	0	0	0	78	169	0	0	0	0	0	0
Smc4	20.583333	247	0	0	0	0	0	0	0	0	0	0	0	0
Irf2	20.583333	0	0	0	0	0	0	101	0	0	0	0	146	0
Ift80	20.583333	247	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h10	20.500000	246	0	0	0	0	0	0	0	0	0	0	0	0
Rpl41	20.500000	246	0	0	0	0	0	0	0	0	0	0	0	0
Mysm1	20.500000	0	0	0	0	0	89	157	0	0	0	0	0	0
Cbfa2t3	20.500000	246	0	0	0	0	0	0	0	0	0	0	0	0
Tmem117	20.416667	0	0	0	0	0	81	164	0	0	0	0	0	0
Phldb1	20.416667	0	0	0	0	0	74	171	0	0	0	0	0	0
Lin9	20.416667	245	0	0	0	0	0	0	0	0	0	0	0	0
Il17d	20.416667	245	0	0	0	0	0	0	0	0	0	0	0	0
Cstl1	20.416667	245	0	0	0	0	0	0	0	0	0	0	0	0
Coro1a	20.416667	0	0	0	0	0	0	70	0	0	0	0	175	0
Stt3b	20.333333	244	0	0	0	0	0	0	0	0	0	0	0	0
Polg	20.333333	157	0	0	0	0	0	87	0	0	0	0	0	0
Klhl36	20.333333	244	0	0	0	0	0	0	0	0	0	0	0	0
Gripap1	20.333333	112	0	0	0	0	0	132	0	0	0	0	0	0
Fbxo4	20.333333	244	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf3	20.250000	0	0	0	0	0	136	107	0	0	0	0	0	0
Rraga	20.250000	243	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2	20.250000	0	0	0	0	0	100	143	0	0	0	0	0	0
Ifitm5	20.250000	243	0	0	0	0	0	0	0	0	0	0	0	0
Cma2	20.250000	0	0	0	0	0	0	135	0	0	0	0	108	0
Cma1	20.250000	0	0	0	0	0	0	135	0	0	0	0	108	0
Chmp4b	20.250000	243	0	0	0	0	0	0	0	0	0	0	0	0
Akip1	20.250000	243	0	0	0	0	0	0	0	0	0	0	0	0
Vipas39	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Mrps31	20.166667	0	0	0	0	0	0	242	0	0	0	0	0	0
Cd47	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Capns1	20.166667	0	0	0	0	0	0	160	0	0	0	0	82	0
Ahsa1	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Slc51b	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Mitf	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g5b	20.083333	0	0	0	0	0	82	159	0	0	0	0	0	0
Gpank1	20.083333	0	0	0	0	0	82	159	0	0	0	0	0	0
Esyt1	20.083333	0	0	0	0	0	112	129	0	0	0	0	0	0
Ctla2b	20.083333	0	0	0	0	0	127	114	0	0	0	0	0	0
Csnk2b	20.083333	0	0	0	0	0	82	159	0	0	0	0	0	0
Ccdc33	20.083333	0	0	0	0	0	0	0	0	0	0	0	241	0
Il4	20.000000	0	0	0	0	0	78	162	0	0	0	0	0	481
Six5	20.000000	0	0	0	0	0	115	125	0	0	0	0	0	0
Olfr1264	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Ercc4	20.000000	0	0	0	0	100	0	140	0	0	0	0	0	0
Tnp2	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Prm3	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Fundc1	19.916667	0	0	0	0	0	104	135	0	0	0	0	0	0
Dnase1l3	19.916667	0	0	0	0	0	0	0	0	0	0	0	239	0
Calcrl	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Adgre5	19.916667	0	0	0	0	0	102	137	0	0	0	0	0	0
S1pr4	19.833333	0	0	0	0	0	0	107	0	0	0	0	131	0
Riok3	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Prr15	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Ncln	19.833333	0	0	0	0	0	0	107	0	0	0	0	131	0
Crls1	19.833333	0	0	0	0	0	78	160	0	0	0	0	0	0
Rubcn	19.750000	0	0	0	0	0	0	0	0	0	0	0	237	0
