Target_genes	Erf|Average	SRX2871267|ES_cells	SRX2871268|ES_cells	SRX2871269|ES_cells	SRX2871270|ES_cells	SRX2871271|ES_cells	SRX2871272|ES_cells	SRX209937|MEF	SRX209938|MEF	SRX2796981|Prostate_organoids	SRX2796982|Prostate_organoids	SRX2796983|Prostate_organoids	SRX2796984|Prostate_organoids	SRX2796985|Prostate_organoids	SRX2796986|Prostate_organoids	SRX2796987|Prostate_organoids	SRX2796988|Prostate_organoids	STRING
Eif5b	377.312500	0	0	0	0	0	0	2873	2325	422	252	0	165	0	0	0	0	0
Icmt	377.125000	0	0	0	0	0	0	2942	2538	262	174	0	118	0	0	0	0	0
Wrap53	377.000000	0	105	0	0	0	0	2617	2637	286	158	106	123	0	0	0	0	0
Trp53	377.000000	0	105	0	0	0	0	2617	2637	286	158	106	123	0	0	0	0	0
Thap1	376.625000	0	0	0	0	0	0	2976	2786	167	97	0	0	0	0	0	0	0
Hspe1	376.437500	0	0	0	0	0	0	424	0	1133	913	1689	1864	0	0	0	0	0
Hspd1	376.437500	0	0	0	0	0	0	424	0	1133	913	1689	1864	0	0	0	0	0
Abi1	376.375000	0	0	0	0	0	0	3001	2765	134	122	0	0	0	0	0	0	0
Tmem134	376.062500	0	0	0	0	0	0	2949	2880	188	0	0	0	0	0	0	0	0
Aip	376.062500	0	0	0	0	0	0	2949	2880	188	0	0	0	0	0	0	0	0
Ubr3	372.750000	0	0	0	0	0	0	2849	2757	148	116	0	94	0	0	0	0	0
Gmppa	371.062500	0	0	0	0	0	0	3281	2429	113	114	0	0	0	0	0	0	0
Ehd1	370.250000	0	0	0	0	0	0	2757	2774	264	129	0	0	0	0	0	0	0
Timm13	370.125000	0	0	0	0	0	0	3018	2314	303	170	0	117	0	0	0	0	0
Cand1	369.312500	0	174	0	0	0	0	2949	2576	210	0	0	0	0	0	0	0	0
Rmi1	369.062500	0	0	0	0	0	0	3073	2617	118	97	0	0	0	0	0	0	0
Hnrnpk	369.062500	0	0	0	0	0	0	3073	2617	118	97	0	0	0	0	0	0	0
Sf3a2	368.000000	0	0	0	0	0	0	2488	2595	526	279	0	0	0	0	0	0	0
Plekhj1	368.000000	0	0	0	0	0	0	2488	2595	526	279	0	0	0	0	0	0	0
Stx4a	367.937500	0	0	0	0	0	0	2854	2719	221	93	0	0	0	0	0	0	0
B230219D22Rik	367.187500	0	0	0	0	0	0	2798	2613	228	124	0	112	0	0	0	0	0
Rbm15	366.937500	0	0	0	0	0	0	2731	2996	144	0	0	0	0	0	0	0	0
Nsd3	366.312500	0	0	0	0	0	0	2794	2584	243	152	0	88	0	0	0	0	0
Huwe1	365.562500	0	0	0	0	0	0	2812	3037	0	0	0	0	0	0	0	0	0
Siah1b	365.187500	0	0	0	0	0	0	3024	2630	189	0	0	0	0	0	0	0	0
Mrps7	365.062500	0	0	0	0	0	0	2643	2587	229	182	95	105	0	0	0	0	0
Gga3	365.062500	0	0	0	0	0	0	2643	2587	229	182	95	105	0	0	0	0	0
Ccdc107	364.750000	0	0	0	0	0	0	0	0	1904	1606	1020	1306	0	0	0	0	0
Zmym3	364.625000	0	0	0	0	0	0	3188	2646	0	0	0	0	0	0	0	0	0
Kin	364.312500	0	0	0	0	0	0	2978	2513	181	157	0	0	0	0	0	0	0
Atp5c1	364.312500	0	0	0	0	0	0	2978	2513	181	157	0	0	0	0	0	0	0
Ccdc62	364.187500	0	0	0	0	0	0	3011	2374	210	142	0	90	0	0	0	0	0
Bola1	363.625000	0	0	0	0	0	0	2691	2956	171	0	0	0	0	0	0	0	0
Grcc10	363.500000	0	0	0	0	0	0	1106	789	1498	1209	538	676	0	0	0	0	0
Tmem125	363.312500	460	340	368	212	300	133	292	388	586	373	302	396	448	439	434	342	0
Smndc1	362.687500	0	0	0	0	0	0	2747	2449	303	185	0	119	0	0	0	0	0
Supt16	362.625000	0	0	0	0	0	0	2691	2467	336	308	0	0	0	0	0	0	0
Nucks1	362.625000	0	0	0	0	0	0	2713	2757	239	93	0	0	0	0	0	0	0
Zfc3h1	361.875000	0	0	0	0	0	0	2742	2468	301	187	0	92	0	0	0	0	0
Thap2	361.875000	0	0	0	0	0	0	2742	2468	301	187	0	92	0	0	0	0	0
Mars1	359.812500	0	0	0	0	0	0	2389	2766	288	122	0	192	0	0	0	0	0
Letm2	359.625000	0	0	0	0	0	0	2794	2584	189	99	0	88	0	0	0	0	0
Gpr19	358.937500	0	0	0	0	0	0	2692	2734	234	83	0	0	0	0	0	0	0
Tab3	358.562500	0	0	0	0	0	0	3074	2500	163	0	0	0	0	0	0	0	0
Sprtn	358.562500	0	0	0	0	0	0	2689	2857	191	0	0	0	0	0	0	0	0
Exoc8	358.562500	0	0	0	0	0	0	2689	2857	191	0	0	0	0	0	0	0	0
Ncl	358.500000	0	0	0	0	0	0	2771	2693	148	124	0	0	0	0	0	0	0
Ttll9	357.562500	0	0	0	0	0	0	3145	2576	0	0	0	0	0	0	0	0	0
Bckdk	356.437500	0	0	0	0	0	0	3107	2446	150	0	0	0	0	0	0	0	0
Ssbp4	356.125000	0	0	0	0	0	0	2436	2474	355	291	0	142	0	0	0	0	0
Ralbp1	354.937500	0	0	0	0	0	0	2980	2403	140	156	0	0	0	0	0	0	0
Psph	354.937500	0	0	0	0	0	0	2433	2441	313	168	163	161	0	0	0	0	0
Cct6a	354.937500	0	0	0	0	0	0	2433	2441	313	168	163	161	0	0	0	0	0
Pop7	354.687500	0	0	0	0	0	0	2868	2334	248	103	0	122	0	0	0	0	0
Pcmtd1	354.562500	0	0	0	0	0	0	2824	2588	152	109	0	0	0	0	0	0	0
Dars	354.312500	0	0	0	0	0	0	1797	3332	230	78	85	147	0	0	0	0	0
Stk38l	352.750000	0	0	0	0	0	0	2859	2314	166	178	0	127	0	0	0	0	0
Rfx1	352.000000	0	0	0	0	0	0	2972	2314	208	138	0	0	0	0	0	0	0
Relch	351.437500	0	0	0	0	0	0	2872	2751	0	0	0	0	0	0	0	0	0
Pik3r2	351.437500	0	0	0	0	0	0	2741	2511	224	147	0	0	0	0	0	0	0
Pign	351.437500	0	0	0	0	0	0	2872	2751	0	0	0	0	0	0	0	0	0
Dohh	350.562500	0	0	0	0	0	0	2021	1715	769	498	256	350	0	0	0	0	0
Arcn1	349.812500	0	0	0	0	0	0	2452	2121	413	306	123	182	0	0	0	0	0
Vamp3	349.687500	0	0	0	0	0	0	2636	2563	243	153	0	0	0	0	0	0	0
Me2	348.625000	0	0	0	0	0	0	2882	2270	261	165	0	0	0	0	0	0	0
Ift46	348.000000	0	0	0	0	0	0	2452	2121	413	306	94	182	0	0	0	0	0
Tmem18	347.625000	0	0	0	0	0	0	2924	2517	121	0	0	0	0	0	0	0	0
Tnfaip1	347.437500	0	0	0	0	0	0	2871	1974	383	154	93	84	0	0	0	0	0
Ints9	347.437500	0	0	0	0	0	0	2410	2583	275	212	0	79	0	0	0	0	0
Ift20	347.437500	0	0	0	0	0	0	2871	1974	383	154	93	84	0	0	0	0	0
Hmbox1	347.437500	0	0	0	0	0	0	2410	2583	275	212	0	79	0	0	0	0	0
Polr2e	346.500000	0	0	0	0	0	0	2873	2033	324	138	79	97	0	0	0	0	0
Plod2	346.375000	0	0	0	0	0	0	2424	2847	143	0	0	128	0	0	0	0	0
Yod1	345.125000	0	0	0	0	0	0	2628	2632	138	0	0	124	0	0	0	0	0
Pfkfb2	345.125000	0	0	0	0	0	0	2628	2632	138	0	0	124	0	0	0	0	0
Tab2	344.625000	0	0	0	0	0	0	2662	2234	301	204	0	113	0	0	0	0	0
Rps15	344.500000	0	0	0	0	0	0	2579	2299	222	163	149	100	0	0	0	0	0
Apc2	344.500000	0	0	0	0	0	0	2579	2299	222	163	149	100	0	0	0	0	0
Tti2	343.500000	0	0	0	0	0	0	0	0	1950	1640	695	1211	0	0	0	0	0
Bzw1	343.125000	0	0	0	0	0	0	2761	2188	215	162	0	164	0	0	0	0	0
Ppip5k2	342.125000	0	122	0	0	0	0	2015	1090	859	580	341	467	0	0	0	0	0
Gin1	342.125000	0	122	0	0	0	0	2015	1090	859	580	341	467	0	0	0	0	0
Strip1	342.062500	0	0	0	0	0	0	2913	2352	208	0	0	0	0	0	0	0	0
Golm2	340.812500	0	0	0	0	0	0	2702	2751	0	0	0	0	0	0	0	0	0
Dhx9	338.437500	0	0	0	0	0	0	2766	2316	211	122	0	0	0	0	0	0	0
Atf4	337.250000	0	0	0	0	0	0	2717	2234	286	159	0	0	0	0	0	0	0
Atxn2l	337.062500	0	86	0	0	0	0	2266	1928	587	274	123	129	0	0	0	0	0
Thoc1	336.500000	0	0	0	0	0	0	2590	2104	348	241	0	101	0	0	0	0	0
Phf5a	335.687500	0	0	0	0	0	0	2577	2095	344	152	0	203	0	0	0	0	0
Aco2	335.687500	0	0	0	0	0	0	2577	2095	344	152	0	203	0	0	0	0	0
Pbld2	335.250000	0	0	0	0	0	0	2526	2470	122	127	0	119	0	0	0	0	0
Hnrnph3	335.250000	0	0	0	0	0	0	2526	2470	122	127	0	119	0	0	0	0	0
Rps11	333.687500	0	0	0	0	0	0	2924	2256	159	0	0	0	0	0	0	0	0
Rpl13a	333.687500	0	0	0	0	0	0	2924	2256	159	0	0	0	0	0	0	0	0
Unkl	333.125000	0	196	0	0	0	0	1686	512	1125	686	512	613	0	0	0	0	0
Med1	332.500000	0	0	0	0	0	0	2914	2144	262	0	0	0	0	0	0	0	0
Stag3	331.187500	0	0	0	0	0	0	2963	2336	0	0	0	0	0	0	0	0	0
Gpc2	331.187500	0	0	0	0	0	0	2963	2336	0	0	0	0	0	0	0	0	0
Dzip3	331.125000	0	0	0	0	0	0	2634	2264	236	164	0	0	0	0	0	0	0
Cip2a	331.125000	0	0	0	0	0	0	2634	2264	236	164	0	0	0	0	0	0	0
Ube2v1	329.312500	0	0	0	0	0	0	2657	2148	227	131	0	106	0	0	0	0	0
Mysm1	328.750000	0	0	0	0	0	0	2322	2412	225	130	84	87	0	0	0	0	0
Hells	328.750000	0	0	0	0	0	0	2832	2428	0	0	0	0	0	0	0	0	0
Rfc5	328.250000	0	0	0	0	0	0	2776	2098	198	108	72	0	0	0	0	0	0
Nprl3	328.062500	0	0	0	0	0	0	2748	2282	117	102	0	0	0	0	0	0	0
Nkrf	327.125000	0	0	0	0	0	0	2889	2345	0	0	0	0	0	0	0	0	0
Parp2	327.000000	0	0	0	0	0	0	0	0	2212	1585	619	816	0	0	0	0	0
Ttc32	326.000000	0	0	0	0	0	0	2238	2297	344	183	0	154	0	0	0	0	0
Med16	325.812500	0	0	0	0	0	0	0	0	1972	1426	838	977	0	0	0	0	0
Alyref2	325.500000	0	0	0	0	0	0	142	0	2045	1563	638	820	0	0	0	0	0
Dgke	325.187500	0	0	0	0	0	0	2668	2417	118	0	0	0	0	0	0	0	0
Rps15a	322.937500	0	0	0	0	0	0	2731	1845	177	149	132	133	0	0	0	0	0
Tmx3	322.312500	0	0	0	0	0	0	2369	2475	187	126	0	0	0	0	0	0	0
Wrnip1	321.437500	0	113	0	0	0	0	2599	1841	227	182	0	181	0	0	0	0	0
Fundc2	320.562500	0	0	0	0	0	0	2471	2375	196	87	0	0	0	0	0	0	0
F8	320.562500	0	0	0	0	0	0	2471	2375	196	87	0	0	0	0	0	0	0
Il31ra	319.750000	730	489	1185	787	808	840	277	0	0	0	0	0	0	0	0	0	0
Taf11	318.750000	0	0	0	0	0	0	2319	2492	155	134	0	0	0	0	0	0	0
Anks1	318.750000	0	0	0	0	0	0	2319	2492	155	134	0	0	0	0	0	0	0
Mrpl28	318.437500	0	0	0	0	0	0	2210	1990	466	272	0	157	0	0	0	0	0
Kif14	317.250000	0	0	0	0	0	0	2848	2104	124	0	0	0	0	0	0	0	0
Hdac6	315.937500	0	0	0	0	0	0	2756	2299	0	0	0	0	0	0	0	0	0
Rps2	315.875000	0	0	0	0	0	0	2594	2174	192	94	0	0	0	0	0	0	0
Rnf151	315.875000	0	0	0	0	0	0	2594	2174	192	94	0	0	0	0	0	0	0
Ndufb10	315.875000	0	0	0	0	0	0	2594	2174	192	94	0	0	0	0	0	0	0
Carmil1	315.875000	0	0	0	0	0	0	2073	2222	317	189	95	158	0	0	0	0	0
Akap1	315.875000	0	0	0	0	0	0	2549	2331	174	0	0	0	0	0	0	0	0
Rabgef1	313.375000	0	0	0	0	0	0	2308	1665	449	336	0	256	0	0	0	0	0
Rpl27a	313.312500	0	0	0	0	0	0	2449	2205	227	132	0	0	0	0	0	0	0
Dnajc12	311.312500	0	0	0	0	0	0	2828	1831	219	0	0	103	0	0	0	0	0
Xrra1	310.250000	0	0	0	0	0	0	2873	1950	141	0	0	0	0	0	0	0	0
Spcs2	310.250000	0	0	0	0	0	0	2873	1950	141	0	0	0	0	0	0	0	0
Wdr44	309.812500	0	0	0	0	0	0	2529	2428	0	0	0	0	0	0	0	0	0
Hspa12a	309.625000	0	0	0	0	0	0	2447	2234	191	82	0	0	0	0	0	0	0
Eno4	309.625000	0	0	0	0	0	0	2447	2234	191	82	0	0	0	0	0	0	0
Tmem127	309.187500	0	0	0	0	0	0	2612	1886	219	136	0	94	0	0	0	0	0
Ciao1	309.187500	0	0	0	0	0	0	2612	1886	219	136	0	94	0	0	0	0	0
Marchf7	308.875000	0	0	0	0	0	0	2107	2556	177	102	0	0	0	0	0	0	0
Smc1b	308.000000	0	0	0	0	0	0	2864	2064	0	0	0	0	0	0	0	0	0
Tnrc6b	306.687500	0	0	0	0	0	0	2284	2315	120	188	0	0	0	0	0	0	0
Rpl27	306.687500	0	0	0	0	0	0	2033	1126	688	460	256	344	0	0	0	0	0
Churc1	306.187500	0	0	0	0	0	0	2802	1878	114	105	0	0	0	0	0	0	0
Adss	305.937500	0	0	0	0	0	0	2556	2095	149	95	0	0	0	0	0	0	0
Cabin1	305.750000	0	0	0	0	0	0	2714	2027	151	0	0	0	0	0	0	0	0
Khsrp	305.687500	0	0	0	0	0	0	2645	1892	224	130	0	0	0	0	0	0	0
Exosc10	304.937500	0	0	0	0	0	0	2199	2105	226	150	90	109	0	0	0	0	0
Map2k2	304.562500	0	0	0	0	0	0	2298	1646	451	262	124	92	0	0	0	0	0
Cacybp	304.375000	0	0	0	0	0	0	2087	1443	561	369	190	220	0	0	0	0	0
Kctd5	301.875000	0	0	0	0	0	0	1881	1137	714	466	237	395	0	0	0	0	0
Percc1	301.125000	0	196	0	0	0	0	1686	0	1125	686	512	613	0	0	0	0	0
BC003965	301.125000	0	196	0	0	0	0	1686	0	1125	686	512	613	0	0	0	0	0
Atp5g1	301.125000	0	0	0	0	0	0	2355	2359	104	0	0	0	0	0	0	0	0
Mafg	300.125000	0	0	0	0	0	0	2357	1954	194	175	0	122	0	0	0	0	0
Bclaf1	300.125000	0	0	0	0	0	0	2377	2065	214	146	0	0	0	0	0	0	0
Ube3a	298.937500	0	0	0	0	0	0	2483	2084	109	107	0	0	0	0	0	0	0
Ccnt1	298.937500	0	0	0	0	0	0	1993	1831	488	321	0	150	0	0	0	0	0
4930415O20Rik	298.937500	0	0	0	0	0	0	1993	1831	488	321	0	150	0	0	0	0	0
Thap7	296.187500	0	0	0	0	0	0	2177	1870	341	205	0	146	0	0	0	0	0
Tmem183a	295.875000	0	0	0	0	0	0	2368	1984	264	118	0	0	0	0	0	0	0
Asmt	295.812500	607	459	472	429	395	350	620	653	258	162	0	153	0	175	0	0	0
Tex9	295.375000	0	0	0	0	0	0	2482	2046	96	102	0	0	0	0	0	0	0
Map10	294.937500	0	0	0	0	0	0	2520	2199	0	0	0	0	0	0	0	0	0
Srsf4	294.625000	0	0	0	0	0	0	2307	1906	289	212	0	0	0	0	0	0	0
Agbl3	294.312500	0	0	0	0	0	0	2388	1694	224	150	113	140	0	0	0	0	0
Srp72	293.437500	0	0	0	0	0	0	2790	1767	138	0	0	0	0	0	0	0	0
Ptpn6	292.437500	0	0	0	0	0	0	464	294	1498	1209	538	676	0	0	0	0	0
Ttc23	290.437500	0	0	0	0	0	0	2698	1807	142	0	0	0	0	0	0	0	0
Lrrc28	290.437500	0	0	0	0	0	0	2698	1807	142	0	0	0	0	0	0	0	0
Kpna2	290.187500	0	0	0	0	0	0	2382	1993	178	90	0	0	0	0	0	0	0
Yy1	289.937500	0	0	0	0	0	0	2331	2086	116	106	0	0	0	0	0	0	0
Ogdh	289.312500	0	0	0	0	0	0	2269	2181	179	0	0	0	0	0	0	0	0
Dmxl1	288.125000	0	0	0	0	0	0	2468	1663	196	132	0	151	0	0	0	0	0
Tdp2	283.875000	0	0	0	0	0	0	2291	1855	209	187	0	0	0	0	0	0	0
Acot13	283.875000	0	0	0	0	0	0	2291	1855	209	187	0	0	0	0	0	0	0
Rdm1	283.562500	0	0	0	0	0	0	147	0	1710	1288	593	799	0	0	0	0	0
Naa25	283.250000	0	0	0	0	0	0	2219	1791	256	115	0	151	0	0	0	0	0
Gm3448	282.562500	0	99	0	0	0	0	1907	1497	459	293	100	166	0	0	0	0	0
Gm3417	282.562500	0	99	0	0	0	0	1907	1497	459	293	100	166	0	0	0	0	0
Tpr	282.437500	0	110	0	0	0	0	2287	1712	176	131	0	103	0	0	0	0	0
Odr4	282.437500	0	110	0	0	0	0	2287	1712	176	131	0	103	0	0	0	0	0
Lgals8	281.875000	0	0	0	0	0	0	2375	1747	154	100	0	134	0	0	0	0	0
Tcte3	281.000000	0	99	0	0	0	0	1907	1497	434	293	100	166	0	0	0	0	0
Snrnp70	280.812500	0	0	0	0	0	0	2428	1667	173	96	0	129	0	0	0	0	0
Chst12	280.500000	0	0	0	0	0	0	2314	1881	152	141	0	0	0	0	0	0	0
Taf1d	279.625000	0	0	0	0	0	0	2347	1837	177	113	0	0	0	0	0	0	0
4931406C07Rik	279.625000	0	0	0	0	0	0	2347	1837	177	113	0	0	0	0	0	0	0
Arl2bp	279.437500	0	0	0	0	0	0	2133	1734	315	186	0	103	0	0	0	0	0
Flad1	277.625000	0	0	0	0	0	0	2043	1831	222	229	0	117	0	0	0	0	0
Shprh	277.500000	0	0	0	0	0	0	2319	1279	346	253	87	156	0	0	0	0	0
Rpl35	277.375000	0	0	0	0	0	0	2050	1808	320	155	0	105	0	0	0	0	0
Arpc5l	277.375000	0	0	0	0	0	0	2050	1808	320	155	0	105	0	0	0	0	0
Zfp455	276.812500	0	0	0	0	0	0	2841	1588	0	0	0	0	0	0	0	0	0
Trappc1	276.625000	0	0	0	0	0	0	2418	1765	139	104	0	0	0	0	0	0	0
Kcnab3	276.625000	0	0	0	0	0	0	2418	1765	139	104	0	0	0	0	0	0	0
Cntrob	276.625000	0	0	0	0	0	0	2418	1765	139	104	0	0	0	0	0	0	0
Eapp	276.000000	0	0	0	0	0	0	198	0	1458	1187	734	839	0	0	0	0	0
Bod1	275.687500	0	0	0	0	0	0	2516	1775	120	0	0	0	0	0	0	0	0
Lyrm4	273.625000	0	0	0	0	0	0	1965	2027	175	91	120	0	0	0	0	0	0
Fars2	273.625000	0	0	0	0	0	0	1965	2027	175	91	120	0	0	0	0	0	0
Uimc1	273.187500	0	0	0	0	0	0	2380	1542	171	182	0	96	0	0	0	0	0
Cep350	272.750000	0	0	0	0	0	0	2245	1770	250	99	0	0	0	0	0	0	0
Serbp1	272.625000	0	0	0	0	0	0	2473	1404	287	130	0	68	0	0	0	0	0
Mapkapk2	272.500000	0	0	0	0	0	0	2533	1572	131	124	0	0	0	0	0	0	0
Usp5	272.125000	0	0	0	0	0	0	2344	1768	242	0	0	0	0	0	0	0	0
Cdca3	272.125000	0	0	0	0	0	0	2344	1768	242	0	0	0	0	0	0	0	0
Ate1	272.062500	0	0	0	0	0	0	2549	1415	161	138	0	90	0	0	0	0	0
Laptm4a	271.062500	0	0	0	0	0	0	2446	1709	182	0	0	0	0	0	0	0	0
Riok2	270.250000	0	0	0	0	0	0	2331	1434	286	157	0	116	0	0	0	0	0
Tssc4	269.687500	0	0	0	0	0	0	1960	1461	387	238	113	156	0	0	0	0	0
Cops3	269.312500	0	0	0	0	0	0	2187	1653	260	110	0	99	0	0	0	0	0
Gtdc1	266.687500	0	0	0	0	0	0	2100	1894	148	125	0	0	0	0	0	0	0
Mccc2	266.500000	0	0	0	0	0	0	2333	1662	169	100	0	0	0	0	0	0	0
Hyou1	266.437500	0	0	0	0	0	0	2110	1733	253	167	0	0	0	0	0	0	0
Cnbp	266.187500	0	0	0	0	0	0	2298	1420	218	107	104	112	0	0	0	0	0
Oasl1	266.000000	610	725	709	735	712	602	0	0	163	0	0	0	0	0	0	0	0
Csnk1g3	265.937500	0	0	0	0	0	0	2168	1628	251	208	0	0	0	0	0	0	0
Taf12	265.625000	0	0	0	0	0	0	145	0	1516	1179	601	809	0	0	0	0	0
Mmaa	265.625000	0	0	0	0	0	0	2016	1536	327	216	0	155	0	0	0	0	0
Tex14	265.562500	0	0	0	0	0	0	204	0	1470	1202	531	842	0	0	0	0	0
Tsr1	265.437500	0	0	0	0	0	0	2319	1587	206	135	0	0	0	0	0	0	0
Sgsm2	265.437500	0	0	0	0	0	0	2319	1587	206	135	0	0	0	0	0	0	0
Ptges3	264.562500	0	0	0	0	0	0	2221	1622	177	123	0	90	0	0	0	0	0
Mphosph6	264.062500	0	0	0	0	0	0	1980	1946	159	140	0	0	0	0	0	0	0
Slc25a28	263.687500	0	0	0	0	0	0	2188	1872	159	0	0	0	0	0	0	0	0
Spata33	263.312500	0	0	0	0	0	0	2043	1406	291	200	105	168	0	0	0	0	0
Chmp1a	263.312500	0	0	0	0	0	0	2043	1406	291	200	105	168	0	0	0	0	0
Dido1	263.187500	0	109	0	0	0	0	1924	1617	265	199	0	97	0	0	0	0	0
Gm3435	262.937500	0	99	0	0	0	0	1907	1497	417	287	0	0	0	0	0	0	0
Zfp346	262.750000	0	0	0	0	0	0	2380	1542	171	111	0	0	0	0	0	0	0
4930503B20Rik	262.375000	0	0	0	0	0	0	2363	1687	148	0	0	0	0	0	0	0	0
Cry1	262.062500	0	0	0	0	0	0	1276	782	845	522	391	377	0	0	0	0	0
Ankrd17	259.937500	0	0	0	0	0	0	1764	1593	296	268	96	142	0	0	0	0	0
Clba1	259.250000	0	0	0	0	0	0	1940	1963	132	113	0	0	0	0	0	0	0
Pknox1	257.937500	0	0	0	0	0	0	1798	1887	203	112	0	127	0	0	0	0	0
Incenp	257.687500	0	0	0	0	0	0	1959	1803	234	127	0	0	0	0	0	0	0
Prdx4	257.125000	0	0	0	0	0	0	2138	1976	0	0	0	0	0	0	0	0	0
Clptm1	256.312500	0	0	0	0	0	0	2107	1497	271	124	0	102	0	0	0	0	0
Ints13	256.250000	0	0	0	0	0	0	1922	1546	262	169	0	201	0	0	0	0	0
Fgfr1op2	256.250000	0	0	0	0	0	0	1922	1546	262	169	0	201	0	0	0	0	0
Ermard	255.312500	0	0	0	0	0	0	1689	1403	434	293	100	166	0	0	0	0	0
Srsf5	254.750000	0	0	0	0	0	0	2652	1292	132	0	0	0	0	0	0	0	0
Snapin	253.625000	0	0	0	0	0	0	2382	1313	208	155	0	0	0	0	0	0	0
Zfp512b	252.437500	0	0	0	0	0	0	1769	1701	182	145	110	132	0	0	0	0	0
Setdb2	252.375000	0	0	0	0	0	0	2350	1511	177	0	0	0	0	0	0	0	0
Gm45935	252.375000	0	0	0	0	0	0	2350	1511	177	0	0	0	0	0	0	0	0
Cab39l	252.375000	0	0	0	0	0	0	2350	1511	177	0	0	0	0	0	0	0	0
Gtpbp2	251.875000	0	0	0	0	0	0	2900	1130	0	0	0	0	0	0	0	0	0
9030025P20Rik	250.937500	0	0	0	0	0	0	1773	1361	459	255	73	94	0	0	0	0	0
Fzd6	250.187500	0	0	0	0	0	0	1847	1820	174	162	0	0	0	0	0	0	0
Nagpa	250.062500	0	0	0	0	0	0	1919	1795	152	135	0	0	0	0	0	0	0
Uspl1	250.000000	0	0	0	0	0	0	393	0	923	526	897	1261	0	0	0	0	0
Tcam1	249.875000	0	0	0	0	0	0	1548	1716	256	243	103	132	0	0	0	0	0
Smarcd2	249.875000	0	0	0	0	0	0	1548	1716	256	243	103	132	0	0	0	0	0
Prkdc	249.812500	0	0	0	0	0	359	2149	1006	202	157	0	124	0	0	0	0	0
Leng8	248.937500	0	0	0	0	0	0	2172	1289	199	179	0	144	0	0	0	0	0
Ddx3x	248.937500	0	0	0	0	0	0	1984	1927	72	0	0	0	0	0	0	0	0
Xndc1	248.625000	0	0	0	0	0	0	2232	1606	140	0	0	0	0	0	0	0	0
Rnf121	248.625000	0	0	0	0	0	0	2232	1606	140	0	0	0	0	0	0	0	0
Gid8	248.250000	0	109	0	0	0	0	1924	1617	207	115	0	0	0	0	0	0	0
Vta1	248.187500	0	122	0	0	0	0	1404	0	774	348	549	774	0	0	0	0	0
Usp53	248.187500	0	0	0	0	0	0	1856	1997	118	0	0	0	0	0	0	0	0
Fancc	247.187500	0	0	0	0	0	0	1845	1480	272	169	66	123	0	0	0	0	0
Pam16	247.062500	0	0	0	0	0	0	2316	1532	105	0	0	0	0	0	0	0	0
Nepro	246.500000	0	0	0	0	0	0	1659	1835	293	157	0	0	0	0	0	0	0
Ghitm	246.437500	0	0	0	0	0	0	2078	1653	108	104	0	0	0	0	0	0	0
Tmem259	246.250000	0	0	0	0	0	0	0	0	1428	1082	569	861	0	0	0	0	0
Cnn2	246.250000	0	0	0	0	0	0	0	0	1428	1082	569	861	0	0	0	0	0
Hspa8	246.187500	0	0	0	0	0	0	254	0	977	525	1030	1153	0	0	0	0	0
Cyrib	245.750000	0	0	0	0	0	0	1817	1524	292	175	0	124	0	0	0	0	0
Smg7	244.625000	0	108	0	0	0	0	1535	801	614	313	213	330	0	0	0	0	0
Utp3	243.375000	0	91	0	0	0	0	1147	381	933	529	383	430	0	0	0	0	0
Fbxw11	243.187500	0	0	0	0	0	0	1954	1495	251	191	0	0	0	0	0	0	0
Ankrd13c	242.750000	0	0	0	0	0	0	1887	1022	346	225	179	225	0	0	0	0	0
Btrc	242.250000	0	0	0	0	0	0	2408	745	342	283	98	0	0	0	0	0	0
Wnk1	241.812500	0	0	0	0	0	0	2037	1589	96	147	0	0	0	0	0	0	0
Ppcdc	240.437500	0	0	0	0	0	0	2130	1280	251	186	0	0	0	0	0	0	0
Usp37	237.937500	0	0	0	0	0	0	1855	1696	121	135	0	0	0	0	0	0	0
Cnot9	237.937500	0	0	0	0	0	0	1855	1696	121	135	0	0	0	0	0	0	0
Ggnbp2	237.375000	0	0	0	0	0	0	1731	1760	212	95	0	0	0	0	0	0	0
Taf7	237.250000	0	0	0	0	0	0	1876	1299	215	216	72	118	0	0	0	0	0
Zwilch	237.125000	0	0	0	0	0	0	1789	1370	364	159	112	0	0	0	0	0	0
Rpl4	237.125000	0	0	0	0	0	0	1789	1370	364	159	112	0	0	0	0	0	0
Jtb	236.750000	0	0	0	0	0	0	2227	1314	146	101	0	0	0	0	0	0	0
Unk	236.437500	0	0	0	0	0	0	1451	271	828	517	278	438	0	0	0	0	0
Zfp33b	236.375000	0	0	0	0	0	0	2050	1492	137	103	0	0	0	0	0	0	0
Yif1b	234.375000	0	0	0	0	0	0	1899	1414	258	179	0	0	0	0	0	0	0
Vmp1	233.937500	0	0	0	0	0	0	1659	1091	465	164	147	217	0	0	0	0	0
Ptrh2	233.937500	0	0	0	0	0	0	1659	1091	465	164	147	217	0	0	0	0	0
Foxp2	233.937500	0	0	0	0	0	0	2052	1691	0	0	0	0	0	0	0	0	0
Chordc1	233.937500	0	97	0	0	0	0	672	0	996	568	589	821	0	0	0	0	0
Bche	233.625000	0	0	0	0	0	0	2188	1550	0	0	0	0	0	0	0	0	0
Pradc1	232.687500	0	0	0	0	0	0	1366	1230	409	224	245	249	0	0	0	0	0
Cct7	232.687500	0	0	0	0	0	0	1366	1230	409	224	245	249	0	0	0	0	0
